COD_MUNICIPIO;COD_UNICO_ENDERECO;ID_LOTE;ID_QUADRA;NOM_LOGRADOURO;NUM_ENDERECO;NOM_LOGRADOURO_ADJACENTE;DIM_TESTADA;DIM_PROFUNDIDADE
4104501;138568-1;02.06.005.11.0013.040B;02.06.005.11.0013;RUA Nº 03;0;;10;40.00
4104501;138550-0;02.06.005.11.0013.040A;02.06.005.11.0013;RUA Nº 03;0;;10;28.00
4104501;50636-2;02.06.005.11.0013.0400;02.06.005.11.0013;RUA Nº 02;0;;10;459.33
4104501;50628-2;02.06.005.11.0013.0300;02.06.005.11.0013;RUA Nº 02;1193;;10;150.60
4104501;50610-2;02.06.005.11.0013.0200;02.06.005.11.0013;RUA Nº 02;0;;10;150.60
4104501;50601-1;02.06.005.11.0013.0100;02.06.005.11.0013;RUA Nº 02;0;;10;331.91
4104501;50822-1;02.06.005.11.0013.001B;02.06.005.11.0013;RUA Nº 03;S/N;;10;92.59
4104501;50784-1;02.06.005.11.0013.001A;02.06.005.11.0013;RUA Nº 02;0;;10;116.83
4104501;50873-1;02.06.005.11.0012.020A;02.06.005.11.0012;AVENIDA MARECHAL FLORIANO; ;;10;221.17
4104501;50580-1;02.06.005.11.0012.0200;02.06.005.11.0012;AVENIDA MARECHAL FLORIANO;1921;;10;200.00
4104501;50571-0;02.06.005.11.0012.0100;02.06.005.11.0012;AVENIDA MARECHAL FLORIANO;0;;10;491.32
4104501;50563-1;02.06.005.11.0011.0700;02.06.005.11.0011;RUA Nº 06;331;;10;90.00
4104501;50555-1;02.06.005.11.0011.0600;02.06.005.11.0011;AVENIDA MARECHAL FLORIANO;0;;10;90.00
4104501;50547-1;02.06.005.11.0011.0500;02.06.005.11.0011;AVENIDA MARECHAL FLORIANO;0;;10;549.00
4104501;50491-3;02.06.005.11.0011.0300;02.06.005.11.0011;AVENIDA MARECHAL FLORIANO;0;;10;386.63
4104501;50474-1;02.06.005.11.0010.0100;02.06.005.11.0010;AVENIDA MARECHAL FLORIANO;0;;10;100.00
4104501;50865-1;02.06.005.11.0010.001A;02.06.005.11.0010;AVENIDA MARECHAL FLORIANO; 1627;;10;86.50
4104501;50440-3;02.06.005.11.0009.0800;02.06.005.11.0009;RUA Nº 08;S/N;;10;635.10
4104501;50431-1;02.06.005.11.0009.0700;02.06.005.11.0009;AVENIDA MARECHAL FLORIANO;0;;10;80.00
4104501;50423-1;02.06.005.11.0009.0600;02.06.005.11.0009;AVENIDA MARECHAL FLORIANO;0;;10;72.00
4104501;50415-1;02.06.005.11.0009.0500;02.06.005.11.0009;AVENIDA MARECHAL FLORIANO;0;;10;80.00
4104501;50407-1;02.06.005.11.0009.0400;02.06.005.11.0009;AVENIDA MARECHAL FLORIANO;0;;10;80.00
4104501;50393-2;02.06.005.11.0009.0300;02.06.005.11.0009;AVENIDA MARECHAL FLORIANO;0;;10;88.00
4104501;50385-1;02.06.005.11.0009.0200;02.06.005.11.0009;AVENIDA MARECHAL FLORIANO;260;;10;80.00
4104501;50377-2;02.06.005.11.0009.0100;02.06.005.11.0009;AVENIDA MARECHAL FLORIANO;0;;10;607.00
4104501;50326-2;02.06.005.11.0008.0300;02.06.005.11.0008;AVENIDA MARECHAL FLORIANO;0;;10;92.00
4104501;50849-1;02.06.005.11.0008.020E;02.06.005.11.0008;AVENIDA MARECHAL FLORIANO;1221;;10;48.91
4104501;50814-1;02.06.005.11.0008.020D;02.06.005.11.0008;AVENIDA MARECHAL FLORIANO; ;;10;60.00
4104501;50288-2;02.06.005.11.0008.0200;02.06.005.11.0008;AVENIDA MARECHAL FLORIANO;1241;;10;134.97
4104501;50270-0;02.06.005.11.0008.0100;02.06.005.11.0008;AVENIDA MARECHAL FLORIANO;0;;10;304.85
4104501;50261-1;02.06.005.11.0007.0300;02.06.005.11.0007;AVENIDA MARECHAL FLORIANO;0;;10;206.10
4104501;50253-3;02.06.005.11.0007.020A;02.06.005.11.0007;AVENIDA MARECHAL FLORIANO;0;;10;100.00
4104501;50229-3;02.06.005.11.0007.0100;02.06.005.11.0007;AVENIDA MARECHAL FLORIANO;0;;10;225.00
4104501;50211-0;02.06.005.11.0006.0300;02.06.005.11.0006;AVENIDA MARECHAL FLORIANO;0;;10;183.25
4104501;50831-1;02.06.005.11.0006.020A;02.06.005.11.0006;AVENIDA MARECHAL FLORIANO; ;;10;50.00
4104501;50202-1;02.06.005.11.0006.0200;02.06.005.11.0006;AVENIDA MARECHAL FLORIANO;0;;10;150.00
4104501;50806-1;02.06.005.11.0006.010A;02.06.005.11.0006;AVENIDA MARECHAL FLORIANO;0;;10;80.00
4104501;50776-2;02.06.005.11.0005.030A;02.06.005.11.0005;AVENIDA MARECHAL FLORIANO;0;;10;97.83
4104501;50181-0;02.06.005.11.0005.0300;02.06.005.11.0005;AVENIDA MARECHAL FLORIANO;0;;10;195.67
4104501;50156-1;02.06.005.11.0005.01CA;02.06.005.11.0005;RUA 1;0;;10;44.58
4104501;50733-2;02.06.005.11.0005.010C;02.06.005.11.0005;AVENIDA MARECHAL FLORIANO;0;;10;241.75
4104501;50717-3;02.06.005.11.0005.010A;02.06.005.11.0005;AVENIDA MARECHAL FLORIANO;0;;10;71.50
4104501;50172-0;02.06.005.11.0005.002A;02.06.005.11.0005;AVENIDA MARECHAL FLORIANO;0;;10;92.40
4104501;50725-3;02.06.005.11.0005.001B;02.06.005.11.0005;AVENIDA MARECHAL FLORIANO;0;;10;83.08
4104501;50911-2;02.06.005.11.0004.03AA;02.06.005.11.0004;AVENIDA MARECHAL FLORIANO; ;;10;50.65
4104501;50130-1;02.06.005.11.0004.0300;02.06.005.11.0004;AVENIDA MARECHAL FLORIANO;0;;10;26.43
4104501;50121-6;02.06.005.11.0004.0200;02.06.005.11.0004;AVENIDA MARECHAL FLORIANO;0;;10;343.86
4104501;109134-1;02.06.005.11.0004.010A;02.06.005.11.0004;AVENIDA MARECHAL FLORIANO;;;10;124.52
4104501;50113-0;02.06.005.11.0004.0100;02.06.005.11.0004;AVENIDA MARECHAL FLORIANO;0;;10;242.20
4104501;50091-1;02.06.005.11.0003.0300;02.06.005.11.0003;AVENIDA MARECHAL FLORIANO;1778;;10;235.75
4104501;50083-1;02.06.005.11.0003.0200;02.06.005.11.0003;AVENIDA MARECHAL FLORIANO;0;;10;307.63
4104501;50881-0;02.06.005.11.0003.002B;02.06.005.11.0003;AVENIDA MARECHAL FLORIANO; ;;10;235.25
4104501;50075-0;02.06.005.11.0003.002A;02.06.005.11.0003;AVENIDA MARECHAL FLORIANO;0;;10;201.11
4104501;50041-0;02.06.005.11.0002.040A;02.06.005.11.0002;AVENIDA MARECHAL FLORIANO;0;;10;124.00
4104501;50059-2;02.06.005.11.0002.0400;02.06.005.11.0002;AVENIDA MARECHAL FLORIANO;0;;10;149.11
4104501;50032-3;02.06.005.11.0002.0300;02.06.005.11.0002;AVENIDA MARECHAL FLORIANO;0;;10;168.95
4104501;50024-4;02.06.005.11.0002.0200;02.06.005.11.0002;AVENIDA MARECHAL FLORIANO;0;;10;160.17
4104501;50709-1;02.06.005.0.0014.001D;02.06.005.0.0014;SAO LUIZ;0;;10;100.00
4104501;50164-0;02.06.005.0.0014.001C;02.06.005.0.0014;SAO LUIZ;0;;10;76.00
4104501;50661-1;02.06.005.0.0014.001B;02.06.005.0.0014;SAO LUIZ;0;;10;76.00
4104501;50652-0;02.06.005.0.0014.001A;02.06.005.0.0014;SAO LUIZ;0;;10;248.00
4104501;50598-2;02.06.005.0.0012.0300;02.06.005.0.0012;SAO LUIZ;0;;10;97.17
4104501;109321-2;02.06.005.0.0012.02AA;02.06.005.0.0012;SAO LUIZ;;;10;472.75
4104501;50539-1;02.06.005.0.0011.0400;02.06.005.0.0011;SAO LUIZ;0;;10;30.00
4104501;50512-1;02.06.005.0.0011.0200;02.06.005.0.0011;SAO LUIZ;1210;;10;103.50
4104501;50504-3;02.06.005.0.0011.0100;02.06.005.0.0011;SAO LUIZ;1879;;10;218.20
4104501;50521-2;02.06.005.0.0011.003A;02.06.005.0.0011;SAO LUIZ;0;;10;386.63
4104501;50466-0;02.06.005.0.0009.1000;02.06.005.0.0009;SAO LUIZ;0;;10;127.00
4104501;50458-1;02.06.005.0.0009.0900;02.06.005.0.0009;SAO LUIZ;0;;10;202.00
4104501;50369-0;02.06.005.0.0008.0700;02.06.005.0.0008;SAO LUIZ;0;;10;60.00
4104501;50351-1;02.06.005.0.0008.0600;02.06.005.0.0008;SAO LUIZ;0;;10;253.00
4104501;50342-1;02.06.005.0.0008.0500;02.06.005.0.0008;SAO LUIZ;0;;10;176.00
4104501;50334-1;02.06.005.0.0008.0400;02.06.005.0.0008;SAO LUIZ;525;;10;164.00
4104501;50768-1;02.06.005.0.0008.020C;02.06.005.0.0008;SAO LUIZ;0;;10;123.12
4104501;50300-0;02.06.005.0.0008.020B;02.06.005.0.0008;SAO LUIZ;S/N;;10;130.00
4104501;50296-1;02.06.005.0.0008.020A;02.06.005.0.0008;SAO LUIZ;0;;10;80.00
4104501;50687-0;02.06.005.0.0007.020C;02.06.005.0.0007;SAO LUIZ;0;;10;133.20
4104501;50695-0;02.06.005.0.0007.020B;02.06.005.0.0007;SAO LUIZ;0;;10;133.20
4104501;50237-0;02.06.005.0.0007.0200;02.06.005.0.0007;SAO LUIZ;0;;10;187.20
4104501;50199-0;02.06.005.0.0006.0100;02.06.005.0.0006;SAO LUIZ;0;;10;228.17
4104501;50148-1;02.06.005.0.0005.0100;02.06.005.0.0005;SAO LUIZ;0;;10;115.70
4104501;50067-0;02.06.005.0.0003.0100;02.06.005.0.0003;SAO LUIZ;0;;10;161.92
4104501;50105-0;02.06.005.0.0003.003A;02.06.005.0.0003;SAO LUIZ;0;;10;100.00
4104501;50890-0;02.06.005.0.0002.010B;02.06.005.0.0002;SAO LUIZ;S/N;;10;56.96
4104501;50903-1;02.06.005.0.0002.010A;02.06.005.0.0002;SAO LUIZ; ;;10;40.44
4104501;50008-2;02.06.005.0.0001.0100;02.06.005.0.0001;SAO LUIZ;0;;10;968.77
4104501;110990-1;01.06.004.1.CHAC.4700;01.06.004.1.CHAC;RUA TUPI;LIXO;;10;2480.00
4104501;132675-1;01.06.004.1.CHAC.27AA;01.06.004.1.CHAC;RUA TERRITORIO DO ACRE;630;;10;55.22
4104501;132772-1;01.06.004.1.CHAC.270A;01.06.004.1.CHAC;RUA TERRITORIO DO ACRE;676;;10;55.22
4104501;110965-1;01.06.004.1.CHAC.2700;01.06.004.1.CHAC;RUA TERRITORIO DO ACRE;700;;10;1985.20
4104501;139556-3;01.06.004.1.CHAC.2500;01.06.004.1.CHAC;RUA TERRITORIO DO ACRE;1018 ;;10;2500.00
4104501;110957-5;01.06.004.1.CHAC.2324;01.06.004.1.CHAC;RUA OTILIA GUAITANELE;LIXO;;10;3000.00
4104501;101486-0;01.06.004.1.075A.0700;01.06.004.1.075A;RUA RISSIERI DEMICHEI;65;;10;35.75
4104501;105503-0;01.06.004.1.075A.0600;01.06.004.1.075A;RUA RISSIERI DEMICHEI;51;;10;35.75
4104501;105490-1;01.06.004.1.075A.0500;01.06.004.1.075A;RUA RISSIERI DEMICHEI;39;;10;35.75
4104501;105481-0;01.06.004.1.075A.0400;01.06.004.1.075A;RUA RISSIERI DEMICHEI;27;;10;35.75
4104501;105473-0;01.06.004.1.075A.0200;01.06.004.1.075A;RUA RISSIERI DEMICHEI;77;;10;36.81
4104501;101451-0;01.06.004.1.075A.010A;01.06.004.1.075A;RUA LERCY JOAO ROMAN;74;;10;39.59
4104501;30929-2;01.06.004.1.075A.0103;01.06.004.1.075A;RUA LERCY JOAO ROMAN;88;;10;32.99
4104501;105627-0;01.06.004.1.0075.1400;01.06.004.1.0075;RUA RISSIERI DEMICHEI;16;;10;35.63
4104501;105619-1;01.06.004.1.0075.1300;01.06.004.1.0075;RUA RISSIERI DEMICHEI;30;;10;35.63
4104501;105601-1;01.06.004.1.0075.1200;01.06.004.1.0075;RUA RISSIERI DEMICHEI;42;;10;35.63
4104501;105597-1;01.06.004.1.0075.1100;01.06.004.1.0075;RUA RISSIERI DEMICHEI;58;;10;35.63
4104501;86975-1;01.06.004.1.0075.1000;01.06.004.1.0075;RUA RISSIERI DEMICHEI;66;;10;35.63
4104501;105571-1;01.06.004.1.0075.0800;01.06.004.1.0075;RUA TUPI;1145;;10;35.63
4104501;101443-1;01.06.004.1.0075.0700;01.06.004.1.0075;RUA TUPI;1131;;10;35.63
4104501;105562-1;01.06.004.1.0075.0600;01.06.004.1.0075;RUA TUPI;1123;;10;35.63
4104501;105546-1;01.06.004.1.0075.0400;01.06.004.1.0075;RUA RISSIERI DEMICHEI;76;;10;36.68
4104501;139793-0;01.06.004.1.0075.030A;01.06.004.1.0075;RUA DIONISIO WONS;1111;;10;34.25
4104501;105538-1;01.06.004.1.0075.0300;01.06.004.1.0075;RUA TUPI;1167;;10;38.05
4104501;105520-1;01.06.004.1.0075.0200;01.06.004.1.0075;RUA LERCY JOAO ROMAN;32;;10;36.71
4104501;105511-1;01.06.004.1.0075.0105;01.06.004.1.0075;RUA LERCY JOAO ROMAN;16;;10;72.33
4104501;133621-2;01.06.004.1.0073.0200;01.06.004.1.0073;TRAVESSA  PROJETADA;78;;10;69.78
4104501;113069-1;01.06.004.1.0073.0100;01.06.004.1.0073;RUA ANTONIO LUIZ GIORDANI;321;;10;21.35
4104501;112836-2;01.06.004.1.0072.0800;01.06.004.1.0072;RUA LERCY JOAO ROMAN;306;;10;21.35
4104501;42072-1;01.06.004.1.0072.0700;01.06.004.1.0072;RUA LERCY JOAO ROMAN;294;;10;21.35
4104501;42064-1;01.06.004.1.0072.0600;01.06.004.1.0072;RUA LERCY JOAO ROMAN;282;;10;21.35
4104501;42056-1;01.06.004.1.0072.0500;01.06.004.1.0072;RUA LERCY JOAO ROMAN;270;;10;21.35
4104501;42048-1;01.06.004.1.0072.0400;01.06.004.1.0072;RUA LERCY JOAO ROMAN;258;;10;21.35
4104501;42030-1;01.06.004.1.0072.0300;01.06.004.1.0072;RUA LERCY JOAO ROMAN;248;;10;21.35
4104501;42021-1;01.06.004.1.0072.0200;01.06.004.1.0072;RUA LERCY JOAO ROMAN;240;;10;21.35
4104501;42005-1;01.06.004.1.0072.0100;01.06.004.1.0072;RUA LERCY JOAO ROMAN;226;;10;21.35
4104501;112917-1;01.06.004.1.0071.1600;01.06.004.1.0071;RUA LERCY JOAO ROMAN;303;;10;21.35
4104501;112909-1;01.06.004.1.0071.1500;01.06.004.1.0071;RUA LERCY JOAO ROMAN;295;;10;21.35
4104501;112895-1;01.06.004.1.0071.1400;01.06.004.1.0071;RUA LERCY JOAO ROMAN;283;;10;21.35
4104501;112887-1;01.06.004.1.0071.1300;01.06.004.1.0071;RUA LERCY JOAO ROMAN;271;;10;21.35
4104501;112879-1;01.06.004.1.0071.1200;01.06.004.1.0071;RUA LERCY JOAO ROMAN;261;;10;21.35
4104501;112861-1;01.06.004.1.0071.1100;01.06.004.1.0071;RUA LERCY JOAO ROMAN;249;;10;21.35
4104501;112852-1;01.06.004.1.0071.1000;01.06.004.1.0071;RUA LERCY JOAO ROMAN;241;;10;21.35
4104501;112844-1;01.06.004.1.0071.0900;01.06.004.1.0071;RUA LERCY JOAO ROMAN;227;;10;21.35
4104501;112976-0;01.06.004.1.0071.0800;01.06.004.1.0071;RUA PARA;1296;;10;21.35
4104501;113093-1;01.06.004.1.0071.0700;01.06.004.1.0071;RUA PARA;1286;;10;21.35
4104501;113085-1;01.06.004.1.0071.0600;01.06.004.1.0071;RUA PARA;1274;;10;21.35
4104501;112968-1;01.06.004.1.0071.0500;01.06.004.1.0071;RUA PARA;1266;;10;21.35
4104501;112950-1;01.06.004.1.0071.0400;01.06.004.1.0071;RUA PARA;1252;;10;21.35
4104501;112941-1;01.06.004.1.0071.0300;01.06.004.1.0071;RUA PARA;1240;;10;21.35
4104501;112933-1;01.06.004.1.0071.0200;01.06.004.1.0071;RUA PARA;1232;;10;21.35
4104501;112925-1;01.06.004.1.0071.0100;01.06.004.1.0071;RUA PARA;1220;;10;21.35
4104501;113051-0;01.06.004.1.0070.0800;01.06.004.1.0070;RUA PARA;1299;;10;21.35
4104501;113042-1;01.06.004.1.0070.0700;01.06.004.1.0070;RUA PARA;1285;;10;21.35
4104501;113034-1;01.06.004.1.0070.0600;01.06.004.1.0070;RUA PARA;1277;;10;21.35
4104501;113026-1;01.06.004.1.0070.0500;01.06.004.1.0070;RUA PARA;1263;;10;21.35
4104501;113018-1;01.06.004.1.0070.0400;01.06.004.1.0070;RUA PARA;1255;;10;21.35
4104501;113000-2;01.06.004.1.0070.0300;01.06.004.1.0070;RUA PARA;1241;;10;21.35
4104501;112992-1;01.06.004.1.0070.0200;01.06.004.1.0070;RUA PARA;1233;;10;21.35
4104501;112984-1;01.06.004.1.0070.0100;01.06.004.1.0070;RUA PARA;1219;;10;21.35
4104501;118559-2;01.06.004.1.0066.1500;01.06.004.1.0066;RUA GONCALVES MARCELO;;;10;190.08
4104501;128490-3;01.06.004.1.0066.140A;01.06.004.1.0066;RUA TUPI;929;;10;24.74
4104501;118541-1;01.06.004.1.0066.1400;01.06.004.1.0066;RUA ERMINDO KREMER;09;;10;27.21
4104501;118532-1;01.06.004.1.0066.1300;01.06.004.1.0066;RUA GONCALVES MARCELO;17;;10;51.26
4104501;118524-1;01.06.004.1.0066.1200;01.06.004.1.0066;RUA GONCALVES MARCELO;25;;10;50.05
4104501;118516-1;01.06.004.1.0066.1100;01.06.004.1.0066;RUA GONCALVES MARCELO;37;;10;50.18
4104501;118508-2;01.06.004.1.0066.1000;01.06.004.1.0066;RUA GONCALVES MARCELO;49;;10;49.98
4104501;118494-1;01.06.004.1.0066.0900;01.06.004.1.0066;RUA GONCALVES MARCELO;57;;10;50.47
4104501;118486-2;01.06.004.1.0066.0800;01.06.004.1.0066;RUA MARANHAO;1044;;10;46.96
4104501;118478-1;01.06.004.1.0066.0700;01.06.004.1.0066;RUA MARANHAO;1032;;10;47.28
4104501;118460-1;01.06.004.1.0066.0600;01.06.004.1.0066;RUA MARANHAO;1020;;10;46.23
4104501;141011-2;01.06.004.1.0066.050A;01.06.004.1.0066;RUA MARANHAO;1006;;10;26.59
4104501;118451-1;01.06.004.1.0066.0500;01.06.004.1.0066;RUA MARANHAO;1010;;10;19.72
4104501;118443-2;01.06.004.1.0066.0400;01.06.004.1.0066;RUA MARANHAO;996;;10;47.37
4104501;118435-1;01.06.004.1.0066.0300;01.06.004.1.0066;RUA MARANHAO;988;;10;46.12
4104501;118427-2;01.06.004.1.0066.0200;01.06.004.1.0066;RUA MARANHAO;976;;10;47.73
4104501;128503-2;01.06.004.1.0066.0100;01.06.004.1.0066;RUA TUPI;935;;10;47.99
4104501;42102-2;01.06.004.1.0064.1200;01.06.004.1.0064;RUA LERCY JOAO ROMAN;131;;10;30.00
4104501;41998-1;01.06.004.1.0064.1100;01.06.004.1.0064;RUA PARA;1134;;10;30.00
4104501;41980-1;01.06.004.1.0064.1000;01.06.004.1.0064;RUA LERCY JOAO ROMAN;163;;10;30.00
4104501;41971-1;01.06.004.1.0064.0900;01.06.004.1.0064;RUA PARA;1150;;10;30.00
4104501;41963-1;01.06.004.1.0064.0800;01.06.004.1.0064;RUA LERCY JOAO ROMAN;175;;10;30.00
4104501;41955-1;01.06.004.1.0064.0700;01.06.004.1.0064;RUA PARA;1162;;10;30.00
4104501;41947-1;01.06.004.1.0064.0600;01.06.004.1.0064;RUA LERCY JOAO ROMAN;189;;10;30.00
4104501;41939-1;01.06.004.1.0064.0500;01.06.004.1.0064;RUA PARA;1178;;10;30.00
4104501;41921-1;01.06.004.1.0064.0400;01.06.004.1.0064;RUA LERCY JOAO ROMAN;205;;10;32.00
4104501;41912-1;01.06.004.1.0064.0300;01.06.004.1.0064;RUA PARA;1194;;10;32.00
4104501;41904-2;01.06.004.1.0064.0200;01.06.004.1.0064;RUA LERCY JOAO ROMAN;131;;10;32.00
4104501;41891-2;01.06.004.1.0064.0100;01.06.004.1.0064;RUA PARA;1120;;10;32.00
4104501;41882-2;01.06.004.1.0063.1200;01.06.004.1.0063;RUA PARA;1133;;10;30.00
4104501;41874-1;01.06.004.1.0063.1100;01.06.004.1.0063;RUA GONCALVES MARCELO;142;;10;30.00
4104501;41866-1;01.06.004.1.0063.1000;01.06.004.1.0063;RUA PARA;1149;;10;30.00
4104501;41858-1;01.06.004.1.0063.0900;01.06.004.1.0063;RUA GONCALVES MARCELO;158;;10;30.00
4104501;41840-1;01.06.004.1.0063.0800;01.06.004.1.0063;RUA PARA;1165;;10;30.00
4104501;41831-1;01.06.004.1.0063.0700;01.06.004.1.0063;RUA GONCALVES MARCELO;172;;10;30.00
4104501;41823-1;01.06.004.1.0063.0600;01.06.004.1.0063;RUA PARA;1177;;10;30.00
4104501;41815-2;01.06.004.1.0063.0500;01.06.004.1.0063;RUA GONCALVES MARCELO;186;;10;30.00
4104501;41807-3;01.06.004.1.0063.0400;01.06.004.1.0063;RUA PARA;1191;;10;32.00
4104501;41793-1;01.06.004.1.0063.0300;01.06.004.1.0063;RUA GONCALVES MARCELO;200;;10;32.00
4104501;41785-1;01.06.004.1.0063.0200;01.06.004.1.0063;RUA PARA;1119;;10;32.00
4104501;41777-1;01.06.004.1.0063.0100;01.06.004.1.0063;RUA GONCALVES MARCELO;128;;10;32.00
4104501;41769-1;01.06.004.1.0062.1200;01.06.004.1.0062;RUA LERCY JOAO ROMAN;41;;10;32.80
4104501;41751-1;01.06.004.1.0062.1100;01.06.004.1.0062;RUA PARA;1026;;10;32.80
4104501;41742-1;01.06.004.1.0062.1000;01.06.004.1.0062;RUA LERCY JOAO ROMAN;57;;10;32.80
4104501;41734-1;01.06.004.1.0062.0900;01.06.004.1.0062;RUA PARA;1042;;10;32.80
4104501;41726-1;01.06.004.1.0062.0800;01.06.004.1.0062;RUA LERCY JOAO ROMAN;73;;10;32.80
4104501;41718-2;01.06.004.1.0062.0700;01.06.004.1.0062;RUA PARA;1058;;10;32.80
4104501;41700-1;01.06.004.1.0062.0600;01.06.004.1.0062;RUA LERCY JOAO ROMAN;89;;10;32.80
4104501;41696-1;01.06.004.1.0062.0500;01.06.004.1.0062;RUA PARA;1064;;10;32.80
4104501;41688-1;01.06.004.1.0062.0400;01.06.004.1.0062;RUA LERCY JOAO ROMAN;105;;10;33.00
4104501;41670-1;01.06.004.1.0062.0300;01.06.004.1.0062;RUA PARA;1090;;10;33.00
4104501;41661-1;01.06.004.1.0062.0200;01.06.004.1.0062;RUA LERCY JOAO ROMAN;25;;10;33.00
4104501;41653-1;01.06.004.1.0062.0100;01.06.004.1.0062;RUA PARA;1010;;10;33.00
4104501;22101-2;01.06.004.1.0027.1600;01.06.004.1.0027;RUA TAPAJOS;451;;10;100.00
4104501;22098-1;01.06.004.1.0027.1500;01.06.004.1.0027;RUA RIO GRANDE DO NORTE;1650;;10;120.00
4104501;22080-1;01.06.004.1.0027.140B;01.06.004.1.0027;RUA GUARANY;450;;10;62.50
4104501;108863-1;01.06.004.1.0027.140A;01.06.004.1.0027;RUA GUARANY;458;;10;62.50
4104501;22071-0;01.06.004.1.0027.1300;01.06.004.1.0027;RUA TAPAJOS;473;;10;100.00
4104501;22063-1;01.06.004.1.0027.1200;01.06.004.1.0027;RUA GUARANY;466;;10;75.00
4104501;22055-0;01.06.004.1.0027.1100;01.06.004.1.0027;RUA TAPAJOS;483;;10;120.00
4104501;22047-1;01.06.004.1.0027.1000;01.06.004.1.0027;RUA GUARANY;488;;10;120.00
4104501;143308-0;01.06.004.1.0027.090A;01.06.004.1.0027;RUA TAPAJOS;519;;10;92.00
4104501;22039-3;01.06.004.1.0027.0900;01.06.004.1.0027;RUA TAPAJOS;515;;10;48.00
4104501;22021-2;01.06.004.1.0027.0800;01.06.004.1.0027;RUA GUARANY;512;;10;100.00
4104501;143260-0;01.06.004.1.0027.070B;01.06.004.1.0027;RUA TAPAJOS;521;;10;52.00
4104501;22012-1;01.06.004.1.0027.0700;01.06.004.1.0027;RUA TAPAJOS;537;;10;48.00
4104501;22004-1;01.06.004.1.0027.0600;01.06.004.1.0027;RUA CEARA;737;;10;80.00
4104501;21997-3;01.06.004.1.0027.0500;01.06.004.1.0027;RUA GUARANY;524;;10;100.00
4104501;129453-0;01.06.004.1.0027.040B;01.06.004.1.0027;RUA RIO GRANDE DO NORTE;1240;;10;25.00
4104501;34673-2;01.06.004.1.0027.040A;01.06.004.1.0027;RUA TAPAJOS;425;;10;50.00
4104501;21989-1;01.06.004.1.0027.0400;01.06.004.1.0027;RUA RIO GRANDE DO NORTE;1630;;10;25.00
4104501;86584-1;01.06.004.1.0027.030C;01.06.004.1.0027;RUA RIO GRANDE DO NORTE;1666;;10;25.00
4104501;86576-0;01.06.004.1.0027.030B;01.06.004.1.0027;RUA RIO GRANDE DO NORTE;1674;;10;25.00
4104501;86568-1;01.06.004.1.0027.030A;01.06.004.1.0027;RUA GUARANY;438;;10;25.00
4104501;21971-1;01.06.004.1.0027.0300;01.06.004.1.0027;RUA GUARANY;422;;10;25.00
4104501;21962-1;01.06.004.1.0027.0200;01.06.004.1.0027;RUA TAPAJOS;553;;10;100.00
4104501;36846-1;01.06.004.1.0027.010A;01.06.004.1.0027;RUA CEARA;787;;10;50.00
4104501;21954-1;01.06.004.1.0027.0100;01.06.004.1.0027;RUA CEARA;751;;10;50.00
4104501;21482-2;01.06.004.1.0023.1600;01.06.004.1.0023;RUA TAPAJOS;613;;10;100.00
4104501;21474-1;01.06.004.1.0023.1500;01.06.004.1.0023;RUA CEARA;742;;10;120.00
4104501;86240-1;01.06.004.1.0023.140A;01.06.004.1.0023;RUA GUARANY;606;;10;28.75
4104501;21466-1;01.06.004.1.0023.1400;01.06.004.1.0023;RUA GUARANY;618;;10;71.25
4104501;21458-2;01.06.004.1.0023.1300;01.06.004.1.0023;RUA TAPAJOS;635;;10;100.00
4104501;21440-2;01.06.004.1.0023.1200;01.06.004.1.0023;RUA GUARANY;632/626;;10;100.00
4104501;36854-1;01.06.004.1.0023.110A;01.06.004.1.0023;RUA TAPAJOS;647;;10;60.00
4104501;21431-1;01.06.004.1.0023.1100;01.06.004.1.0023;RUA TAPAJOS;655;;10;31.25
4104501;21423-1;01.06.004.1.0023.1000;01.06.004.1.0023;RUA GUARANY;650;;10;120.00
4104501;21415-0;01.06.004.1.0023.09AA;01.06.004.1.0023;RUA TAPAJOS;667;;10;78.75
4104501;8800-2;01.06.004.1.0023.090A;01.06.004.1.0023;RUA TAPAJOS;665;;10;50.00
4104501;34070-1;01.06.004.1.0023.080A;01.06.004.1.0023;RUA GUARANY;674;;10;50.00
4104501;21407-1;01.06.004.1.0023.0800;01.06.004.1.0023;RUA GUARANY;664;;10;50.00
4104501;21393-2;01.06.004.1.0023.0700;01.06.004.1.0023;RUA TAPAJOS;695;;10;100.00
4104501;21385-1;01.06.004.1.0023.0600;01.06.004.1.0023;RUA PIAUI;1007;;10;120.00
4104501;33987-2;01.06.004.1.0023.050A;01.06.004.1.0023;RUA GUARANY;688;;10;50.00
4104501;21377-1;01.06.004.1.0023.0500;01.06.004.1.0023;RUA GUARANY;696;;10;50.00
4104501;110507-1;01.06.004.1.0023.040A;01.06.004.1.0023;RUA CEARA;720;;10;50.00
4104501;21369-1;01.06.004.1.0023.0400;01.06.004.1.0023;RUA TAPAJOS;589;;10;50.00
4104501;43214-1;01.06.004.1.0023.030B;01.06.004.1.0023;RUA CEARA;770;;10;33.00
4104501;21351-1;01.06.004.1.0023.030A;01.06.004.1.0023;RUA CEARA;784;;10;34.00
4104501;43222-2;01.06.004.1.0023.0300;01.06.004.1.0023;RUA CEARA;752;;10;33.00
