quadras.codigo_ibge_municipio,quadras.codigo_cartografico,quadras.geometria,quadras.area
4104501,01.05.004.0.0068,"MULTIPOLYGON(((-53.8150573597168 -25.663610554910044,-53.815006466985764 -25.663443130437333,-53.81495557441923 -25.66327570593154,-53.81485576890453 -25.663300624490898,-53.8147559633418 -25.663325542985298,-53.814656157731065 -25.663350461414737,-53.81455635207231 -25.663375379779207,-53.814456546365534 -25.66340029807872,-53.814356740610755 -25.663425216313254,-53.81425693480794 -25.663450134482837,-53.814307826520974 -25.663617559304907,-53.8143587183985 -25.66378498409389,-53.81445852444517 -25.663760065833948,-53.81455833044381 -25.663735147509044,-53.81465813639445 -25.663710229119175,-53.814757942297064 -25.663685310664327,-53.81485774815166 -25.663660392144532,-53.81495755395825 -25.66363547355976,-53.8150573597168 -25.663610554910044)))",2802.8000
4104501,01.03.001.2.0051,"MULTIPOLYGON(((-53.80290735362098 -25.671712719996442,-53.802841274742285 -25.671495278837156,-53.80280823540689 -25.67138655823665,-53.802775196140935 -25.67127783762213,-53.80273554911317 -25.671147372866493,-53.802643039770174 -25.670842955025037,-53.80245108763089 -25.67089086043465,-53.802259135314024 -25.670938765603854,-53.80206718281977 -25.670986670532653,-53.80187523014803 -25.671034575221032,-53.80168327729869 -25.671082479668918,-53.80149132427197 -25.67113038387648,-53.80152304082203 -25.671234756044793,-53.801554757435994 -25.67133912820019,-53.80158647411385 -25.67144350034284,-53.80162347698551 -25.671565267826285,-53.801660479944054 -25.671687035292344,-53.80168691068201 -25.671774012043123,-53.80175563080827 -25.672000151553334,-53.80191879192858 -25.671959432608954,-53.80213953912254 -25.67190434199601,-53.80233149301338 -25.671856436856732,-53.80252344672671 -25.671808531477016,-53.80271540026265 -25.671760625856983,-53.80290735362098 -25.671712719996442)))",12000.0000
4104501,01.03.002.3.0081,"MULTIPOLYGON(((-53.80457868607361 -25.682695285779456,-53.80464506174809 -25.682464394104223,-53.804605423046496 -25.682333980730167,-53.80441345397927 -25.682381890133463,-53.804221484734455 -25.682429799296216,-53.804029515312 -25.682477708218364,-53.80389513661063 -25.682511244320875,-53.803837545711964 -25.68252561690007,-53.803741560845324 -25.68254957115073,-53.8036455759343 -25.682573525341247,-53.80345360597903 -25.682621433541893,-53.803261635846155 -25.682669341502013,-53.80342024718209 -25.683191197640557,-53.803430821327986 -25.683225988038384,-53.80347311798261 -25.68336514961536,-53.80352598896075 -25.683539101554473,-53.8035788601165 -25.683713053458007,-53.80363173144987 -25.683887005325776,-53.80364230573786 -25.683921795695063,-53.80368460296086 -25.68406095715786,-53.803737474649466 -25.684234908954355,-53.80379034651569 -25.684408860715077,-53.80409212705346 -25.684333547941723,-53.80410892490265 -25.684329355826282,-53.80416688450741 -25.684127744683014,-53.80422484394887 -25.683926133528068,-53.804240782766655 -25.683870690458395,-53.80432342982301 -25.683583202529928,-53.80439872129358 -25.683321299993374,-53.80445668008194 -25.683119688791777,-53.80450304699506 -25.68295839982206,-53.804514638707026 -25.682918077578538,-53.80457868607361 -25.682695285779456)))",18119.7676
4104501,01.04.002.3.0057,"MULTIPOLYGON(((-53.7994895853808 -25.681838738398902,-53.799456545202965 -25.68173001715781,-53.79942350509448 -25.6816212959027,-53.79937064106532 -25.681447341865677,-53.799330993159835 -25.68131687631449,-53.79930456127836 -25.6812298992692,-53.799264913539425 -25.68109943368459,-53.79919883419642 -25.68088199099907,-53.799064455435584 -25.680915522613446,-53.79885328863574 -25.68096821491224,-53.7986229246091 -25.681025697088035,-53.798689003037204 -25.68124314011183,-53.79874186597946 -25.681417094490698,-53.79879472909926 -25.68159104883392,-53.79884759239649 -25.681765003141578,-53.79891367176787 -25.681982445975894,-53.79918723093328 -25.681914185146752,-53.79929761435397 -25.681886641165143,-53.7994895853808 -25.681838738398902)))",6600.0000
4104501,01.02.002.0.0042,"MULTIPOLYGON(((-53.80605761854538 -25.677572030143992,-53.80579549597429 -25.677637452088064,-53.80545505287298 -25.677722420893467,-53.804975149046825 -25.677842195201617,-53.80502801889613 -25.67801614673263,-53.80508088892302 -25.678190098227965,-53.80513375912749 -25.67836404968761,-53.80518662950957 -25.67853800111168,-53.80523685653702 -25.67870325493144,-53.80529237080648 -25.678885903852564,-53.80534524172133 -25.679059855169584,-53.80554200417419 -25.679010747237566,-53.80565238302947 -25.67898319877493,-53.805708738603734 -25.67878198657492,-53.805705475235584 -25.678782801053153,-53.805745578343924 -25.678643363790194,-53.80578323956432 -25.678512416643446,-53.80582144927992 -25.678379562142457,-53.80587595516623 -25.678193191356883,-53.80596102033577 -25.677902328888226,-53.80600788045786 -25.67774210003201,-53.80605761854538 -25.677572030143992)),((-53.80650403849639 -25.678769337104843,-53.806441913460716 -25.678564944943773,-53.80640754652505 -25.67845187691859,-53.806373179664426 -25.678338808878326,-53.806266114156564 -25.677986558348465,-53.806152903402754 -25.678393786916576,-53.80611656401297 -25.678524502250173,-53.80608022455734 -25.67865521757919,-53.80601453383589 -25.678891510662723,-53.80623529098261 -25.678836412977287,-53.80636006665731 -25.678805270666587,-53.80650403849639 -25.678769337104843)))",12389.2002
4104501,01.03.002.3.0065,"MULTIPOLYGON(((-53.80451407911824 -25.68207636873024,-53.80435546510239 -25.681554513987958,-53.80430259411899 -25.681380562335857,-53.80426294099799 -25.68125009857336,-53.8042232879769 -25.681119634790782,-53.804190243868966 -25.68101091495666,-53.80414398223441 -25.68085870716541,-53.803952015229044 -25.680906615786686,-53.803760048046094 -25.68095452416745,-53.80356808068553 -25.68100243230761,-53.80337611314737 -25.681050340207342,-53.803184145431636 -25.681098247866565,-53.80280020946741 -25.681194062463444,-53.80287955143053 -25.681455118638873,-53.80291920317104 -25.68158558289511,-53.802958816229264 -25.68171591952861,-53.80301168550506 -25.681889871812295,-53.803041424550734 -25.681987719956155,-53.803071163652604 -25.68208556808882,-53.80310090281068 -25.6821834162102,-53.80317029439803 -25.682411728449367,-53.80336226417659 -25.682363820639644,-53.80355423377754 -25.682315912589377,-53.8037462032009 -25.68226800429859,-53.80393817244665 -25.682220095767356,-53.804130141514776 -25.682172186995505,-53.804322110405316 -25.682124277983135,-53.80451407911824 -25.68207636873024)))",19600.0000
4104501,01.04.002.3.087A,"MULTIPOLYGON(((-53.80013711824414 -25.685321001775414,-53.80007513144279 -25.685117041319323,-53.80001314488559 -25.684913080814205,-53.79981732981408 -25.684961942720843,-53.79969926475522 -25.68499140345539,-53.79958119962918 -25.68502086409894,-53.799463134436 -25.685050324651407,-53.799345069175644 -25.685079785112965,-53.79914925347381 -25.685128646165634,-53.79921123874351 -25.685332607146567,-53.79927322425732 -25.685536568078664,-53.79939704928288 -25.68550567054095,-53.79952039429302 -25.68547489266169,-53.799643739229865 -25.685444114683037,-53.79976708409339 -25.68541333660515,-53.799890428883614 -25.685382558427854,-53.80001377360054 -25.685351780151336,-53.80013711824414 -25.685321001775414)))",4221.0000
4104501,01.01.002.0.0010,"MULTIPOLYGON(((-53.809463623137695 -25.673911054631365,-53.809410749423016 -25.673737105011934,-53.809357875885944 -25.673563155356874,-53.80930500252647 -25.673389205666137,-53.809199256340314 -25.673041306177446,-53.809146383513614 -25.672867356379594,-53.80889684610138 -25.67292964456158,-53.80865690599888 -25.67298953666113,-53.808464953717106 -25.67303745007036,-53.80832098938923 -25.673073384969577,-53.80798507223573 -25.673157232541723,-53.808037943587486 -25.67333118288556,-53.80809081511684 -25.673505133193796,-53.808104033026915 -25.673548620765228,-53.808143686823755 -25.673679083466247,-53.8081701227438 -25.673766058589038,-53.80819655870827 -25.67385303370301,-53.80824943077037 -25.67402698390407,-53.80830230301005 -25.67420093406953,-53.80853264801498 -25.674143438021055,-53.80878218814841 -25.674081150244486,-53.80897414189296 -25.67403323629376,-53.809463623137695 -25.673911054631365)))",14520.0000
4104501,01.05.004.0.0056,"MULTIPOLYGON(((-53.81556263344046 -25.669916397758655,-53.81552405746286 -25.66978950350293,-53.81548550801971 -25.66966269620165,-53.81544695867098 -25.669535888881384,-53.81540840941664 -25.669409081542124,-53.815369860256695 -25.66928227418387,-53.81535058571214 -25.66921887049762,-53.81533131119117 -25.669155466806636,-53.81529276222005 -25.669028659410408,-53.81528218638712 -25.66899386999796,-53.815254213343316 -25.668901851995194,-53.81521566456099 -25.668775044560988,-53.81517711587307 -25.668648237107803,-53.81513856727953 -25.66852142963553,-53.815119266578876 -25.668457938918834,-53.815100018780406 -25.66839462214437,-53.81507204606031 -25.668302604076487,-53.815061470375674 -25.668267814634216,-53.815050894698146 -25.668233025190606,-53.81502289562621 -25.66814092013147,-53.81498432097125 -25.6680140256097,-53.81494574641082 -25.66788713106893,-53.814907171944924 -25.667760236509142,-53.81486859757356 -25.667633341930333,-53.81460467922549 -25.667699232828145,-53.814340760541604 -25.667765123271636,-53.814379334424146 -25.66789201803156,-53.814417908401204 -25.668018912772474,-53.81445648247279 -25.66814580749438,-53.81449505663889 -25.668272702197275,-53.81453363089952 -25.66839959688116,-53.81457217881573 -25.66852640457241,-53.814610726826345 -25.668653212244585,-53.81464927493134 -25.668780019897774,-53.814687823130754 -25.668906827531973,-53.814726371424555 -25.66903363514719,-53.814764919812745 -25.669160442743422,-53.814803468295345 -25.66928725032066,-53.81484201687234 -25.66941405787892,-53.814880565543724 -25.6695408654182,-53.81491911430953 -25.669667672938477,-53.81495766316973 -25.669794480439773,-53.81499621212432 -25.669921287922076,-53.815034787613044 -25.67004818235895,-53.815298710694684 -25.66998229028598,-53.81556263344046 -25.669916397758655)))",14437.5000
4104501,01.05.001.1.0010,"MULTIPOLYGON(((-53.80534914296399 -25.660429940854872,-53.8052962830316 -25.66025598846168,-53.80524342327664 -25.660082036032744,-53.80521170750886 -25.65997766455835,-53.80520113560049 -25.659942874064,-53.805190563699114 -25.659908083568226,-53.80517074140331 -25.659842851384838,-53.80513770429903 -25.659734131068053,-53.80508484507646 -25.65956017853211,-53.80503198603123 -25.659386225960603,-53.80497912716343 -25.659212273353432,-53.804734412930706 -25.659273354632482,-53.80448969840947 -25.659334435520847,-53.80424978193221 -25.659394318365713,-53.80412982358967 -25.659424259647277,-53.803904877518846 -25.659480405285592,-53.80406692936339 -25.659627103959526,-53.804228981605135 -25.65977380241753,-53.804310007874925 -25.659847151565533,-53.80439103424402 -25.65992050065952,-53.80449231734513 -25.660012186951036,-53.8046179086059 -25.660125877835288,-53.80471514071366 -25.660213896495332,-53.80487719454433 -25.66036059408915,-53.80503360269558 -25.660508700739506,-53.80509118307231 -25.660494328546175,-53.805206343777854 -25.66046558409476,-53.80534914296399 -25.660429940854872)),((-53.80471921486831 -25.660582914226694,-53.804623760568646 -25.660497595834567,-53.804459629247845 -25.66035089249857,-53.804336874733316 -25.66024117206888,-53.803936123726466 -25.65988297057842,-53.80406554632929 -25.660308894615472,-53.80410518997781 -25.660439359358413,-53.80414710663727 -25.660577304058126,-53.804189023408405 -25.660715248735503,-53.804332974900824 -25.66067931900509,-53.80447692629343 -25.66064338913961,-53.80471921486831 -25.660582914226694)))",12745.3896
4104501,01.04.002.3.0071,"MULTIPOLYGON(((-53.79733127625455 -25.68388004100071,-53.79727841386053 -25.683706086081223,-53.79722555164395 -25.683532131125993,-53.797172689604906 -25.68335817613522,-53.79711507018459 -25.683168565154688,-53.79709101810368 -25.68308941560431,-53.79706696605942 -25.683010266046658,-53.79701410455298 -25.682836310948968,-53.79696124322416 -25.682662355815534,-53.796769269557466 -25.682710255438142,-53.79662528919099 -25.682746179997274,-53.79648130872466 -25.682782104420987,-53.796241341058945 -25.68284197815981,-53.79600137311574 -25.682901851522832,-53.79605423322458 -25.68307580710699,-53.79609387842266 -25.683206273771745,-53.7961335237207 -25.68333674041645,-53.79617316911849 -25.68346720704112,-53.79618374124141 -25.683501998137654,-53.79621281461613 -25.68359767364574,-53.796228434969656 -25.683649077482464,-53.79623924500342 -25.683684651371046,-53.796265675435066 -25.68377162908735,-53.79637139760551 -25.684119539863755,-53.79661136768383 -25.684059665711896,-53.79685133748484 -25.683999791184018,-53.79733127625455 -25.68388004100071)))",14000.0000
4104501,01.04.001.2.072A,"MULTIPOLYGON(((-53.802231810906626 -25.665516509503725,-53.80202152319609 -25.665328552485384,-53.80190812455677 -25.665227195381778,-53.801794726109335 -25.66512583817263,-53.801681327853764 -25.665024480857852,-53.80156792979006 -25.66492312343762,-53.80145453191824 -25.664821765911856,-53.801341134238264 -25.664720408280562,-53.801249753165564 -25.664638729431942,-53.801005952549836 -25.664699574150976,-53.80076215164784 -25.664760418482263,-53.80092017766867 -25.664901667127058,-53.8010335752127 -25.66500302509922,-53.80114697294861 -25.665104382965858,-53.8012603708764 -25.665205740727043,-53.801373768996044 -25.66530709838261,-53.80148716730758 -25.665408455932646,-53.80160056581097 -25.665509813377135,-53.801713964506256 -25.66561117071618,-53.80174420723524 -25.665638202043272,-53.80206558251094 -25.665557995771014,-53.802231810906626 -25.665516509503725)))",6096.8188
4104501,01.04.002.4.049A,"MULTIPOLYGON(((-53.8096597203592 -25.67929408624024,-53.80962006246506 -25.679163624334205,-53.809580404670854 -25.679033162408082,-53.80948442407218 -25.679057120123964,-53.80938844342909 -25.67908107777973,-53.80929246274159 -25.679105035375393,-53.80919648200967 -25.67912899291093,-53.80910050123335 -25.679152950386364,-53.80900452041261 -25.679176907801665,-53.80890853954746 -25.679200865156865,-53.808812558637904 -25.67922482245195,-53.80871657768393 -25.67924877968691,-53.80862059668555 -25.679272736861755,-53.808524615642774 -25.679296693976397,-53.80842863455557 -25.679320651031013,-53.80846829125237 -25.679451113363346,-53.80850794804908 -25.679581575675602,-53.80870950866501 -25.679531265649324,-53.8096597203592 -25.67929408624024)))",3600.0000
4104501,01.03.002.3.0083,"MULTIPOLYGON(((-53.80349667178334 -25.684482642063116,-53.80344380029006 -25.684308690164386,-53.803390928974395 -25.68413473822997,-53.80333805783634 -25.68396078625979,-53.80331162233393 -25.683873810261414,-53.803285186875904 -25.68378683425402,-53.80323231609309 -25.68361288221258,-53.803190019594716 -25.683473720553657,-53.80317944548788 -25.68343893013536,-53.80312657506028 -25.68326497802256,-53.80307370481028 -25.68309102587408,-53.80302083473789 -25.68291707368993,-53.802967964843106 -25.68274312147002,-53.80248803805277 -25.68286288939818,-53.80222407784497 -25.68292876111784,-53.802008110152464 -25.68298265582287,-53.80211384767993 -25.68333056112914,-53.80216671671007 -25.683504513728728,-53.80221958591779 -25.68367846629273,-53.80227245530311 -25.683852418820976,-53.80232532486604 -25.684026371313543,-53.802378194606575 -25.68420032377053,-53.8024310645247 -25.68437427619176,-53.80248393462044 -25.68454822857732,-53.8025368048938 -25.684722180927288,-53.80301673889362 -25.68460241224695,-53.80349667178334 -25.684482642063116)))",20000.0000
4104501,01.05.001.1.0058,"MULTIPOLYGON(((-53.801663542541775 -25.658359910752214,-53.802904673949165 -25.658050143095007,-53.80314458869863 -25.657990262624104,-53.80310758992001 -25.65786849510662,-53.803070591228305 -25.65774672757158,-53.80303359262342 -25.65762496001916,-53.80299659410556 -25.657503192449184,-53.80295959567461 -25.65738142486183,-53.802922597330486 -25.657259657256915,-53.80288559907338 -25.65713788963462,-53.80284860090318 -25.657016121994765,-53.802811602819915 -25.656894354337545,-53.802774604823455 -25.656772586662754,-53.8025346922058 -25.65683246634479,-53.80234276191201 -25.656880369820183,-53.80143109059467 -25.657107908047255,-53.80141176266919 -25.657112731911308,-53.801663542541775 -25.658359910752214)))",20744.0840
4104501,01.04.002.12.0298,"MULTIPOLYGON(((-53.78436443246322 -25.68170179504038,-53.78442801094845 -25.6819105068623,-53.78445980028982 -25.6820148627673,-53.78458695828263 -25.682432286205366,-53.78461874794179 -25.682536642032876,-53.784682327452835 -25.682745353662387,-53.7848070896545 -25.682714147069902,-53.78492225469653 -25.682685340889332,-53.78516218166212 -25.682625327745267,-53.78490786223167 -25.681790482027605,-53.78484428301493 -25.68158177047627,-53.784604357878116 -25.681641782943828,-53.78448919371392 -25.681670588799676,-53.78436443246322 -25.68170179504038)))",6000.0000
4104501,01.02.002.4.0095,"MULTIPOLYGON(((-53.81021391085863 -25.676343478975063,-53.81013459660444 -25.67608255528946,-53.81005528274993 -25.675821631523515,-53.81001562597253 -25.67569116961041,-53.809975969295074 -25.675560707677217,-53.80993631271752 -25.675430245723952,-53.80989665623987 -25.675299783750685,-53.809771885359126 -25.675330928721937,-53.80974309206829 -25.675338116008557,-53.80965671217182 -25.67535967783603,-53.80959912555419 -25.675374052360578,-53.80954153892058 -25.675388426863574,-53.80945515894018 -25.675409988577456,-53.80942636560539 -25.67541717580456,-53.809311192226254 -25.675445924659005,-53.80916722541242 -25.675481860605316,-53.80902325849868 -25.675517796416482,-53.80887929148504 -25.67555373209232,-53.80873532437148 -25.67558966763302,-53.80881463521405 -25.67585059237877,-53.8089586026019 -25.67581465673653,-53.80910256988983 -25.67577872095915,-53.809246537077875 -25.675742785046438,-53.809390504166004 -25.67570684899858,-53.80943016028574 -25.67583731113825,-53.80946981650539 -25.675967773257835,-53.809509472824956 -25.676098235357337,-53.809549129244424 -25.676228697436756,-53.809693096781245 -25.676192761050565,-53.809837064218144 -25.676156824529045,-53.809981031555125 -25.67612088787238,-53.810060345516725 -25.676381811666314,-53.81021391085863 -25.676343478975063)))",7770.0000
4104501,01.05.004.1.0011,"MULTIPOLYGON(((-53.80842262650752 -25.656666636359606,-53.8083697644408 -25.65649268523718,-53.80831690255141 -25.656318734078983,-53.808264040839475 -25.6561447828852,-53.80821117930497 -25.655970831655733,-53.8081583179479 -25.6557968803905,-53.80814774569761 -25.655762090133265,-53.808092241501136 -25.655579441258936,-53.808052595766156 -25.655448977753192,-53.80757278247387 -25.655568753255405,-53.80738085684652 -25.65561666303597,-53.80726090323934 -25.65564660652687,-53.80714094956276 -25.65567654992384,-53.80702099581696 -25.655706493227072,-53.80690104200187 -25.65573643643647,-53.80695390154267 -25.65591038831406,-53.80696447347209 -25.65594517868532,-53.8070067612608 -25.656084340155992,-53.80703319118646 -25.656171316063617,-53.80705962115646 -25.656258291962335,-53.80708605117082 -25.65634526785204,-53.80711248122953 -25.65643224373291,-53.80716534148004 -25.65660619546782,-53.80721820190797 -25.65678014716706,-53.80727106251324 -25.656954098830717,-53.80751097220551 -25.65689421152899,-53.80775088162054 -25.656834323852,-53.80778926710123 -25.656824741788885,-53.807942808952895 -25.656786413440138,-53.80842262650752 -25.656666636359606)))",16800.0000
4104501,01.04.001.2.095A,"MULTIPOLYGON(((-53.792832209992014 -25.67049058351607,-53.79280056363343 -25.670386193195398,-53.79279298264988 -25.670361186136287,-53.792651772933446 -25.670292315785062,-53.792525319269814 -25.67021168359269,-53.792417579414696 -25.67014298393302,-53.79224611470146 -25.66998754137197,-53.79222779123689 -25.66996766793087,-53.79221063803381 -25.669946683225763,-53.79213884876959 -25.66985885832103,-53.792069212383105 -25.66975458909837,-53.79199545804906 -25.66961391863114,-53.791786663964835 -25.669666011195147,-53.79183158333766 -25.669813875827003,-53.791865933532705 -25.66992694876341,-53.791902926134235 -25.670048719601137,-53.791934634147594 -25.670153094591104,-53.79196634222479 -25.67025746956816,-53.79199805036585 -25.670361844532493,-53.792029758570756 -25.670466219484005,-53.7920614668395 -25.670570594422614,-53.792093175172205 -25.67067496934849,-53.79226113784854 -25.670633063793858,-53.79242910038918 -25.670591158055107,-53.792832209992014 -25.67049058351607)))",5322.2788
4104501,01.05.002.3.0038,"MULTIPOLYGON(((-53.797252508129034 -25.679590496714972,-53.79719964837566 -25.6794165415095,-53.79717321856553 -25.67932956389336,-53.79714678879978 -25.679242586268305,-53.797120359078406 -25.679155608634428,-53.797093929401406 -25.679068630991566,-53.79706749976878 -25.67898165333978,-53.79704107018052 -25.67889467567918,-53.79699878293161 -25.678755511403544,-53.796988211137126 -25.67872072033108,-53.79693535227123 -25.678546764947416,-53.79645543383835 -25.678666512154425,-53.796215474205916 -25.678726385194278,-53.795975514296174 -25.678786257858203,-53.79602837194226 -25.678960213692623,-53.79608122976585 -25.679134169491487,-53.7961076587442 -25.67922114737746,-53.796134087766916 -25.679308125254625,-53.796186945945465 -25.67948208098214,-53.79623980430151 -25.67965603667411,-53.79629266283505 -25.679829992330358,-53.79677258603674 -25.67971024527431,-53.79689256666382 -25.679680308275465,-53.79701254722156 -25.67965037118256,-53.79713252770998 -25.67962043399579,-53.797252508129034 -25.679590496714972)))",12000.0000
4104501,01.05.004.1.001A,"MULTIPOLYGON(((-53.80704713190277 -25.65402742876524,-53.80701581318294 -25.653924362244247,-53.80699841059597 -25.653867092117906,-53.80698449452538 -25.653821295710628,-53.806953175930104 -25.653718229164586,-53.8069218573971 -25.65361516260602,-53.80689053892639 -25.65351209603494,-53.806859220517936 -25.653409029451332,-53.80682790217177 -25.653305962855114,-53.80679658388788 -25.65320289624647,-53.80676526566626 -25.653099829625297,-53.80673394750691 -25.652996762991606,-53.806702629409855 -25.652893696345394,-53.80667131137506 -25.652790629686578,-53.806639993402534 -25.652687563015327,-53.80660867549229 -25.652584496331556,-53.806577357644336 -25.652481429635262,-53.80634705202047 -25.652538919334354,-53.806116746141186 -25.6525964086876,-53.80614806364285 -25.652699475512197,-53.80617938120679 -25.652802542324185,-53.806210698833006 -25.652905609123643,-53.80624201652149 -25.65300867591059,-53.806273334272234 -25.653111742685017,-53.806304652085274 -25.653214809446922,-53.80633596996058 -25.653317876196407,-53.80636728789817 -25.65342094293327,-53.80639860589801 -25.65352400965762,-53.80642992396014 -25.653627076369446,-53.80646124208453 -25.653730143068742,-53.806492560271224 -25.65383320975562,-53.80652387852017 -25.65393627642989,-53.806555196831404 -25.654039343091632,-53.80658651520491 -25.654142409740857,-53.80681682368157 -25.654084919425983,-53.80704713190277 -25.65402742876524)))",8532.0000
4104501,01.02.002.0.0041,"MULTIPOLYGON(((-53.807944292679814 -25.678413695303306,-53.80789141846149 -25.67823974520839,-53.80783854442077 -25.678065795077774,-53.807785670557685 -25.67789184491138,-53.807775095806385 -25.67785705487382,-53.807732796872216 -25.677717894709374,-53.807679923364354 -25.67754394447168,-53.80757417688149 -25.677196043889097,-53.807190257822526 -25.677291868765547,-53.80695030804993 -25.67735175882486,-53.80675834803204 -25.677399670601837,-53.80640523711529 -25.677487803687534,-53.80636352672846 -25.677629497777918,-53.80643218065511 -25.67785537297659,-53.806485052577834 -25.67802932380089,-53.806495626983704 -25.67806411396149,-53.80653792467817 -25.678203274589503,-53.80659079695611 -25.678377225342423,-53.80664366941166 -25.678551176059756,-53.806696542044826 -25.678725126741295,-53.80686930796495 -25.678682006071302,-53.80698448516511 -25.678653258849643,-53.807128456575406 -25.67861732470096,-53.80722443746008 -25.678593368526666,-53.80732041830036 -25.67856941229226,-53.807944292679814 -25.678413695303306)))",18142.4062
4104501,01.03.002.3.0067,"MULTIPOLYGON(((-53.8015027847637 -25.682830332893754,-53.80174274889225 -25.6827704507053,-53.8016898808964 -25.682596497857908,-53.80163701307812 -25.682422544974845,-53.80161057923558 -25.68233556851989,-53.80158414543741 -25.68224859205602,-53.801557711683664 -25.682161615583325,-53.8015312779743 -25.682074639101618,-53.80147841068876 -25.681900686111558,-53.8014255435808 -25.681726733085743,-53.801372676650395 -25.681552780024347,-53.801156710868426 -25.68160667330046,-53.800892752385245 -25.681672542446687,-53.8006527898365 -25.681732423094047,-53.80041282701031 -25.68179230336557,-53.80046569272088 -25.68196625687797,-53.80049212564275 -25.682053233620834,-53.80051855860901 -25.6821402103548,-53.8005714246747 -25.68231416379588,-53.80059785777413 -25.682401140503092,-53.80062429091795 -25.682488117201306,-53.80067715733878 -25.682662070571148,-53.80073002393719 -25.682836023905242,-53.80078289071316 -25.68300997720368,-53.80126282035766 -25.68289021470626,-53.8015027847637 -25.682830332893754)))",14000.0000
4104501,01.03.001.2.0052,"MULTIPOLYGON(((-53.801458694606545 -25.672074971277915,-53.80140583332105 -25.671901017674347,-53.80136618747335 -25.67177055244832,-53.80132654172559 -25.671640087202327,-53.80128160999874 -25.671492226565842,-53.80123667840021 -25.671344365903607,-53.80119438995391 -25.671205202903796,-53.80100243647405 -25.67125310649913,-53.80081048281671 -25.671301009854034,-53.80061852898177 -25.67134891296852,-53.800522551997865 -25.671372864435597,-53.80042657496948 -25.671396815842584,-53.800234620779705 -25.671444718476117,-53.80008105730003 -25.67148304040996,-53.80004266641236 -25.671492620869326,-53.79985071186764 -25.671540523022106,-53.79998285937226 -25.671975408898472,-53.80004893354047 -25.672192851753145,-53.80011500798597 -25.67241029455204,-53.80030696374998 -25.672362391948532,-53.800402941565345 -25.672338440556572,-53.80049891933643 -25.672314489104494,-53.800690874745385 -25.672266586020026,-53.800882829976956 -25.67221868269512,-53.80107478503094 -25.672170779129797,-53.80117076249143 -25.672146827257052,-53.80126673990745 -25.672122875324114,-53.801458694606545 -25.672074971277915)))",14000.0000
4104501,01.03.004.0.0048,"MULTIPOLYGON(((-53.81230135564113 -25.669359924166496,-53.81220221506763 -25.669033770685456,-53.8121691683485 -25.668925052830573,-53.81213612169885 -25.66881633496165,-53.812097787672066 -25.668690222216316,-53.812036982165935 -25.668490181271356,-53.811845038727924 -25.66853809844348,-53.81165309511244 -25.66858601537528,-53.811557123238046 -25.668609973751064,-53.81146115131936 -25.668633932066754,-53.81136517935618 -25.66865789032236,-53.81126920734861 -25.668681848517902,-53.81117323529673 -25.668705806653254,-53.81107726320036 -25.66872976472861,-53.81088531887454 -25.668777680699094,-53.81091968622476 -25.668890747677953,-53.81093819175216 -25.66895162989116,-53.810951409999255 -25.668995117183545,-53.810991064807254 -25.66912557904743,-53.81101750140145 -25.66921255361222,-53.81104393804003 -25.669299528167993,-53.811096811450405 -25.669473477252943,-53.811149685038345 -25.66964742630209,-53.81134163058276 -25.66959950988032,-53.811533575949575 -25.66955159321822,-53.81172552113891 -25.669503676315767,-53.811917466150554 -25.66945575917307,-53.81201343858982 -25.669431800511553,-53.81210941098459 -25.669407841789955,-53.81230135564113 -25.669359924166496)))",12000.0000
4104501,01.05.001.1.0012,"MULTIPOLYGON(((-53.80577067247916 -25.661818140722914,-53.80571781113115 -25.661644188614204,-53.80566494996059 -25.66147023646983,-53.80564880090837 -25.66141709408259,-53.805400646769584 -25.660600475212778,-53.80488042206312 -25.660730324669174,-53.804719277952884 -25.660770546239227,-53.804606515996454 -25.660798691504397,-53.80449375397878 -25.660826836686653,-53.80423943941623 -25.660890312750656,-53.804292298225434 -25.661064265618922,-53.80434515721208 -25.661238218451615,-53.804398016376155 -25.661412171248557,-53.80445087571766 -25.661586124009837,-53.804503735236615 -25.661760076735543,-53.80453016506263 -25.661847053084934,-53.80455659493301 -25.661934029425495,-53.80460945480683 -25.662107982079796,-53.80470542345572 -25.66208402858205,-53.80480139206025 -25.662060075024225,-53.80496453858612 -25.662019353838122,-53.80508929760762 -25.6619882139904,-53.80512768498378 -25.66197863247831,-53.8052812344174 -25.6619403063341,-53.805401194833415 -25.66191036392686,-53.8055211551801 -25.661880421425845,-53.80577067247916 -25.661818140722914)))",16940.0000
4104501,01.03.001.0.0086,"MULTIPOLYGON(((-53.804390705402255 -25.66778850218662,-53.80424674559731 -25.667824432656232,-53.80410278569251 -25.667860362990545,-53.80418429391332 -25.668130128885153,-53.80421847105269 -25.668243243738203,-53.80425659179625 -25.668369410287323,-53.80430630815814 -25.66853008004001,-53.804345955697876 -25.66866054433877,-53.804425251076886 -25.6689214728761,-53.80455961469865 -25.668887937516484,-53.8047671401146 -25.668836141679215,-53.80454651695295 -25.668610486931573,-53.80451808818039 -25.66858140971305,-53.804488658245546 -25.66848456793044,-53.80444085635789 -25.668327271215958,-53.804469819403984 -25.668320647695037,-53.804546251545176 -25.668303168498742,-53.804750489916586 -25.668256461195558,-53.805204556288615 -25.66758537272274,-53.80499684451815 -25.667637216097386,-53.804390705402255 -25.66778850218662)))",6402.7036
