"OSM_ID_MUNICIPIO";"COD_PAIS";"OSM_NOM_MUNICIPIO"
3997089;"PE";"Amantaní"
4002038;"AR";"Eldorado"
4002293;"AR";"Puerto Piray"
4004037;"AR";"Timbúes"
4009229;"AR";"Juan José Paso"
4009787;"AR";"Francisco Madero"
4016030;"AR";"Montecarlo"
4016357;"AR";"El Alcázar"
4016358;"AR";"Tarumá"
4016440;"AR";"Laharrague"
4024839;"UY";"Caserío Las Cañas"
4025029;"UY";"Plácido Rosas"
4025322;"UY";"Tres Islas"
4025794;"UY";"Ramón Trigo"
4027001;"EC";"El Ingenio"
4028443;"UY";"Soto Goro"
4028483;"UY";"Mangrullo"
4028727;"UY";"Nando"
4029081;"UY";"La Pedrera"
4029096;"AR";"Beruti"
4029124;"AR";"Bocayuva"
4029125;"AR";"De Bary"
4029126;"AR";"Pellegrini"
4029196;"AR";"La Gloria"
4029197;"AR";"Lonquimay"
4029200;"AR";"Uriburu"
4034982;"AR";"Dos de Mayo"
4035018;"AR";"Salto Encantado"
4035026;"AR";"Aristóbulo del Valle"
4035038;"AR";"Leandro N. Alem"
4037707;"CO";"Vda. Santa Elena Baja"
4037712;"CO";"Vda. Argentina Baja"
4037724;"CO";"Vda. Argentina"
4037725;"CO";"Vda. Las Mercedes"
4037801;"CO";"Vda. Alto Vergel"
4037802;"CO";"Vda. El Vergel"
4037803;"CO";"Vda. Las Palmeras"
4037804;"CO";"Vereda Las Acacías"
4037806;"CO";"Vda. El Cedral"
4037807;"CO";"Vda. Galilea"
4037809;"CO";"Vda. Santafe Trocha 10"
4045517;"AR";"Villa Elisa"
4049843;"BO";"Municipio Santa Rosa del Abuná"
4050084;"BO";"Municipio Bella Flor"
4050223;"BO";"Cobija"
4050224;"BO";"Municipio Filadelfia"
4050225;"BO";"Municipio Porvenir"
4050264;"BO";"Municipio Bolpebra"
4051293;"BO";"Municipio Puerto Rico"
4051294;"BO";"Municipio San Pedro"
4051384;"BO";"Municipio Puerto Gonzalo Moreno"
4051385;"BO";"Municipio San Lorenzo"
4051386;"BO";"Municipio Sena"
4051390;"AR";"Las Higueras"
4052025;"CO";"Gaitania"
4052026;"CO";"Marquetalia"
4052029;"CO";"Asturias"
4052032;"CO";"La Bella"
4052033;"CO";"Agua Blanca"
4052035;"CO";"San Agustín"
4052036;"CO";"La Aldea"
4052038;"CO";"El Dorado"
4052087;"CO";"Esmeralda Alta"
4052089;"CO";"El Jardín"
4052090;"CO";"El Chaguano"
4052091;"CO";"La Ilusión"
4052092;"CO";"San Gabriel"
4052093;"CO";"La Aurora"
4052094;"CO";"San Jorge"
4052095;"CO";"El Topacio"
4052096;"CO";"Esmeralda Baja"
4052098;"CO";"Oasis Alto"
4052099;"CO";"La Esperanza"
4052100;"CO";"Bolivia"
4052102;"CO";"Siquila"
4052104;"CO";"Cristalina"
4052106;"CO";"Fundadores"
4052107;"CO";"La Loma"
4052108;"CO";"Bilbao"
4052109;"CO";"Betulia"
4052110;"CO";"El Porvenir"
4052230;"CO";"Santa Rosa"
4052231;"CO";"La Ortiga"
4052233;"CO";"Patagonia"
4052234;"CO";"Las Brisas"
4052235;"CO";"El Castillo"
4052236;"CO";"La Armenia"
4052237;"CO";"Buenos Aires"
4052238;"CO";"La Libertad"
4052433;"CO";"La Primavera"
4052436;"CO";"Oasis Bajo"
4052438;"CO";"San Isidro"
4052439;"CO";"Sur de Ata"
4052440;"CO";"El Silencio"
4052441;"CO";"Los Andes"
4054846;"BO";"Guayaramerín"
4054847;"BO";"Riberalta"
4055186;"BO";"Rurrenabaque"
4055188;"BO";"Santa Rosa"
4055250;"BO";"Reyes"
4055848;"BO";"Municipio Puerto Siles"
4055849;"BO";"Municipio San Joaquin"
4055850;"BO";"Municipio San Ramón"
4056828;"BO";"Municipio Magdalena"
4056838;"BO";"Municipio Baures"
4056859;"BO";"Municipio Huacaraje"
4057054;"BO";"San Javier"
4057055;"BO";"Santísima Trinidad"
4058468;"BO";"San Ignacio de Moxos"
4059613;"BO";"Municipio San Andres"
4059665;"BO";"Municipio Loreto"
4062436;"MX";"La D"
4062439;"MX";"Juriquilla"
4062443;"MX";"Santiago de Querétaro"
4062448;"MX";"Santa Rosa Jáuregui"
4062536;"MX";"Galindo"
4063260;"MX";"Amazcala"
4063266;"MX";"Huimilpan"
4063267;"MX";"Escolásticas"
4063269;"MX";"El Vegil"
4063315;"MX";"Lagunillas"
4063321;"MX";"Amealco de Bonfil"
4063330;"MX";"San Miguelito"
4063336;"MX";"San Isidro Miranda"
4063337;"MX";"La Gotera"
4063338;"MX";"Saldarriaga"
4063364;"MX";"Montenegro"
4063365;"MX";"Puerto de Aguirre"
4063366;"MX";"La Solana"
4063395;"MX";"Pie de Gallo"
4063396;"MX";"Buenavista"
4063408;"MX";"Tierra Blanca"
4063409;"MX";"Chichimequillas"
4063438;"MX";"Atongo"
4063439;"MX";"La Griega"
4063440;"MX";"Santa Cruz"
4063442;"MX";"General Lázaro Cárdenas (El Colorado)"
4063443;"MX";"La Piedad"
4063444;"MX";"Jesús María"
4063465;"MX";"Tequisquiapan"
4063466;"MX";"San Nicolás"
4063467;"MX";"La Llave"
4063468;"MX";"San Fandila"
4063469;"MX";"El Tejocote"
4063470;"MX";"Visthá"
4063471;"MX";"Bordo Blanco"
4063472;"MX";"La Valla"
4063473;"MX";"Fuentezuelas"
4063474;"MX";"Ajuchitlancito"
4063542;"MX";"El Cazadero"
4063543;"MX";"Ajuchitlán"
4063545;"MX";"El Sauz"
4063546;"MX";"La Lira"
4063547;"MX";"La Venta de Ajuchitlancito"
4063548;"MX";"Colón"
4063549;"MX";"Santa Rosa Xajay"
4063550;"MX";"El Blanco"
4063551;"MX";"Paso de Mata"
4063556;"MX";"Epigmenio González"
4063557;"MX";"San Clemente"
4063558;"MX";"Guadalupe Septién"
4063571;"MX";"Villa Progreso"
4063572;"MX";"El Palmar"
4063573;"MX";"Cadereyta de Montes"
4063574;"MX";"Bernal"
4063575;"MX";"Ezequiel Montes"
4063661;"MX";"Pedro Escobedo"
4063662;"MX";"Peñamiller"
4063663;"MX";"Tolimán"
4063664;"MX";"Arroyo Seco"
4063665;"MX";"San Pablo Tolimán"
4063667;"MX";"Pinal de Amoles"
4063669;"MX";"Landa de Matamoros"
4063670;"MX";"Jalpan de Serra"
4067748;"CR";"Mata Redonda"
4067760;"CR";"Hospital"
4068747;"CR";"Catedral"
4068748;"CR";"Merced"
4068775;"CR";"Carmen"
4068932;"CR";"Zapote"
4068936;"CR";"San Francisco de Dos Ríos"
4068984;"CR";"San Sebastián"
4068994;"CR";"Hatillo"
4069037;"CR";"Pavas"
4069038;"CR";"Uruca"
4069640;"CR";"Curridabat"
4069689;"CR";"Granadilla"
4069810;"CR";"Sánchez"
4069868;"CR";"Tirrases"
4069886;"AR";"Colonia Alicia"
4070147;"AR";"Colonia Aurora"
4070148;"CR";"San Rafael"
4070581;"AR";"Puerto General San Martín"
4071271;"CR";"Escazú"
4071272;"CR";"San Antonio"
4072681;"AR";"Colonia Delicia"
4072787;"AR";"Colonia Victoria"
4072799;"CR";"San Pedro"
4072961;"CR";"Mercedes"
4072962;"CR";"Sabanilla"
4073452;"AR";"Primero de Mayo"
4073501;"CR";"San Rafael"
4076188;"AR";"Santa Isabel"
4077588;"CO";"Vereda El Rosal"
4077631;"CO";"Vereda Potreros"
4077644;"CO";"Vereda Santa Ana"
4077656;"CO";"Vereda Peñas"
4077667;"CO";"Vereda Pabellón"
4077705;"CO";"Vereda Caicedos"
4077719;"CO";"Vereda Resguardo Bajo"
4077913;"CO";"Vereda Faravita"
4078360;"CO";"Vereda Resguardo Alto"
4078362;"CO";"Casco Urbano Ramiriqui"
4078410;"CO";"Vereda Común"
4078426;"CO";"Vereda Romazal"
4079223;"CO";"Vereda Santuario"
4079354;"CO";"Vereda Gachacavita"
4079375;"CO";"Vereda Fragua"
4079376;"CO";"Vereda Hervideros"
4079398;"CO";"Vereda Naguata"
4079441;"CO";"Vereda Escobal"
4079442;"CO";"Vereda Farquentá"
4079443;"CO";"Vereda Guacamayas"
4079444;"CO";"Vereda Pantano Largo"
4079458;"CO";"Vereda Ortigal"
4079484;"CO";"Vereda Guayabal"
4079485;"CO";"Vereda San Antonio"
4082327;"BR";"Timbó"
4092330;"UY";"Esperanza"
4095068;"UY";"Melo"
4095386;"UY";"Quebracho"
4096606;"MX";"Piedras Negras"
4097190;"UY";"Uruguay"
4097489;"UY";"Centurión"
4097578;"UY";"Getulio Vargas"
4099189;"UY";"Las Flores"
4099709;"UY";"Vichadero"
4099804;"UY";"Paso Hospital"
4110200;"AR";"Colonia San Miguel"
4123465;"BO";"Municipio Arampampa"
4123549;"BO";"Municipio Acasio"
4123687;"BO";"Municipio Sacaca"
4123740;"BO";"Municipio Caripuyo"
4126564;"AR";"Suipacha"
4126927;"BO";"Municipio Chayanta"
4126928;"BO";"Llallagua"
4126929;"BO";"Municipio Uncía"
4126936;"BO";"Municipio San Pedro"
4126937;"BO";"Municipio Toro Toro"
4126993;"BO";"Municipio Colquechaca"
4126994;"BO";"Municipio Ocurí"
4126995;"BO";"Municipio Pocoata"
4126996;"BO";"Municipio Ravelo"
4127118;"BO";"Potosí"
4127119;"BO";"Municipio Tinguipaya"
4127120;"BO";"Municipio Urmiri"
4127121;"BO";"Municipio Yocalla"
4128143;"BO";"Municipio Betanzos"
4128144;"BO";"Municipio Chaquí"
4128145;"BO";"Municipio Tacobamba"
4128593;"BO";"Municipio Caiza ""D"""
4128594;"BO";"Municipio Puna"
4134802;"BO";"Llica"
4135011;"BO";"Tahua"
4136111;"BO";"Municipio San Pedro de Quemes"
4137592;"BO";"Municipio Colcha K"
4137593;"BO";"Municipio Mojinete"
4137594;"BO";"Municipio San Antonio de Esmoruco"
4137595;"BO";"Municipio San Pablo de Lipez"
4137626;"BO";"Villazón"
4137627;"BO";"Municipio Atocha"
4137628;"BO";"Municipio Cotagaita"
4137629;"BO";"Municipio Porco"
4137630;"BO";"Municipio San Agustin"
4137631;"BO";"Municipio Tomave"
4137632;"BO";"Tupiza"
4137633;"BO";"Uyuni"
4137634;"BO";"Municipio Vitichi"
4138112;"AR";"Charigüé"
4143619;"UY";"Amarillo"
4143715;"UY";"Cerro Pelado"
4145678;"UY";"Arroyo Blanco"
4145763;"UY";"Cerrillada"
4147935;"UY";"Cerros de la Calera"
4161061;"UY";"Lagos del Norte"
4162486;"UY";"Rivera"
4164859;"UY";"Lapuente"
4166642;"UY";"Masoller"
4166757;"AR";"Las Perdices"
4166854;"AR";"El Perdido"
4168813;"UY";"Tranqueras"
4169217;"UY";"Minas de Corrales"
4180436;"UY";"Moirones"
4206710;"AR";"Ciudad de Mendoza"
4224334;"AR";"Gálvez"
4245911;"AR";"La Clarita"
4271672;"BR";"Pomerode"
4431622;"AR";"25 de Mayo"
4431809;"AR";"Octavio Pico"
4431991;"AR";"La Reforma"
4432142;"AR";"Catriel"
4432813;"AR";"Puelches"
4432971;"MX";"San Joaquín"
4434847;"AR";"Sargento Vidal"
4435043;"AR";"Villa Manzano"
4435968;"AR";"San Isidro"
4436144;"AR";"Rolón"
4438708;"AR";"Ayacucho"
4445661;"AR";"Esquel"
4445860;"AR";"El Bolsón"
4445869;"AR";"Lago Puelo"
4445870;"AR";"El Hoyo"
4445873;"AR";"Epuyen"
4445875;"AR";"Cholila"
4445880;"AR";"El Maitén"
4445883;"AR";"Buenos Aires Chico"
4445969;"AR";"Fray Luis Beltrán"
4446184;"AR";"Lamarque"
4446191;"AR";"Chimpay"
4446196;"AR";"Villa Regina"
4446203;"AR";"Chichinales"
4446215;"AR";"Chacra de Monte"
4446222;"AR";"Coronel Juan José Gómez"
4446237;"AR";"Cipolletti"
4461225;"AR";"Aldao"
4462065;"AR";"Villa Llanquín"
4462141;"AR";"Loma Negra"
4462142;"AR";"Colonia Hinojo"
4464647;"MX";"La Fuente"
4482219;"BO";"Curahuara de Carangas"
4482220;"BO";"Turco"
4482342;"BO";"San Pedro de Totora"
4494599;"BO";"Santiago de Huayllamarca"
4494640;"BO";"Municipio Eucaliptus"
4494694;"BO";"Municipio Caracollo"
4494711;"BO";"Municipio Soracachi"
4494716;"BO";"Municipio El Choro"
4494717;"BO";"Municipio Oruro"
4494747;"BO";"Municipio Toledo"
4494773;"BO";"Choquecota"
4494774;"BO";"Corque"
4494820;"BO";"Municipio Cruz de Machacamarca"
4494821;"BO";"Municipio Escara"
4494822;"BO";"Municipio Esmeralda"
4494823;"BO";"Municipio Huachacalla"
4494824;"BO";"Municipio Yunguyo del Litoral"
4494864;"BO";"Municipio Chipaya"
4494865;"BO";"Municipio Coipasa"
4494866;"BO";"Municipio Sabaya"
4494971;"BO";"Municipio Todos Santos"
4494972;"BO";"Municipio Carangas"
4494973;"BO";"Municipio La Rivera"
4495026;"BO";"Municipio Belén de Andamarca"
4495027;"BO";"Municipio Santiago de Andamarca"
4495038;"BO";"Municipio Aullagas"
4495039;"BO";"Salinas de Garcí Mendoza"
4495051;"BO";"Municipio Machacamarca"
4495052;"BO";"Huanuni"
4495077;"BO";"Municipio Antequera (Bolivar)"
4495078;"BO";"Municipio Pazña"
4495079;"BO";"Municipio Poopó"
4495088;"BO";"Challapata"
4495089;"BO";"Municipio Quillacas"
4495090;"BO";"Municipio Santiago de Huari"
4499583;"BO";"Municipio Ixiamas"
4499584;"BO";"Municipio San Buenaventura"
4499594;"BO";"Municipio Apolo"
4499595;"BO";"Municipio Pelechuco"
4499610;"BO";"Municipio Charazani"
4499611;"BO";"Municipio Curva"
4499651;"BO";"Municipio Escoma"
4499652;"BO";"Municipio Humanata"
4499653;"BO";"Municipio Mocomoco"
4499654;"BO";"Municipio Puerto Acosta"
4499655;"BO";"Municipio Puerto Carabuco"
4499718;"BO";"Municipio Aucapata"
4499719;"BO";"Municipio Ayata"
4499720;"BO";"Municipio Chuma"
4499721;"BO";"Municipio Tacacoma"
4499756;"BO";"Municipio Mapiri"
4499780;"BO";"Municipio Combaya"
4499781;"BO";"Municipio Guanay"
4499782;"BO";"Municipio Quiabaya"
4499783;"BO";"Municipio Sorata"
4499784;"BO";"Municipio Teoponte"
4499785;"BO";"Municipio Tipuani"
4499791;"BO";"Municipio Alto Beni"
4499792;"BO";"Caranavi"
4499811;"BO";"Municipio Chulumani"
4499812;"BO";"Municipio Irupana"
4499813;"BO";"Municipio La Asunta"
4499814;"BO";"Municipio Palos Blancos"
4499823;"BO";"Municipio Coripata"
4499824;"BO";"Municipio Coroico"
4499832;"BO";"El Alto"
4499868;"BO";"Achocalla"
4499869;"BO";"Mecapaca"
4499870;"BO";"Municipio Nuestra Señora de La Paz"
4499871;"BO";"Palca"
4500325;"BO";"Municipio Yanacachi"
4500356;"BO";"Municipio Achacachi"
4500357;"BO";"Municipio Ancoraimes"
4500358;"BO";"Municipio Chua Cocani"
4500359;"BO";"Municipio Huarina"
4500360;"BO";"Municipio Huatajata"
4500361;"BO";"Municipio Santiago de Huata"
4500399;"BO";"Municipio Batallas"
4500400;"BO";"Laja"
4500401;"BO";"Pucarani"
4500402;"BO";"Municipio Puerto Pérez"
4500574;"BO";"Municipio Desaguadero"
4500575;"BO";"Municipio Guaqui"
4500576;"BO";"Municipio Jesús de Machaca"
4500577;"BO";"Municipio San Andrés de Machaca"
4500578;"BO";"Municipio Taraco"
4500579;"BO";"Tiahuanacu"
4500580;"BO";"Viacha"
4500609;"BO";"Municipio Catacora"
4500610;"BO";"Municipio Santiago de Machaca"
4500783;"BO";"Municipio Calacoto"
4500784;"BO";"Municipio Caquiaviri"
4500785;"BO";"Municipio Charaña"
4500786;"BO";"Municipio Comanche"
4500787;"BO";"Municipio Coro Coro"
4500788;"BO";"Municipio Santiago de Callapa"
4500789;"BO";"Municipio Waldo Ballivián"
4500831;"BO";"Municipio Calamarca"
4500832;"BO";"Municipio Collana"
4500833;"BO";"Municipio Colquencha"
4500834;"BO";"Municipio Ayo Ayo"
4500835;"BO";"Patacamaya"
4500836;"BO";"Municipio Sica Sica"
4500837;"BO";"Municipio Umala"
4502103;"BO";"Municipio Cairoma"
4502104;"BO";"Municipio Luribay"
4502105;"BO";"Municipio Malla"
4502106;"BO";"Municipio Sapahaqui"
4502107;"BO";"Municipio Yaco"
4502179;"BO";"Municipio Cajuata"
4502180;"BO";"Municipio Colquiri"
4502181;"BO";"Municipio Ichoca"
4502182;"BO";"Municipio Inquisivi"
4502183;"BO";"Municipio Licoma"
4502184;"BO";"Municipio Quime"
4502215;"BO";"Municipio Chacarilla"
4502216;"BO";"Municipio Papel Pampa"
4502217;"BO";"Municipio San Pedro de Curahuara"
4503297;"BO";"Cochabamba"
4505603;"BO";"Municipio Cocapata"
4505604;"BO";"Municipio Ayopaya"
4505605;"BO";"Municipio Morochata"
4505642;"BO";"Colomi"
4505643;"BO";"Sacaba"
4505644;"BO";"Villa Tunari"
4505696;"BO";"Colcapirhua"
4505697;"BO";"Quillacollo"
4505698;"BO";"Sipe Sipe"
4505699;"BO";"Tiquipaya"
4505700;"BO";"Vinto"
4505706;"BO";"Municipio Tapacarí"
4505715;"BO";"Municipio Arque"
4505716;"BO";"Municipio Bolivar"
4505717;"BO";"Municipio Tacopaya"
4505759;"BO";"Anzaldo"
4505763;"BO";"Arbieto"
4505765;"BO";"Municipio Capinota"
4505766;"BO";"Santiváñez"
4505767;"BO";"Municipio Sicaya"
4505768;"BO";"Tarata"
4505781;"BO";"Cliza"
4505782;"BO";"Toco"
4505783;"BO";"Tolata"
4505799;"BO";"Villa Gualberto Villarroel"
4505800;"BO";"Punata"
4505801;"BO";"Villa José Quintín Mendoza"
4505802;"BO";"Tacachi"
4505803;"BO";"Villa Rivero"
4505812;"BO";"Municipio Arani"
4505813;"BO";"Municipio Sacabamba"
4505814;"BO";"Municipio Vacas"
4505816;"BO";"Municipio Shinahota"
4505817;"BO";"Municipio Tiraque"
4505884;"BO";"Municipio Entre Ríos"
4505885;"BO";"Municipio Chimore"
4505886;"BO";"Municipio Pocona"
4505887;"BO";"Municipio Pojo"
4505888;"BO";"Municipio Puerto Villarroel"
4505889;"BO";"Municipio Totora"
4506107;"BO";"Municipio Alalay"
4506108;"BO";"Municipio Mizque"
4506109;"BO";"Municipio Vila Vila"
4506120;"BO";"Municipio Aiquile"
4506121;"BO";"Municipio Omereque"
4506122;"BO";"Municipio Pasorapa"
4507877;"BO";"Municipio Poroma"
4507878;"BO";"Municipio Sucre"
4507879;"BO";"Municipio Yotala"
4507906;"BO";"Municipio Icla"
4507907;"BO";"Municipio Presto"
4507908;"BO";"Municipio Villa Mojocoya"
4507909;"BO";"Municipio Zudañez"
4507914;"BO";"Municipio Tarabuco"
4507915;"BO";"Municipio Yamparaez"
4507932;"BO";"Municipio El Villar"
4507933;"BO";"Municipio Padilla"
4507934;"BO";"Municipio Sopachuy"
4507935;"BO";"Municipio Tomina"
4507936;"BO";"Municipio Villa Alcala"
4507937;"BO";"Municipio Villa Serrano"
4509375;"BO";"Municipio San Lucas"
4509376;"BO";"Municipio Camargo"
4509377;"BO";"Municipio Incahuasi"
4509378;"BO";"Municipio Villa Charcas"
4509404;"BO";"Municipio Culpina"
4509405;"BO";"Municipio Huacaya"
4509406;"BO";"Municipio de Las Carreras"
4509407;"BO";"Municipio Machareti"
4509408;"BO";"Municipio Monteagudo"
4509409;"BO";"Municipio San Pablo de Huacareta"
4509410;"BO";"Municipio Tarvita (Villa Arias)"
4509411;"BO";"Municipio Villa Abecia"
4509412;"BO";"Municipio Villa Azurduy"
4509413;"BO";"Municipio Villa Vaca Guzman"
4509723;"BO";"Bermejo"
4509724;"BO";"Municipio Caraparí"
4509725;"BO";"Municipio Entre Rios"
4509726;"BO";"Municipio Padcaya"
4509727;"BO";"Municipio Tarija"
4509728;"BO";"El Puente"
4509729;"BO";"Municipio Uriondo"
4509730;"BO";"Municipio Villa San Lorenzo"
4509731;"BO";"Villa Montes"
4509732;"BO";"Yacuíba"
4509733;"BO";"Municipio Yunchará"
4511239;"BO";"Ascención de Guarayos"
4511240;"BO";"El Puente"
4511241;"BO";"Municipio Urubichá"
4511254;"BO";"Municipio Concepción"
4511272;"BO";"Municipio Cuatro Cañadas"
4511273;"BO";"Municipio San Antonio de Lomerio"
4511274;"BO";"Municipio San Javier"
4511275;"BO";"Municipio San Julián"
4511276;"BO";"Municipio San Ramón"
4511303;"BO";"San Ignacio de Velasco"
4511304;"BO";"Municipio San Miguel de Velasco"
4511305;"BO";"Municipio San Rafael"
4511315;"BO";"Municipio Pailón"
4511316;"BO";"Roboré"
4511317;"BO";"San José de Chiquitos"
4511326;"BO";"El Carmen Rivero Tórrez"
4511327;"BO";"Puerto Quijarro"
4511328;"BO";"Puerto Suárez"
4511329;"BO";"Municipio San Matías"
4511356;"BO";"Municipio Boyuibe"
4511357;"BO";"Municipio Cabezas"
4511358;"BO";"Camiri"
4511359;"BO";"Municipio Charagua"
4511360;"BO";"Municipio Cuevo"
4511361;"BO";"Municipio Gutiérrez"
4511362;"BO";"Municipio Lagunillas"
4511393;"BO";"Municipio San Carlos"
4511394;"BO";"Municipio San Juan"
4511395;"BO";"Municipio Yapacaní"
4511408;"BO";"Municipio Comarapa"
4511409;"BO";"Municipio Saipina"
4511437;"BO";"Municipio Mairana"
4511438;"BO";"Municipio Pampa Grande"
4511439;"BO";"Municipio Quirusillas"
4511440;"BO";"Municipio Samaipata"
4511477;"BO";"Municipio Moro Moro"
4511478;"BO";"Municipio Postrer Valle"
4511479;"BO";"Municipio Pucará"
4511480;"BO";"Municipio Trigal"
4511481;"BO";"Municipio Vallegrande"
4511496;"BO";"Colpa Bélgica"
4511497;"BO";"Portachuelo"
4511498;"BO";"Municipio Santa Rosa del Sara"
4511508;"BO";"Municipio Fernández Alonso"
4511509;"BO";"Municipio General Saavedra"
4511510;"BO";"Municipio Mineros"
4511511;"BO";"Municipio Montero"
4511512;"BO";"Municipio San Pedro"
4511520;"BO";"Municipio Okinawa Uno"
4511521;"BO";"Municipio Warnes"
4511523;"BO";"Municipio Cotoca"
4511524;"BO";"Municipio El Torno"
4511525;"BO";"Municipio La Guardia"
4511526;"BO";"Municipio Porongo (Ayacucho)"
4511527;"BO";"Municipio Santa Cruz de la Sierra"
4558398;"MX";"El Cedro"
4560516;"MX";"Cerro de las Flores"
4561890;"MX";"Las Casitas"
4561897;"MX";"Rancho Playa"
4561904;"MX";"Adolfo Ruiz Cortines (El Aguacate)"
4565841;"MX";"La Laguna"
4565861;"MX";"José María Morelos"
4581095;"AR";"Tafí del Valle"
4584688;"AR";"Piñero"
4584689;"AR";"Álvarez"
4585334;"AR";"Villa Nueva"
4596754;"MX";"Reforma Escolín"
4596982;"MX";"Cerro del Carbón"
4597591;"AR";"Colonia Suiza"
4605840;"MX";"Congregación El Chote"
4606901;"MX";"La Concha"
4606902;"MX";"Arroyo Colorado"
4606904;"MX";"Venustiano Carranza"
4606907;"MX";"El Aguacate"
4606908;"MX";"Cazuelas"
4606931;"MX";"Poza Larga"
4606979;"MX";"El Escolín (Cerro Grande Escolín)"
4606980;"MX";"El Tajín"
4606981;"MX";"Tlahuanapa"
4606982;"MX";"Morgadal"
4606983;"MX";"Morgadal Número 1"
4606984;"MX";"Serafín Olarte"
4606985;"MX";"Cerro Grande 2"
4606997;"MX";"Agua Dulce"
4606998;"MX";"Porvenir Número 1"
4607008;"MX";"Francisco Villa"
4607009;"MX";"Arroyo del Arco"
4607010;"MX";"San Lorenzo"
4607011;"MX";"Mizantécatl"
4607013;"MX";"La Colmena (La Loma)"
4607023;"MX";"San José de las Lajas"
4607234;"MX";"Montaña de Zaragoza (Arroyo Verde No. 1)"
4607242;"MX";"Isla de Juan Rosas"
4607243;"MX";"Úrsulo Galván"
4607244;"MX";"Emiliano Zapata"
4607245;"MX";"Riva Palacio"
4607246;"MX";"Rafael Rosas"
4607258;"MX";"Francisco I. Madero"
4607266;"MX";"Ignacio Allende"
4607268;"MX";"La Reforma Paso del Correo"
4607278;"MX";"Paso del Correo"
4607279;"MX";"La Isla"
4607318;"MX";"San Gotardo"
4607319;"MX";"Pípila"
4607320;"MX";"Paso de Valencia"
4607321;"MX";"Pajasco Limonar"
4607322;"MX";"Guadalupe Victoria"
4607323;"MX";"El Cedral"
4607324;"MX";"Ocotillar"
4607325;"MX";"Sabana de la Estancia"
4609796;"MX";"El Edén"
4609797;"MX";"El Pahual"
4609798;"MX";"General Lázaro Cárdenas"
4609832;"MX";"El Triunfo"
4609833;"MX";"Luis Echeverría"
4609834;"MX";"Vista Hermosa de Madero"
4609835;"MX";"Jorge Serdán"
4609836;"MX";"Plan de Hidalgo"
4609837;"MX";"Plan del Palmar"
4609838;"MX";"Ojital Viejo"
4609840;"MX";"Francisco Sarabia"
4609857;"MX";"Arroyo de la Laja"
4609858;"MX";"Gildardo Muñoz"
4609860;"MX";"San Antonio Ojital"
4609898;"MX";"La Grandeza"
4609899;"MX";"Unión y Progreso"
4609900;"MX";"Tres Flores"
4609902;"MX";"Cerro del Mesón"
4609905;"MX";"La Victoria Kilómetro 47"
4609906;"MX";"Residencial Tajín"
4609925;"MX";"El Palmito Kilómetro 44"
4609926;"MX";"El Pital"
4609927;"MX";"Mozutla"
4609929;"MX";"Rancho Nuevo San José"
4609930;"MX";"El Palmar Kilómetro 40"
4610299;"MX";"Caristay"
4610300;"MX";"Sombrerete"
4610301;"MX";"Vicente Herrera"
4610302;"MX";"Plan de los Mangos"
4610303;"MX";"Talaxca"
4610304;"MX";"Donato Márquez Azuara"
4610305;"MX";"El Cabellal"
4610346;"MX";"Primero de Mayo"
4610347;"MX";"Cuyuxquihui"
4610348;"MX";"Benito Juárez"
4610349;"MX";"Cerro Blanco"
4610350;"MX";"Paso de las Limas"
4610352;"MX";"Plan de Limón"
4610353;"MX";"Pueblillo"
4610369;"MX";"Río Claro"
4610648;"MX";"Joloapan"
4610650;"MX";"Vista Hermosa de Juárez"
4610651;"MX";"Belisario Domínguez"
4610652;"MX";"Pabanco"
4610653;"MX";"Manantial"
4610654;"MX";"Puxtla"
4610656;"MX";"Veinte de Noviembre"
4610742;"MX";"Rodolfo Curti"
4610743;"MX";"El Remolino"
4610752;"MX";"Llano de San Lorenzo"
4610803;"MX";"El Porvenir Número dos"
4610804;"MX";"Augusto Gómez Villanueva"
4610805;"MX";"Mesa Chica Nueva (El Corcho)"
4610806;"MX";"Miguel Hidalgo"
4610807;"MX";"Valsequillo"
4610808;"MX";"San Manuel"
4610814;"MX";"Vista Hermosa de Anaya"
4610815;"MX";"San Pablo"
4613079;"MX";"Totomoxtle"
4613080;"MX";"Arroyo Grande Número uno"
4613081;"MX";"Arroyo Grande Número dos"
4613082;"MX";"Licenciado Gustavo Diaz Ordaz"
4613083;"MX";"Heladio García Vázquez"
4613123;"MX";"Congregación Taracuán"
4613124;"MX";"Polutla"
4613125;"MX";"Tenixtepec"
4613126;"MX";"Adolfo López Mateos (Taracuán)"
4613127;"MX";"La Guásima"
4613178;"MX";"Cruz Verde"
4613179;"MX";"Poza Verde"
4613180;"MX";"San Antonio Carrizal"
4613181;"MX";"Carrizal"
4613182;"MX";"Puente de Piedra"
4613183;"MX";"Luis Donaldo Colosio"
4613184;"MX";"Lindero Volador"
4613227;"MX";"El Palmar"
4613228;"MX";"El Palmar"
4629686;"MX";"Buenavista"
4643954;"MX";"Solteros de Juan Rosas"
4643982;"MX";"Espinal"
4643983;"MX";"Miguel Alemán Valdés (Poblado)"
4643984;"MX";"Oriente Medio Día"
4643985;"MX";"Ojo de Agua"
4643986;"MX";"5 de Octubre"
4643987;"MX";"Entabladero"
4643988;"MX";"La Noria"
4643989;"MX";"El Pacífico"
4645351;"MX";"Oriente Meridiano"
4645352;"MX";"Buenavista"
4649565;"CO";"Vereda Jagua Flor"
