"OSM_ID_MUNICIPIO";"COD_PAIS";"OSM_NOM_MUNICIPIO"
298321;"BR";"Pedra Bela"
298322;"BR";"Parisi"
298323;"BR";"Cruzália"
298324;"BR";"Avaí"
298325;"BR";"Vargem"
298326;"BR";"Platina"
298327;"BR";"Presidente Venceslau"
298328;"BR";"Nuporanga"
298329;"BR";"Herculândia"
298330;"BR";"Rubiácea"
298331;"BR";"Itupeva"
298332;"BR";"Paulistânia"
298333;"BR";"Santa Albertina"
298334;"BR";"Pirapora do Bom Jesus"
298335;"BR";"Birigui"
298336;"BR";"Getulina"
298337;"BR";"Panorama"
298338;"BR";"Santa Cruz da Esperança"
298339;"BR";"São Manuel"
298340;"BR";"Poá"
298341;"BR";"Cafelândia"
298342;"BR";"São Bento do Sapucaí"
298343;"BR";"Sagres"
298344;"BR";"São José do Rio Preto"
298345;"BR";"Estrela d'Oeste"
298346;"BR";"Pirassununga"
298347;"BR";"Pardinho"
298348;"BR";"Cristais Paulista"
298349;"BR";"Águas de Santa Bárbara"
298350;"BR";"Planalto"
298351;"BR";"Presidente Epitácio"
298352;"BR";"Pedregulho"
298353;"BR";"Itapevi"
298354;"BR";"Lourdes"
298355;"BR";"Pindorama"
298356;"BR";"Charqueada"
298357;"BR";"Barra Bonita"
298358;"BR";"Borá"
298359;"BR";"Brotas"
298360;"BR";"Tapiraí"
298361;"BR";"Jardinópolis"
298362;"BR";"Pirajuí"
298363;"BR";"Guararema"
298364;"BR";"Santa Adélia"
298365;"BR";"São Simão"
298366;"BR";"Cândido Rodrigues"
298367;"BR";"Cerqueira César"
298368;"BR";"Barra do Turvo"
298369;"BR";"Dolcinópolis"
298370;"BR";"Mariápolis"
298371;"BR";"Descalvado"
298372;"BR";"Itaoca"
298373;"BR";"Macatuba"
298374;"BR";"Guararapes"
298375;"BR";"Ourinhos"
298376;"BR";"Castilho"
298377;"BR";"Inúbia Paulista"
298378;"BR";"Jaú"
298379;"BR";"Ilhabela"
298380;"BR";"Uchoa"
298381;"BR";"Valparaíso"
298382;"BR";"Tarumã"
298383;"BR";"Jacupiranga"
298384;"BR";"Itapura"
298385;"BR";"Palmeira d'Oeste"
298386;"BR";"Emilianópolis"
298387;"BR";"Bento de Abreu"
298388;"BR";"Jaborandi"
298389;"BR";"Taboão da Serra"
298390;"BR";"Iacanga"
298391;"BR";"Arco-Íris"
298392;"BR";"Monte Aprazível"
298393;"BR";"Avanhandava"
298394;"BR";"Torrinha"
298395;"BR";"Araraquara"
298396;"BR";"Gália"
298397;"BR";"Flórida Paulista"
298398;"BR";"Alfredo Marcondes"
298399;"BR";"Santa Salete"
298400;"BR";"Paraguaçu Paulista"
298401;"BR";"Cachoeira Paulista"
298402;"BR";"Nova Canaã Paulista"
298403;"BR";"Guaiçara"
298404;"BR";"Lupércio"
298405;"BR";"Biritiba Mirim"
298406;"BR";"Santa Fé do Sul"
298407;"BR";"Hortolândia"
298408;"BR";"Angatuba"
298409;"BR";"Dois Córregos"
298410;"BR";"Conchal"
298411;"BR";"Franco da Rocha"
298412;"BR";"Fernando Prestes"
298413;"BR";"Piracicaba"
298414;"BR";"Cajobi"
298415;"BR";"Mogi das Cruzes"
298416;"BR";"Pontes Gestal"
298417;"BR";"Ribeirão dos Índios"
298418;"BR";"Pauliceia"
298419;"BR";"Itapuí"
298420;"BR";"Anhembi"
298421;"BR";"Rinópolis"
298422;"BR";"Altinópolis"
298423;"BR";"Bastos"
298424;"BR";"Sorocaba"
298425;"BR";"Natividade da Serra"
298426;"BR";"Cabreúva"
298427;"BR";"Guzolândia"
298428;"BR";"Piracaia"
298429;"BR";"Ituverava"
298430;"BR";"Itápolis"
298431;"BR";"Aguaí"
298432;"BR";"Irapuru"
298433;"BR";"Tarabai"
298434;"BR";"Eldorado"
298435;"BR";"Rio Claro"
298436;"BR";"Dumont"
298437;"BR";"Cubatão"
298438;"BR";"São João da Boa Vista"
298439;"BR";"Votuporanga"
298440;"BR";"Guarantã"
298441;"BR";"Piedade"
298442;"BR";"Santos"
298443;"BR";"Caçapava"
298444;"BR";"São Lourenço da Serra"
298445;"BR";"Vitória Brasil"
298446;"BR";"Araçoiaba da Serra"
298447;"BR";"Marinópolis"
298448;"BR";"Itaberá"
298449;"BR";"Monte Mor"
298450;"BR";"Monteiro Lobato"
298451;"BR";"Santa Cruz das Palmeiras"
298452;"BR";"Américo Brasiliense"
298453;"BR";"Pongaí"
298454;"BR";"Itapira"
298455;"BR";"Torre de Pedra"
298456;"BR";"Peruíbe"
298457;"BR";"Maracaí"
298458;"BR";"Motuca"
298459;"BR";"Cruzeiro"
298460;"BR";"Ariranha"
298461;"BR";"Pontalinda"
298462;"BR";"Cajamar"
298463;"BR";"Guarujá"
298464;"BR";"Saltinho"
298465;"BR";"Balbinos"
298466;"BR";"Orlândia"
298467;"BR";"Ribeirão Grande"
298468;"BR";"Arapeí"
298469;"BR";"Pederneiras"
298470;"BR";"Osasco"
298471;"BR";"Itaporanga"
298472;"BR";"Guaimbê"
298473;"BR";"Iguape"
298474;"BR";"Sud Mennucci"
298475;"BR";"Junqueirópolis"
298476;"BR";"Salto de Pirapora"
298477;"BR";"Onda Verde"
298478;"BR";"Ibitinga"
298479;"BR";"Meridiano"
298480;"BR";"Carapicuíba"
298481;"BR";"Monções"
298482;"BR";"Pinhalzinho"
298483;"BR";"Rosana"
298484;"BR";"Santo Antônio do Jardim"
298485;"BR";"Porto Feliz"
298486;"BR";"Lins"
298487;"BR";"Mogi Guaçu"
298488;"BR";"Serra Azul"
298489;"BR";"Buri"
298490;"BR";"Teodoro Sampaio"
298491;"BR";"Embaúba"
298492;"BR";"Ibaté"
298493;"BR";"Chavantes"
298494;"BR";"Amparo"
298495;"BR";"São João de Iracema"
298496;"BR";"Sete Barras"
298497;"BR";"Louveira"
298498;"BR";"Embu das Artes"
298499;"BR";"Vista Alegre do Alto"
298500;"BR";"Itobi"
298501;"BR";"Paranapanema"
298502;"BR";"Bariri"
298503;"BR";"Sales Oliveira"
298504;"BR";"São Sebastião"
298505;"BR";"Pompeia"
298506;"BR";"Colina"
298507;"BR";"Apiaí"
298508;"BR";"Álvares Machado"
298509;"BR";"Neves Paulista"
298510;"BR";"Porangaba"
298511;"BR";"Salto Grande"
298512;"BR";"Sarutaiá"
298513;"BR";"Rancharia"
298514;"BR";"Elisiário"
298515;"BR";"Nipoã"
298516;"BR";"Taiúva"
298517;"BR";"Sertãozinho"
298518;"BR";"Poloni"
298519;"BR";"Álvares Florence"
298520;"BR";"Salto"
298521;"BR";"Pacaembu"
298522;"BR";"São Miguel Arcanjo"
298523;"BR";"Embu-Guaçu"
298524;"BR";"Gavião Peixoto"
298525;"BR";"General Salgado"
298526;"BR";"Novais"
298527;"BR";"Osvaldo Cruz"
298528;"BR";"Turiúba"
298529;"BR";"Nova Granada"
298530;"BR";"Franca"
298531;"BR";"Icém"
298532;"BR";"Araras"
298533;"BR";"Iporanga"
298534;"BR";"Mendonça"
298535;"BR";"Sarapuí"
298536;"BR";"Dracena"
298537;"BR";"Palmital"
298538;"BR";"Caiuá"
301057;"BR";"Martins"
301058;"BR";"Caicó"
301059;"BR";"Patu"
301060;"BR";"São Fernando"
301061;"BR";"Riacho de Santana"
301062;"BR";"Porto do Mangue"
301063;"BR";"Lajes"
301064;"BR";"Santana do Seridó"
301065;"BR";"Jundiá"
301066;"BR";"Viçosa"
301067;"BR";"Sítio Novo"
301068;"BR";"Pedra Grande"
301069;"BR";"José da Penha"
301070;"BR";"Caiçara do Rio do Vento"
301071;"BR";"Riachuelo"
301072;"BR";"Senador Georgino Avelino"
301073;"BR";"Lagoa Nova"
301074;"BR";"Caiçara do Norte"
301075;"BR";"Bento Fernandes"
301076;"BR";"Acari"
301077;"BR";"Francisco Dantas"
301078;"BR";"Nísia Floresta"
301080;"BR";"Monte das Gameleiras"
301081;"BR";"São José do Campestre"
301082;"BR";"Rafael Fernandes"
301083;"BR";"Jandaíra"
301084;"BR";"Extremoz"
301085;"BR";"Jaçanã"
301086;"BR";"Brejinho"
301087;"BR";"Lucrécia"
301088;"BR";"Campo Grande"
301089;"BR";"Lagoa Salgada"
301090;"BR";"Várzea"
301091;"BR";"Natal"
301092;"BR";"Cruzeta"
301093;"BR";"Santo Antônio"
301094;"BR";"Caraúbas"
301095;"BR";"Marcelino Vieira"
301096;"BR";"Guamaré"
301097;"BR";"Areia Branca"
301098;"BR";"São Pedro"
301099;"BR";"São José de Mipibu"
301100;"BR";"Ipueira"
301101;"BR";"São Francisco do Oeste"
301102;"BR";"Equador"
301103;"BR";"Luís Gomes"
301104;"BR";"Olho-d'Água do Borges"
301105;"BR";"Coronel João Pessoa"
301106;"BR";"Goianinha"
301107;"BR";"Santa Maria"
301108;"BR";"Cerro Corá"
301109;"BR";"Assu"
301110;"BR";"Galinhos"
301111;"BR";"Portalegre"
301112;"BR";"Apodi"
301113;"BR";"Lagoa d'Anta"
301114;"BR";"Ruy Barbosa"
301115;"BR";"São Bento do Norte"
301116;"BR";"Espírito Santo"
301117;"BR";"Parnamirim"
301118;"BR";"Jardim de Angicos"
301119;"BR";"Rafael Godeiro"
301120;"BR";"São Paulo do Potengi"
301121;"BR";"Pedro Velho"
301122;"BR";"Angicos"
301123;"BR";"Coronel Ezequiel"
301124;"BR";"Ceará-Mirim"
301125;"BR";"Campo Redondo"
301126;"BR";"Triunfo Potiguar"
301127;"BR";"Bodó"
301128;"BR";"Jucurutu"
301129;"BR";"Lagoa de Pedras"
301130;"BR";"Barcelona"
301131;"BR";"Bom Jesus"
301132;"BR";"Pilões"
301133;"BR";"Venha-Ver"
301134;"BR";"Carnaubais"
301135;"BR";"Maxaranguape"
301136;"BR";"Florânia"
301137;"BR";"Tibau do Sul"
301138;"BR";"Ouro Branco"
301139;"BR";"Encanto"
301140;"BR";"Messias Targino"
301141;"BR";"Serra Caiada"
301142;"BR";"Antônio Martins"
301143;"BR";"Umarizal"
301144;"BR";"Tibau"
301145;"BR";"Jardim do Seridó"
301146;"BR";"Lagoa de Velhos"
301147;"BR";"Boa Saúde"
301148;"BR";"Major Sales"
301149;"BR";"Paraná"
301150;"BR";"Ipanguaçu"
301151;"BR";"Parazinho"
301152;"BR";"Arez"
301153;"BR";"Mossoró"
301154;"BR";"Serra de São Bento"
301155;"BR";"São José do Seridó"
301156;"BR";"São João do Sabugi"
301157;"BR";"Santana do Matos"
301158;"BR";"Itaú"
301159;"BR";"Pendências"
301160;"BR";"Felipe Guerra"
301161;"BR";"Touros"
301162;"BR";"São Rafael"
301163;"BR";"Poço Branco"
301164;"BR";"Fernando Pedroza"
301165;"BR";"João Dias"
301166;"BR";"Vila Flor"
301167;"BR";"Canguaretama"
301168;"BR";"Tenente Ananias"
301169;"BR";"Taipu"
301170;"BR";"Serrinha"
301171;"BR";"Itajá"
301172;"BR";"Japi"
301173;"BR";"Pedro Avelino"
301174;"BR";"Pedra Preta"
301175;"BR";"Monte Alegre"
301176;"BR";"Santa Cruz"
301177;"BR";"Passa e Fica"
301178;"BR";"São Miguel"
301179;"BR";"Pau dos Ferros"
301180;"BR";"Grossos"
301181;"BR";"Vera Cruz"
301182;"BR";"Taboleiro Grande"
301183;"BR";"Serra do Mel"
301184;"BR";"Carnaúba dos Dantas"
301185;"BR";"Frutuoso Gomes"
301186;"BR";"Afonso Bezerra"
301187;"BR";"São Vicente"
301188;"BR";"Almino Afonso"
301189;"BR";"Baraúna"
301190;"BR";"Macaíba"
301191;"BR";"Tenente Laurentino Cruz"
301192;"BR";"Baía Formosa"
301193;"BR";"Rio do Fogo"
301194;"BR";"Ielmo Marinho"
301195;"BR";"Montanhas"
301196;"BR";"Tangará"
301197;"BR";"Parelhas"
301198;"BR";"Lajes Pintadas"
301199;"BR";"Alto do Rodrigues"
301200;"BR";"São Miguel do Gostoso"
301201;"BR";"Água Nova"
301202;"BR";"João Câmara"
301203;"BR";"Severiano Melo"
301204;"BR";"São Bento do Trairí"
301205;"BR";"Pureza"
301206;"BR";"Macau"
301207;"BR";"Governador Dix-Sept Rosado"
301208;"BR";"Serrinha dos Pintos"
301209;"BR";"Rodolfo Fernandes"
301210;"BR";"Riacho da Cruz"
301211;"BR";"Senador Elói de Souza"
301212;"BR";"Currais Novos"
301213;"BR";"São Gonçalo do Amarante"
301214;"BR";"Upanema"
301215;"BR";"Timbaúba dos Batistas"
301216;"BR";"Nova Cruz"
301217;"BR";"Alexandria"
301218;"BR";"Passagem"
301219;"BR";"Doutor Severiano"
301220;"BR";"Janduís"
301221;"BR";"Jardim de Piranhas"
301222;"BR";"Serra Negra do Norte"
301223;"BR";"São Tomé"
301224;"BR";"Paraú"
301257;"BR";"Pedra Lavrada"
301258;"BR";"Salgado de São Félix"
301259;"BR";"Lagoa de Dentro"
301260;"BR";"Cacimba de Areia"
301261;"BR";"Gado Bravo"
301262;"BR";"Monte Horebe"
301263;"BR";"Salgadinho"
301264;"BR";"Sumé"
301265;"BR";"Amparo"
301266;"BR";"Fagundes"
301267;"BR";"Cubati"
301268;"BR";"Santa Terezinha"
301269;"BR";"São Domingos do Cariri"
301270;"BR";"São Francisco"
301271;"BR";"Aparecida"
301272;"BR";"Junco do Seridó"
301273;"BR";"Jericó"
301274;"BR";"Serra da Raiz"
301275;"BR";"Casserengue"
301276;"BR";"Congo"
301277;"BR";"São José de Piranhas"
301278;"BR";"Itatuba"
301279;"BR";"Condado"
301280;"BR";"Puxinanã"
301281;"BR";"Santa Cecília"
301282;"BR";"Curral Velho"
301283;"BR";"São José do Bonfim"
301284;"BR";"Santa Luzia"
301285;"BR";"Conde"
301286;"BR";"São José do Sabugi"
301287;"BR";"Poço Dantas"
301288;"BR";"Rio Tinto"
301289;"BR";"Capim"
301290;"BR";"Nazarezinho"
301291;"BR";"Baía da Traição"
301292;"BR";"Cabedelo"
301293;"BR";"Serra Grande"
301294;"BR";"Mato Grosso"
301295;"BR";"Curral de Cima"
301296;"BR";"Picuí"
301297;"BR";"Bonito de Santa Fé"
301298;"BR";"Marcação"
301299;"BR";"Conceição"
301300;"BR";"Sapé"
301301;"BR";"Sossêgo"
301302;"BR";"Brejo do Cruz"
301303;"BR";"São Sebastião do Umbuzeiro"
301304;"BR";"São Domingos"
301305;"BR";"Brejo dos Santos"
301306;"BR";"Alagoinha"
301307;"BR";"Mamanguape"
301308;"BR";"Duas Estradas"
301309;"BR";"Santa Helena"
301310;"BR";"Tacima"
301311;"BR";"Alagoa Grande"
301312;"BR";"Zabelê"
301313;"BR";"Malta"
301314;"BR";"Guarabira"
301315;"BR";"Prata"
301316;"BR";"Cuitegi"
301317;"BR";"São Bento"
301318;"BR";"Santana de Mangueira"
301319;"BR";"Riachão do Poço"
301320;"BR";"Serraria"
301321;"BR";"Vista Serrana"
301322;"BR";"Santa Inês"
301323;"BR";"Alhandra"
301324;"BR";"São José dos Cordeiros"
301325;"BR";"Pocinhos"
301326;"BR";"Boa Ventura"
301327;"BR";"Mulungu"
301328;"BR";"Damião"
301329;"BR";"Riacho dos Cavalos"
301330;"BR";"Alcantil"
301331;"BR";"Juru"
301332;"BR";"Itaporanga"
301333;"BR";"Mãe d'Água"
301334;"BR";"Quixaba"
301335;"BR";"Santana dos Garrotes"
301336;"BR";"Frei Martinho"
301337;"BR";"Cajazeirinhas"
301338;"BR";"Livramento"
301339;"BR";"Ingá"
301340;"BR";"Caldas Brandão"
301341;"BR";"Barra de Santa Rosa"
301342;"BR";"Belém"
301343;"BR";"Juripiranga"
301344;"BR";"Nova Floresta"
301345;"BR";"São Sebastião de Lagoa de Roça"
301346;"BR";"Baraúna"
301347;"BR";"Piancó"
301348;"BR";"São João do Rio do Peixe"
301349;"BR";"Pilõezinhos"
301350;"BR";"Carrapateira"
301351;"BR";"Cruz do Espírito Santo"
301352;"BR";"Monteiro"
301353;"BR";"Areial"
301354;"BR";"Paulista"
301355;"BR";"Belém do Brejo do Cruz"
301356;"BR";"Riacho de Santo Antônio"
301357;"BR";"Cacimba de Dentro"
301358;"BR";"Nova Olinda"
301359;"BR";"Nova Palmeira"
301360;"BR";"Pedro Régis"
301361;"BR";"Cabaceiras"
301362;"BR";"São Miguel de Taipu"
301363;"BR";"São João do Tigre"
301364;"BR";"Araçagi"
301365;"BR";"Logradouro"
301366;"BR";"Coremas"
301367;"BR";"Montadas"
301368;"BR";"Riachão do Bacamarte"
301369;"BR";"São José de Caiana"
301370;"BR";"Ouro Velho"
301371;"BR";"Parari"
301372;"BR";"Emas"
301373;"BR";"Solânea"
301374;"BR";"Riachão"
301375;"BR";"Bernardino Batista"
301376;"BR";"Coxixola"
301377;"BR";"Remígio"
301378;"BR";"Joca Claudino"
301379;"BR";"São Mamede"
301380;"BR";"Arara"
301381;"BR";"São José de Espinharas"
301382;"BR";"Igaracy"
301383;"BR";"Várzea"
301384;"BR";"Serra Branca"
301385;"BR";"Sobrado"
301386;"BR";"São Vicente do Seridó"
301387;"BR";"Lagoa"
301388;"BR";"Olho d'Água"
301389;"BR";"Marizópolis"
301390;"BR";"Cuité"
301391;"BR";"Barra de São Miguel"
301392;"BR";"Juazeirinho"
301393;"BR";"Passagem"
301394;"BR";"Pedra Branca"
301395;"BR";"Cajazeiras"
301396;"BR";"Pedras de Fogo"
301397;"BR";"Santa Rita"
301398;"BR";"Imaculada"
301399;"BR";"Caraúbas"
301400;"BR";"Assunção"
301401;"BR";"Massaranduba"
301402;"BR";"Serra Redonda"
301403;"BR";"Juarez Távora"
301404;"BR";"Lucena"
301405;"BR";"João Pessoa"
301406;"BR";"Bom Jesus"
301407;"BR";"Poço de José de Moura"
301408;"BR";"Taperoá"
301409;"BR";"Mari"
301410;"BR";"Sousa"
301411;"BR";"Catolé do Rocha"
301412;"BR";"Diamante"
301413;"BR";"Jacaraú"
301414;"BR";"Santo André"
301415;"BR";"Cachoeira dos Índios"
301416;"BR";"Pilar"
301417;"BR";"São Bentinho"
301418;"BR";"Bananeiras"
301419;"BR";"São José da Lagoa Tapada"
301420;"BR";"Itabaiana"
301421;"BR";"Bayeux"
301422;"BR";"São José do Brejo do Cruz"
301423;"BR";"Teixeira"
301424;"BR";"Dona Inês"
301425;"BR";"Aroeiras"
301426;"BR";"Pitimbu"
301427;"BR";"Araruna"
301428;"BR";"Camalaú"
301429;"BR";"Água Branca"
301430;"BR";"Algodão de Jandaíra"
301431;"BR";"Boqueirão"
301432;"BR";"Desterro"
301433;"BR";"Mataraca"
301434;"BR";"Aguiar"
301435;"BR";"Lastro"
301436;"BR";"Queimadas"
301437;"BR";"São José de Princesa"
301438;"BR";"Pombal"
301439;"BR";"Vieirópolis"
301440;"BR";"Borborema"
301441;"BR";"Princesa Isabel"
301442;"BR";"Gurjão"
301443;"BR";"Pirpirituba"
301444;"BR";"Santa Cruz"
301445;"BR";"Caiçara"
301446;"BR";"São José dos Ramos"
301447;"BR";"Alagoa Nova"
301448;"BR";"Sertãozinho"
301449;"BR";"Triunfo"
301450;"BR";"Boa Vista"
301451;"BR";"Mogeiro"
301452;"BR";"São João do Cariri"
301453;"BR";"Manaíra"
301454;"BR";"Cuité de Mamanguape"
301455;"BR";"Lagoa Seca"
301456;"BR";"Matinhas"
301457;"BR";"Pilões"
301458;"BR";"Umbuzeiro"
301459;"BR";"Patos"
301460;"BR";"Catingueira"
301461;"BR";"Cacimbas"
301462;"BR";"Campina Grande"
301463;"BR";"Olivedos"
301465;"BR";"Caturité"
301466;"BR";"Tenório"
301467;"BR";"Soledade"
301468;"BR";"Itapororoca"
301469;"BR";"Gurinhém"
301470;"BR";"Caaporã"
301472;"BR";"Ibiara"
301473;"BR";"Natuba"
301474;"BR";"Areia de Baraúnas"
301475;"BR";"Barra de Santana"
301476;"BR";"Esperança"
301477;"BR";"Uiraúna"
301478;"BR";"Areia"
301479;"BR";"Tavares"
301480;"BR";"Matureia"
302454;"BR";"Ararendá"
302455;"BR";"Milagres"
302456;"BR";"Barbalha"
302457;"BR";"Solonópole"
302458;"BR";"Cruz"
302459;"BR";"Itaitinga"
302460;"BR";"Pires Ferreira"
302461;"BR";"Umirim"
302462;"BR";"Pacajus"
302463;"BR";"Caririaçu"
302464;"BR";"Barro"
302465;"BR";"Tarrafas"
302466;"BR";"Tauá"
302467;"BR";"Choró"
302468;"BR";"Morrinhos"
302469;"BR";"Barroquinha"
302470;"BR";"Forquilha"
302471;"BR";"Fortim"
302472;"BR";"Farias Brito"
302473;"BR";"Jati"
302474;"BR";"Guaramiranga"
302475;"BR";"Hidrolândia"
302476;"BR";"Quixadá"
302477;"BR";"Parambu"
302478;"BR";"Chaval"
302479;"BR";"Salitre"
302480;"BR";"Mulungu"
302481;"BR";"Granja"
302482;"BR";"Arneiroz"
302483;"BR";"Aurora"
302484;"BR";"Banabuiú"
302485;"BR";"Ocara"
302486;"BR";"Aiuaba"
302487;"BR";"Juazeiro do Norte"
302488;"BR";"Senador Pompeu"
302489;"BR";"Guaiúba"
302490;"BR";"Itapiúna"
302491;"BR";"Ipueiras"
302492;"BR";"Iracema"
302493;"BR";"Nova Olinda"
302494;"BR";"Apuiarés"
302495;"BR";"Aracoiaba"
302496;"BR";"Catunda"
302497;"BR";"Barreira"
302498;"BR";"Horizonte"
302499;"BR";"Capistrano"
302500;"BR";"Acaraú"
302501;"BR";"Crato"
302502;"BR";"Miraíma"
302503;"BR";"Meruoca"
302504;"BR";"Mauriti"
302505;"BR";"Acarape"
302506;"BR";"Palhano"
302507;"BR";"Irauçuba"
302508;"BR";"Caridade"
302509;"BR";"Cascavel"
302510;"BR";"Camocim"
302511;"BR";"Uruburetama"
302512;"BR";"Paracuru"
302513;"BR";"Novo Oriente"
302514;"BR";"Morada Nova"
302515;"BR";"Ibiapina"
302516;"BR";"Pentecoste"
302517;"BR";"Itarema"
302518;"BR";"Deputado Irapuan Pinheiro"
302519;"BR";"Jaguaruana"
302520;"BR";"Assaré"
302521;"BR";"Beberibe"
302522;"BR";"Itatira"
302523;"BR";"Coreaú"
302524;"BR";"Groaíras"
302525;"BR";"Ibicuitinga"
302526;"BR";"Varjota"
302527;"BR";"Senador Sá"
302528;"BR";"Massapê"
302529;"BR";"Potiretama"
302530;"BR";"Ereré"
302531;"BR";"Jardim"
302532;"BR";"Monsenhor Tabosa"
302533;"BR";"Ipaumirim"
302534;"BR";"Potengi"
302535;"BR";"Jaguaribe"
302536;"BR";"Santana do Acaraú"
302537;"BR";"Porteiras"
302538;"BR";"Campos Sales"
302539;"BR";"Pindoretama"
302540;"BR";"Carnaubal"
302541;"BR";"Trairi"
302542;"BR";"Quixeramobim"
302543;"BR";"Limoeiro do Norte"
302544;"BR";"Jucás"
302545;"BR";"Tururu"
302546;"BR";"Pacujá"
302547;"BR";"Pacatuba"
302548;"BR";"Eusébio"
302549;"BR";"Pedra Branca"
302550;"BR";"Tabuleiro do Norte"
302551;"BR";"Croatá"
302552;"BR";"Frecheirinha"
302553;"BR";"Umari"
302554;"BR";"São João do Jaguaribe"
302555;"BR";"Mombaça"
302556;"BR";"Jaguaretama"
302557;"BR";"Tamboril"
302558;"BR";"Iguatu"
302559;"BR";"Missão Velha"
302560;"BR";"Brejo Santo"
302561;"BR";"Ipaporanga"
302562;"BR";"Jaguaribara"
302563;"BR";"Aquiraz"
302564;"BR";"Orós"
302565;"BR";"Russas"
302566;"BR";"Ibaretama"
302567;"BR";"Martinópole"
302568;"BR";"Santana do Cariri"
302569;"BR";"Crateús"
302570;"BR";"Reriutaba"
302571;"BR";"Quiterianópolis"
302572;"BR";"São Luís do Curu"
302573;"BR";"Antonina do Norte"
302574;"BR";"Tianguá"
302575;"BR";"Ubajara"
302576;"BR";"Alcântaras"
302577;"BR";"Quixelô"
302578;"BR";"Redenção"
302579;"BR";"Itapipoca"
302580;"BR";"Chorozinho"
302581;"BR";"Madalena"
302582;"BR";"Independência"
302583;"BR";"Cariré"
302584;"BR";"General Sampaio"
302585;"BR";"Saboeiro"
302586;"BR";"Nova Russas"
302587;"BR";"Paraipaba"
302588;"BR";"Fortaleza"
302589;"BR";"Pacoti"
302590;"BR";"Ipu"
302591;"BR";"Poranga"
302592;"BR";"Aratuba"
302593;"BR";"Jijoca de Jericoacoara"
302594;"BR";"Baixio"
302595;"BR";"Paramoti"
302596;"BR";"Milhã"
302597;"BR";"Pereiro"
302598;"BR";"Várzea Alegre"
302599;"BR";"Abaiara"
302600;"BR";"Icó"
302601;"BR";"Araripe"
302602;"BR";"Penaforte"
302603;"BR";"Guaraciaba do Norte"
302604;"BR";"Moraújo"
302605;"BR";"Baturité"
302606;"BR";"Altaneira"
302607;"BR";"Icapuí"
302608;"BR";"Quixeré"
302609;"BR";"Alto Santo"
302610;"BR";"Sobral"
302611;"BR";"Lavras da Mangabeira"
302612;"BR";"Aracati"
302613;"BR";"Amontada"
302614;"BR";"Uruoca"
302615;"BR";"Bela Cruz"
302616;"BR";"Itaiçaba"
302617;"BR";"São Benedito"
302618;"BR";"Mucambo"
302619;"BR";"Boa Viagem"
302620;"BR";"Maracanaú"
302621;"BR";"Tejuçuoca"
302622;"BR";"Marco"
302623;"BR";"Graça"
302624;"BR";"Caucaia"
302625;"BR";"Cedro"
302626;"BR";"Canindé"
302627;"BR";"Acopiara"
302628;"BR";"Piquet Carneiro"
302629;"BR";"Maranguape"
302630;"BR";"Granjeiro"
302631;"BR";"Palmácia"
302632;"BR";"Itapajé"
302633;"BR";"Catarina"
302634;"BR";"Santa Quitéria"
302636;"BR";"São Gonçalo do Amarante"
302637;"BR";"Viçosa do Ceará"
302638;"BR";"Cariús"
302642;"BR";"Cristalândia do Piauí"
302643;"BR";"Brasileira"
302644;"BR";"Júlio Borges"
302645;"BR";"Guaribas"
302646;"BR";"Riacho Frio"
302647;"BR";"Uruçuí"
302648;"BR";"Santana do Piauí"
302649;"BR";"Isaías Coelho"
302650;"BR";"Sebastião Barros"
302651;"BR";"Domingos Mourão"
302652;"BR";"Dirceu Arcoverde"
302653;"BR";"Lagoa Alegre"
302654;"BR";"Lagoa do Barro do Piauí"
302655;"BR";"Matias Olímpio"
302656;"BR";"Gilbués"
302657;"BR";"Nossa Senhora dos Remédios"
302658;"BR";"Arraial"
302659;"BR";"Monte Alegre do Piauí"
302660;"BR";"Pavussu"
302661;"BR";"Picos"
302662;"BR";"José de Freitas"
302663;"BR";"Joca Marques"
302664;"BR";"União"
302665;"BR";"Canavieira"
302666;"BR";"João Costa"
302667;"BR";"Avelino Lopes"
302668;"BR";"Barra d'Alcântara"
302669;"BR";"Alagoinha do Piauí"
302670;"BR";"Joaquim Pires"
302671;"BR";"Inhuma"
302672;"BR";"Jacobina do Piauí"
302673;"BR";"Santa Cruz dos Milagres"
302674;"BR";"Campo Largo do Piauí"
302675;"BR";"Palmeira do Piauí"
302676;"BR";"São José do Piauí"
302677;"BR";"Santo Inácio do Piauí"
302678;"BR";"Aroeiras do Itaim"
302679;"BR";"Dom Expedito Lopes"
302680;"BR";"Nossa Senhora de Nazaré"
302681;"BR";"Queimada Nova"
302682;"BR";"Santo Antônio dos Milagres"
302683;"BR";"Floresta do Piauí"
302684;"BR";"Floriano"
302685;"BR";"Assunção do Piauí"
302686;"BR";"São João do Piauí"
302687;"BR";"Pimenteiras"
302688;"BR";"Ipiranga do Piauí"
302689;"BR";"Bom Jesus"
302690;"BR";"Francisco Ayres"
302691;"BR";"São José do Divino"
302692;"BR";"Paulistana"
302693;"BR";"Elesbão Veloso"
302694;"BR";"Sigefredo Pacheco"
302695;"BR";"São João da Canabrava"
302696;"BR";"Valença do Piauí"
302697;"BR";"Massapê do Piauí"
302698;"BR";"Piripiri"
302699;"BR";"Redenção do Gurguéia"
302700;"BR";"Castelo do Piauí"
302701;"BR";"Oeiras"
302702;"BR";"Parnaíba"
302703;"BR";"Cajazeiras do Piauí"
