COD_MUNICIPIO,COD_UNICO_ENDERECO,NUM_QUADRA,NOM_LOGRADOURO,NUM_ENDERECO,NOM_LOGRADOURO_ADJACENTE,DIM_TESTADA,DIM_PROFUNDIDADE,AREA
4104501,01.06.002.4.0101.1900,01.06.002.4.0101,"RUA SANTA CATARINA","" 4478"",,10.00,36.30,NULL
4104501,01.06.002.4.0101.1800,01.06.002.4.0101,"RUA SANTA CATARINA","" 4466"",,10.00,36.30,NULL
4104501,01.06.002.4.0101.1700,01.06.002.4.0101,"RUA SANTA CATARINA","" 4454"",,10.00,36.30,NULL
4104501,01.05.002.3.0060.120A,01.05.002.3.0060,"RUA SANTA CATARINA",3022,,10.00,54.00,NULL
4104501,01.05.002.3.0060.1200,01.05.002.3.0060,"RUA SANTA CATARINA",3026,,10.00,33.75,NULL
4104501,01.05.002.3.0060.110A,01.05.002.3.0060,"RUA SANTA CATARINA",3044,,10.00,47.25,NULL
4104501,01.05.002.3.0060.1100,01.05.002.3.0060,"RUA SANTA CATARINA",3056,,10.00,45.00,NULL
4104501,01.05.002.3.0060.100A,01.05.002.3.0060,"RUA SANTA CATARINA",3072,,10.00,45.00,NULL
4104501,01.05.002.3.0060.1000,01.05.002.3.0060,"RUA SANTA CATARINA",3068,,10.00,45.00,NULL
4104501,01.05.002.3.0060.04AA,01.05.002.3.0060,"RUA SANTA CATARINA",3012,,10.00,27.50,NULL
4104501,01.05.002.3.0060.040A,01.05.002.3.0060,"RUA SANTA CATARINA",3008,,10.00,27.50,NULL
4104501,01.05.002.3.0060.0300,01.05.002.3.0060,"RUA SANTA CATARINA",3076,,10.00,45.00,NULL
4104501,01.04.003.4.0006.0300,01.04.003.4.0006,"RUA SANTA CATARINA",4715,,10.00,36.00,NULL
4104501,01.04.003.4.0006.0200,01.04.003.4.0006,"RUA SANTA CATARINA",4729,,10.00,36.00,NULL
4104501,01.04.003.4.0006.0100,01.04.003.4.0006,"RUA SANTA CATARINA",4747,,10.00,51.99,NULL
4104501,01.04.002.4.CHAC.61DA,01.04.002.4.CHAC,"RUA SANTA CATARINA",4169,,10.00,20.70,NULL
4104501,01.04.002.4.CHAC.610D,01.04.002.4.CHAC,"RUA SANTA CATARINA",4187,,10.00,48.60,NULL
4104501,01.04.002.4.0123.0200,01.04.002.4.0123,"RUA SANTA CATARINA",4447,,10.00,39.91,NULL
4104501,01.04.002.4.0122.1600,01.04.002.4.0122,"RUA SANTA CATARINA",4399,,10.00,33.13,NULL
4104501,01.04.002.4.0122.1500,01.04.002.4.0122,"RUA SANTA CATARINA",4385,,10.00,33.13,NULL
4104501,01.04.002.4.0122.0100,01.04.002.4.0122,"RUA SANTA CATARINA",4411,,10.00,33.75,NULL
4104501,01.04.002.4.0121.1800,01.04.002.4.0121,"RUA SANTA CATARINA",4331,,10.00,33.13,NULL
4104501,01.04.002.4.0121.1700,01.04.002.4.0121,"RUA SANTA CATARINA",4317,,10.00,33.13,NULL
4104501,01.04.002.4.0121.0200,01.04.002.4.0121,"RUA SANTA CATARINA",4303,,10.00,33.75,NULL
4104501,01.04.002.4.0121.0100,01.04.002.4.0121,"RUA SANTA CATARINA",4343,,10.00,33.75,NULL
4104501,01.04.002.4.0120.1700,01.04.002.4.0120,"RUA SANTA CATARINA",4223,,10.00,37.50,NULL
4104501,01.04.002.4.0120.1600,01.04.002.4.0120,"RUA SANTA CATARINA",4241,,10.00,37.50,NULL
4104501,01.04.002.4.0120.1500,01.04.002.4.0120,"RUA SANTA CATARINA",4255,,10.00,37.50,NULL
4104501,01.04.002.4.0120.0100,01.04.002.4.0120,"RUA SANTA CATARINA",4271,,10.00,33.75,NULL
4104501,01.04.002.4.0100.0300,01.04.002.4.0100,"RUA SANTA CATARINA",4525,,10.00,21.38,NULL
4104501,01.04.002.4.0100.0200,01.04.002.4.0100,"RUA SANTA CATARINA",4537,,10.00,45.45,NULL
4104501,01.04.002.4.0100.0100,01.04.002.4.0100,"RUA SANTA CATARINA",4553,,10.00,33.60,NULL
4104501,01.04.002.4.0099.0700,01.04.002.4.0099,"RUA SANTA CATARINA",4585,,10.00,51.00,NULL
4104501,01.04.002.4.0099.0600,01.04.002.4.0099,"RUA SANTA CATARINA",4603,,10.00,36.00,NULL
4104501,01.04.002.4.0099.0500,01.04.002.4.0099,"RUA SANTA CATARINA",4615,,10.00,36.00,NULL
4104501,01.04.002.4.0099.0400,01.04.002.4.0099,"RUA SANTA CATARINA",4627,,10.00,36.00,NULL
4104501,01.04.002.4.0099.0300,01.04.002.4.0099,"RUA SANTA CATARINA",4639,,10.00,36.00,NULL
4104501,01.04.002.4.0099.0200,01.04.002.4.0099,"RUA SANTA CATARINA",4651,,10.00,36.00,NULL
4104501,01.04.002.4.0099.0100,01.04.002.4.0099,"RUA SANTA CATARINA",4661,,10.00,72.00,NULL
4104501,01.04.002.3.0071.020A,01.04.002.3.0071,"RUA SANTA CATARINA",3035,,10.00,50.00,NULL
4104501,01.04.002.3.0071.010B,01.04.002.3.0071,"RUA SANTA CATARINA",3069,,10.00,30.00,NULL
4104501,01.04.002.3.0071.010A,01.04.002.3.0071,"RUA SANTA CATARINA",3055,,10.00,30.00,NULL
4104501,01.04.002.3.0058.020A,01.04.002.3.0058,"RUA SANTA CATARINA",3244,,10.00,30.00,NULL
4104501,01.04.002.3.0058.0200,01.04.002.3.0058,"RUA SANTA CATARINA",3276,,10.00,55.00,NULL
4104501,01.04.002.3.0057.020B,01.04.002.3.0057,"RUA SANTA CATARINA",3342,,10.00,28.75,NULL
4104501,01.04.002.3.0057.020A,01.04.002.3.0057,"RUA SANTA CATARINA",3360,,10.00,25.00,NULL
4104501,01.04.002.3.0057.0200,01.04.002.3.0057,"RUA SANTA CATARINA",3332,,10.00,71.25,NULL
4104501,01.04.002.3.0056.020B,01.04.002.3.0056,"RUA SANTA CATARINA",3410,,10.00,45.00,NULL
4104501,01.04.002.3.0056.020A,01.04.002.3.0056,"RUA SANTA CATARINA",3396,,10.00,30.00,NULL
4104501,01.04.002.3.0055.120A,01.04.002.3.0055,"RUA SANTA CATARINA",3492,,10.00,45.00,NULL
4104501,01.04.002.3.0055.1200,01.04.002.3.0055,"RUA SANTA CATARINA",3482,,10.00,45.00,NULL
4104501,01.04.002.3.0055.110A,01.04.002.3.0055,"RUA SANTA CATARINA",3518,,10.00,50.00,NULL
4104501,01.04.002.3.0055.1100,01.04.002.3.0055,"RUA SANTA CATARINA",3514,,10.00,40.00,NULL
4104501,01.04.002.3.0055.1000,01.04.002.3.0055,"RUA SANTA CATARINA",3528,,10.00,90.00,NULL
4104501,01.04.002.3.0055.030A,01.04.002.3.0055,"RUA SANTA CATARINA",3548,,10.00,40.00,NULL
4104501,01.04.002.12.0415.1100,01.04.002.12.0415,"RUA SANTA CATARINA",1199,,10.00,45.23,NULL
4104501,01.04.002.12.0415.1000,01.04.002.12.0415,"RUA SANTA CATARINA",1219,,10.00,37.13,NULL
4104501,01.04.002.12.0415.0900,01.04.002.12.0415,"RUA SANTA CATARINA",1231,,10.00,37.13,NULL
4104501,01.04.002.12.0415.0800,01.04.002.12.0415,"RUA SANTA CATARINA",1245,,10.00,37.13,NULL
4104501,01.04.002.12.0414.0600,01.04.002.12.0414,"RUA SANTA CATARINA",1258,,10.00,22.75,NULL
4104501,01.04.002.12.0414.0500,01.04.002.12.0414,"RUA SANTA CATARINA",1244,,10.00,37.13,NULL
4104501,01.04.002.12.0414.0400,01.04.002.12.0414,"RUA SANTA CATARINA",1232,,10.00,37.13,NULL
4104501,01.04.002.12.0414.0300,01.04.002.12.0414,"RUA SANTA CATARINA",1220,,10.00,37.13,NULL
4104501,01.04.002.12.0414.0200,01.04.002.12.0414,"RUA SANTA CATARINA",1210,,10.00,37.13,NULL
4104501,01.04.002.12.0414.0100,01.04.002.12.0414,"RUA SANTA CATARINA",1196,,10.00,21.43,NULL
4104501,01.04.002.12.0407.0700,01.04.002.12.0407,"RUA SANTA CATARINA",1376,,10.00,22.75,NULL
4104501,01.04.002.12.0407.0600,01.04.002.12.0407,"RUA SANTA CATARINA",1358,,10.00,37.13,NULL
4104501,01.04.002.12.0407.0500,01.04.002.12.0407,"RUA SANTA CATARINA",1346,,10.00,37.13,NULL
4104501,01.04.002.12.0407.0400,01.04.002.12.0407,"RUA SANTA CATARINA",1134,,10.00,37.13,NULL
4104501,01.04.002.12.0407.0300,01.04.002.12.0407,"RUA SANTA CATARINA",1320,,10.00,37.13,NULL
4104501,01.04.002.12.0407.0200,01.04.002.12.0407,"RUA SANTA CATARINA",1306,,10.00,37.13,NULL
4104501,01.04.002.12.0407.0100,01.04.002.12.0407,"RUA SANTA CATARINA",1290,,10.00,22.75,NULL
4104501,01.04.002.12.0406.1600,01.04.002.12.0406,"RUA SANTA CATARINA",1287,,10.00,22.75,NULL
4104501,01.04.002.12.0406.1500,01.04.002.12.0406,"RUA SANTA CATARINA",1305,,10.00,37.13,NULL
4104501,01.04.002.12.0406.1400,01.04.002.12.0406,"RUA SANTA CATARINA",1323,,10.00,37.13,NULL
4104501,01.04.002.12.0406.1300,01.04.002.12.0406,"RUA SANTA CATARINA",1331,,10.00,37.13,NULL
4104501,01.04.002.12.0406.1200,01.04.002.12.0406,"RUA SANTA CATARINA",1349,,10.00,37.13,NULL
4104501,01.04.002.12.0406.1100,01.04.002.12.0406,"RUA SANTA CATARINA",1359,,10.00,37.13,NULL
4104501,01.04.002.12.0406.1000,01.04.002.12.0406,"RUA SANTA CATARINA",1190,,10.00,22.75,NULL
4104501,01.04.002.12.0393.1000,01.04.002.12.0393,"RUA SANTA CATARINA",1910,,10.00,25.04,NULL
4104501,01.04.002.12.0393.0900,01.04.002.12.0393,"RUA SANTA CATARINA",1898,,10.00,27.17,NULL
4104501,01.04.002.12.0393.0800,01.04.002.12.0393,"RUA SANTA CATARINA",1886,,10.00,31.31,NULL
4104501,01.04.002.12.0393.0700,01.04.002.12.0393,"RUA SANTA CATARINA",1870,,10.00,424.36,NULL
4104501,01.04.002.12.0393.0600,01.04.002.12.0393,"RUA SANTA CATARINA",1844,,10.00,29.15,NULL
4104501,01.04.002.12.0393.0500,01.04.002.12.0393,"RUA SANTA CATARINA",1134,,10.00,27.33,NULL
4104501,01.04.002.12.0393.0400,01.04.002.12.0393,"RUA SANTA CATARINA",1153,,10.00,29.34,NULL
4104501,01.04.002.12.0392.2400,01.04.002.12.0392,"RUA SANTA CATARINA",1772,,10.00,30.54,NULL
4104501,01.04.002.12.0392.2300,01.04.002.12.0392,"RUA SANTA CATARINA",1760,,10.00,30.48,NULL
4104501,01.04.002.12.0392.2200,01.04.002.12.0392,"RUA SANTA CATARINA",1744,,10.00,30.58,NULL
4104501,01.04.002.12.0392.2100,01.04.002.12.0392,"RUA SANTA CATARINA",1738,,10.00,30.84,NULL
4104501,01.04.002.12.0392.2000,01.04.002.12.0392,"RUA SANTA CATARINA",1722,,10.00,29.14,NULL
4104501,01.04.002.12.0392.1900,01.04.002.12.0392,"RUA SANTA CATARINA",1710,,10.00,30.84,NULL
4104501,01.04.002.12.0392.1800,01.04.002.12.0392,"RUA SANTA CATARINA",1690,,10.00,30.58,NULL
4104501,01.04.002.12.0392.1700,01.04.002.12.0392,"RUA SANTA CATARINA",1684,,10.00,30.48,NULL
4104501,01.04.002.12.0392.1600,01.04.002.12.0392,"RUA SANTA CATARINA",1678,,10.00,30.54,NULL
4104501,01.04.002.12.0392.1500,01.04.002.12.0392,"RUA SANTA CATARINA",1660,,10.00,26.11,NULL
4104501,01.04.002.12.0392.0300,01.04.002.12.0392,"RUA SANTA CATARINA",1599,,10.00,35.09,NULL
4104501,01.04.002.12.0391.0900,01.04.002.12.0391,"RUA SANTA CATARINA",1600,,10.00,35.17,NULL
4104501,01.04.002.12.0391.0800,01.04.002.12.0391,"RUA SANTA CATARINA",1610,,10.00,28.88,NULL
4104501,01.04.002.12.0391.0700,01.04.002.12.0391,"RUA SANTA CATARINA",1630,,10.00,22.34,NULL
4104501,01.04.002.12.0390.0100,01.04.002.12.0390,"RUA SANTA CATARINA",,,10.00,239.18,NULL
4104501,01.04.002.12.0389.0400,01.04.002.12.0389,"RUA SANTA CATARINA",1599,,10.00,35.17,NULL
4104501,01.04.002.12.0389.0300,01.04.002.12.0389,"RUA SANTA CATARINA",1613,,10.00,28.88,NULL
4104501,01.04.002.12.0389.0100,01.04.002.12.0389,"RUA SANTA CATARINA",1627,,10.00,22.34,NULL
4104501,01.04.002.12.0388.1100,01.04.002.12.0388,"RUA SANTA CATARINA",1655,,10.00,32.08,NULL
4104501,01.04.002.12.0388.1000,01.04.002.12.0388,"RUA SANTA CATARINA",1677,,10.00,24.04,NULL
4104501,01.04.002.12.0388.0900,01.04.002.12.0388,"RUA SANTA CATARINA",1689,,10.00,31.96,NULL
4104501,01.04.002.12.0388.0800,01.04.002.12.0388,"RUA SANTA CATARINA",1701,,10.00,31.89,NULL
4104501,01.04.002.12.0388.0700,01.04.002.12.0388,"RUA SANTA CATARINA",1717,,10.00,31.66,NULL
4104501,01.04.002.12.0388.0600,01.04.002.12.0388,"RUA SANTA CATARINA",1723,,10.00,33.36,NULL
4104501,01.04.002.12.0388.0500,01.04.002.12.0388,"RUA SANTA CATARINA",1735,,10.00,31.66,NULL
4104501,01.04.002.12.0388.0400,01.04.002.12.0388,"RUA SANTA CATARINA",1749,,10.00,31.89,NULL
4104501,01.04.002.12.0388.0300,01.04.002.12.0388,"RUA SANTA CATARINA",1763,,10.00,31.96,NULL
4104501,01.04.002.12.0388.0200,01.04.002.12.0388,"RUA SANTA CATARINA",1777,,10.00,24.04,NULL
4104501,01.04.002.12.0388.0100,01.04.002.12.0388,"RUA SANTA CATARINA",1787,,10.00,31.44,NULL
4104501,01.04.002.12.0387.1700,01.04.002.12.0387,"RUA SANTA CATARINA",1867,,10.00,32.20,NULL
4104501,01.04.002.12.0387.1600,01.04.002.12.0387,"RUA SANTA CATARINA",1885,,10.00,28.21,NULL
4104501,01.04.002.12.0387.1500,01.04.002.12.0387,"RUA SANTA CATARINA",1893,,10.00,28.28,NULL
4104501,01.04.002.12.0387.0300,01.04.002.12.0387,"RUA SANTA CATARINA",1833,,10.00,27.12,NULL
4104501,01.04.002.12.0387.0200,01.04.002.12.0387,"RUA SANTA CATARINA",1845,,10.00,26.76,NULL
4104501,01.04.002.12.0387.0100,01.04.002.12.0387,"RUA SANTA CATARINA",1857,,10.00,31.01,NULL
4104501,01.04.002.12.0379.2600,01.04.002.12.0379,"RUA SANTA CATARINA",1938,,10.00,34.41,NULL
4104501,01.04.002.12.0379.2200,01.04.002.12.0379,"RUA SANTA CATARINA",1962,,10.00,51.66,NULL
4104501,01.04.002.12.0379.2100,01.04.002.12.0379,"RUA SANTA CATARINA",1974,,10.00,46.71,NULL
4104501,01.04.002.12.0379.2000,01.04.002.12.0379,"RUA SANTA CATARINA",1986,,10.00,43.65,NULL
4104501,01.04.002.12.0379.1900,01.04.002.12.0379,"RUA SANTA CATARINA",1998,,10.00,40.59,NULL
4104501,01.04.002.12.0379.1800,01.04.002.12.0379,"RUA SANTA CATARINA",2010,,10.00,37.52,NULL
4104501,01.04.002.12.0379.1700,01.04.002.12.0379,"RUA SANTA CATARINA",2022,,10.00,34.46,NULL
4104501,01.04.002.12.0379.1600,01.04.002.12.0379,"RUA SANTA CATARINA",2038,,10.00,31.39,NULL
4104501,01.04.002.12.0379.1500,01.04.002.12.0379,"RUA SANTA CATARINA",2046,,10.00,36.92,NULL
4104501,01.04.002.12.0379.1400,01.04.002.12.0379,"RUA SANTA CATARINA",2064,,10.00,31.19,NULL
4104501,01.04.002.12.0379.1300,01.04.002.12.0379,"RUA SANTA CATARINA",2078,,10.00,31.96,NULL
4104501,01.04.002.12.0379.1200,01.04.002.12.0379,"RUA SANTA CATARINA",2090,,10.00,32.73,NULL
4104501,01.04.002.12.0379.1100,01.04.002.12.0379,"RUA SANTA CATARINA",2100,,10.00,33.50,NULL
4104501,01.04.002.12.0379.1000,01.04.002.12.0379,"RUA SANTA CATARINA",2112,,10.00,34.27,NULL
4104501,01.04.002.12.0379.0900,01.04.002.12.0379,"RUA SANTA CATARINA",2124,,10.00,35.04,NULL
4104501,01.04.002.12.0379.0800,01.04.002.12.0379,"RUA SANTA CATARINA",2136,,10.00,35.81,NULL
4104501,01.04.002.12.0379.0700,01.04.002.12.0379,"RUA SANTA CATARINA",2150,,10.00,37.35,NULL
4104501,01.04.002.12.0379.0600,01.04.002.12.0379,"RUA SANTA CATARINA",2158,,10.00,37.35,NULL
4104501,01.04.002.12.0379.0500,01.04.002.12.0379,"RUA SANTA CATARINA",2170,,10.00,38.12,NULL
4104501,01.04.002.12.0379.0400,01.04.002.12.0379,"RUA SANTA CATARINA",2182,,10.00,38.89,NULL
4104501,01.04.002.12.0379.0300,01.04.002.12.0379,"RUA SANTA CATARINA",2194,,10.00,39.66,NULL
4104501,01.04.002.12.0379.0200,01.04.002.12.0379,"RUA SANTA CATARINA",2206,,10.00,40.44,NULL
4104501,01.04.002.12.0379.0100,01.04.002.12.0379,"RUA SANTA CATARINA",2218,,10.00,41.21,NULL
4104501,01.04.002.0.0061.610C,01.04.002.0.0061,"RUA SANTA CATARINA",4209,,10.00,80.00,NULL
4104501,01.03.002.4.0064.010A,01.03.002.4.0064,"RUA SANTA CATARINA",3875,,10.00,60.00,NULL
4104501,01.03.002.4.0064.0100,01.03.002.4.0064,"RUA SANTA CATARINA",3897,,10.00,84.00,NULL
4104501,01.03.002.4.0052.1100,01.03.002.4.0052,"RUA SANTA CATARINA",3930,,10.00,110.00,NULL
4104501,01.03.002.4.0052.04AA,01.03.002.4.0052,"RUA SANTA CATARINA",3904,,10.00,20.00,NULL
4104501,01.03.002.4.0052.040A,01.03.002.4.0052,"RUA SANTA CATARINA",3910,,10.00,30.00,NULL
4104501,01.03.002.4.0052.0400,01.03.002.4.0052,"RUA SANTA CATARINA",3896,,10.00,37.50,NULL
4104501,01.03.002.4.0051.070A,01.03.002.4.0051,"RUA SANTA CATARINA",4054,,10.00,90.00,NULL
4104501,01.03.002.4.0051.050A,01.03.002.4.0051,"RUA SANTA CATARINA",4074,,10.00,130.00,NULL
4104501,01.03.002.4.0051.020B,01.03.002.4.0051,"RUA SANTA CATARINA",4100,,10.00,22.50,NULL
4104501,01.03.002.3.0067.020A,01.03.002.3.0067,"RUA SANTA CATARINA",3467,,10.00,50.00,NULL
4104501,01.03.002.3.0067.0200,01.03.002.3.0067,"RUA SANTA CATARINA",3493,,10.00,50.00,NULL
4104501,01.03.002.3.0067.010A,01.03.002.3.0067,"RUA SANTA CATARINA",3555,,10.00,45.00,NULL
4104501,01.03.002.3.0067.0100,01.03.002.3.0067,"RUA SANTA CATARINA","" 3549"",,10.00,55.00,NULL
4104501,01.03.002.3.0065.080A,01.03.002.3.0065,"RUA SANTA CATARINA",3757,,10.00,60.00,NULL
4104501,01.03.002.3.0065.0800,01.03.002.3.0065,"RUA SANTA CATARINA",3765,,10.00,60.00,NULL
4104501,01.03.002.3.0065.0700,01.03.002.3.0065,"RUA SANTA CATARINA",3767,,10.00,120.00,NULL
4104501,01.03.002.3.0065.0600,01.03.002.3.0065,"RUA SANTA CATARINA",3793,,10.00,120.00,NULL
4104501,01.03.002.3.0065.0500,01.03.002.3.0065,"RUA SANTA CATARINA",3815,,10.00,120.00,NULL
4104501,01.03.002.3.0054.1200,01.03.002.3.0054,"RUA SANTA CATARINA",3612,,19.96,45.12,NULL
4104501,01.03.002.3.0054.1100,01.03.002.3.0054,"RUA SANTA CATARINA",3632,,19.96,45.12,NULL
4104501,01.03.002.3.0054.100A,01.03.002.3.0054,"RUA SANTA CATARINA",3646,,9.98,36.79,NULL
4104501,01.03.002.3.0054.1000,01.03.002.3.0054,"RUA SANTA CATARINA",3650,,9.98,45.12,NULL
4104501,01.03.002.3.0054.0400,01.03.002.3.0054,"RUA SANTA CATARINA",3590,"RUA CARAMURUS",19.96,22.56,NULL
4104501,01.03.002.3.0053.1600,01.03.002.3.0053,"RUA SANTA CATARINA",3730,,10.00,90.00,NULL
4104501,01.03.002.3.0053.1500,01.03.002.3.0053,"RUA SANTA CATARINA",3756,,10.00,90.00,NULL
4104501,01.03.002.3.0053.1400,01.03.002.3.0053,"RUA SANTA CATARINA",3764,,10.00,90.00,NULL
4104501,01.03.002.3.0053.1300,01.03.002.3.0053,"RUA SANTA CATARINA",3786,,10.00,90.00,NULL
4104501,01.03.002.3.0053.1200,01.03.002.3.0053,"RUA SANTA CATARINA",3816,,10.00,90.00,NULL
4104501,01.03.002.3.0053.0400,01.03.002.3.0053,"RUA SANTA CATARINA",3710,,10.00,45.00,NULL
4104501,01.03.002.3.0053.0300,01.03.002.3.0053,"RUA SANTA CATARINA",3826,,10.00,45.00,NULL
4104501,01.03.002.0.0066.020A,01.03.002.0.0066,"RUA SANTA CATARINA",3615,,10.00,50.00,NULL
4104501,01.03.002.0.0066.010A,01.03.002.0.0066,"RUA SANTA CATARINA","3 645",,10.00,45.00,NULL
4104501,01.04.002.12.0416.010G,01.04.002.12.0416,"RUA SADI BIGATON",1047,,10.00,22.44,NULL
4104501,01.04.002.12.0416.010F,01.04.002.12.0416,"RUA SADI BIGATON",1033,,10.00,26.40,NULL
4104501,01.04.002.12.0416.010E,01.04.002.12.0416,"RUA SADI BIGATON",1025,,10.00,28.35,NULL
4104501,01.04.002.12.0416.010D,01.04.002.12.0416,"RUA SADI BIGATON",1017,,10.00,23.75,NULL
4104501,01.04.002.12.0415.0400,01.04.002.12.0415,"RUA SADI BIGATON",1046,,10.00,22.75,NULL
4104501,01.04.002.12.0415.0300,01.04.002.12.0415,"RUA SADI BIGATON",1038,,10.00,37.13,NULL
4104501,01.04.002.12.0415.0200,01.04.002.12.0415,"RUA SADI BIGATON",1022,,10.00,37.13,NULL
4104501,01.04.002.12.0415.0100,01.04.002.12.0415,"RUA SADI BIGATON",1010,,10.00,61.35,NULL
4104501,01.04.002.12.0406.0700,01.04.002.12.0406,"RUA SADI BIGATON",1160,,10.00,22.75,NULL
4104501,01.04.002.12.0406.0600,01.04.002.12.0406,"RUA SADI BIGATON",1150,,10.00,37.13,NULL
4104501,01.04.002.12.0406.0500,01.04.002.12.0406,"RUA SADI BIGATON",1130,,10.00,37.13,NULL
4104501,01.04.002.12.0406.0400,01.04.002.12.0406,"RUA SADI BIGATON",1122,,10.00,37.13,NULL
4104501,01.04.002.12.0406.0300,01.04.002.12.0406,"RUA SADI BIGATON",1108,,10.00,37.13,NULL
4104501,01.04.002.12.0406.0200,01.04.002.12.0406,"RUA SADI BIGATON",1090,,10.00,37.13,NULL
4104501,01.04.002.12.0406.0100,01.04.002.12.0406,"RUA SADI BIGATON",1076,,10.00,22.75,NULL
4104501,01.04.002.12.0405.1000,01.04.002.12.0405,"RUA SADI BIGATON",1075,,10.00,50.00,NULL
4104501,01.04.002.12.0405.0900,01.04.002.12.0405,"RUA SADI BIGATON",1099,,10.00,50.00,NULL
4104501,01.04.002.12.0405.0800,01.04.002.12.0405,"RUA SADI BIGATON",1125,,10.00,50.00,NULL
4104501,01.04.002.12.0405.0700,01.04.002.12.0405,"RUA SADI BIGATON",1137,,10.00,50.00,NULL
4104501,01.04.002.12.0405.0600,01.04.002.12.0405,"RUA SADI BIGATON",1157,,10.00,50.00,NULL
4104501,01.04.002.12.0393.1300,01.04.002.12.0393,"RUA SADI BIGATON",1822,,10.00,39.76,NULL
4104501,01.04.002.12.0393.1200,01.04.002.12.0393,"RUA SADI BIGATON",1812,,10.00,39.91,NULL
4104501,01.04.002.12.0393.1100,01.04.002.12.0393,"RUA SADI BIGATON",1794,,10.00,43.90,NULL
4104501,01.04.002.12.0389.0600,01.04.002.12.0389,"RUA SADI BIGATON",1400,,10.00,28.88,NULL
4104501,01.04.002.12.0389.0500,01.04.002.12.0389,"RUA SADI BIGATON",1394,,10.00,29.79,NULL
4104501,01.04.002.12.0388.2300,01.04.002.12.0388,"RUA SADI BIGATON",1566,,10.00,32.26,NULL
4104501,01.04.002.12.0388.2200,01.04.002.12.0388,"RUA SADI BIGATON",1560,,10.00,25.96,NULL
4104501,01.04.002.12.0388.2100,01.04.002.12.0388,"RUA SADI BIGATON",1544,,10.00,33.67,NULL
4104501,01.04.002.12.0388.2000,01.04.002.12.0388,"RUA SADI BIGATON",1528,,10.00,37.74,NULL
4104501,01.04.002.12.0388.1900,01.04.002.12.0388,"RUA SADI BIGATON",1520,,10.00,33.98,NULL
4104501,01.04.002.12.0388.170C,01.04.002.12.0388,"RUA SADI BIGATON",1508,,10.00,22.34,NULL
4104501,01.04.002.12.0388.170B,01.04.002.12.0388,"RUA SADI BIGATON",1500,,10.00,21.83,NULL
4104501,01.04.002.12.0388.170A,01.04.002.12.0388,"RUA SADI BIGATON",1494,,10.00,21.69,NULL
4104501,01.04.002.12.0388.1600,01.04.002.12.0388,"RUA SADI BIGATON",1484,,10.00,33.74,NULL
4104501,01.04.002.12.0388.1500,01.04.002.12.0388,"RUA SADI BIGATON",1472,,10.00,33.67,NULL
4104501,01.04.002.12.0388.1400,01.04.002.12.0388,"RUA SADI BIGATON",1460,,10.00,25.96,NULL
4104501,01.04.002.12.0388.1300,01.04.002.12.0388,"RUA SADI BIGATON",1444,,10.00,31.47,NULL
4104501,01.04.002.12.0387.1400,01.04.002.12.0387,"RUA SADI BIGATON",1730,,10.00,33.03,NULL
4104501,01.04.002.12.0387.1300,01.04.002.12.0387,"RUA SADI BIGATON",1700,,10.00,39.83,NULL
4104501,01.04.002.12.0387.1200,01.04.002.12.0387,"RUA SADI BIGATON",1666,,10.00,34.66,NULL
4104501,01.04.002.12.0387.1100,01.04.002.12.0387,"RUA SADI BIGATON",1656,,10.00,29.97,NULL
4104501,01.04.002.12.0387.1000,01.04.002.12.0387,"RUA SADI BIGATON",1640,,10.00,31.52,NULL
4104501,01.04.002.12.0387.0900,01.04.002.12.0387,"RUA SADI BIGATON",1628,,10.00,31.03,NULL
4104501,01.04.002.12.0387.0800,01.04.002.12.0387,"RUA SADI BIGATON",1616,,10.00,30.65,NULL
4104501,01.04.002.12.0386.3100,01.04.002.12.0386,"RUA SADI BIGATON",1691,,10.00,25.20,NULL
4104501,01.04.002.12.0386.3000,01.04.002.12.0386,"RUA SADI BIGATON",1701,,10.00,25.20,NULL
4104501,01.04.002.12.0386.2900,01.04.002.12.0386,"RUA SADI BIGATON",1715,,10.00,25.20,NULL
4104501,01.04.002.12.0386.2800,01.04.002.12.0386,"RUA SADI BIGATON",1727,,10.00,25.20,NULL
4104501,01.04.002.12.0386.2700,01.04.002.12.0386,"RUA SADI BIGATON",1739,,10.00,25.20,NULL
4104501,01.04.002.12.0386.2600,01.04.002.12.0386,"RUA SADI BIGATON",1751,,10.00,22.13,NULL
4104501,01.04.002.12.0386.1400,01.04.002.12.0386,"RUA SADI BIGATON",1675,,10.00,32.46,NULL
4104501,01.04.002.12.0386.0400,01.04.002.12.0386,"RUA SADI BIGATON",1617,,10.00,34.95,NULL
4104501,01.04.002.12.0386.0300,01.04.002.12.0386,"RUA SADI BIGATON",1631,,10.00,34.95,NULL
4104501,01.04.002.12.0386.0200,01.04.002.12.0386,"RUA SADI BIGATON",1645,,10.00,34.77,NULL
4104501,01.04.002.12.0386.0100,01.04.002.12.0386,"RUA SADI BIGATON",1657,,10.00,41.98,NULL
4104501,01.04.002.12.0385.1000,01.04.002.12.0385,"RUA SADI BIGATON",1441,,10.00,34.36,NULL
4104501,01.04.002.12.0385.0900,01.04.002.12.0385,"RUA SADI BIGATON",1465,,10.00,35.00,NULL
4104501,01.04.002.12.0385.0800,01.04.002.12.0385,"RUA SADI BIGATON",1483,,10.00,34.97,NULL
