COD_MUNICIPIO,COD_UNICO_ENDERECO,NUM_QUADRA,NOM_LOGRADOURO,NUM_ENDERECO,NOM_LOGRADOURO_ADJACENTE,DIM_TESTADA,DIM_PROFUNDIDADE,AREA
4104501,01.04.002.3.0087.120A,01.04.002.3.0087,"RUA LORENO LAGEMANN",101,,10.00,50.00,NULL
4104501,01.04.002.3.0087.1200,01.04.002.3.0087,"RUA LORENO LAGEMANN",113,,10.00,40.00,NULL
4104501,01.04.002.3.0087.1000,01.04.002.3.0087,"RUA LORENO LAGEMANN",135>,,10.00,90.00,NULL
4104501,01.04.002.3.0087.0800,01.04.002.3.0087,"RUA LORENO LAGEMANN",147,,10.00,90.00,NULL
4104501,01.04.002.3.0087.0600,01.04.002.3.0087,"RUA LORENO LAGEMANN",169,,10.00,90.00,NULL
4104501,01.04.002.3.0087.0400,01.04.002.3.0087,"RUA LORENO LAGEMANN","" 79"",,10.00,33.00,NULL
4104501,01.04.002.3.0059.0100,01.04.002.3.0059,"RUA LORENO LAGEMANN",213,,10.00,90.00,NULL
4104501,01.04.002.3.0047.110A,01.04.002.3.0047,"RUA LORENO LAGEMANN",588,,10.00,50.00,NULL
4104501,01.04.002.3.0047.1100,01.04.002.3.0047,"RUA LORENO LAGEMANN",576,,10.00,50.00,NULL
4104501,01.04.002.3.0047.0900,01.04.002.3.0047,"RUA LORENO LAGEMANN",592,,10.00,100.00,NULL
4104501,01.04.002.3.0047.070A,01.04.002.3.0047,"RUA LORENO LAGEMANN",618,,10.00,50.00,NULL
4104501,01.04.002.3.0047.0700,01.04.002.3.0047,"RUA LORENO LAGEMANN",624,,10.00,50.00,NULL
4104501,01.04.002.3.0047.050A,01.04.002.3.0047,"RUA LORENO LAGEMANN",646,,10.00,60.00,NULL
4104501,01.04.002.3.0047.0500,01.04.002.3.0047,"RUA LORENO LAGEMANN",642,,10.00,40.00,NULL
4104501,01.04.002.3.0047.0100,01.04.002.3.0047,"RUA LORENO LAGEMANN",660,,10.00,50.00,NULL
4104501,01.04.002.3.0046.040A,01.04.002.3.0046,"RUA LORENO LAGEMANN",595,,10.00,50.00,NULL
4104501,01.04.002.3.0046.0400,01.04.002.3.0046,"RUA LORENO LAGEMANN",,,10.00,45.00,NULL
4104501,01.04.002.3.0046.0200,01.04.002.3.0046,"RUA LORENO LAGEMANN",625,,10.00,140.00,NULL
4104501,01.04.002.3.0037.040D,01.04.002.3.0037,"RUA LORENO LAGEMANN",702,,10.00,24.00,NULL
4104501,01.04.002.3.0037.040C,01.04.002.3.0037,"RUA LORENO LAGEMANN",741,,10.00,24.00,NULL
4104501,01.04.002.3.0037.040B,01.04.002.3.0037,"RUA LORENO LAGEMANN",729,,10.00,24.00,NULL
4104501,01.04.002.3.0037.040A,01.04.002.3.0037,"RUA LORENO LAGEMANN",717,,10.00,24.00,NULL
4104501,01.04.002.3.0037.0400,01.04.002.3.0037,"RUA LORENO LAGEMANN",699,,10.00,24.00,NULL
4104501,01.04.002.3.0037.020G,01.04.002.3.0037,"RUA LORENO LAGEMANN",759,,10.00,28.00,NULL
4104501,01.04.002.3.0037.020F,01.04.002.3.0037,"RUA LORENO LAGEMANN",791,,10.00,37.50,NULL
4104501,01.04.002.3.0037.020D,01.04.002.3.0037,"RUA LORENO LAGEMANN",753,,10.00,20.00,NULL
4104501,01.04.002.3.0037.020C,01.04.002.3.0037,"RUA LORENO LAGEMANN",767,,10.00,48.00,NULL
4104501,01.04.002.3.0037.020B,01.04.002.3.0037,"RUA LORENO LAGEMANN",781,,10.00,44.00,NULL
4104501,01.04.002.3.0027.040A,01.04.002.3.0027,"RUA LORENO LAGEMANN",857,,10.00,25.00,NULL
4104501,01.04.002.3.0027.02AA,01.04.002.3.0027,"RUA LORENO LAGEMANN",863,,10.00,35.00,NULL
4104501,01.04.002.3.0027.020B,01.04.002.3.0027,"RUA LORENO LAGEMANN",897,,10.00,30.00,NULL
4104501,01.04.002.3.0027.020A,01.04.002.3.0027,"RUA LORENO LAGEMANN",879,,10.00,25.00,NULL
4104501,01.04.002.0.0058.050A,01.04.002.0.0058,"RUA LORENO LAGEMANN",425,,10.00,50.00,NULL
4104501,01.04.002.0.0058.0400,01.04.002.0.0058,"RUA LORENO LAGEMANN",441,,10.00,55.00,NULL
4104501,01.04.002.0.0058.03AA,01.04.002.0.0058,"RUA LORENO LAGEMANN",473,,10.00,26.00,NULL
4104501,01.04.002.0.0058.030A,01.04.002.0.0058,"RUA LORENO LAGEMANN",461,,10.00,24.00,NULL
4104501,01.04.002.0.0058.02AA,01.04.002.0.0058,"RUA LORENO LAGEMANN",405,,10.00,20.00,NULL
4104501,01.04.002.3.0074.1100,01.04.002.3.0074,"RUA LINHA BONITA",720,,10.00,45.50,NULL
4104501,01.04.002.3.0074.1000,01.04.002.3.0074,"RUA LINHA BONITA",710,,10.00,42.00,NULL
4104501,01.06.004.1.075A.010A,01.06.004.1.075A,"RUA LERCY JOAO ROMAN",74,,10.00,39.59,NULL
4104501,01.06.004.1.075A.0103,01.06.004.1.075A,"RUA LERCY JOAO ROMAN",88,,10.00,32.99,NULL
4104501,01.06.004.1.0075.0200,01.06.004.1.0075,"RUA LERCY JOAO ROMAN",32,,10.00,36.71,NULL
4104501,01.06.004.1.0075.0105,01.06.004.1.0075,"RUA LERCY JOAO ROMAN",16,,10.00,72.33,NULL
4104501,01.06.004.1.0072.0800,01.06.004.1.0072,"RUA LERCY JOAO ROMAN",306,,10.00,21.35,NULL
4104501,01.06.004.1.0072.0700,01.06.004.1.0072,"RUA LERCY JOAO ROMAN",294,,10.00,21.35,NULL
4104501,01.06.004.1.0072.0600,01.06.004.1.0072,"RUA LERCY JOAO ROMAN",282,,10.00,21.35,NULL
4104501,01.06.004.1.0072.0500,01.06.004.1.0072,"RUA LERCY JOAO ROMAN",270,,10.00,21.35,NULL
4104501,01.06.004.1.0072.0400,01.06.004.1.0072,"RUA LERCY JOAO ROMAN",258,,10.00,21.35,NULL
4104501,01.06.004.1.0072.0300,01.06.004.1.0072,"RUA LERCY JOAO ROMAN",248,,10.00,21.35,NULL
4104501,01.06.004.1.0072.0200,01.06.004.1.0072,"RUA LERCY JOAO ROMAN",240,,10.00,21.35,NULL
4104501,01.06.004.1.0072.0100,01.06.004.1.0072,"RUA LERCY JOAO ROMAN",226,,10.00,21.35,NULL
4104501,01.06.004.1.0071.1600,01.06.004.1.0071,"RUA LERCY JOAO ROMAN",303,,10.00,21.35,NULL
4104501,01.06.004.1.0071.1500,01.06.004.1.0071,"RUA LERCY JOAO ROMAN",295,,10.00,21.35,NULL
4104501,01.06.004.1.0071.1400,01.06.004.1.0071,"RUA LERCY JOAO ROMAN",283,,10.00,21.35,NULL
4104501,01.06.004.1.0071.1300,01.06.004.1.0071,"RUA LERCY JOAO ROMAN",271,,10.00,21.35,NULL
4104501,01.06.004.1.0071.1200,01.06.004.1.0071,"RUA LERCY JOAO ROMAN",261,,10.00,21.35,NULL
4104501,01.06.004.1.0071.1100,01.06.004.1.0071,"RUA LERCY JOAO ROMAN",249,,10.00,21.35,NULL
4104501,01.06.004.1.0071.1000,01.06.004.1.0071,"RUA LERCY JOAO ROMAN",241,,10.00,21.35,NULL
4104501,01.06.004.1.0071.0900,01.06.004.1.0071,"RUA LERCY JOAO ROMAN",227,,10.00,21.35,NULL
4104501,01.06.004.1.0064.1200,01.06.004.1.0064,"RUA LERCY JOAO ROMAN",131,,10.00,30.00,NULL
4104501,01.06.004.1.0064.1000,01.06.004.1.0064,"RUA LERCY JOAO ROMAN",163,,10.00,30.00,NULL
4104501,01.06.004.1.0064.0800,01.06.004.1.0064,"RUA LERCY JOAO ROMAN",175,,10.00,30.00,NULL
4104501,01.06.004.1.0064.0600,01.06.004.1.0064,"RUA LERCY JOAO ROMAN",189,,10.00,30.00,NULL
4104501,01.06.004.1.0064.0400,01.06.004.1.0064,"RUA LERCY JOAO ROMAN",205,,10.00,32.00,NULL
4104501,01.06.004.1.0064.0200,01.06.004.1.0064,"RUA LERCY JOAO ROMAN",131,,10.00,32.00,NULL
4104501,01.06.004.1.0062.1200,01.06.004.1.0062,"RUA LERCY JOAO ROMAN",41,,10.00,32.80,NULL
4104501,01.06.004.1.0062.1000,01.06.004.1.0062,"RUA LERCY JOAO ROMAN",57,,10.00,32.80,NULL
4104501,01.06.004.1.0062.0800,01.06.004.1.0062,"RUA LERCY JOAO ROMAN",73,,10.00,32.80,NULL
4104501,01.06.004.1.0062.0600,01.06.004.1.0062,"RUA LERCY JOAO ROMAN",89,,10.00,32.80,NULL
4104501,01.06.004.1.0062.0400,01.06.004.1.0062,"RUA LERCY JOAO ROMAN",105,,10.00,33.00,NULL
4104501,01.06.004.1.0062.0200,01.06.004.1.0062,"RUA LERCY JOAO ROMAN",25,,10.00,33.00,NULL
4104501,01.06.002.3.0102.2000,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",999,,10.00,28.20,NULL
4104501,01.06.002.3.0102.1900,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",991,,10.00,28.20,NULL
4104501,01.06.002.3.0102.1800,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",977,,10.00,28.20,NULL
4104501,01.06.002.3.0102.1700,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",965,,10.00,28.20,NULL
4104501,01.06.002.3.0102.1600,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",955,,10.00,28.20,NULL
4104501,01.06.002.3.0102.1500,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ","" 931"",,10.00,28.20,NULL
4104501,01.06.002.3.0102.1400,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",929,,10.00,28.20,NULL
4104501,01.06.002.3.0102.1300,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",917,,10.00,28.20,NULL
4104501,01.06.002.3.0102.1200,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",905,,10.00,28.20,NULL
4104501,01.06.002.3.0102.1100,01.06.002.3.0102,"RUA LEOPOLDO KREUTZ",893,,10.00,28.20,NULL
4104501,01.06.002.12.CHAC.06CB,01.06.002.12.CHAC,"RUA LEOPOLDO KREUTZ",968,,10.00,75.00,NULL
4104501,01.06.002.12.CHAC.06CA,01.06.002.12.CHAC,"RUA LEOPOLDO KREUTZ",984,,10.00,75.00,NULL
4104501,01.06.002.12.CHAC.060C,01.06.002.12.CHAC,"RUA LEOPOLDO KREUTZ",1012,,10.00,54.00,NULL
4104501,01.06.002.12.0104.0500,01.06.002.12.0104,"RUA LEOPOLDO KREUTZ",892,,10.00,69.00,NULL
4104501,01.06.002.12.0104.0400,01.06.002.12.0104,"RUA LEOPOLDO KREUTZ",904,,10.00,36.00,NULL
4104501,01.06.002.12.0104.0300,01.06.002.12.0104,"RUA LEOPOLDO KREUTZ",918,,10.00,36.00,NULL
4104501,01.06.002.12.0104.0200,01.06.002.12.0104,"RUA LEOPOLDO KREUTZ",926,,10.00,36.00,NULL
4104501,01.06.002.12.0104.0100,01.06.002.12.0104,"RUA LEOPOLDO KREUTZ",940,,10.00,39.00,NULL
4104501,01.04.002.3.0077.0700,01.04.002.3.0077,"RUA LARANJEIRA",636,,10.00,30.65,NULL
4104501,01.04.002.3.0077.0600,01.04.002.3.0077,"RUA LARANJEIRA",648,,10.00,30.68,NULL
4104501,01.04.002.3.0076.0800,01.04.002.3.0076,"RUA LARANJEIRA",647,,10.00,20.67,NULL
4104501,01.04.002.3.0076.0700,01.04.002.3.0076,"RUA LARANJEIRA",635,,10.00,20.65,NULL
4104501,01.04.002.3.0073.0300,01.04.002.3.0073,"RUA LARANJEIRA",720,,10.00,27.00,NULL
4104501,01.04.002.12.0398.1200,01.04.002.12.0398,"RUA KM 54",1325,,10.00,28.11,NULL
4104501,01.04.002.12.0398.1000,01.04.002.12.0398,"RUA KM 54",1303,,10.00,27.06,NULL
4104501,01.04.002.12.0397.0500,01.04.002.12.0397,"RUA KM 54",1528,,10.00,21.94,NULL
4104501,01.04.002.12.0397.0200,01.04.002.12.0397,"RUA KM 54",1290,,10.00,22.75,NULL
4104501,01.04.002.12.0397.0100,01.04.002.12.0397,"RUA KM 54",1300,,10.00,21.94,NULL
4104501,01.04.002.12.0396.0700,01.04.002.12.0396,"RUA KM 54",1230,,10.00,21.94,NULL
4104501,01.04.002.12.0396.0600,01.04.002.12.0396,"RUA KM 54",1216,,10.00,22.75,NULL
4104501,01.04.002.12.0396.0200,01.04.002.12.0396,"RUA KM 54",1240,,10.00,21.94,NULL
4104501,01.04.002.12.0396.0100,01.04.002.12.0396,"RUA KM 54",1258,,10.00,22.75,NULL
4104501,01.04.002.12.0395.1400,01.04.002.12.0395,"RUA KM 54",1233,,10.00,34.10,NULL
4104501,01.04.002.12.0392.1400,01.04.002.12.0392,"RUA KM 54",1155,,10.00,25.53,NULL
4104501,01.04.002.12.0392.1300,01.04.002.12.0392,"RUA KM 54",1177,,10.00,29.74,NULL
4104501,01.04.002.12.0391.0600,01.04.002.12.0391,"RUA KM 54",1160,,10.00,20.31,NULL
4104501,01.04.002.12.0391.0200,01.04.002.12.0391,"RUA KM 54",1170,,10.00,20.31,NULL
4104501,01.04.002.12.0391.0100,01.04.002.12.0391,"RUA KM 54",1188,,10.00,22.34,NULL
4104501,01.04.002.12.0389.0800,01.04.002.12.0389,"RUA KM 54",1088,,10.00,20.31,NULL
4104501,01.04.002.12.0389.0700,01.04.002.12.0389,"RUA KM 54",1076,,10.00,22.34,NULL
4104501,01.04.002.12.0389.0200,01.04.002.12.0389,"RUA KM 54",1100,,10.00,20.31,NULL
4104501,01.04.002.12.0388.1200,01.04.002.12.0388,"RUA KM 54",1099,,10.00,35.60,NULL
4104501,01.04.002.12.0385.1300,01.04.002.12.0385,"RUA KM 54",1007,,10.00,29.59,NULL
4104501,01.04.002.12.0385.1200,01.04.002.12.0385,"RUA KM 54",1017,,10.00,30.26,NULL
4104501,01.04.002.12.0385.1100,01.04.002.12.0385,"RUA KM 54",1033,,10.00,31.38,NULL
4104501,01.04.002.12.0384.0200,01.04.002.12.0384,"RUA KM 54",1048,,10.00,31.95,NULL
4104501,01.04.002.12.0384.0100,01.04.002.12.0384,"RUA KM 54",1040,,10.00,42.91,NULL
4104501,01.04.002.12.0376.1800,01.04.002.12.0376,"RUA KM 54",1384,,10.00,21.94,NULL
4104501,01.04.002.12.0376.1700,01.04.002.12.0376,"RUA KM 54",1372,,10.00,21.94,NULL
4104501,01.04.002.12.0375.0900,01.04.002.12.0375,"RUA KM 54",1393,,10.00,25.07,NULL
4104501,01.04.002.12.0375.0800,01.04.002.12.0375,"RUA KM 54",1385,,10.00,39.43,NULL
4104501,01.04.002.12.0375.0700,01.04.002.12.0375,"RUA KM 54",1373,,10.00,30.25,NULL
4104501,01.04.001.1.0120.1300,01.04.001.1.0120,"RUA JOÃO FRANCISCO TOSCAN",513,,10.00,21.81,NULL
4104501,01.04.001.1.0119.0100,01.04.001.1.0119,"RUA JOÃO FRANCISCO TOSCAN",570,,10.00,100.83,NULL
4104501,01.04.001.1.0116.0900,01.04.001.1.0116,"RUA JOÃO FRANCISCO TOSCAN",685,,10.00,22.47,NULL
4104501,01.04.001.1.0116.0800,01.04.001.1.0116,"RUA JOÃO FRANCISCO TOSCAN",571,,10.00,22.45,NULL
4104501,01.04.001.1.0115.0900,01.04.001.1.0115,"RUA JOÃO FRANCISCO TOSCAN",505,,10.00,22.47,NULL
4104501,01.04.002.12.0418.0600,01.04.002.12.0418,"RUA JOÃO BAPTISTA MARCHESE",1385,,10.00,21.90,NULL
4104501,01.04.002.12.0418.0500,01.04.002.12.0418,"RUA JOÃO BAPTISTA MARCHESE",1411,,10.00,34.61,NULL
4104501,01.04.002.12.0416.010C,01.04.002.12.0416,"RUA JOÃO BAPTISTA MARCHESE",1031,,10.00,20.33,NULL
4104501,01.04.002.12.0416.010B,01.04.002.12.0416,"RUA JOÃO BAPTISTA MARCHESE",1025,,10.00,28.69,NULL
4104501,01.04.002.12.0414.010B,01.04.002.12.0414,"RUA JOÃO BAPTISTA MARCHESE",1177,,10.00,20.09,NULL
4104501,01.04.002.12.0414.010A,01.04.002.12.0414,"RUA JOÃO BAPTISTA MARCHESE",1165,,10.00,20.06,NULL
4104501,01.04.002.12.0307.0800,01.04.002.12.0307,"RUA JOSÉ ROYER",1045,,10.00,31.20,NULL
4104501,01.04.002.12.0307.0700,01.04.002.12.0307,"RUA JOSÉ ROYER",1069,,10.00,30.00,NULL
4104501,01.04.002.12.0307.0600,01.04.002.12.0307,"RUA JOSÉ ROYER",1081,,10.00,30.00,NULL
4104501,01.04.002.12.0307.0500,01.04.002.12.0307,"RUA JOSÉ ROYER",1097,,10.00,30.00,NULL
4104501,01.04.002.12.0307.0400,01.04.002.12.0307,"RUA JOSÉ ROYER",1105,,10.00,30.00,NULL
4104501,01.04.002.12.0307.0300,01.04.002.12.0307,"RUA JOSÉ ROYER",1119,,10.00,30.00,NULL
4104501,01.04.002.12.0307.0200,01.04.002.12.0307,"RUA JOSÉ ROYER",1133,,10.00,30.00,NULL
4104501,01.04.002.12.0307.0100,01.04.002.12.0307,"RUA JOSÉ ROYER",1145,,10.00,41.31,NULL
4104501,01.04.002.12.0306.160E,01.04.002.12.0306,"RUA JOSÉ ROYER",1148,,10.00,20.44,NULL
4104501,01.04.002.12.0306.160D,01.04.002.12.0306,"RUA JOSÉ ROYER",1140,,10.00,20.44,NULL
4104501,01.04.002.12.0306.160C,01.04.002.12.0306,"RUA JOSÉ ROYER",1130,,10.00,20.44,NULL
4104501,01.04.002.12.0306.160B,01.04.002.12.0306,"RUA JOSÉ ROYER",1122,,10.00,20.44,NULL
4104501,01.04.002.12.0306.160A,01.04.002.12.0306,"RUA JOSÉ ROYER",1114,,10.00,20.44,NULL
4104501,01.04.002.12.0306.1500,01.04.002.12.0306,"RUA JOSÉ ROYER",1110,,10.00,30.00,NULL
4104501,01.04.002.12.0306.1400,01.04.002.12.0306,"RUA JOSÉ ROYER",1092,,10.00,30.00,NULL
4104501,01.04.002.12.0306.1300,01.04.002.12.0306,"RUA JOSÉ ROYER",1080,,10.00,30.00,NULL
4104501,01.04.002.12.0306.1200,01.04.002.12.0306,"RUA JOSÉ ROYER",1066,,10.00,30.00,NULL
4104501,01.04.002.12.0306.1100,01.04.002.12.0306,"RUA JOSÉ ROYER",1044,,10.00,31.20,NULL
4104501,01.04.002.12.0296.2200,01.04.002.12.0296,"RUA JOSÉ ROYER",904,,10.00,30.25,NULL
4104501,01.04.002.12.0296.2100,01.04.002.12.0296,"RUA JOSÉ ROYER",914,,10.00,30.00,NULL
4104501,01.04.002.12.0296.2000,01.04.002.12.0296,"RUA JOSÉ ROYER",926,,10.00,30.00,NULL
4104501,01.04.002.12.0296.1900,01.04.002.12.0296,"RUA JOSÉ ROYER",940,,10.00,30.00,NULL
4104501,01.04.002.12.0296.1800,01.04.002.12.0296,"RUA JOSÉ ROYER",950,,10.00,30.00,NULL
4104501,01.04.002.12.0296.1700,01.04.002.12.0296,"RUA JOSÉ ROYER",964,,10.00,30.00,NULL
4104501,01.04.002.12.0296.1600,01.04.002.12.0296,"RUA JOSÉ ROYER",978,,10.00,30.00,NULL
4104501,01.04.002.12.0296.1500,01.04.002.12.0296,"RUA JOSÉ ROYER",986,,10.00,29.75,NULL
4104501,01.04.002.12.0295.1000,01.04.002.12.0295,"RUA JOSÉ ROYER",905,,10.00,30.00,NULL
4104501,01.04.002.12.0295.0900,01.04.002.12.0295,"RUA JOSÉ ROYER",913,,10.00,30.00,NULL
4104501,01.04.002.12.0295.0800,01.04.002.12.0295,"RUA JOSÉ ROYER",927,,10.00,30.00,NULL
4104501,01.04.002.12.0295.0700,01.04.002.12.0295,"RUA JOSÉ ROYER",939,,10.00,30.00,NULL
4104501,01.04.002.12.0295.0600,01.04.002.12.0295,"RUA JOSÉ ROYER",951,,10.00,30.00,NULL
4104501,01.04.002.12.0295.0500,01.04.002.12.0295,"RUA JOSÉ ROYER",965,,10.00,30.00,NULL
4104501,01.04.002.12.0295.0400,01.04.002.12.0295,"RUA JOSÉ ROYER",977,,10.00,30.00,NULL
4104501,01.04.002.12.0295.0300,01.04.002.12.0295,"RUA JOSÉ ROYER",989,,10.00,30.00,NULL
4104501,01.03.001.2.0090.1800,01.03.001.2.0090,"RUA JOAO MARTINI",110,,10.00,34.34,NULL
4104501,01.03.001.2.0090.1700,01.03.001.2.0090,"RUA JOAO MARTINI","" 100"",,10.00,34.46,NULL
4104501,01.03.001.2.0090.1600,01.03.001.2.0090,"RUA JOAO MARTINI",82,,10.00,34.60,NULL
4104501,01.03.001.2.0090.1500,01.03.001.2.0090,"RUA JOAO MARTINI","" 78"",,10.00,34.71,NULL
4104501,01.03.001.2.0090.1200,01.03.001.2.0090,"RUA JOAO MARTINI","" 40"",,10.00,104.90,NULL
4104501,01.03.001.2.0090.0900,01.03.001.2.0090,"RUA JOAO MARTINI","" 113"",,10.00,34.58,NULL
4104501,01.03.001.2.0090.0800,01.03.001.2.0090,"RUA JOAO MARTINI",99,,10.00,34.58,NULL
4104501,01.03.001.2.0090.0700,01.03.001.2.0090,"RUA JOAO MARTINI",91,,10.00,34.58,NULL
4104501,01.03.001.2.0090.0600,01.03.001.2.0090,"RUA JOAO MARTINI",67,,10.00,34.58,NULL
4104501,01.03.001.2.0090.0500,01.03.001.2.0090,"RUA JOAO MARTINI",55,,10.00,34.58,NULL
4104501,01.03.001.2.0090.0400,01.03.001.2.0090,"RUA JOAO MARTINI","" 49"",,10.00,34.58,NULL
4104501,01.03.001.2.0090.0300,01.03.001.2.0090,"RUA JOAO MARTINI","" 33"",,10.00,34.58,NULL
4104501,01.04.001.2.0092.1500,01.04.001.2.0092,"RUA JATOBA",2022,,10.00,38.36,NULL
4104501,01.04.001.2.0092.1300,01.04.001.2.0092,"RUA JATOBA",2030,,10.00,38.36,NULL
4104501,01.04.001.2.0092.1100,01.04.001.2.0092,"RUA JATOBA",2050,,10.00,38.36,NULL
4104501,01.04.001.2.0092.0900,01.04.001.2.0092,"RUA JATOBA",2060,,10.00,38.36,NULL
4104501,01.04.001.2.0092.0700,01.04.001.2.0092,"RUA JATOBA",2076,,10.00,38.36,NULL
4104501,01.04.001.2.0092.0500,01.04.001.2.0092,"RUA JATOBA",2094,,10.00,38.36,NULL
4104501,01.04.001.2.0092.0100,01.04.001.2.0092,"RUA JATOBA",2100,,10.00,36.45,NULL
4104501,01.04.001.2.0091.0500,01.04.001.2.0091,"RUA JATOBA",2075,,10.00,40.25,NULL
4104501,01.04.001.2.0091.0400,01.04.001.2.0091,"RUA JATOBA",2085,,10.00,40.25,NULL
4104501,01.04.001.2.0091.0300,01.04.001.2.0091,"RUA JATOBA",2097,,10.00,40.25,NULL
4104501,01.04.001.2.0091.0200,01.04.001.2.0091,"RUA JATOBA",2061,,10.00,40.65,NULL
4104501,01.04.001.2.0091.0100,01.04.001.2.0091,"RUA JATOBA",2109,,10.00,40.25,NULL
4104501,01.04.002.12.0418.0200,01.04.002.12.0418,"RUA JACINTO ROVEDA",1014,,10.00,23.63,NULL
4104501,01.04.002.12.0412.1500,01.04.002.12.0412,"RUA JACINTO ROVEDA",1055,,10.00,37.13,NULL
4104501,01.04.002.12.0412.1400,01.04.002.12.0412,"RUA JACINTO ROVEDA",1069,,10.00,37.13,NULL
4104501,01.04.002.12.0412.1300,01.04.002.12.0412,"RUA JACINTO ROVEDA",1081,,10.00,37.13,NULL
4104501,01.04.002.12.0412.1200,01.04.002.12.0412,"RUA JACINTO ROVEDA",1099,,10.00,37.13,NULL
4104501,01.04.002.12.0412.1100,01.04.002.12.0412,"RUA JACINTO ROVEDA",1111,,10.00,37.13,NULL
4104501,01.04.002.12.0411.0900,01.04.002.12.0411,"RUA JACINTO ROVEDA",1120,,10.00,33.02,NULL
4104501,01.04.002.12.0411.0800,01.04.002.12.0411,"RUA JACINTO ROVEDA",1106,,10.00,32.11,NULL
4104501,01.04.002.12.0411.0700,01.04.002.12.0411,"RUA JACINTO ROVEDA",1098,,10.00,36.36,NULL
4104501,01.04.002.12.0411.0600,01.04.002.12.0411,"RUA JACINTO ROVEDA",1084,,10.00,40.60,NULL
4104501,01.04.002.12.0411.0500,01.04.002.12.0411,"RUA JACINTO ROVEDA",1070,,10.00,44.85,NULL
4104501,01.04.002.12.0411.0400,01.04.002.12.0411,"RUA JACINTO ROVEDA",1058,,10.00,37.13,NULL
4104501,01.04.002.12.0411.0100,01.04.002.12.0411,"RUA JACINTO ROVEDA",1040,,10.00,22.75,NULL
4104501,01.04.002.12.0410.0100,01.04.002.12.0410,"RUA JACINTO ROVEDA",1165,,10.00,46.11,NULL
4104501,01.04.002.12.0409.1500,01.04.002.12.0409,"RUA JACINTO ROVEDA",1173,,10.00,37.13,NULL
4104501,01.04.002.12.0409.1400,01.04.002.12.0409,"RUA JACINTO ROVEDA",1181,,10.00,37.13,NULL
4104501,01.04.002.12.0409.1300,01.04.002.12.0409,"RUA JACINTO ROVEDA",1195,,10.00,37.13,NULL
4104501,01.04.002.12.0409.1200,01.04.002.12.0409,"RUA JACINTO ROVEDA",1207,,10.00,37.13,NULL
4104501,01.04.002.12.0409.1100,01.04.002.12.0409,"RUA JACINTO ROVEDA",1225,,10.00,37.13,NULL
4104501,01.04.002.12.0398.2100,01.04.002.12.0398,"RUA JACINTO ROVEDA",1628,,10.00,90.05,NULL
4104501,01.04.002.12.0398.2000,01.04.002.12.0398,"RUA JACINTO ROVEDA",1595,,10.00,30.46,NULL
4104501,01.04.002.12.0398.1900,01.04.002.12.0398,"RUA JACINTO ROVEDA",1583,,10.00,31.83,NULL
4104501,01.04.002.12.0398.1800,01.04.002.12.0398,"RUA JACINTO ROVEDA",1571,,10.00,32.15,NULL
4104501,01.04.002.12.0398.1700,01.04.002.12.0398,"RUA JACINTO ROVEDA",1563,,10.00,32.36,NULL
4104501,01.04.002.12.0398.1600,01.04.002.12.0398,"RUA JACINTO ROVEDA",1551,,10.00,32.46,NULL
4104501,01.04.002.12.0398.1500,01.04.002.12.0398,"RUA JACINTO ROVEDA",1545,,10.00,32.45,NULL
4104501,01.04.002.12.0398.1400,01.04.002.12.0398,"RUA JACINTO ROVEDA",1533,,10.00,32.33,NULL
4104501,01.04.002.12.0398.1300,01.04.002.12.0398,"RUA JACINTO ROVEDA",1523,,10.00,30.85,NULL
4104501,01.04.002.12.0397.1300,01.04.002.12.0397,"RUA JACINTO ROVEDA",1405,,10.00,22.38,NULL
4104501,01.04.002.12.0397.1200,01.04.002.12.0397,"RUA JACINTO ROVEDA",1411,,10.00,30.25,NULL
4104501,01.04.002.12.0397.1100,01.04.002.12.0397,"RUA JACINTO ROVEDA",1423,,10.00,30.25,NULL
4104501,01.04.002.12.0397.1000,01.04.002.12.0397,"RUA JACINTO ROVEDA",1431,,10.00,30.25,NULL
4104501,01.04.002.12.0397.0900,01.04.002.12.0397,"RUA JACINTO ROVEDA",1443,,10.00,30.25,NULL
4104501,01.04.002.12.0397.0800,01.04.002.12.0397,"RUA JACINTO ROVEDA",1457,,10.00,30.25,NULL
4104501,01.04.002.12.0397.0700,01.04.002.12.0397,"RUA JACINTO ROVEDA",1465,,10.00,30.25,NULL
4104501,01.04.002.12.0397.0600,01.04.002.12.0397,"RUA JACINTO ROVEDA",1477,,10.00,22.75,NULL
4104501,01.04.002.12.0376.1600,01.04.002.12.0376,"RUA JACINTO ROVEDA",1476,,10.00,22.75,NULL
4104501,01.04.002.12.0376.1500,01.04.002.12.0376,"RUA JACINTO ROVEDA",1468,,10.00,30.25,NULL
4104501,01.04.002.12.0376.1400,01.04.002.12.0376,"RUA JACINTO ROVEDA",1452,,10.00,30.25,NULL
