codigo_ibge_municipio,_c1,_c2,_c3
4118402,02.01.036.0628,426 - BR 376,S/N
4118402,02.01.036.0568,426 - BR 376,S/N
4118402,01.06.124.0640,342 - COSMO DAMIANI JACOVOZZI,S/N
4118402,01.06.124.0555,342 - COSMO DAMIANI JACOVOZZI,S/N
4118402,01.03.197.0197,174 - PAULO ANTONIO DA COSTA,778
4118402,01.03.197.0197,158 - WLADISLAO GAIDA,487
4118402,01.03.197.0197,174 - PAULO ANTONIO DA COSTA,770
4118402,01.03.197.0197,174 - PAULO ANTONIO DA COSTA,774
4118402,01.02.349.0292,798 - JOSE FERNANDES,121
4118402,01.02.349.0292,798 - JOSE FERNANDES,S/N
4118402,01.03.197.0205,158 - WLADISLAO GAIDA,481
4118402,01.03.040.0246,6713 - DEPUTADO HEITOR ALENCAR FURTADO,4263
4118402,01.03.040.0232,6713 - DEPUTADO HEITOR ALENCAR FURTADO,4283
4118402,01.03.040.0220,6713 - DEPUTADO HEITOR ALENCAR FURTADO,S/N
4118402,01.03.040.0196,6713 - DEPUTADO HEITOR ALENCAR FURTADO,S/N
4118402,02.15.003.0010,490 - MILITAO RODRIGUES DE CARVALHO,581
4118402,01.03.040.0270,6713 - DEPUTADO HEITOR ALENCAR FURTADO,4233
4118402,01.06.053.0971,267 - JOSE ALVES DE SOUZA,25
4118402,01.04.306.1749,1116 - PREFEITO JOAO ALEXANDRE,SN
4118402,01.06.163.0110,249 - EDSON MARTINS,785
4118402,01.02.161.0670,433 - DOM ELIZEU DE MORAES PIMENTEL,S/N
4118402,01.04.208.0063,48 - PIONEIRO SIMIAO,SN
4118402,01.05.067.0146,104 - CANDIDO BERTIER FORTES,2040
4118402,01.04.208.0173,56 - HYNON MAXIMIANO DA SILVA,SN
4118402,01.04.115.0144,88976 - AREA B,92
4118402,01.06.113.0473,275 - DOMINGOS SANCHES,S/N
4118402,01.04.115.0154,88976 - AREA B,98
4118402,01.04.115.0178,88976 - AREA B,110
4118402,01.04.115.0261,88976 - AREA B,103
4118402,01.04.115.0273,88976 - AREA B,97
4118402,01.04.115.0164,88976 - AREA B,104
4118402,01.06.125.0518,344 - JOAO FERMIANO DA SILVA,260
4118402,01.03.459.0016,627 - JORGE XAVIER BUENO,S/N
4118402,01.03.461.0016,628 - LAURO MENDES CORDOVA,392
4118402,01.03.461.0230,629 - GUSTAVO MARQUES DE OLIVEIRA,393
4118402,01.03.463.0018,629 - GUSTAVO MARQUES DE OLIVEIRA,S/N
4118402,01.03.066.0013,6713 - DEPUTADO HEITOR ALENCAR FURTADO,S/N
4118402,02.01.057.0078,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,01.03.465.0280,631 - ANTONIO LOPES DE LIMA,377
4118402,01.04.447.0071,95420 - PROJETADA K - LOTEAMENTO TOQUIO I,SN
4118402,01.04.447.0109,95420 - PROJETADA K - LOTEAMENTO TOQUIO I,SN
4118402,01.04.439.0087,95410 - PROJETADA A  - LOTEAMENTO TOQUIO I,SN
4118402,01.04.437.0112,95410 - PROJETADA A  - LOTEAMENTO TOQUIO I,SN
4118402,01.04.437.0106,95410 - PROJETADA A  - LOTEAMENTO TOQUIO I,SN
4118402,01.04.437.0118,95410 - PROJETADA A  - LOTEAMENTO TOQUIO I,SN
4118402,01.03.114.0120,312 - ROSIL LANGUER ROLIN,338
4118402,01.03.114.0126,312 - ROSIL LANGUER ROLIN,344
4118402,01.02.444.0749,220 - GUERINO POMIN,SN
4118402,01.03.114.0132,312 - ROSIL LANGUER ROLIN,SN
4118402,01.03.114.0138,312 - ROSIL LANGUER ROLIN,SN
4118402,01.04.254.1922,1101 - PR 218 (TRECHO PARANAVAI - GRACIOSA),S/N
4118402,01.04.254.1796,1101 - PR 218 (TRECHO PARANAVAI - GRACIOSA),S/N
4118402,01.04.254.1685,474 - LONGUINO EDUARDO BORACZYNSKI,S/N
4118402,02.01.058.0128,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.055.0026,1107 - PROJETADA 03 - JARDIM OLIMPICO,S/N
4118402,02.01.060.0086,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.060.0207,1113 - PROJETADA 09 - JARDIM OLIMPICO,S/N
4118402,02.01.060.0180,1113 - PROJETADA 09 - JARDIM OLIMPICO,S/N
4118402,02.01.056.0213,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,02.01.057.0239,1110 - PROJETADA 06 - JARDIM OLIMPICO,S/N
4118402,02.01.053.0247,1111 - PROJETADA 07 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0172,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.058.0014,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.058.0038,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.051.0175,1105 - ONORIO INÁCIO DE MELLO,S/N
4118402,02.01.054.0146,1106 - PROJETADA 02 - JARDIM OLIMPICO,S/N
4118402,02.01.054.0070,1106 - PROJETADA 02 - JARDIM OLIMPICO,S/N
4118402,02.01.054.0185,1107 - PROJETADA 03 - JARDIM OLIMPICO,S/N
4118402,02.01.054.0211,1107 - PROJETADA 03 - JARDIM OLIMPICO,S/N
4118402,02.01.058.0063,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.051.0083,1105 - ONORIO INÁCIO DE MELLO,S/N
4118402,02.01.051.0096,1105 - ONORIO INÁCIO DE MELLO,S/N
4118402,02.01.051.0109,1105 - ONORIO INÁCIO DE MELLO,S/N
4118402,02.01.058.0115,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.054.0237,1107 - PROJETADA 03 - JARDIM OLIMPICO,S/N
4118402,02.01.054.0250,1107 - PROJETADA 03 - JARDIM OLIMPICO,S/N
4118402,02.01.061.0017,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.061.0030,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.061.0043,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.061.0060,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.055.0039,1107 - PROJETADA 03 - JARDIM OLIMPICO,S/N
4118402,02.01.055.0013,1107 - PROJETADA 03 - JARDIM OLIMPICO,S/N
4118402,02.01.055.0167,1105 - ONORIO INÁCIO DE MELLO,S/N
4118402,02.01.055.0179,1108 - PROJETADA 04 - JARDIM OLIMPICO,S/N
4118402,02.01.060.0060,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.052.0034,1105 - ONORIO INÁCIO DE MELLO,S/N
4118402,02.01.052.0047,1105 - ONORIO INÁCIO DE MELLO,S/N
4118402,02.01.056.0026,1108 - PROJETADA 04 - JARDIM OLIMPICO,S/N
4118402,02.01.056.0013,1108 - PROJETADA 04 - JARDIM OLIMPICO,S/N
4118402,02.01.056.0200,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,02.01.056.0187,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,02.01.057.0213,1110 - PROJETADA 06 - JARDIM OLIMPICO,S/N
4118402,02.01.057.0187,1110 - PROJETADA 06 - JARDIM OLIMPICO,S/N
4118402,02.01.053.0208,1111 - PROJETADA 07 - JARDIM OLIMPICO,S/N
4118402,02.01.061.0095,1114 - PROJETADA 10 - JARDIM OLIMPICO,S/N
4118402,02.01.061.0130,1113 - PROJETADA 09 - JARDIM OLIMPICO,S/N
4118402,02.01.055.0193,1108 - PROJETADA 04 - JARDIM OLIMPICO,S/N
4118402,02.01.055.0219,1108 - PROJETADA 04 - JARDIM OLIMPICO,S/N
4118402,02.01.060.0073,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.060.0034,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.060.0193,1113 - PROJETADA 09 - JARDIM OLIMPICO,S/N
4118402,02.01.060.0167,1113 - PROJETADA 09 - JARDIM OLIMPICO,S/N
4118402,02.01.052.0073,1105 - ONORIO INÁCIO DE MELLO,S/N
4118402,02.01.056.0065,1108 - PROJETADA 04 - JARDIM OLIMPICO,S/N
4118402,02.01.056.0252,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,02.01.056.0175,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,02.01.057.0126,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,02.01.057.0052,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,02.01.057.0013,1109 - PROJETADA 05 - JARDIM OLIMPICO,S/N
4118402,02.01.057.0200,1110 - PROJETADA 06 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0091,1111 - PROJETADA 07 - JARDIM OLIMPICO,S/N
4118402,02.01.053.0221,1111 - PROJETADA 07 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0078,1111 - PROJETADA 07 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0250,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0237,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0185,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0052,1111 - PROJETADA 07 - JARDIM OLIMPICO,S/N
4118402,02.01.053.0286,1111 - PROJETADA 07 - JARDIM OLIMPICO,S/N
4118402,02.01.053.0299,1111 - PROJETADA 07 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0198,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,02.01.059.0159,1112 - PROJETADA 08 - JARDIM OLIMPICO,S/N
4118402,01.03.045.0331,6713 - DEPUTADO HEITOR ALENCAR FURTADO,S/N
4118402,01.02.444.0120,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.02.444.0147,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.02.444.0160,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.02.444.0200,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.03.045.0381,6713 - DEPUTADO HEITOR ALENCAR FURTADO,S/N
4118402,01.02.444.0213,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.02.444.0227,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.05.034.1000,1040 - PROJETADA A - COND RESD MONTHOYA,SN
4118402,01.02.444.0026,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.02.444.0065,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.02.444.0091,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.02.444.0106,789 - ELIAS SILVESTRE OLIVEIRA,SN
4118402,01.01.106.0247,95 - PERNAMBUCO,803
4118402,01.04.083.0090,20 - CARLOS CANCIAN,398
4118402,01.01.107.0155,114 - SOUZA NAVES,1748
4118402,01.03.024.0177,106 - ETTORE GIOVINE,2844
4118402,02.08.008.0057,610 - MALVINA VICENTE DANELUTE,S/N
4118402,01.03.024.0164,106 - ETTORE GIOVINE,2830
4118402,01.03.024.0190,106 - ETTORE GIOVINE,2856
4118402,01.03.024.0190,106 - ETTORE GIOVINE,S/N
4118402,01.04.003.0070,58 - VEREADOR FUED ABDALLA TAPXURE,S/N
4118402,01.04.003.0051,422 - SIQUEIRA CAMPOS,286
4118402,01.04.442.0007,95412 - PROJETADA C - LOTEAMENTO TOQUIO I,SN
4118402,01.05.095.0069,100 - JOAO DAMACENO COSTA,177
4118402,01.05.095.0012,100 - JOAO DAMACENO COSTA,197
4118402,01.06.125.0128,343 - ARMINDO BERTOLINO DA SILVA,S/N
4118402,01.03.308.1446,353 - ANTONIO FREDERICO OZANAN,515
4118402,01.05.113.0248,84 - SANTA CATARINA,SN
4118402,02.01.042.0090,426 - BR 376,S/N
4118402,01.04.254.1460,474 - LONGUINO EDUARDO BORACZYNSKI,S/N
4118402,01.04.254.0491,475 - JOSE BENICIO DE SOUZA,S/N
4118402,01.05.071.0082,92 - ANTONIO FELIPPE,280
4118402,01.04.254.0888,475 - JOSE BENICIO DE SOUZA,S/N
4118402,01.04.254.1253,474 - LONGUINO EDUARDO BORACZYNSKI,S/N
4118402,01.04.255.0234,57 - CONDE FRANCISCO MATARAZZO,S/N
4118402,01.04.254.1348,474 - LONGUINO EDUARDO BORACZYNSKI,S/N
4118402,01.04.254.1348,474 - LONGUINO EDUARDO BORACZYNSKI,S/N
4118402,01.04.255.0314,57 - CONDE FRANCISCO MATARAZZO,S/N
4118402,01.04.254.1198,474 - LONGUINO EDUARDO BORACZYNSKI,S/N
4118402,01.04.255.0628,478 - SEM DENOMINACAO 6 - CHACARA HARMONIA,S/N
4118402,01.04.255.0628,478 - SEM DENOMINACAO 6 - CHACARA HARMONIA,S/N
4118402,01.04.255.0628,478 - SEM DENOMINACAO 6 - CHACARA HARMONIA,S/N
4118402,01.04.255.0628,478 - SEM DENOMINACAO 6 - CHACARA HARMONIA,S/N
4118402,01.04.259.0909,1101 - PR 218 (TRECHO PARANAVAI - GRACIOSA),S/N
4118402,01.06.346.0392,426 - BR 376,SN
4118402,01.06.346.0507,426 - BR 376,SN
4118402,01.02.233.0478,201 - FREDERICO VIRMOND,145
4118402,01.02.233.0460,201 - FREDERICO VIRMOND,163
4118402,01.02.233.0466,201 - FREDERICO VIRMOND,157
4118402,01.02.233.0472,201 - FREDERICO VIRMOND,151
4118402,01.02.233.0454,201 - FREDERICO VIRMOND,169
4118402,01.02.291.1748,447 - DEUSDETE FERREIRA DE CERQUEIRA NETO,S/N
4118402,01.02.291.1679,520 - OFENIN DANZIGER,S/N
4118402,01.02.291.1679,520 - OFENIN DANZIGER,S/N
4118402,01.02.291.1525,520 - OFENIN DANZIGER,S/N
4118402,01.02.291.2230,1053 - VITORIO MATARUCO,S/N
4118402,01.02.291.1200,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.1807,447 - DEUSDETE FERREIRA DE CERQUEIRA NETO,S/N
4118402,01.02.291.1383,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.2169,1053 - VITORIO MATARUCO,S/N
4118402,01.02.291.1078,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.2474,1053 - VITORIO MATARUCO,S/N
4118402,01.02.291.1017,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.1017,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.1017,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.1017,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.2596,1053 - VITORIO MATARUCO,S/N
4118402,01.02.291.2596,1053 - VITORIO MATARUCO,S/N
4118402,01.02.291.2596,1053 - VITORIO MATARUCO,S/N
4118402,01.02.291.2596,1053 - VITORIO MATARUCO,S/N
4118402,01.02.291.0956,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.0773,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.0895,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.0895,446 - EUCLIDES VOLPATO,S/N
4118402,01.02.291.0590,446 - EUCLIDES VOLPATO,S/N
4118402,01.05.046.0306,64 - PRES TANCREDO NEVES,S/N
4118402,01.02.291.0590,446 - EUCLIDES VOLPATO,SN
4118402,01.02.291.0590,446 - EUCLIDES VOLPATO,SN
4118402,01.02.291.0590,332 - BENEDICTO PÍCOLE,SN
4118402,02.07.006.0015,543 - DAS PALMEIRAS,1120
4118402,01.04.115.0015,9 - TAPEJARA,153
4118402,01.04.115.0022,9 - TAPEJARA,147
4118402,01.04.115.0131,52 - OLAVO BILAC,204
4118402,01.04.115.0151,52 - OLAVO BILAC,210
4118402,01.04.115.0060,9 - TAPEJARA,117
4118402,01.04.115.0313,53 - HENRIQUE DIAS,77
4118402,01.04.115.0388,8 - TUPY,284
4118402,01.02.137.0045,227 - AMADOR ALVES DE OLIVEIRA,212
4118402,01.02.137.0052,227 - AMADOR ALVES DE OLIVEIRA,216
4118402,01.06.142.0078,705 - GELICO PINHEIRO DA SILVA,S/N
4118402,01.06.142.0090,705 - GELICO PINHEIRO DA SILVA,S/N
4118402,01.06.142.0282,704 - JUVENAL SENNA DE ARAUJO,S/N
4118402,01.06.142.0210,704 - JUVENAL SENNA DE ARAUJO,S/N
4118402,01.06.142.0270,704 - JUVENAL SENNA DE ARAUJO,S/N
4118402,01.06.142.0258,704 - JUVENAL SENNA DE ARAUJO,S/N
4118402,01.06.142.0340,709 - ALCIDES PARIZOTO,S/N
4118402,01.03.202.0020,158 - WLADISLAO GAIDA,626
4118402,01.02.153.0303,6713 - DEPUTADO HEITOR ALENCAR FURTADO,5555
4118402,01.02.153.0317,6713 - DEPUTADO HEITOR ALENCAR FURTADO,S/N
4118402,01.03.328.1144,196 - SAO CRISTOVAO,S/N
4118402,01.03.328.1144,196 - SAO CRISTOVAO,S/N
4118402,01.03.328.1144,196 - SAO CRISTOVAO,S/N
4118402,01.03.328.1144,196 - SAO CRISTOVAO,S/N
4118402,01.03.036.0080,117 - GUAPORE,S/N
4118402,01.03.036.0080,117 - GUAPORE,S/N
4118402,01.02.208.0325,202 - ROSALINO ERNESTO NOGARA,325
4118402,01.02.245.0253,198 - MARIA ANCHIETA DE MORAIS,242
4118402,01.06.076.0222,278 - CICERO PEREIRA ARAUJO,317
4118402,01.06.076.0208,278 - CICERO PEREIRA ARAUJO,329
4118402,01.02.043.0204,90 - BAHIA,1251
4118402,01.06.161.0638,426 - BR 376,S/N
4118402,01.04.029.0015,36 - EUCLIDES DA CUNHA,S/N
4118402,01.05.052.0350,59 - CAPITAO TELMO RIBEIRO,719
4118402,01.05.052.0350,63 - JOSIAS SOARES DE LIMA,367
4118402,01.06.120.1126,272 - GABRIEL ESPERIDIAO,S/N
4118402,01.02.111.0065,95 - PERNAMBUCO,S/N
4118402,01.05.057.0049,89 - MATO GROSSO,S/N
4118402,01.05.130.0672,477 - SEM DENOMINACAO 5,S/N
4118402,01.05.130.0590,477 - SEM DENOMINACAO 5,S/N
4118402,01.05.130.0615,477 - SEM DENOMINACAO 5,S/N
4118402,01.05.130.0346,477 - SEM DENOMINACAO 5,S/N
4118402,01.04.188.0237,12 - OPERARIOS,277
4118402,01.03.291.0155,170 - MARTIN LUTHER KING,3496
4118402,01.04.187.0053,11 - VOLUNTARIO DA PATRIA,SN
4118402,01.04.187.0337,49 - MACHADO DE ASSIS,SN
4118402,01.04.187.0337,49 - MACHADO DE ASSIS,SN
4118402,01.03.308.0393,170 - MARTIN LUTHER KING,S/N
4118402,01.03.308.0393,170 - MARTIN LUTHER KING,S/N
4118402,01.03.308.0393,170 - MARTIN LUTHER KING,S/N
4118402,01.03.308.0393,170 - MARTIN LUTHER KING,3515
4118402,01.03.308.0393,170 - MARTIN LUTHER KING,S/N
4118402,01.03.308.0393,170 - MARTIN LUTHER KING,S/N
4118402,01.06.080.0249,280 - PIONEIRO OSVALDO RASMUSSEN,S/N
4118402,01.06.080.0249,280 - PIONEIRO OSVALDO RASMUSSEN,317
4118402,01.06.080.0097,281 - CLOVIS AVELAR DA SILVA,534
4118402,01.03.289.0137,170 - MARTIN LUTHER KING,3440
4118402,01.06.088.0236,342 - COSMO DAMIANI JACOVOZZI,509
4118402,01.06.088.0197,342 - COSMO DAMIANI JACOVOZZI,615
4118402,01.06.091.0161,286 - MAUA,396
4118402,01.06.091.0134,286 - MAUA,390
4118402,01.02.160.0329,432 - JOSE SEBASTIAO MULARI,2946
4118402,01.02.159.0362,432 - JOSE SEBASTIAO MULARI,2900
4118402,01.02.159.0362,432 - JOSE SEBASTIAO MULARI,2900
4118402,01.02.206.0282,212 - BARAO DO CERRO AZUL,S/N
4118402,01.02.157.0044,255 - EPAMINONDAS DAS NEVES FILHO,48
4118402,01.05.042.0174,81 - MEXICO,525
4118402,01.05.042.0174,81 - MEXICO,515
4118402,01.05.042.0174,66 - JOSE CORREA FARIAS,450
4118402,01.05.042.0188,81 - MEXICO,517
4118402,01.05.043.0019,81 - MEXICO,448
4118402,01.05.043.0026,81 - MEXICO,452
4118402,01.05.043.0139,66 - JOSE CORREA FARIAS,S/N
4118402,01.05.043.0139,66 - JOSE CORREA FARIAS,538
4118402,01.02.123.0175,225 - PARIGOT DE SOUZA,3200
4118402,01.05.050.0039,79 - LAZARO FIGUEIREDO VIEIRA,166
4118402,01.05.050.0050,79 - LAZARO FIGUEIREDO VIEIRA,172
4118402,01.05.095.0091,85 - CURITIBA,622
4118402,01.05.052.0024,81 - MEXICO,340
4118402,01.05.052.0024,81 - MEXICO,S/N
4118402,01.02.233.0418,201 - FREDERICO VIRMOND,199
4118402,01.05.052.0044,81 - MEXICO,350
4118402,01.05.052.0044,81 - MEXICO,S/N
4118402,01.06.029.0105,117 - GUAPORE,386
4118402,01.06.029.0057,117 - GUAPORE,350
4118402,01.04.253.1422,57 - CONDE FRANCISCO MATARAZZO,S/N
4118402,01.06.030.0058,117 - GUAPORE,417
4118402,01.06.030.0038,117 - GUAPORE,427
4118402,01.06.030.0038,117 - GUAPORE,427
4118402,01.06.032.0113,326 - LINDAURA PEREIRA MOTA,S/N
4118402,01.06.066.0260,281 - CLOVIS AVELAR DA SILVA,233
4118402,01.06.066.0260,281 - CLOVIS AVELAR DA SILVA,243
4118402,02.07.008.0182,541 - CATANDUVA,1040
4118402,01.06.135.0010,671 - DARCI GERALDO CAVAZIN,158
4118402,01.06.136.0197,671 - DARCI GERALDO CAVAZIN,159
4118402,01.06.136.0197,671 - DARCI GERALDO CAVAZIN,167
4118402,01.06.073.0315,290 - PAULO GONCALVES REZENDE,S/N
4118402,01.06.134.0178,274 - GUANABARA,S/N
4118402,01.06.068.0324,286 - MAUA,S/N
4118402,01.02.245.0399,200 - ANTONIO VIEIRA DOS SANTOS,S/N
4118402,01.04.261.1640,475 - JOSE BENICIO DE SOUZA,S/N
4118402,01.06.065.0280,281 - CLOVIS AVELAR DA SILVA,S/N
4118402,01.06.065.0138,282 - ANTONIO NOVAES FILHO,S/N
4118402,01.06.065.0138,282 - ANTONIO NOVAES FILHO,108
4118402,01.04.009.0275,25 - GAL MANOEL DO NASCIMENTO VARGAS,137
4118402,01.04.009.0275,25 - GAL MANOEL DO NASCIMENTO VARGAS,137
4118402,01.04.009.0275,25 - GAL MANOEL DO NASCIMENTO VARGAS,137
4118402,01.02.245.0034,201 - FREDERICO VIRMOND,86
4118402,01.04.060.0207,17 - ANTONIO JOAO,1015
4118402,01.02.245.0264,198 - MARIA ANCHIETA DE MORAIS,622
4118402,01.02.245.0269,198 - MARIA ANCHIETA DE MORAIS,626
4118402,01.02.245.0259,198 - MARIA ANCHIETA DE MORAIS,618
4118402,01.06.061.0370,279 - RONALDO DIOGO DA SILVA AZEREDO,17
4118402,01.06.062.0102,280 - PIONEIRO OSVALDO RASMUSSEN,154
4118402,01.06.062.0259,279 - RONALDO DIOGO DA SILVA AZEREDO,175
4118402,01.02.245.0049,201 - FREDERICO VIRMOND,98
4118402,01.02.189.0075,216 - PARAGUACU,S/N
4118402,02.07.009.0129,541 - CATANDUVA,1090
4118402,01.02.245.0079,201 - FREDERICO VIRMOND,120
4118402,01.05.133.0195,103 - FRANCISCO ISIDORO DE OLIVEIRA,S/N
4118402,01.02.256.1488,340 - JOAO BERGAMINI,140
4118402,02.04.002.0849,556 - JONAS SHIGUERO KIMURA,S/N
4118402,02.04.002.0701,426 - BR 376,S/N
4118402,02.04.004.0168,560 - FREI BOAVENTURA EINBERGER,120
4118402,02.04.010.0310,561 - PADRE BERNARDO RECH,S/N
4118402,01.05.095.0368,86 - INDUSTRIAL ANTONIO FACHIN,645
4118402,02.07.003.0058,606 - GEDOR JOSE DA SILVA,483
4118402,02.04.007.0441,558 - FREI RAFAEL MAINKA,S/N
4118402,01.02.163.0114,257 - PRIMO JOSÉ LONGHINI,64
4118402,01.04.057.0245,17 - ANTONIO JOAO,677
4118402,01.04.063.0087,59 - CAPITAO TELMO RIBEIRO,1160
4118402,01.04.063.0087,59 - CAPITAO TELMO RIBEIRO,S/N
4118402,01.04.097.0278,2 - BARAO DO RIO BRANCO,1323
4118402,01.04.097.0285,2 - BARAO DO RIO BRANCO,1311
4118402,01.06.129.0980,484 - PASSAGEM 9,S/N
4118402,01.02.207.0267,212 - BARAO DO CERRO AZUL,291
4118402,01.04.060.0090,18 - PADRE ANTONIO VIEIRA,S/N
4118402,01.04.060.0090,18 - PADRE ANTONIO VIEIRA,936
4118402,01.04.126.0274,3 - VISCONDE TAUNAY,S/N
4118402,01.04.126.0274,3 - VISCONDE TAUNAY,1077
4118402,01.04.126.0274,3 - VISCONDE TAUNAY,S/N
4118402,01.04.060.0145,31 - FARROUPILHA,138
4118402,01.05.114.0858,64 - PRES TANCREDO NEVES,S/N
4118402,01.05.114.0858,64 - PRES TANCREDO NEVES,S/N
4118402,01.04.060.0316,32 - FELIPE DOS SANTOS,269
4118402,01.04.060.0316,32 - FELIPE DOS SANTOS,SN
4118402,01.04.103.0075,6713 - DEPUTADO HEITOR ALENCAR FURTADO,2487
4118402,01.04.103.0075,6713 - DEPUTADO HEITOR ALENCAR FURTADO,2487
4118402,01.04.059.0045,18 - PADRE ANTONIO VIEIRA,680
4118402,01.05.100.0030,85 - CURITIBA,1190
4118402,01.05.136.0077,104 - CANDIDO BERTIER FORTES,1398
4118402,02.05.002.0258,562 - FREI ENEDINO CAETANO PEREIRA,S/N
4118402,01.02.152.0066,242 - ANTONIO VENDRAMIN,2288
4118402,01.05.114.0846,64 - PRES TANCREDO NEVES,1550
4118402,01.04.161.0246,5 - CARLOS GOMES,925
4118402,01.03.006.0402,136 - SALGADO FILHO,515
4118402,01.02.269.0366,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.05.115.0930,64 - PRES TANCREDO NEVES,1369
4118402,01.03.006.0389,136 - SALGADO FILHO,525
4118402,01.06.042.0087,264 - JOSE MARIA TENORIO,990
4118402,01.05.115.0917,64 - PRES TANCREDO NEVES,1379
4118402,01.05.114.0548,83 - RIO GRANDE DO SUL,1265
4118402,01.04.174.0212,11 - VOLUNTARIO DA PATRIA,130
4118402,01.02.269.0186,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.06.047.0233,264 - JOSE MARIA TENORIO,1097
4118402,01.06.047.0260,264 - JOSE MARIA TENORIO,1077
4118402,01.04.201.0032,12 - OPERARIOS,618
4118402,01.02.269.0402,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.259.0190,442 - JOSÉ APARECIDO MORIGGI,563
4118402,01.02.260.0119,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.258.0078,442 - JOSÉ APARECIDO MORIGGI,363
4118402,01.02.269.0258,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.259.0136,442 - JOSÉ APARECIDO MORIGGI,S/N
4118402,01.02.260.0219,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.261.0202,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.268.0278,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.269.0474,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.269.0294,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.269.0510,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.02.269.0582,439 - JOAQUIM FERREIRA DE SOUZA,S/N
4118402,01.04.191.0120,41 - ENG.  REBOUÇAS,102
4118402,01.04.191.0112,41 - ENG.  REBOUÇAS,102
4118402,01.04.202.0036,12 - OPERARIOS,560
4118402,01.04.214.0263,42 - EMILIO DE MENEZES,S/N
4118402,01.01.058.0310,90 - BAHIA,364
