id_quadra,id_quadra_logradouro,cd_logradouro,nm_logradouro,nr_ui,qt_logradouros
01.04.402,"{'01.04.402_CEDRO', '01.04.402_FLAMBOYANT', '01.04.402_PEROBA', '01.04.402_MACIEIRA', '01.04.402_TAMAREIRA', '01.04.402_PAU BRASIL', '01.04.402_PALMEIRAS', '01.04.402_AMENDOEIRAS', '01.04.402_ARAUCÁRIAS', '01.04.402_IPES', '01.04.402_LIMOEIROS', '01.04.402_JABOTICABEIRA', '01.04.402_JACARANDA-COND RES BOUGAINVILLE RESIDENCE&RESORT', '01.04.402_FIGUEIRA', '01.04.402_PESSEGUEIRAS', '01.04.402_BOUNGAINVILLE', '01.04.402_LARANJEIRAS', '01.04.402_COQUEIROS', '01.04.402_JERIVAS'}","{'1007', '1010', '993', '821', '989', '999', '1008', '996', '1000', '991', '994', '992', '1006', '1001', '987', '988', '1005', '990', '1009'}","{'TAMAREIRA', 'ARAUCÁRIAS', 'PEROBA', 'FLAMBOYANT', 'FIGUEIRA', 'PESSEGUEIRAS', 'PAU BRASIL', 'AMENDOEIRAS', 'JACARANDA-COND RES BOUGAINVILLE RESIDENCE&RESORT', 'BOUNGAINVILLE', 'COQUEIROS', 'JABOTICABEIRA', 'CEDRO', 'IPES', 'JERIVAS', 'LARANJEIRAS', 'MACIEIRA', 'LIMOEIROS', 'PALMEIRAS'}","{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 300.0, nan, nan, nan}",19
01.03.162,"{'01.03.162_PROJETADA ""H"" COND BELLEVILLE PLACE RESIDENCIAL', '01.03.162_VISTA ALEGRE', '01.03.162_PROJETADA ""G"" COND BELLEVILLE PLACE RESIDENCIAL', '01.03.162_PROJETADA ""C"" COND BELLEVILLE PLACE RESIDENCIAL', '01.03.162_PROJETADA ""A"" COND BELLEVILLE PLACE RESIDENCIAL', '01.03.162_PROJETADA ""E"" COND BELLEVILLE PLACE RESIDENCIAL', '01.03.162_FLAUZINA DIAS VIEGAS', '01.03.162_PIONEIRA MARIA ROSA TEIXEIRA DE SOUZA', '01.03.162_PROJETADA ""B"" COND BELLEVILLE PLACE RESIDENCIAL', '01.03.162_PROJETADA ""I"" COND BELLEVILLE PLACE RESIDENCIAL', '01.03.162_PROJETADA ""D"" COND BELLEVILLE PLACE RESIDENCIAL', '01.03.162_PROJETADA ""F"" COND BELLEVILLE PLACE RESIDENCIAL'}","{'188', '313', '1073', '1072', '1069', '1070', '54', '1071', '1074', '1076', '1075', '1077'}","{'PROJETADA ""F"" COND BELLEVILLE PLACE RESIDENCIAL', 'VISTA ALEGRE', 'PROJETADA ""E"" COND BELLEVILLE PLACE RESIDENCIAL', 'PROJETADA ""H"" COND BELLEVILLE PLACE RESIDENCIAL', 'PIONEIRA MARIA ROSA TEIXEIRA DE SOUZA', 'PROJETADA ""B"" COND BELLEVILLE PLACE RESIDENCIAL', 'PROJETADA ""G"" COND BELLEVILLE PLACE RESIDENCIAL', 'PROJETADA ""A"" COND BELLEVILLE PLACE RESIDENCIAL', 'PROJETADA ""C"" COND BELLEVILLE PLACE RESIDENCIAL', 'FLAUZINA DIAS VIEGAS', 'PROJETADA ""I"" COND BELLEVILLE PLACE RESIDENCIAL', 'PROJETADA ""D"" COND BELLEVILLE PLACE RESIDENCIAL'}","{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 153.0, 27.0}",12
01.06.124,"{'01.06.124_PAU BRASIL', '01.06.124_ITAUBA', '01.06.124_BURITI', '01.06.124_PRES TANCREDO NEVES', '01.06.124_GUARITA', '01.06.124_INGA', '01.06.124_JACARANDA - COND RES GREEN PARK', '01.06.124_MOGNO', '01.06.124_COSMO DAMIANI JACOVOZZI'}","{'824', '825', '823', '827', '64', '822', '342', '826', '821'}","{'MOGNO', 'COSMO DAMIANI JACOVOZZI', 'PAU BRASIL', 'JACARANDA - COND RES GREEN PARK', 'PRES TANCREDO NEVES', 'GUARITA', 'BURITI', 'INGA', 'ITAUBA'}","{nan, nan, nan, nan, 2661.0, 2757.0, 500.0, 55.5, 58.5}",9
01.02.253,"{'01.02.253_JOSE DATTO', '01.02.253_OTAVIO BAVIA', '01.02.253_CEL JOAO BATISTA LOPES', '01.02.253_NILTON DA CRUZ LEITE', '01.02.253_JOAO BERGAMINI', '01.02.253_GUERINO POMIN', '01.02.253_PRES TANCREDO NEVES', '01.02.253_ANTONIO MAROSTICA'}","{'340', '645', '64', '258', '644', '254', '444', '220'}","{'OTAVIO BAVIA', 'JOAO BERGAMINI', 'GUERINO POMIN', 'CEL JOAO BATISTA LOPES', 'PRES TANCREDO NEVES', 'NILTON DA CRUZ LEITE', 'JOSE DATTO', 'ANTONIO MAROSTICA'}","{nan, nan, nan, 805.0, 904.0, 3117.285714285714, 180.5, 727.6}",8
01.05.115,"{'01.05.115_AMAZONAS', '01.05.115_PRES TANCREDO NEVES', '01.05.115_NELSON LOPES DE OLIVEIRA', '01.05.115_RURAL', '01.05.115_RIO GRANDE DO SUL', '01.05.115_ETTORE GIOVINE'}","{'64', '106', '531', '829', '83', '105'}","{'RURAL', 'PRES TANCREDO NEVES', 'AMAZONAS', 'NELSON LOPES DE OLIVEIRA', 'RIO GRANDE DO SUL', 'ETTORE GIOVINE'}","{nan, 1377.3333333333333, nan, nan, 1150.5, 383.0}",6
01.02.010,"{'01.02.010_IRATI', '01.02.010_A - JAD OURO BRANCO', '01.02.010_PERCY GUIMARAES CLEVÉ', '01.02.010_CASTRO', '01.02.010_B-JAD OURO BRANCO', '01.02.010_SERAFIM AFONSO COSTA'}","{'87', '243', '919', '918', '244', '247'}","{'CASTRO', 'SERAFIM AFONSO COSTA', 'B-JAD OURO BRANCO', 'IRATI', 'PERCY GUIMARAES CLEVÉ', 'A - JAD OURO BRANCO'}","{160.0, 2400.0, 1165.6666666666667, 980.0, 1268.0, 925.6666666666666}",6
01.04.036,"{'01.04.036_GENERAL ANDRADE NEVES', '01.04.036_DUQUE DE CAXIAS', '01.04.036_PADRE ANTONIO VIEIRA', '01.04.036_RIACHUELO', '01.04.036_CAPITAO TELMO RIBEIRO'}","{'29', '18', '19', '30', '59'}","{'GENERAL ANDRADE NEVES', 'RIACHUELO', 'DUQUE DE CAXIAS', 'PADRE ANTONIO VIEIRA', 'CAPITAO TELMO RIBEIRO'}","{nan, 1122.6666666666667, 1090.0, 977.5, 59.0}",5
01.06.025,"{'01.06.025_PIONEIRO EDUIR PEREIRA DE ARAUJO', '01.06.025_MAXIMINO PEREIRA GUEDES', '01.06.025_GUAPORE', '01.06.025_SALVADOR GONCALVES PADILHA', '01.06.025_LUIZ SPIGOLON'}","{'324', '117', '263', '739', '118'}","{'LUIZ SPIGOLON', 'GUAPORE', 'PIONEIRO EDUIR PEREIRA DE ARAUJO', 'SALVADOR GONCALVES PADILHA', 'MAXIMINO PEREIRA GUEDES'}","{nan, 714.0, 176.14285714285714, 631.9230769230769, 191.0}",5
01.03.119,"{'01.03.119_HEIHACHIRO NIEKAWA', '01.03.119_JOSE DANTAS DE LIMA', '01.03.119_ANTONIO EREDIA MOLINA', '01.03.119_DAVI ALVES', '01.03.119_FRANCISCO ALVES DO NASCIMENTO'}","{'175', '177', '147', '163', '148'}","{'HEIHACHIRO NIEKAWA', 'JOSE DANTAS DE LIMA', 'ANTONIO EREDIA MOLINA', 'DAVI ALVES', 'FRANCISCO ALVES DO NASCIMENTO'}","{37.0, 43.4, 783.3333333333334, 1939.0, 2007.6}",5
01.04.173,"{'01.04.173_VISTA ALEGRE', '01.04.173_TAMBOARA', '01.04.173_CARLOS GOMES', '01.04.173_ALMIRANTE TAMANDARE', '01.04.173_INDEPENDENCIA'}","{'6', '5', '55', '34', '54'}","{'CARLOS GOMES', 'ALMIRANTE TAMANDARE', 'VISTA ALEGRE', 'TAMBOARA', 'INDEPENDENCIA'}","{1154.0, 1155.5, 15.0, 378.3333333333333, 1115.0}",5
01.04.011,"{'01.04.011_MACHADO DE ASSIS', '01.04.011_GAL MANOEL DO NASCIMENTO VARGAS', '01.04.011_PIONEIRO SIMIAO', '01.04.011_CONDE FRANCISCO MATARAZZO', '01.04.011_DR VICENTE MACHADO'}","{'24', '48', '49', '57', '25'}","{'DR VICENTE MACHADO', 'PIONEIRO SIMIAO', 'GAL MANOEL DO NASCIMENTO VARGAS', 'CONDE FRANCISCO MATARAZZO', 'MACHADO DE ASSIS'}","{395.0, 236.0, 205.0, 207.5, 219.0}",5
01.02.021,"{'01.02.021_MAUA', '01.02.021_CURITIBA', '01.02.021_INDUSTRIAL ANTONIO FACHIN', '01.02.021_EDSON MARTINS', '01.02.021_ODINOT MACHADO'}","{'249', '86', '248', '286', '85'}","{'EDSON MARTINS', 'MAUA', 'ODINOT MACHADO', 'INDUSTRIAL ANTONIO FACHIN', 'CURITIBA'}","{2308.3333333333335, 1125.0, 1160.0, 2904.0, 1087.0}",5
01.02.386,"{'01.02.386_ALAMEDA RESEDA', '01.02.386_ALAMEDA QUARESMEIRA', '01.02.386_ALAMEDA MANACA', '01.02.386_ALAMEDA IPE AMARELO', '01.02.386_ALAMEDA CEREJEIRA'}","{'890', '889', '886', '885', '887'}","{'ALAMEDA RESEDA', 'ALAMEDA MANACA', 'ALAMEDA CEREJEIRA', 'ALAMEDA IPE AMARELO', 'ALAMEDA QUARESMEIRA'}","{nan, nan, nan, 40.666666666666664, 633.5}",5
01.02.161,"{'01.02.161_DOM ELIZEU DE MORAES PIMENTEL', '01.02.161_GUERINO POMIN', '01.02.161_JACONIAS PEREIRA DA SILVA', '01.02.161_PARTICULAR - COND RES VILA ARGUS', '01.02.161_JOAO GAUDENCIO FURTADO'}","{'433', '253', '220', '1041', '336'}","{'GUERINO POMIN', 'DOM ELIZEU DE MORAES PIMENTEL', 'PARTICULAR - COND RES VILA ARGUS', 'JOAO GAUDENCIO FURTADO', 'JACONIAS PEREIRA DA SILVA'}","{nan, 771.5, 202.0, 271.0, 158.32}",5
01.02.477,"{'01.02.477_PROJETADA  E - COND RESD MANTIQUEIRA', '01.02.477_PROJETADA  D - COND RESD MANTIQUEIRA', '01.02.477_PROJETADA  A - COND RESD MANTIQUEIRA', '01.02.477_PROJETADA  C - COND RESD MANTIQUEIRA', '01.02.477_PROJETADA  B - COND RESD MANTIQUEIRA'}","{'1117', '1119', '1120', '1118', '1121'}","{'PROJETADA  A - COND RESD MANTIQUEIRA', 'PROJETADA  C - COND RESD MANTIQUEIRA', 'PROJETADA  B - COND RESD MANTIQUEIRA', 'PROJETADA  E - COND RESD MANTIQUEIRA', 'PROJETADA  D - COND RESD MANTIQUEIRA'}","{nan, nan, nan, nan, nan}",5
01.02.147,"{'01.02.147_JOSE LUCAS SOBRINHO', '01.02.147_GUERINO POMIN', '01.02.147_LUIZ DURIGAN', '01.02.147_JOHN KENNEDY', '01.02.147_JOAO NASCIMENTO TULHA'}","{'205', '222', '235', '220', '221'}","{'GUERINO POMIN', 'JOSE LUCAS SOBRINHO', 'JOAO NASCIMENTO TULHA', 'JOHN KENNEDY', 'LUIZ DURIGAN'}","{201.0, 332.0, 400.0, 880.2857142857143, 253.0}",5
01.04.003,"{'01.04.003_SIQUEIRA CAMPOS', '01.04.003_TOME DE SOUZA', '01.04.003_VEREADOR FUED ABDALLA TAPXURE', '01.04.003_DO DIVINO', '01.04.003_LADISLAU MOROWIS'}","{'58', '46', '45', '422', '26'}","{'SIQUEIRA CAMPOS', 'TOME DE SOUZA', 'LADISLAU MOROWIS', 'DO DIVINO', 'VEREADOR FUED ABDALLA TAPXURE'}","{192.0, nan, 142.0, 245.0, 127.18181818181819}",5
01.02.027,"{'01.02.027_INDUSTRIAL ANTONIO FACHIN', '01.02.027_ODINOT MACHADO', '01.02.027_SERAFIM AFONSO COSTA', '01.02.027_EDSON MARTINS', '01.02.027_MAUA'}","{'87', '249', '86', '248', '286'}","{'EDSON MARTINS', 'SERAFIM AFONSO COSTA', 'MAUA', 'ODINOT MACHADO', 'INDUSTRIAL ANTONIO FACHIN'}","{1250.2, 2475.5, 2900.0, 1209.5, 1181.0}",5
01.06.105,"{'01.06.105_PIONEIRO JOSE NASCIMENTO GIRALDES', '01.06.105_COSMO DAMIANI JACOVOZZI', '01.06.105_ROSA MARIA DOS SANTOS', '01.06.105_DOMINGOS SANCHES', '01.06.105_SANTA TEREZA DE AVILA'}","{'275', '293', '342', '288', '292'}","{'COSMO DAMIANI JACOVOZZI', 'PIONEIRO JOSE NASCIMENTO GIRALDES', 'DOMINGOS SANCHES', 'SANTA TEREZA DE AVILA', 'ROSA MARIA DOS SANTOS'}","{1220.0, 751.5, 400.0, 657.4705882352941, 374.26666666666665}",5
01.01.046,"{'01.01.046_SERAFIM AFONSO COSTA', '01.01.046_Getúlio Vargas', '01.01.046_DR SYLVIO VIDAL COELHO LEITE RIBEIRO', '01.01.046_PARA', '01.01.046_INDUSTRIAL ANTONIO FACHIN'}","{'87', '1', '107', '86', '108'}","{'SERAFIM AFONSO COSTA', 'Getúlio Vargas', 'INDUSTRIAL ANTONIO FACHIN', 'PARA', 'DR SYLVIO VIDAL COELHO LEITE RIBEIRO'}","{1737.75, 1744.3333333333333, 1204.0, 405.0, 1724.75}",5
01.04.001,"{'01.04.001_SIQUEIRA CAMPOS', '01.04.001_TOME DE SOUZA', '01.04.001_CONDE FRANCISCO MATARAZZO', '01.04.001_PIO XII', '01.04.001_PIONEIRO SIMIAO'}","{'47', '57', '48', '422', '26'}","{'SIQUEIRA CAMPOS', 'TOME DE SOUZA', 'PIONEIRO SIMIAO', 'CONDE FRANCISCO MATARAZZO', 'PIO XII'}","{97.0, 329.0, 52.5, 213.33333333333334, 56.0}",5
01.05.060,"{'01.05.060_TOKIO', '01.05.060_LAZARO FIGUEIREDO VIEIRA', '01.05.060_RODRIGO AYRES', '01.05.060_MATO GROSSO', '01.05.060_JAIRO AIRES DE MELO'}","{'79', '80', '89', '61', '62'}","{'TOKIO', 'RODRIGO AYRES', 'MATO GROSSO', 'JAIRO AIRES DE MELO', 'LAZARO FIGUEIREDO VIEIRA'}","{66.22222222222223, 83.0, 52.0, 118.45454545454545, 758.0}",5
01.03.120,"{'01.03.120_ANTONIO EREDIA MOLINA', '01.03.120_SINEVAL FORTES', '01.03.120_DAVI ALVES', '01.03.120_JOAQUIM CASTELLA', '01.03.120_ANTONIO JOSE DA SILVA'}","{'177', '251', '163', '146', '178'}","{'ANTONIO EREDIA MOLINA', 'ANTONIO JOSE DA SILVA', 'DAVI ALVES', 'SINEVAL FORTES', 'JOAQUIM CASTELLA'}","{1986.5, 70.5, 105.81818181818181, 75.5, 124.0}",5
01.03.125,"{'01.03.125_LUIZ ZAROS', '01.03.125_MARTINS SILVERIO DO NASCIMENTO', '01.03.125_MARIA JOSE DE CASTRO CONSALTER', '01.03.125_DAVI ALVES', '01.03.125_JOAO SALVADOR'}","{'179', '163', '162', '180', '151'}","{'JOAO SALVADOR', 'LUIZ ZAROS', 'MARIA JOSE DE CASTRO CONSALTER', 'DAVI ALVES', 'MARTINS SILVERIO DO NASCIMENTO'}","{105.57142857142857, 170.0, 335.2, 945.6666666666666, 56.0}",5
01.06.076,"{'01.06.076_COSMO DAMIANI JACOVOZZI', '01.06.076_CICERO PEREIRA ARAUJO', '01.06.076_HILDA CAMARGO BOTELHO', '01.06.076_RONALDO DIOGO DA SILVA AZEREDO', '01.06.076_DOMINGOS SANCHES'}","{'275', '279', '342', '278', '277'}","{'COSMO DAMIANI JACOVOZZI', 'HILDA CAMARGO BOTELHO', 'RONALDO DIOGO DA SILVA AZEREDO', 'CICERO PEREIRA ARAUJO', 'DOMINGOS SANCHES'}","{417.2, 261.0, 267.0, 397.9, 271.6}",5
01.06.245,"{'01.06.245_JOAO WINCHE', ""01.06.245_JOSE FELIPE 'TEQUINHA'"", '01.06.245_PIONEIRO PEDRO BULGUEROLLI', '01.06.245_PEDRO SANCHES LOPES', '01.06.245_ORLANDO FERNANDES DIAS'}","{'772', '760', '761', '771', '759'}","{'PIONEIRO PEDRO BULGUEROLLI', 'ORLANDO FERNANDES DIAS', 'JOAO WINCHE', 'PEDRO SANCHES LOPES', ""JOSE FELIPE 'TEQUINHA'""}","{nan, 141.0, 495.7692307692308, 917.0, 534.1538461538462}",5
01.02.291,"{'01.02.291_BENEDICTO PÍCOLE', '01.02.291_OFENIN DANZIGER', '01.02.291_VITORIO MATARUCO', '01.02.291_EUCLIDES VOLPATO', '01.02.291_DEUSDETE FERREIRA DE CERQUEIRA NETO'}","{'447', '520', '1053', '446', '332'}","{'OFENIN DANZIGER', 'BENEDICTO PÍCOLE', 'EUCLIDES VOLPATO', 'VITORIO MATARUCO', 'DEUSDETE FERREIRA DE CERQUEIRA NETO'}","{nan, nan, nan, nan, nan}",5
01.04.054,"{'01.04.054_ROOSEVELT', '01.04.054_PIO XII', '01.04.054_DIRCEU DE CARVALHO DA SILVA', '01.04.054_DO DIVINO', '01.04.054_ALCINDO ALVES DE LIMA'}","{'40', '22', '46', '21', '47'}","{'ROOSEVELT', 'DIRCEU DE CARVALHO DA SILVA', 'ALCINDO ALVES DE LIMA', 'DO DIVINO', 'PIO XII'}","{448.0, 546.0, 620.6, 460.0, 476.0}",5
01.04.209,"{'01.04.209_PIONEIRO SIMIAO', '01.04.209_HYNON MAXIMIANO DA SILVA', '01.04.209_LAGUNA', '01.04.209_PIO XII', '01.04.209_FREI CANECA'}","{'56', '13', '47', '48', '14'}","{'HYNON MAXIMIANO DA SILVA', 'LAGUNA', 'PIONEIRO SIMIAO', 'PIO XII', 'FREI CANECA'}","{nan, 1045.0, 25.0, 1660.5, 191.77777777777777}",5
01.02.283,"{'01.02.283_SEM DENOMINACAO 12', '01.02.283_CLOVIS BEVILACQUA', '01.02.283_DEPUTADO HEITOR ALENCAR FURTADO', '01.02.283_BR 376', '01.02.283_SEM DENOMINACAO 14'}","{'426', '461', '459', '460', '6713'}","{'CLOVIS BEVILACQUA', 'BR 376', 'SEM DENOMINACAO 12', 'DEPUTADO HEITOR ALENCAR FURTADO', 'SEM DENOMINACAO 14'}","{nan, nan, nan, 8332.5, 8148.0}",5
01.02.438,"{'01.02.438_JORGE BAGGIO', '01.02.438_PROJETADA 07 - JAD IMPERIAL', '01.02.438_ONOFRE TELES', '01.02.438_DELCIDES POMIN', '01.02.438_JOSÉ ZERBATTO'}","{'601', '969', '967', '603', '968'}","{'DELCIDES POMIN', 'ONOFRE TELES', 'JOSÉ ZERBATTO', 'PROJETADA 07 - JAD IMPERIAL', 'JORGE BAGGIO'}","{nan, nan, nan, nan, nan}",5
01.03.176,"{'01.03.176_JOSE FLORINDO', '01.03.176_WLADISLAO GAIDA', '01.03.176_ALTINO DA SILVA AZEREDO', '01.03.176_SEM DENOMINAÇÃO 1 - JARDIM IPE', '01.03.176_LUIZ ZAROS'}","{'182', '162', '154', '1051', '158'}","{'LUIZ ZAROS', 'WLADISLAO GAIDA', 'JOSE FLORINDO', 'ALTINO DA SILVA AZEREDO', 'SEM DENOMINAÇÃO 1 - JARDIM IPE'}","{141.2, 1326.0, 81.0, 184.0, 1503.5}",5
01.05.096,"{'01.05.096_MARIANO DE SOUZA MORANGUEIRA', '01.05.096_PEDRO RODRIGUES DE CARVALHO', '01.05.096_PRES TANCREDO NEVES', '01.05.096_INDUSTRIAL ANTONIO FACHIN', '01.05.096_CURITIBA'}","{'102', '64', '86', '85', '101'}","{'PEDRO RODRIGUES DE CARVALHO', 'INDUSTRIAL ANTONIO FACHIN', 'CURITIBA', 'PRES TANCREDO NEVES', 'MARIANO DE SOUZA MORANGUEIRA'}","{nan, 962.5, 774.0, 1244.5, 765.6666666666666}",5
01.02.144,"{'01.02.144_VER SEBASTIAO BEM BEM DE OLIVEIRA', '01.02.144_JOHN KENNEDY', '01.02.144_GUERINO POMIN', '01.02.144_JOSE LUCAS SOBRINHO', '01.02.144_15 DE NOVEMBRO'}","{'206', '205', '223', '222', '220'}","{'VER SEBASTIAO BEM BEM DE OLIVEIRA', 'GUERINO POMIN', '15 DE NOVEMBRO', 'JOSE LUCAS SOBRINHO', 'JOHN KENNEDY'}","{711.7777777777778, 405.0, 567.6, 219.0, 958.2}",5
01.05.113,"{'01.05.113_AMAZONAS', '01.05.113_PRES TANCREDO NEVES', '01.05.113_CANDIDO BERTIER FORTES', '01.05.113_RIO GRANDE DO SUL', '01.05.113_SANTA CATARINA'}","{'104', '64', '83', '84', '105'}","{'PRES TANCREDO NEVES', 'AMAZONAS', 'SANTA CATARINA', 'RIO GRANDE DO SUL', 'CANDIDO BERTIER FORTES'}","{1411.111111111111, 1388.3333333333333, 1260.75, 1337.857142857143, 1307.0}",5
01.01.077,"{'01.01.077_Getúlio Vargas', '01.01.077_ANTONIO FELIPPE', '01.01.077_AMAZONAS', '01.01.077_INDUSTRIAL ANTONIO FACHIN', '01.01.077_ETTORE GIOVINE'}","{'106', '1', '86', '92', '105'}","{'ANTONIO FELIPPE', 'Getúlio Vargas', 'INDUSTRIAL ANTONIO FACHIN', 'AMAZONAS', 'ETTORE GIOVINE'}","{485.0, 1736.0, 2093.6, 2129.0, 443.6666666666667}",5
01.02.271,"{'01.02.271_FREI ULRICO GOUVERT', '01.02.271_BELA VISTA', '01.02.271_BR 376', '01.02.271_AIMORE', '01.02.271_ODILON CLIMACO PEREIRA'}","{'454', '436', '426', '451', '450'}","{'ODILON CLIMACO PEREIRA', 'BELA VISTA', 'BR 376', 'FREI ULRICO GOUVERT', 'AIMORE'}","{nan, nan, nan, nan, nan}",5
01.02.094,"{'01.02.094_IMBITUVA', '01.02.094_PRES TANCREDO NEVES', '01.02.094_JOAQUIM DA SILVA PINTO', '01.02.094_MANOEL RIBAS', '01.02.094_VER SEBASTIAO BEM BEM DE OLIVEIRA'}","{'206', '64', '226', '94', '231'}","{'JOAQUIM DA SILVA PINTO', 'IMBITUVA', 'VER SEBASTIAO BEM BEM DE OLIVEIRA', 'PRES TANCREDO NEVES', 'MANOEL RIBAS'}","{2848.0, nan, nan, 90.0, 2750.0}",5
01.04.106,"{'01.04.106_BARAO DO RIO BRANCO', '01.04.106_EUCLIDES DA CUNHA', '01.04.106_OSCARLINO CARVALHO DUARTE', '01.04.106_DEPUTADO HEITOR ALENCAR FURTADO', '01.04.106_DOS EXPEDICIONARIOS'}","{'35', '2', '298', '36', '6713'}","{'EUCLIDES DA CUNHA', 'DOS EXPEDICIONARIOS', 'OSCARLINO CARVALHO DUARTE', 'BARAO DO RIO BRANCO', 'DEPUTADO HEITOR ALENCAR FURTADO'}","{162.5, 2148.3333333333335, 2117.0, 744.3333333333334, 1050.3333333333333}",5
01.04.044,"{'01.04.044_LADISLAU MOROWIS', '01.04.044_DIRCEU DE CARVALHO DA SILVA', '01.04.044_DO DIVINO', '01.04.044_ROOSEVELT', '01.04.044_GENERAL ANDRADE NEVES'}","{'40', '19', '22', '46', '45'}","{'GENERAL ANDRADE NEVES', 'ROOSEVELT', 'DIRCEU DE CARVALHO DA SILVA', 'LADISLAU MOROWIS', 'DO DIVINO'}","{360.25, 489.0, 394.0, 396.0, 534.0}",5
01.05.088,"{'01.05.088_INDUSTRIAL ANTONIO FACHIN', '01.05.088_PARTICULAR - JARDIM JARAGUA', '01.05.088_AMAZONAS', '01.05.088_CANDIDO BERTIER FORTES', '01.05.088_SERAFIM AFONSO COSTA'}","{'104', '87', '86', '536', '105'}","{'SERAFIM AFONSO COSTA', 'PARTICULAR - JARDIM JARAGUA', 'INDUSTRIAL ANTONIO FACHIN', 'AMAZONAS', 'CANDIDO BERTIER FORTES'}","{1287.0, 1321.4, 1323.4, 1710.0, 26.75}",5
01.04.206,"{'01.04.206_HYNON MAXIMIANO DA SILVA', '01.04.206_OPERARIOS', '01.04.206_MACHADO DE ASSIS', '01.04.206_FREI CANECA', '01.04.206_PIONEIRO SIMIAO'}","{'56', '13', '49', '12', '48'}","{'HYNON MAXIMIANO DA SILVA', 'OPERARIOS', 'PIONEIRO SIMIAO', 'FREI CANECA', 'MACHADO DE ASSIS'}","{nan, 1280.0, 180.25, 1435.0, 63.0}",5
01.03.096,"{'01.03.096_FRANCISCO ALVES DO NASCIMENTO', '01.03.096_ANTONIO JOSE DA SILVA', '01.03.096_ADÃO FERREIRA DE ALMEIDA', '01.03.096_IPIRANGA', '01.03.096_MILJUTIN KOGEJ'}","{'131', '938', '169', '148', '146'}","{'MILJUTIN KOGEJ', 'IPIRANGA', 'ANTONIO JOSE DA SILVA', 'FRANCISCO ALVES DO NASCIMENTO', 'ADÃO FERREIRA DE ALMEIDA'}","{nan, 514.4285714285714, 555.0, 82.0, 987.6}",5
01.02.074,"{'01.02.074_CASTRO', '01.02.074_JOAQUIM DA SILVA PINTO', '01.02.074_Largo TIRADENTES - LARGO', '01.02.074_IRATI', '01.02.074_ANTONIO FELIPPE'}","{'243', '244', '338', '92', '226'}","{'JOAQUIM DA SILVA PINTO', 'CASTRO', 'ANTONIO FELIPPE', 'IRATI', 'Largo TIRADENTES - LARGO'}","{2257.5714285714284, 2292.0, 1530.0, 1565.0, 1534.3333333333333}",5
01.04.310,"{'01.04.310_TAMBOARA', '01.04.310_SOLDADO EURICO MARTINS DOS SANTOS', '01.04.310_MANOEL FIGUEIREDO CARDOSO', '01.04.310_CABO LIDAIR BUZIGNANI', '01.04.310_PREFEITO JOAO ALEXANDRE'}","{'906', '55', '1116', '907', '913'}","{'PREFEITO JOAO ALEXANDRE', 'MANOEL FIGUEIREDO CARDOSO', 'TAMBOARA', 'SOLDADO EURICO MARTINS DOS SANTOS', 'CABO LIDAIR BUZIGNANI'}","{480.0, 168.33333333333334, 465.0, 84.5, 1144.0}",5
01.02.359,"{'01.02.359_ANTONIO SOUZA DIAS', '01.02.359_ROTATORIA', '01.02.359_PARAGUACU', '01.02.359_SANTOS SANGA', '01.02.359_JOSEPHA FERNANDES GARCIA'}","{'801', '803', '216', '802', '804'}","{'PARAGUACU', 'JOSEPHA FERNANDES GARCIA', 'ANTONIO SOUZA DIAS', 'ROTATORIA', 'SANTOS SANGA'}","{615.0, 41.333333333333336, 885.0, 88.25, 543.6153846153846}",5
01.04.142,"{'01.04.142_TAPEJARA', '01.04.142_ROOSEVELT', '01.04.142_PIO XII', '01.04.142_BANDEIRANTES', '01.04.142_ERNESTO BIAZUS'}","{'40', '9', '43', '47', '10'}","{'ROOSEVELT', 'ERNESTO BIAZUS', 'TAPEJARA', 'BANDEIRANTES', 'PIO XII'}","{576.5714285714286, 1187.0, 38.0, 970.0, 797.8571428571429}",5
01.02.055,"{'01.02.055_BAHIA', '01.02.055_IRATI', '01.02.055_Largo TIRADENTES - LARGO', '01.02.055_ANTONIO FELIPPE', '01.02.055_CASTRO'}","{'243', '244', '338', '92', '90'}","{'CASTRO', 'BAHIA', 'ANTONIO FELIPPE', 'IRATI', 'Largo TIRADENTES - LARGO'}","{2275.0, 1455.0, 1425.0, 1398.5, 1054.0}",5
01.02.054,"{'01.02.054_BAHIA', '01.02.054_ANTONIO FELIPPE', '01.02.054_CAMPO LARGO', '01.02.054_Largo TIRADENTES - LARGO', '01.02.054_CASTRO'}","{'244', '245', '338', '92', '90'}","{'CASTRO', 'BAHIA', 'ANTONIO FELIPPE', 'Largo TIRADENTES - LARGO', 'CAMPO LARGO'}","{1190.8, 1480.0, 2171.0, 1403.6, 1023.3333333333334}",5
