id_quadra,id_quadra_logradouro,cd_logradouro,nm_logradouro,nr_ui,qt_logradouros
01.02.218,"{'01.02.218_VER SEBASTIAO BEM BEM DE OLIVEIRA', '01.02.218_MARIA ANCHIETA DE MORAIS', '01.02.218_LUSITANA', '01.02.218_MIGUEL GOMAR'}","{'206', '199', '198', '207'}","{'MARIA ANCHIETA DE MORAIS', 'VER SEBASTIAO BEM BEM DE OLIVEIRA', 'LUSITANA', 'MIGUEL GOMAR'}","{424.8181818181818, 370.0, 871.0, 439.8}",4
01.02.217,"{'01.02.217_MIGUEL GOMAR', '01.02.217_MARIA ANCHIETA DE MORAIS', '01.02.217_JOSE LUCAS SOBRINHO', '01.02.217_VER SEBASTIAO BEM BEM DE OLIVEIRA'}","{'206', '205', '199', '198'}","{'JOSE LUCAS SOBRINHO', 'MARIA ANCHIETA DE MORAIS', 'VER SEBASTIAO BEM BEM DE OLIVEIRA', 'MIGUEL GOMAR'}","{376.875, 315.77777777777777, 868.0, 485.0}",4
04.01.027,"{'04.01.027_IROI', '04.01.027_CARLOS GOMES', '04.01.027_OSVALDO CRUZ', '04.01.027_GUADIANA'}","{'514', '506', '515', '5'}","{'GUADIANA', 'OSVALDO CRUZ', 'IROI', 'CARLOS GOMES'}","{1464.0, nan, 1227.0, 1500.0}",4
01.05.127,"{'01.05.127_JOSE FACHIN', '01.05.127_SANTA CATARINA', '01.05.127_PEDRO RODRIGUES DE CARVALHO', '01.05.127_CURITIBA'}","{'85', '84', '102', '526'}","{'PEDRO RODRIGUES DE CARVALHO', 'JOSE FACHIN', 'CURITIBA', 'SANTA CATARINA'}","{1002.3333333333334, 985.5714285714286, 346.8, 835.3333333333334}",4
04.01.028,"{'04.01.028_GUADIANA', '04.01.028_IROI', '04.01.028_RUI BARBOSA', '04.01.028_OSVALDO CRUZ'}","{'514', '505', '506', '515'}","{'GUADIANA', 'RUI BARBOSA', 'IROI', 'OSVALDO CRUZ'}","{2857.6666666666665, 2859.0, 1357.6666666666667, 1326.0}",4
04.01.029,"{'04.01.029_MANOEL BENTO GONCALVES', '04.01.029_IROI', '04.01.029_RUI BARBOSA', '04.01.029_GUADIANA'}","{'514', '504', '505', '515'}","{'GUADIANA', 'MANOEL BENTO GONCALVES', 'RUI BARBOSA', 'IROI'}","{1449.6666666666667, 1484.0, 1421.0, 1495.0}",4
01.02.209,"{'01.02.209_FRANCISCO GOMES PERES', '01.02.209_LEONIDAS DE BARROS', '01.02.209_BARAO DO CERRO AZUL', '01.02.209_ROSALINO ERNESTO NOGARA'}","{'202', '208', '300', '212'}","{'BARAO DO CERRO AZUL', 'LEONIDAS DE BARROS', 'ROSALINO ERNESTO NOGARA', 'FRANCISCO GOMES PERES'}","{112.33333333333333, 268.0, 270.0, 542.0}",4
01.02.207,"{'01.02.207_BARAO DO CERRO AZUL', '01.02.207_LEONIDAS DE BARROS', '01.02.207_HUMBERTO BRUNING', '01.02.207_ROCHA POMBO'}","{'208', '213', '209', '212'}","{'BARAO DO CERRO AZUL', 'HUMBERTO BRUNING', 'LEONIDAS DE BARROS', 'ROCHA POMBO'}","{320.0, 274.0, 292.0, 501.5}",4
01.02.206,"{'01.02.206_HUMBERTO BRUNING', '01.02.206_BARAO DO CERRO AZUL', '01.02.206_LUSITANA', '01.02.206_ROCHA POMBO'}","{'213', '209', '212', '207'}","{'BARAO DO CERRO AZUL', 'HUMBERTO BRUNING', 'LUSITANA', 'ROCHA POMBO'}","{324.0, 319.3333333333333, 166.85714285714286, 135.0}",4
01.02.205,"{'01.02.205_LUSITANA', '01.02.205_MIGUEL GOMAR', '01.02.205_ROCHA POMBO', '01.02.205_VER SEBASTIAO BEM BEM DE OLIVEIRA'}","{'206', '213', '199', '207'}","{'VER SEBASTIAO BEM BEM DE OLIVEIRA', 'LUSITANA', 'MIGUEL GOMAR', 'ROCHA POMBO'}","{448.3333333333333, 851.0, 93.81818181818181, 326.4}",4
01.06.099,"{'01.06.099_DOMINGOS SANCHES', '01.06.099_CELSO LUIZ PEREIRA', '01.06.099_GUANABARA', '01.06.099_PAULO GONCALVES REZENDE'}","{'275', '289', '290', '274'}","{'PAULO GONCALVES REZENDE', 'CELSO LUIZ PEREIRA', 'GUANABARA', 'DOMINGOS SANCHES'}","{1033.5, 317.6, 1029.0, 79.61538461538461}",4
04.01.042,"{'04.01.042_OSVALDO CRUZ', '04.01.042_GUATIGUA', '04.01.042_RUI BARBOSA', '04.01.042_GUAIRA'}","{'516', '505', '517', '506'}","{'OSVALDO CRUZ', 'GUATIGUA', 'GUAIRA', 'RUI BARBOSA'}","{nan, 3048.0, 3042.0, 1352.0}",4
01.02.137,"{'01.02.137_OTAVIO BORIN', '01.02.137_PARANA', '01.02.137_ANGELO S. NETTO', '01.02.137_AMADOR ALVES DE OLIVEIRA'}","{'224', '98', '230', '227'}","{'ANGELO S. NETTO', 'OTAVIO BORIN', 'AMADOR ALVES DE OLIVEIRA', 'PARANA'}","{100.0, 237.77777777777777, 110.0, 1175.5}",4
01.02.159,"{'01.02.159_EPAMINONDAS DAS NEVES FILHO', '01.02.159_JOSE SEBASTIAO MULARI', '01.02.159_JACONIAS PEREIRA DA SILVA', '01.02.159_PRES TANCREDO NEVES'}","{'64', '255', '432', '253'}","{'PRES TANCREDO NEVES', 'EPAMINONDAS DAS NEVES FILHO', 'JOSE SEBASTIAO MULARI', 'JACONIAS PEREIRA DA SILVA'}","{137.42857142857142, 114.83333333333333, 2902.285714285714, 3919.2}",4
01.02.157,"{'01.02.157_JOSE SEBASTIAO MULARI', '01.02.157_CEL JOAO BATISTA LOPES', '01.02.157_PRES TANCREDO NEVES', '01.02.157_EPAMINONDAS DAS NEVES FILHO'}","{'64', '255', '432', '254'}","{'PRES TANCREDO NEVES', 'CEL JOAO BATISTA LOPES', 'EPAMINONDAS DAS NEVES FILHO', 'JOSE SEBASTIAO MULARI'}","{43.0, 2729.5, 75.66666666666667, 3903.5714285714284}",4
01.02.156,"{'01.02.156_DEPUTADO HEITOR ALENCAR FURTADO', '01.02.156_JOAO NASCIMENTO TULHA', '01.02.156_LUIZ DURIGAN', '01.02.156_MINISTRO NELSON HUNGRIA'}","{'221', '235', '6713', '237'}","{'JOAO NASCIMENTO TULHA', 'LUIZ DURIGAN', 'MINISTRO NELSON HUNGRIA', 'DEPUTADO HEITOR ALENCAR FURTADO'}","{5760.0, 248.0, 320.0, 455.0}",4
01.05.149,"{'01.05.149_JOSIAS SOARES DE LIMA', '01.05.149_PRES TANCREDO NEVES', '01.05.149_TODA TOSHIKO SUNAHARA', '01.05.149_LAZARO FIGUEIREDO VIEIRA'}","{'63', '64', '79', '1085'}","{'PRES TANCREDO NEVES', 'JOSIAS SOARES DE LIMA', 'TODA TOSHIKO SUNAHARA', 'LAZARO FIGUEIREDO VIEIRA'}","{nan, nan, 42.0, nan}",4
01.06.090,"{'01.06.090_PIONEIRO JOAQUIM QUINTINO DA SILVA', '01.06.090_DOMINGOS SANCHES', '01.06.090_MAUA', '01.06.090_GUANABARA'}","{'275', '286', '285', '274'}","{'PIONEIRO JOAQUIM QUINTINO DA SILVA', 'GUANABARA', 'MAUA', 'DOMINGOS SANCHES'}","{657.0, 266.1818181818182, 2715.285714285714, 332.9230769230769}",4
01.06.089,"{'01.06.089_JOAO MIGUEL DE SOUZA CRUZ', '01.06.089_GUANABARA', '01.06.089_PIONEIRO JOAQUIM QUINTINO DA SILVA', '01.06.089_DOMINGOS SANCHES'}","{'275', '284', '285', '274'}","{'PIONEIRO JOAQUIM QUINTINO DA SILVA', 'GUANABARA', 'JOAO MIGUEL DE SOUZA CRUZ', 'DOMINGOS SANCHES'}","{640.5, 280.3333333333333, 312.3333333333333, 663.0}",4
04.01.046,"{'04.01.046_SANTOS DUMONT', '04.01.046_GUAIRA', '04.01.046_PAULO FRONTIN', '04.01.046_GUAIRACA'}","{'503', '5437', '517', '518'}","{'PAULO FRONTIN', 'SANTOS DUMONT', 'GUAIRACA', 'GUAIRA'}","{nan, nan, nan, nan}",4
01.02.150,"{'01.02.150_JOAO NASCIMENTO TULHA', '01.02.150_ANTONIO VENDRAMIN', '01.02.150_ANTENOR GRIGOLI', '01.02.150_JOHN KENNEDY'}","{'222', '242', '240', '221'}","{'JOAO NASCIMENTO TULHA', 'ANTENOR GRIGOLI', 'JOHN KENNEDY', 'ANTONIO VENDRAMIN'}","{73.85714285714286, 2250.6, 547.4285714285714, 2205.3333333333335}",4
01.02.149,"{'01.02.149_JOAO NASCIMENTO TULHA', '01.02.149_MINISTRO NELSON HUNGRIA', '01.02.149_ANTENOR GRIGOLI', '01.02.149_JOHN KENNEDY'}","{'222', '240', '237', '221'}","{'JOAO NASCIMENTO TULHA', 'ANTENOR GRIGOLI', 'JOHN KENNEDY', 'MINISTRO NELSON HUNGRIA'}","{2210.5, 195.0, 621.25, 399.0}",4
01.02.148,"{'01.02.148_JOHN KENNEDY', '01.02.148_LUIZ DURIGAN', '01.02.148_JOAO NASCIMENTO TULHA', '01.02.148_MINISTRO NELSON HUNGRIA'}","{'222', '235', '221', '237'}","{'JOAO NASCIMENTO TULHA', 'JOHN KENNEDY', 'MINISTRO NELSON HUNGRIA', 'LUIZ DURIGAN'}","{728.0, 153.0, 394.3333333333333, 319.0}",4
04.01.047,"{'04.01.047_MANOEL BENTO GONCALVES', '04.01.047_GUAIRA', '04.01.047_GUAIRACA', '04.01.047_PAULO FRONTIN'}","{'503', '504', '517', '518'}","{'PAULO FRONTIN', 'MANOEL BENTO GONCALVES', 'GUAIRACA', 'GUAIRA'}","{nan, nan, 1603.0, 1796.0}",4
01.06.088,"{'01.06.088_PIONEIRO JOAQUIM QUINTINO DA SILVA', '01.06.088_JOAO MIGUEL DE SOUZA CRUZ', '01.06.088_DOMINGOS SANCHES', '01.06.088_COSMO DAMIANI JACOVOZZI'}","{'275', '284', '342', '285'}","{'COSMO DAMIANI JACOVOZZI', 'PIONEIRO JOAQUIM QUINTINO DA SILVA', 'JOAO MIGUEL DE SOUZA CRUZ', 'DOMINGOS SANCHES'}","{443.6363636363636, 588.0, 740.0, 455.0}",4
01.06.086,"{'01.06.086_CAPITAO GERALDO PERSILVA', '01.06.086_DOMINGOS SANCHES', '01.06.086_GUANABARA', '01.06.086_JOAO MIGUEL DE SOUZA CRUZ'}","{'275', '274', '284', '283'}","{'CAPITAO GERALDO PERSILVA', 'GUANABARA', 'JOAO MIGUEL DE SOUZA CRUZ', 'DOMINGOS SANCHES'}","{297.84615384615387, 291.9230769230769, 685.0, 694.0}",4
01.02.141,"{'01.02.141_MINISTRO NELSON HUNGRIA', '01.02.141_JOHN KENNEDY', '01.02.141_ANTENOR GRIGOLI', '01.02.141_15 DE NOVEMBRO'}","{'222', '240', '237', '223'}","{'ANTENOR GRIGOLI', '15 DE NOVEMBRO', 'JOHN KENNEDY', 'MINISTRO NELSON HUNGRIA'}","{176.75, 603.1818181818181, 2182.2, 208.33333333333334}",4
01.06.085,"{'01.06.085_DOMINGOS SANCHES', '01.06.085_GUANABARA', '01.06.085_CAPITAO GERALDO PERSILVA', '01.06.085_ANTONIO NOVAES FILHO'}","{'275', '274', '282', '283'}","{'CAPITAO GERALDO PERSILVA', 'GUANABARA', 'ANTONIO NOVAES FILHO', 'DOMINGOS SANCHES'}","{620.0, 589.4, 285.3076923076923, 630.0}",4
01.02.138,"{'01.02.138_CAMPINAS', '01.02.138_PARANA', '01.02.138_AMADOR ALVES DE OLIVEIRA', '01.02.138_ANGELO S. NETTO'}","{'229', '98', '230', '227'}","{'CAMPINAS', 'ANGELO S. NETTO', 'AMADOR ALVES DE OLIVEIRA', 'PARANA'}","{384.6666666666667, 1037.0, 244.0, 709.0}",4
01.02.158,"{'01.02.158_ZELITA FERREIRA DE SANTANA', '01.02.158_EPAMINONDAS DAS NEVES FILHO', '01.02.158_CEL JOAO BATISTA LOPES', '01.02.158_JOSE SEBASTIAO MULARI'}","{'256', '255', '432', '254'}","{'CEL JOAO BATISTA LOPES', 'EPAMINONDAS DAS NEVES FILHO', 'ZELITA FERREIRA DE SANTANA', 'JOSE SEBASTIAO MULARI'}","{2819.2, 179.11111111111111, 44.5, 646.1666666666666}",4
01.02.160,"{'01.02.160_ZELITA FERREIRA DE SANTANA', '01.02.160_JACONIAS PEREIRA DA SILVA', '01.02.160_JOSE SEBASTIAO MULARI', '01.02.160_EPAMINONDAS DAS NEVES FILHO'}","{'256', '255', '432', '253'}","{'EPAMINONDAS DAS NEVES FILHO', 'ZELITA FERREIRA DE SANTANA', 'JOSE SEBASTIAO MULARI', 'JACONIAS PEREIRA DA SILVA'}","{2975.75, 146.33333333333334, 110.25, 223.4}",4
01.02.181,"{'01.02.181_ANTONIO CUSTODIO DOS SANTOS JUNIOR', '01.02.181_LEONIDAS DE BARROS', '01.02.181_PARAGUACU', '01.02.181_PIONEIRO SERGIO RODRIGUES DE CARVALHO'}","{'210', '208', '217', '216'}","{'PARAGUACU', 'LEONIDAS DE BARROS', 'ANTONIO CUSTODIO DOS SANTOS JUNIOR', 'PIONEIRO SERGIO RODRIGUES DE CARVALHO'}","{336.0, 224.57142857142858, 250.0, 541.0}",4
04.01.045,"{'04.01.045_GUATIGUA', '04.01.045_PAULO FRONTIN', '04.01.045_SANTOS DUMONT', '04.01.045_GUAIRA'}","{'516', '5437', '517', '503'}","{'PAULO FRONTIN', 'SANTOS DUMONT', 'GUATIGUA', 'GUAIRA'}","{nan, nan, nan, nan}",4
01.02.180,"{'01.02.180_ANTONIO CUSTODIO DOS SANTOS JUNIOR', '01.02.180_IRACEMA', '01.02.180_PIONEIRO SERGIO RODRIGUES DE CARVALHO', '01.02.180_LEONIDAS DE BARROS'}","{'210', '218', '208', '217'}","{'LEONIDAS DE BARROS', 'IRACEMA', 'ANTONIO CUSTODIO DOS SANTOS JUNIOR', 'PIONEIRO SERGIO RODRIGUES DE CARVALHO'}","{256.0, 514.3333333333334, 196.14285714285714, 222.33333333333334}",4
01.02.179,"{'01.02.179_LEONIDAS DE BARROS', '01.02.179_ANTONIO CUSTODIO DOS SANTOS JUNIOR', '01.02.179_MOEMA', '01.02.179_IRACEMA'}","{'210', '218', '219', '208'}","{'MOEMA', 'LEONIDAS DE BARROS', 'IRACEMA', 'ANTONIO CUSTODIO DOS SANTOS JUNIOR'}","{145.5, 197.33333333333334, 133.66666666666666, 511.0}",4
01.06.098,"{'01.06.098_CELSO LUIZ PEREIRA', '01.06.098_PIONEIRO JOSE NASCIMENTO GIRALDES', '01.06.098_GUANABARA', '01.06.098_DOMINGOS SANCHES'}","{'275', '289', '288', '274'}","{'PIONEIRO JOSE NASCIMENTO GIRALDES', 'CELSO LUIZ PEREIRA', 'GUANABARA', 'DOMINGOS SANCHES'}","{544.5, 986.0, 139.53846153846155, 494.27272727272725}",4
01.02.177,"{'01.02.177_DEPUTADO HEITOR ALENCAR FURTADO', '01.02.177_LEONIDAS DE BARROS', '01.02.177_HUMBERTO BRUNING', '01.02.177_PARAGUACU'}","{'208', '209', '6713', '216'}","{'HUMBERTO BRUNING', 'LEONIDAS DE BARROS', 'PARAGUACU', 'DEPUTADO HEITOR ALENCAR FURTADO'}","{nan, 474.8, 5770.428571428572, 2295.3333333333335}",4
01.02.176,"{'01.02.176_PIONEIRO SERGIO RODRIGUES DE CARVALHO', '01.02.176_LEONIDAS DE BARROS', '01.02.176_PARAGUACU', '01.02.176_HUMBERTO BRUNING'}","{'208', '209', '217', '216'}","{'HUMBERTO BRUNING', 'LEONIDAS DE BARROS', 'PARAGUACU', 'PIONEIRO SERGIO RODRIGUES DE CARVALHO'}","{272.0, 197.14285714285714, 4564.0, 445.25}",4
01.02.175,"{'01.02.175_IRACEMA', '01.02.175_HUMBERTO BRUNING', '01.02.175_PIONEIRO SERGIO RODRIGUES DE CARVALHO', '01.02.175_LEONIDAS DE BARROS'}","{'208', '209', '217', '218'}","{'HUMBERTO BRUNING', 'IRACEMA', 'LEONIDAS DE BARROS', 'PIONEIRO SERGIO RODRIGUES DE CARVALHO'}","{424.0, 210.66666666666666, 147.33333333333334, 4517.333333333333}",4
01.06.097,"{'01.06.097_DOMINGOS SANCHES', '01.06.097_CELSO LUIZ PEREIRA', '01.06.097_COSMO DAMIANI JACOVOZZI', '01.06.097_PIONEIRO JOSE NASCIMENTO GIRALDES'}","{'275', '289', '342', '288'}","{'PIONEIRO JOSE NASCIMENTO GIRALDES', 'COSMO DAMIANI JACOVOZZI', 'CELSO LUIZ PEREIRA', 'DOMINGOS SANCHES'}","{697.8571428571429, 970.0, 254.22222222222223, 647.5}",4
01.06.096,"{'01.06.096_ANTONIO PEREIRA CAMPOS', '01.06.096_PIONEIRO JOSE NASCIMENTO GIRALDES', '01.06.096_COSMO DAMIANI JACOVOZZI', '01.06.096_DOMINGOS SANCHES'}","{'275', '342', '287', '288'}","{'ANTONIO PEREIRA CAMPOS', 'PIONEIRO JOSE NASCIMENTO GIRALDES', 'COSMO DAMIANI JACOVOZZI', 'DOMINGOS SANCHES'}","{698.2857142857143, 916.4, 406.625, 679.6666666666666}",4
01.02.172,"{'01.02.172_PARAGUACU', '01.02.172_LUSITANA', '01.02.172_HUMBERTO BRUNING', '01.02.172_PIONEIRO SERGIO RODRIGUES DE CARVALHO'}","{'216', '209', '207', '217'}","{'PIONEIRO SERGIO RODRIGUES DE CARVALHO', 'HUMBERTO BRUNING', 'LUSITANA', 'PARAGUACU'}","{345.25, 115.0, 148.5, 95.0}",4
01.02.170,"{'01.02.170_PARAGUACU', '01.02.170_VER SEBASTIAO BEM BEM DE OLIVEIRA', '01.02.170_DEPUTADO HEITOR ALENCAR FURTADO', '01.02.170_LUSITANA'}","{'216', '207', '206', '6713'}","{'PARAGUACU', 'VER SEBASTIAO BEM BEM DE OLIVEIRA', 'LUSITANA', 'DEPUTADO HEITOR ALENCAR FURTADO'}","{697.0, 146.0, 283.6, 6319.6}",4
01.02.169,"{'01.02.169_GUERINO POMIN', '01.02.169_VER SEBASTIAO BEM BEM DE OLIVEIRA', '01.02.169_PARAGUACU', '01.02.169_LUSITANA'}","{'220', '206', '207', '216'}","{'PARAGUACU', 'VER SEBASTIAO BEM BEM DE OLIVEIRA', 'LUSITANA', 'GUERINO POMIN'}","{636.2, 268.42857142857144, 110.0, 503.0}",4
01.02.168,"{'01.02.168_VER SEBASTIAO BEM BEM DE OLIVEIRA', '01.02.168_DEPUTADO HEITOR ALENCAR FURTADO', '01.02.168_JOAO MANOEL', '01.02.168_JOSE LUCAS SOBRINHO'}","{'206', '205', '215', '6713'}","{'JOAO MANOEL', 'JOSE LUCAS SOBRINHO', 'VER SEBASTIAO BEM BEM DE OLIVEIRA', 'DEPUTADO HEITOR ALENCAR FURTADO'}","{6088.428571428572, 81.25, 722.0, 360.0}",4
01.06.095,"{'01.06.095_ANTONIO PEREIRA CAMPOS', '01.06.095_GUANABARA', '01.06.095_PIONEIRO JOSE NASCIMENTO GIRALDES', '01.06.095_DOMINGOS SANCHES'}","{'275', '287', '288', '274'}","{'ANTONIO PEREIRA CAMPOS', 'PIONEIRO JOSE NASCIMENTO GIRALDES', 'GUANABARA', 'DOMINGOS SANCHES'}","{245.9090909090909, 341.2857142857143, 926.0, 935.2}",4
01.06.093,"{'01.06.093_ANTONIO PEREIRA CAMPOS', '01.06.093_MAUA', '01.06.093_COSMO DAMIANI JACOVOZZI', '01.06.093_DOMINGOS SANCHES'}","{'275', '286', '342', '287'}","{'ANTONIO PEREIRA CAMPOS', 'COSMO DAMIANI JACOVOZZI', 'MAUA', 'DOMINGOS SANCHES'}","{280.0, 709.5, 662.0, 701.4}",4
01.05.148,"{'01.05.148_FLORIANO PEIXOTO', '01.05.148_TODA TOSHIKO SUNAHARA', '01.05.148_JOSIAS SOARES DE LIMA', '01.05.148_PRES TANCREDO NEVES'}","{'63', '64', '78', '1085'}","{'PRES TANCREDO NEVES', 'FLORIANO PEIXOTO', 'TODA TOSHIKO SUNAHARA', 'JOSIAS SOARES DE LIMA'}","{nan, nan, 555.0, nan}",4
01.02.051,"{'01.02.051_ANTONIO FELIPPE', '01.02.051_BAHIA', '01.02.051_ODINOT MACHADO', '01.02.051_EDSON MARTINS'}","{'248', '92', '249', '90'}","{'ANTONIO FELIPPE', 'EDSON MARTINS', 'BAHIA', 'ODINOT MACHADO'}","{1420.5, 1428.857142857143, 1862.5, 790.6666666666666}",4
01.02.050,"{'01.02.050_BAHIA', '01.02.050_ANTONIO FELIPPE', '01.02.050_DR PEDRO MIRANDA', '01.02.050_EDSON MARTINS'}","{'250', '92', '249', '90'}","{'ANTONIO FELIPPE', 'EDSON MARTINS', 'DR PEDRO MIRANDA', 'BAHIA'}","{728.5, 1554.0, 1827.6666666666667, 1431.0}",4
01.02.049,"{'01.02.049_DR PEDRO MIRANDA', '01.02.049_LUIZ SPIGOLON', '01.02.049_ANTONIO FELIPPE', '01.02.049_BAHIA'}","{'250', '92', '118', '90'}","{'ANTONIO FELIPPE', 'DR PEDRO MIRANDA', 'BAHIA', 'LUIZ SPIGOLON'}","{1404.25, 1444.6666666666667, 1787.5, 684.0}",4
01.06.038,"{'01.06.038_EDSON MARTINS', '01.06.038_RIO GRANDE DO SUL', '01.06.038_MAXIMINO PEREIRA GUEDES', '01.06.038_DR PEDRO MIRANDA'}","{'250', '249', '83', '739'}","{'EDSON MARTINS', 'MAXIMINO PEREIRA GUEDES', 'RIO GRANDE DO SUL', 'DR PEDRO MIRANDA'}","{nan, 722.0, 293.0, 838.0}",4
01.06.039,"{'01.06.039_JOSE FERREIRA DE ARAUJO', '01.06.039_XAXIM', '01.06.039_PRES TANCREDO NEVES', '01.06.039_RIO GRANDE DO SUL'}","{'64', '806', '83', '940'}","{'PRES TANCREDO NEVES', 'JOSE FERREIRA DE ARAUJO', 'RIO GRANDE DO SUL', 'XAXIM'}","{2472.0, 2905.0, 2738.0, 182.0}",4
01.06.071,"{'01.06.071_ANTONIO PEREIRA CAMPOS', '01.06.071_JOSÉ ALVES DOS SANTOS (JOSÉ RICO)', '01.06.071_MAUA', '01.06.071_GABRIEL ESPERIDIAO'}","{'286', '272', '287', '273'}","{'ANTONIO PEREIRA CAMPOS', 'JOSÉ ALVES DOS SANTOS (JOSÉ RICO)', 'MAUA', 'GABRIEL ESPERIDIAO'}","{752.0, 513.0, 155.08333333333334, 95.14285714285714}",4
01.01.063,"{'01.01.063_AMAPA', '01.01.063_BAHIA', '01.01.063_MARECHAL CANDIDO RONDON', '01.01.063_ANTONIO FELIPPE'}","{'115', '92', '116', '90'}","{'ANTONIO FELIPPE', 'MARECHAL CANDIDO RONDON', 'AMAPA', 'BAHIA'}","{1449.8, 1418.0, 1404.6, 279.3333333333333}",4
01.01.062,"{'01.01.062_GUAPORE', '01.01.062_BAHIA', '01.01.062_AMAPA', '01.01.062_ANTONIO FELIPPE'}","{'117', '92', '116', '90'}","{'ANTONIO FELIPPE', 'GUAPORE', 'AMAPA', 'BAHIA'}","{425.2, 1554.7777777777778, 1395.125, 1452.0}",4
01.01.061,"{'01.01.061_GUAPORE', '01.01.061_BAHIA', '01.01.061_LUIZ SPIGOLON', '01.01.061_ANTONIO FELIPPE'}","{'117', '92', '118', '90'}","{'ANTONIO FELIPPE', 'GUAPORE', 'BAHIA', 'LUIZ SPIGOLON'}","{1464.2857142857142, 1427.5, 1668.7, 556.0}",4
01.01.060,"{'01.01.060_GUAPORE', '01.01.060_SERAFIM AFONSO COSTA', '01.01.060_BAHIA', '01.01.060_LUIZ SPIGOLON'}","{'87', '117', '118', '90'}","{'GUAPORE', 'SERAFIM AFONSO COSTA', 'BAHIA', 'LUIZ SPIGOLON'}","{1337.3333333333333, 2650.8571428571427, 547.1666666666666, 1300.7142857142858}",4
01.01.059,"{'01.01.059_AMAPA', '01.01.059_SERAFIM AFONSO COSTA', '01.01.059_BAHIA', '01.01.059_GUAPORE'}","{'117', '87', '116', '90'}","{'GUAPORE', 'SERAFIM AFONSO COSTA', 'AMAPA', 'BAHIA'}","{2520.5454545454545, 1297.5, 418.0, 1315.857142857143}",4
01.01.058,"{'01.01.058_AMAPA', '01.01.058_BAHIA', '01.01.058_SERAFIM AFONSO COSTA', '01.01.058_MARECHAL CANDIDO RONDON'}","{'115', '87', '116', '90'}","{'SERAFIM AFONSO COSTA', 'MARECHAL CANDIDO RONDON', 'AMAPA', 'BAHIA'}","{314.55555555555554, 2386.0, 1310.0, 1343.8}",4
01.06.042,"{'01.06.042_PARA', '01.06.042_JOSE MARIA TENORIO', '01.06.042_PRES TANCREDO NEVES', '01.06.042_DR SYLVIO VIDAL COELHO LEITE RIBEIRO'}","{'107', '64', '264', '108'}","{'PRES TANCREDO NEVES', 'DR SYLVIO VIDAL COELHO LEITE RIBEIRO', 'PARA', 'JOSE MARIA TENORIO'}","{1756.2727272727273, 995.5, 972.0909090909091, 411.3333333333333}",4
01.01.055,"{'01.01.055_PIAUI', '01.01.055_BELO HORIZONTE', '01.01.055_SERAFIM AFONSO COSTA', '01.01.055_CEARA'}","{'99', '88', '87', '112'}","{'BELO HORIZONTE', 'SERAFIM AFONSO COSTA', 'PIAUI', 'CEARA'}","{721.4, 1265.0, 2060.0, 325.0}",4
01.06.043,"{'01.06.043_JOSE MARIA TENORIO', '01.06.043_PARAIBA', '01.06.043_PRES TANCREDO NEVES', '01.06.043_PARA'}","{'264', '64', '109', '108'}","{'PRES TANCREDO NEVES', 'PARA', 'PARAIBA', 'JOSE MARIA TENORIO'}","{nan, 425.0, 1069.2, 1855.0}",4
01.01.052,"{'01.01.052_SERAFIM AFONSO COSTA', '01.01.052_PARAIBA', '01.01.052_PARA', '01.01.052_MATO GROSSO'}","{'109', '87', '108', '89'}","{'PARA', 'PARAIBA', 'SERAFIM AFONSO COSTA', 'MATO GROSSO'}","{1640.0, 1315.5, 1876.8, 1271.0}",4
01.01.051,"{'01.01.051_DR SYLVIO VIDAL COELHO LEITE RIBEIRO', '01.01.051_PARA', '01.01.051_SERAFIM AFONSO COSTA', '01.01.051_MATO GROSSO'}","{'107', '87', '108', '89'}","{'DR SYLVIO VIDAL COELHO LEITE RIBEIRO', 'PARA', 'SERAFIM AFONSO COSTA', 'MATO GROSSO'}","{1714.2857142857142, 1723.0, 1332.5, 1846.5}",4
01.01.050,"{'01.01.050_MATO GROSSO', '01.01.050_DR SYLVIO VIDAL COELHO LEITE RIBEIRO', '01.01.050_ETTORE GIOVINE', '01.01.050_SERAFIM AFONSO COSTA'}","{'107', '87', '106', '89'}","{'DR SYLVIO VIDAL COELHO LEITE RIBEIRO', 'ETTORE GIOVINE', 'SERAFIM AFONSO COSTA', 'MATO GROSSO'}","{1603.75, 1804.0, 1599.75, 1871.0}",4
01.01.049,"{'01.01.049_ETTORE GIOVINE', '01.01.049_AMAZONAS', '01.01.049_SERAFIM AFONSO COSTA', '01.01.049_MATO GROSSO'}","{'87', '105', '106', '89'}","{'AMAZONAS', 'ETTORE GIOVINE', 'SERAFIM AFONSO COSTA', 'MATO GROSSO'}","{1481.0, 1858.8, 1877.0, 1447.7777777777778}",4
01.01.066,"{'01.01.066_SOUZA NAVES', '01.01.066_OSVALDO BRANDAO', '01.01.066_PARANA', '01.01.066_BAHIA'}","{'98', '113', '114', '90'}","{'SOUZA NAVES', 'OSVALDO BRANDAO', 'BAHIA', 'PARANA'}","{208.0, 256.0, 104.5, 1414.75}",4
05.01.006,"{'05.01.006_F - MANDIOCABA', '05.01.006_G', '05.01.006_H - MANDIOCABA', '05.01.006_DAS INDUSTRIAS'}","{'384', '377', '382', '378'}","{'DAS INDUSTRIAS', 'G', 'H - MANDIOCABA', 'F - MANDIOCABA'}","{97.66666666666667, 1131.3333333333333, 1180.3333333333333, 1143.75}",4
