,id_quadra_logradouro,id_quadra,cd_logradouro,nm_logradouro
21222,01.02.002_RIO GRANDE DO SUL,01.02.002,83,RIO GRANDE DO SUL
21226,01.02.002_SANTA CATARINA,01.02.002,84,SANTA CATARINA
21264,01.02.003_EDSON MARTINS,01.02.003,249,EDSON MARTINS
21234,01.02.003_ODINOT MACHADO,01.02.003,248,ODINOT MACHADO
21326,01.02.003_RIO GRANDE DO SUL,01.02.003,83,RIO GRANDE DO SUL
21260,01.02.003_SANTA CATARINA,01.02.003,84,SANTA CATARINA
21281,01.02.004_ODINOT MACHADO,01.02.004,248,ODINOT MACHADO
21312,01.02.004_PERCY GUIMARAES CLEVÉ,01.02.004,247,PERCY GUIMARAES CLEVÉ
21331,01.02.004_RIO GRANDE DO SUL,01.02.004,83,RIO GRANDE DO SUL
21273,01.02.004_SANTA CATARINA,01.02.004,84,SANTA CATARINA
21337,01.02.005_PERCY GUIMARAES CLEVÉ,01.02.005,247,PERCY GUIMARAES CLEVÉ
10295,01.02.006_CURITIBA,01.02.006,85,CURITIBA
22166,01.02.006_DR PEDRO MIRANDA,01.02.006,250,DR PEDRO MIRANDA
10294,01.02.006_LUIZ SPIGOLON,01.02.006,118,LUIZ SPIGOLON
37477,01.02.006_SANTA CATARINA,01.02.006,84,SANTA CATARINA
11418,01.02.007_CURITIBA,01.02.007,85,CURITIBA
15866,01.02.007_DR PEDRO MIRANDA,01.02.007,250,DR PEDRO MIRANDA
11417,01.02.007_EDSON MARTINS,01.02.007,249,EDSON MARTINS
11132,01.02.007_SANTA CATARINA,01.02.007,84,SANTA CATARINA
16117,01.02.008_CURITIBA,01.02.008,85,CURITIBA
9881,01.02.008_EDSON MARTINS,01.02.008,249,EDSON MARTINS
8318,01.02.008_ODINOT MACHADO,01.02.008,248,ODINOT MACHADO
8329,01.02.008_SANTA CATARINA,01.02.008,84,SANTA CATARINA
18479,01.02.009_CURITIBA,01.02.009,85,CURITIBA
6682,01.02.009_ODINOT MACHADO,01.02.009,248,ODINOT MACHADO
16364,01.02.009_PERCY GUIMARAES CLEVÉ,01.02.009,247,PERCY GUIMARAES CLEVÉ
11128,01.02.009_SANTA CATARINA,01.02.009,84,SANTA CATARINA
11054,01.02.010_A - JAD OURO BRANCO,01.02.010,918,A - JAD OURO BRANCO
11389,01.02.010_B-JAD OURO BRANCO,01.02.010,919,B-JAD OURO BRANCO
11440,01.02.010_CASTRO,01.02.010,244,CASTRO
34975,01.02.010_IRATI,01.02.010,243,IRATI
2828,01.02.010_PERCY GUIMARAES CLEVÉ,01.02.010,247,PERCY GUIMARAES CLEVÉ
2718,01.02.010_SERAFIM AFONSO COSTA,01.02.010,87,SERAFIM AFONSO COSTA
9920,01.02.011_ANTONIO VENDRAMIN,01.02.011,242,ANTONIO VENDRAMIN
19999,01.02.011_CURITIBA,01.02.011,85,CURITIBA
19998,01.02.011_IRATI,01.02.011,243,IRATI
9916,01.02.011_SANTA CATARINA,01.02.011,84,SANTA CATARINA
1078,01.02.012_ANTONIO VENDRAMIN,01.02.012,242,ANTONIO VENDRAMIN
25714,01.02.012_CURITIBA,01.02.012,85,CURITIBA
20700,01.02.012_PRUDENTOPOLIS,01.02.012,241,PRUDENTOPOLIS
48124,01.02.013_CURITIBA,01.02.013,85,CURITIBA
8428,01.02.013_LAPA,01.02.013,239,LAPA
13132,01.02.013_PRUDENTOPOLIS,01.02.013,241,PRUDENTOPOLIS
18472,01.02.013_SANTA CATARINA,01.02.013,84,SANTA CATARINA
15532,01.02.014_CURITIBA,01.02.014,85,CURITIBA
3967,01.02.014_LAPA,01.02.014,239,LAPA
9291,01.02.015_RIO NEGRO,01.02.015,238,RIO NEGRO
20050,01.02.016_CURITIBA,01.02.016,85,CURITIBA
11381,01.02.016_LAPA,01.02.016,239,LAPA
11765,01.02.016_RIO NEGRO,01.02.016,238,RIO NEGRO
13974,01.02.017_INDUSTRIAL ANTONIO FACHIN,01.02.017,86,INDUSTRIAL ANTONIO FACHIN
36841,01.02.017_LAPA,01.02.017,239,LAPA
2136,01.02.017_PRUDENTOPOLIS,01.02.017,241,PRUDENTOPOLIS
8406,01.02.018_ANTONIO VENDRAMIN,01.02.018,242,ANTONIO VENDRAMIN
8403,01.02.018_INDUSTRIAL ANTONIO FACHIN,01.02.018,86,INDUSTRIAL ANTONIO FACHIN
20039,01.02.018_PRUDENTOPOLIS,01.02.018,241,PRUDENTOPOLIS
20002,01.02.019_ANTONIO VENDRAMIN,01.02.019,242,ANTONIO VENDRAMIN
47441,01.02.019_INDUSTRIAL ANTONIO FACHIN,01.02.019,86,INDUSTRIAL ANTONIO FACHIN
825,01.02.019_IRATI,01.02.019,243,IRATI
42393,01.02.020_CURITIBA,01.02.020,85,CURITIBA
16456,01.02.020_INDUSTRIAL ANTONIO FACHIN,01.02.020,86,INDUSTRIAL ANTONIO FACHIN
6683,01.02.020_ODINOT MACHADO,01.02.020,248,ODINOT MACHADO
1990,01.02.020_PERCY GUIMARAES CLEVÉ,01.02.020,247,PERCY GUIMARAES CLEVÉ
10813,01.02.021_CURITIBA,01.02.021,85,CURITIBA
27754,01.02.021_EDSON MARTINS,01.02.021,249,EDSON MARTINS
34723,01.02.021_INDUSTRIAL ANTONIO FACHIN,01.02.021,86,INDUSTRIAL ANTONIO FACHIN
35494,01.02.021_MAUA,01.02.021,286,MAUA
20013,01.02.021_ODINOT MACHADO,01.02.021,248,ODINOT MACHADO
42085,01.02.022_CURITIBA,01.02.022,85,CURITIBA
16045,01.02.022_DR PEDRO MIRANDA,01.02.022,250,DR PEDRO MIRANDA
9026,01.02.022_EDSON MARTINS,01.02.022,249,EDSON MARTINS
9052,01.02.022_MAUA,01.02.022,286,MAUA
41849,01.02.023_CURITIBA,01.02.023,85,CURITIBA
8280,01.02.023_DR PEDRO MIRANDA,01.02.023,250,DR PEDRO MIRANDA
41848,01.02.023_INDUSTRIAL ANTONIO FACHIN,01.02.023,86,INDUSTRIAL ANTONIO FACHIN
11203,01.02.023_LUIZ SPIGOLON,01.02.023,118,LUIZ SPIGOLON
3264,01.02.024_DR PEDRO MIRANDA,01.02.024,250,DR PEDRO MIRANDA
11205,01.02.024_INDUSTRIAL ANTONIO FACHIN,01.02.024,86,INDUSTRIAL ANTONIO FACHIN
10879,01.02.024_LUIZ SPIGOLON,01.02.024,118,LUIZ SPIGOLON
18455,01.02.024_SERAFIM AFONSO COSTA,01.02.024,87,SERAFIM AFONSO COSTA
10212,01.02.025_DR PEDRO MIRANDA,01.02.025,250,DR PEDRO MIRANDA
4814,01.02.025_EDSON MARTINS,01.02.025,249,EDSON MARTINS
8304,01.02.025_INDUSTRIAL ANTONIO FACHIN,01.02.025,86,INDUSTRIAL ANTONIO FACHIN
9613,01.02.025_SERAFIM AFONSO COSTA,01.02.025,87,SERAFIM AFONSO COSTA
24451,01.02.026_MAUA,01.02.026,286,MAUA
8335,01.02.027_EDSON MARTINS,01.02.027,249,EDSON MARTINS
10816,01.02.027_INDUSTRIAL ANTONIO FACHIN,01.02.027,86,INDUSTRIAL ANTONIO FACHIN
10184,01.02.027_MAUA,01.02.027,286,MAUA
8345,01.02.027_ODINOT MACHADO,01.02.027,248,ODINOT MACHADO
10246,01.02.027_SERAFIM AFONSO COSTA,01.02.027,87,SERAFIM AFONSO COSTA
21096,01.02.028_INDUSTRIAL ANTONIO FACHIN,01.02.028,86,INDUSTRIAL ANTONIO FACHIN
1992,01.02.028_ODINOT MACHADO,01.02.028,248,ODINOT MACHADO
6687,01.02.028_PERCY GUIMARAES CLEVÉ,01.02.028,247,PERCY GUIMARAES CLEVÉ
25907,01.02.028_SERAFIM AFONSO COSTA,01.02.028,87,SERAFIM AFONSO COSTA
11086,01.02.029_ANTONIO VENDRAMIN,01.02.029,242,ANTONIO VENDRAMIN
28387,01.02.029_INDUSTRIAL ANTONIO FACHIN,01.02.029,86,INDUSTRIAL ANTONIO FACHIN
9635,01.02.029_IRATI,01.02.029,243,IRATI
46705,01.02.029_SERAFIM AFONSO COSTA,01.02.029,87,SERAFIM AFONSO COSTA
9273,01.02.030_ANTONIO VENDRAMIN,01.02.030,242,ANTONIO VENDRAMIN
9048,01.02.030_CARLOS GOMES - JARDIM OURO BRANCO,01.02.030,328,CARLOS GOMES - JARDIM OURO BRANCO
3937,01.02.031_CARLOS GOMES - JARDIM OURO BRANCO,01.02.031,328,CARLOS GOMES - JARDIM OURO BRANCO
3968,01.02.031_LAPA,01.02.031,239,LAPA
21129,01.02.032_INDUSTRIAL ANTONIO FACHIN,01.02.032,86,INDUSTRIAL ANTONIO FACHIN
20046,01.02.032_LAPA,01.02.032,239,LAPA
15436,01.02.032_RIO NEGRO,01.02.032,238,RIO NEGRO
11408,01.02.032_SERAFIM AFONSO COSTA,01.02.032,87,SERAFIM AFONSO COSTA
20058,01.02.033_MATEUS,01.02.033,236,MATEUS
17003,01.02.033_RIO NEGRO,01.02.033,238,RIO NEGRO
26661,01.02.033_SERAFIM AFONSO COSTA,01.02.033,87,SERAFIM AFONSO COSTA
26024,01.02.034_MATEUS,01.02.034,236,MATEUS
146,01.02.034_PRES TANCREDO NEVES,01.02.034,64,PRES TANCREDO NEVES
36877,01.02.034_SERAFIM AFONSO COSTA,01.02.034,87,SERAFIM AFONSO COSTA
3653,01.02.035_BAHIA,01.02.035,90,BAHIA
29627,01.02.035_PIRAI,01.02.035,234,PIRAI
29629,01.02.035_PRES TANCREDO NEVES,01.02.035,64,PRES TANCREDO NEVES
2646,01.02.036_MATEUS,01.02.036,236,MATEUS
2687,01.02.036_PIRAI,01.02.036,234,PIRAI
11023,01.02.036_SERAFIM AFONSO COSTA,01.02.036,87,SERAFIM AFONSO COSTA
36709,01.02.037_BAHIA,01.02.037,90,BAHIA
16991,01.02.037_MATEUS,01.02.037,236,MATEUS
2645,01.02.037_RIO NEGRO,01.02.037,238,RIO NEGRO
34080,01.02.037_SERAFIM AFONSO COSTA,01.02.037,87,SERAFIM AFONSO COSTA
4289,01.02.038_BAHIA,01.02.038,90,BAHIA
11387,01.02.038_LAPA,01.02.038,239,LAPA
2647,01.02.038_RIO NEGRO,01.02.038,238,RIO NEGRO
11380,01.02.039_BAHIA,01.02.039,90,BAHIA
19993,01.02.039_CARLOS GOMES - JARDIM OURO BRANCO,01.02.039,328,CARLOS GOMES - JARDIM OURO BRANCO
9296,01.02.039_LAPA,01.02.039,239,LAPA
50515,01.02.040_CARLOS GOMES - JARDIM OURO BRANCO,01.02.040,328,CARLOS GOMES - JARDIM OURO BRANCO
35351,01.02.041_ANTONIO VENDRAMIN,01.02.041,242,ANTONIO VENDRAMIN
34782,01.02.041_BAHIA,01.02.041,90,BAHIA
18453,01.02.041_CARLOS GOMES - JARDIM OURO BRANCO,01.02.041,328,CARLOS GOMES - JARDIM OURO BRANCO
9933,01.02.042_ANTONIO VENDRAMIN,01.02.042,242,ANTONIO VENDRAMIN
165,01.02.042_BAHIA,01.02.042,90,BAHIA
8387,01.02.042_IRATI,01.02.042,243,IRATI
25857,01.02.042_SERAFIM AFONSO COSTA,01.02.042,87,SERAFIM AFONSO COSTA
1613,01.02.043_BAHIA,01.02.043,90,BAHIA
46667,01.02.043_SERAFIM AFONSO COSTA,01.02.043,87,SERAFIM AFONSO COSTA
27118,01.02.044_BAHIA,01.02.044,90,BAHIA
43006,01.02.045_BAHIA,01.02.045,90,BAHIA
2651,01.02.045_ODINOT MACHADO,01.02.045,248,ODINOT MACHADO
2684,01.02.045_PERCY GUIMARAES CLEVÉ,01.02.045,247,PERCY GUIMARAES CLEVÉ
1997,01.02.045_SERAFIM AFONSO COSTA,01.02.045,87,SERAFIM AFONSO COSTA
16139,01.02.046_BAHIA,01.02.046,90,BAHIA
9614,01.02.046_EDSON MARTINS,01.02.046,249,EDSON MARTINS
8362,01.02.046_ODINOT MACHADO,01.02.046,248,ODINOT MACHADO
16141,01.02.046_SERAFIM AFONSO COSTA,01.02.046,87,SERAFIM AFONSO COSTA
28382,01.02.047_BAHIA,01.02.047,90,BAHIA
10219,01.02.047_DR PEDRO MIRANDA,01.02.047,250,DR PEDRO MIRANDA
8301,01.02.047_EDSON MARTINS,01.02.047,249,EDSON MARTINS
16055,01.02.047_SERAFIM AFONSO COSTA,01.02.047,87,SERAFIM AFONSO COSTA
9609,01.02.048_BAHIA,01.02.048,90,BAHIA
10800,01.02.048_DR PEDRO MIRANDA,01.02.048,250,DR PEDRO MIRANDA
3265,01.02.048_LUIZ SPIGOLON,01.02.048,118,LUIZ SPIGOLON
10795,01.02.048_SERAFIM AFONSO COSTA,01.02.048,87,SERAFIM AFONSO COSTA
15856,01.02.049_ANTONIO FELIPPE,01.02.049,92,ANTONIO FELIPPE
41893,01.02.049_BAHIA,01.02.049,90,BAHIA
3258,01.02.049_DR PEDRO MIRANDA,01.02.049,250,DR PEDRO MIRANDA
10882,01.02.049_LUIZ SPIGOLON,01.02.049,118,LUIZ SPIGOLON
8302,01.02.050_ANTONIO FELIPPE,01.02.050,92,ANTONIO FELIPPE
1204,01.02.050_BAHIA,01.02.050,90,BAHIA
16047,01.02.050_DR PEDRO MIRANDA,01.02.050,250,DR PEDRO MIRANDA
9618,01.02.050_EDSON MARTINS,01.02.050,249,EDSON MARTINS
1259,01.02.051_ANTONIO FELIPPE,01.02.051,92,ANTONIO FELIPPE
8363,01.02.051_BAHIA,01.02.051,90,BAHIA
21236,01.02.051_EDSON MARTINS,01.02.051,249,EDSON MARTINS
10918,01.02.051_ODINOT MACHADO,01.02.051,248,ODINOT MACHADO
11778,01.02.052_ANTONIO FELIPPE,01.02.052,92,ANTONIO FELIPPE
17032,01.02.052_BAHIA,01.02.052,90,BAHIA
6686,01.02.052_ODINOT MACHADO,01.02.052,248,ODINOT MACHADO
6684,01.02.052_PERCY GUIMARAES CLEVÉ,01.02.052,247,PERCY GUIMARAES CLEVÉ
24898,01.02.053_ANTONIO FELIPPE,01.02.053,92,ANTONIO FELIPPE
9626,01.02.053_BAHIA,01.02.053,90,BAHIA
1118,01.02.053_CAMPO LARGO,01.02.053,245,CAMPO LARGO
10817,01.02.053_PERCY GUIMARAES CLEVÉ,01.02.053,247,PERCY GUIMARAES CLEVÉ
46581,01.02.054_ANTONIO FELIPPE,01.02.054,92,ANTONIO FELIPPE
32471,01.02.054_BAHIA,01.02.054,90,BAHIA
11375,01.02.054_CAMPO LARGO,01.02.054,245,CAMPO LARGO
9069,01.02.054_CASTRO,01.02.054,244,CASTRO
10778,01.02.054_Largo TIRADENTES - LARGO,01.02.054,338,Largo TIRADENTES - LARGO
21467,01.02.055_ANTONIO FELIPPE,01.02.055,92,ANTONIO FELIPPE
2068,01.02.055_BAHIA,01.02.055,90,BAHIA
2069,01.02.055_CASTRO,01.02.055,244,CASTRO
8380,01.02.055_IRATI,01.02.055,243,IRATI
9046,01.02.055_Largo TIRADENTES - LARGO,01.02.055,338,Largo TIRADENTES - LARGO
8390,01.02.056_ANTONIO FELIPPE,01.02.056,92,ANTONIO FELIPPE
16331,01.02.056_ANTONIO VENDRAMIN,01.02.056,242,ANTONIO VENDRAMIN
46706,01.02.056_BAHIA,01.02.056,90,BAHIA
20694,01.02.056_IRATI,01.02.056,243,IRATI
36732,01.02.057_ANTONIO FELIPPE,01.02.057,92,ANTONIO FELIPPE
20699,01.02.057_ANTONIO VENDRAMIN,01.02.057,242,ANTONIO VENDRAMIN
46840,01.02.057_BAHIA,01.02.057,90,BAHIA
2667,01.02.057_PRUDENTOPOLIS,01.02.057,241,PRUDENTOPOLIS
20027,01.02.058_ANTONIO FELIPPE,01.02.058,92,ANTONIO FELIPPE
20042,01.02.058_BAHIA,01.02.058,90,BAHIA
13994,01.02.058_LAPA,01.02.058,239,LAPA
20026,01.02.058_PRUDENTOPOLIS,01.02.058,241,PRUDENTOPOLIS
4547,01.02.059_ANTONIO FELIPPE,01.02.059,92,ANTONIO FELIPPE
30278,01.02.059_BAHIA,01.02.059,90,BAHIA
6796,01.02.059_LAPA,01.02.059,239,LAPA
11416,01.02.059_RIO NEGRO,01.02.059,238,RIO NEGRO
36874,01.02.060_ANTONIO FELIPPE,01.02.060,92,ANTONIO FELIPPE
11379,01.02.060_BAHIA,01.02.060,90,BAHIA
20033,01.02.060_MATEUS,01.02.060,236,MATEUS
11188,01.02.060_RIO NEGRO,01.02.060,238,RIO NEGRO
7451,01.02.061_ANTONIO FELIPPE,01.02.061,92,ANTONIO FELIPPE
28403,01.02.061_BAHIA,01.02.061,90,BAHIA
7457,01.02.061_MATEUS,01.02.061,236,MATEUS
2650,01.02.061_PIRAI,01.02.061,234,PIRAI
2362,01.02.062_ANTONIO FELIPPE,01.02.062,92,ANTONIO FELIPPE
8255,01.02.062_PALMAS,01.02.062,233,PALMAS
10852,01.02.062_PIRAI,01.02.062,234,PIRAI
11777,01.02.063_ANTONIO FELIPPE,01.02.063,92,ANTONIO FELIPPE
66,01.02.063_PALMAS,01.02.063,233,PALMAS
15658,01.02.063_PRES TANCREDO NEVES,01.02.063,64,PRES TANCREDO NEVES
29630,01.02.064_IMBITUVA,01.02.064,231,IMBITUVA
9004,01.02.064_JOAQUIM DA SILVA PINTO,01.02.064,226,JOAQUIM DA SILVA PINTO
11302,01.02.064_PRES TANCREDO NEVES,01.02.064,64,PRES TANCREDO NEVES
9563,01.02.064_TIBAGI,01.02.064,232,TIBAGI
2652,01.02.065_JOAQUIM DA SILVA PINTO,01.02.065,226,JOAQUIM DA SILVA PINTO
2390,01.02.065_PALMAS,01.02.065,233,PALMAS
9649,01.02.065_TIBAGI,01.02.065,232,TIBAGI
36521,01.02.066_ANTONIO FELIPPE,01.02.066,92,ANTONIO FELIPPE
22198,01.02.066_PALMAS,01.02.066,233,PALMAS
10853,01.02.066_PIRAI,01.02.066,234,PIRAI
18,01.02.067_ANTONIO FELIPPE,01.02.067,92,ANTONIO FELIPPE
36498,01.02.067_JOAQUIM DA SILVA PINTO,01.02.067,226,JOAQUIM DA SILVA PINTO
2648,01.02.067_MATEUS,01.02.067,236,MATEUS
21073,01.02.067_PIRAI,01.02.067,234,PIRAI
9637,01.02.068_ANTONIO FELIPPE,01.02.068,92,ANTONIO FELIPPE
6797,01.02.068_MATEUS,01.02.068,236,MATEUS
5493,01.02.068_RIO NEGRO,01.02.068,238,RIO NEGRO
35477,01.02.069_D PEDRO II,01.02.069,69,D PEDRO II
41784,01.02.070_ANTONIO FELIPPE,01.02.070,92,ANTONIO FELIPPE
15722,01.02.070_JOAQUIM DA SILVA PINTO,01.02.070,226,JOAQUIM DA SILVA PINTO
4576,01.02.070_LAPA,01.02.070,239,LAPA
11382,01.02.070_RIO NEGRO,01.02.070,238,RIO NEGRO
20018,01.02.071_JOAQUIM DA SILVA PINTO,01.02.071,226,JOAQUIM DA SILVA PINTO
3149,01.02.071_LAPA,01.02.071,239,LAPA
20038,01.02.071_PRUDENTOPOLIS,01.02.071,241,PRUDENTOPOLIS
20833,01.02.072_ANTONIO FELIPPE,01.02.072,92,ANTONIO FELIPPE
11839,01.02.072_ANTONIO VENDRAMIN,01.02.072,242,ANTONIO VENDRAMIN
20015,01.02.072_JOAQUIM DA SILVA PINTO,01.02.072,226,JOAQUIM DA SILVA PINTO
11845,01.02.072_PRUDENTOPOLIS,01.02.072,241,PRUDENTOPOLIS
20691,01.02.073_ANTONIO FELIPPE,01.02.073,92,ANTONIO FELIPPE
8407,01.02.073_ANTONIO VENDRAMIN,01.02.073,242,ANTONIO VENDRAMIN
8388,01.02.073_IRATI,01.02.073,243,IRATI
6837,01.02.073_JOAQUIM DA SILVA PINTO,01.02.073,226,JOAQUIM DA SILVA PINTO
6848,01.02.074_ANTONIO FELIPPE,01.02.074,92,ANTONIO FELIPPE
15,01.02.074_CASTRO,01.02.074,244,CASTRO
20641,01.02.074_IRATI,01.02.074,243,IRATI
16,01.02.074_JOAQUIM DA SILVA PINTO,01.02.074,226,JOAQUIM DA SILVA PINTO
10220,01.02.074_Largo TIRADENTES - LARGO,01.02.074,338,Largo TIRADENTES - LARGO
48152,01.02.075_ANTONIO FELIPPE,01.02.075,92,ANTONIO FELIPPE
10963,01.02.075_CAMPO LARGO,01.02.075,245,CAMPO LARGO
6834,01.02.075_CASTRO,01.02.075,244,CASTRO
21466,01.02.075_JOAQUIM DA SILVA PINTO,01.02.075,226,JOAQUIM DA SILVA PINTO
9625,01.02.076_ANTONIO FELIPPE,01.02.076,92,ANTONIO FELIPPE
6793,01.02.076_CAMPO LARGO,01.02.076,245,CAMPO LARGO
18268,01.02.076_JOAQUIM DA SILVA PINTO,01.02.076,226,JOAQUIM DA SILVA PINTO
6775,01.02.076_PERCY GUIMARAES CLEVÉ,01.02.076,247,PERCY GUIMARAES CLEVÉ
6678,01.02.077_ANTONIO FELIPPE,01.02.077,92,ANTONIO FELIPPE
46092,01.02.077_JOAQUIM DA SILVA PINTO,01.02.077,226,JOAQUIM DA SILVA PINTO
167,01.02.077_ODINOT MACHADO,01.02.077,248,ODINOT MACHADO
11846,01.02.077_PERCY GUIMARAES CLEVÉ,01.02.077,247,PERCY GUIMARAES CLEVÉ
16263,01.02.078_ANTONIO FELIPPE,01.02.078,92,ANTONIO FELIPPE
1807,01.02.078_EDSON MARTINS,01.02.078,249,EDSON MARTINS
9617,01.02.078_JOAQUIM DA SILVA PINTO,01.02.078,226,JOAQUIM DA SILVA PINTO
14,01.02.078_ODINOT MACHADO,01.02.078,248,ODINOT MACHADO
35862,01.02.079_MANOEL RIBAS,01.02.079,94,MANOEL RIBAS
10920,01.02.080_EDSON MARTINS,01.02.080,249,EDSON MARTINS
8383,01.02.080_MANOEL RIBAS,01.02.080,94,MANOEL RIBAS
1988,01.02.080_ODINOT MACHADO,01.02.080,248,ODINOT MACHADO
27798,01.02.081_JOAQUIM DA SILVA PINTO,01.02.081,226,JOAQUIM DA SILVA PINTO
25395,01.02.081_MANOEL RIBAS,01.02.081,94,MANOEL RIBAS
17102,01.02.081_ODINOT MACHADO,01.02.081,248,ODINOT MACHADO
6751,01.02.081_PERCY GUIMARAES CLEVÉ,01.02.081,247,PERCY GUIMARAES CLEVÉ
10945,01.02.082_CAMPO LARGO,01.02.082,245,CAMPO LARGO
22115,01.02.082_JOAQUIM DA SILVA PINTO,01.02.082,226,JOAQUIM DA SILVA PINTO
2034,01.02.082_MANOEL RIBAS,01.02.082,94,MANOEL RIBAS
9638,01.02.082_PERCY GUIMARAES CLEVÉ,01.02.082,247,PERCY GUIMARAES CLEVÉ
11844,01.02.083_CAMPO LARGO,01.02.083,245,CAMPO LARGO
8379,01.02.083_CASTRO,01.02.083,244,CASTRO
6838,01.02.083_JOAQUIM DA SILVA PINTO,01.02.083,226,JOAQUIM DA SILVA PINTO
11143,01.02.083_MANOEL RIBAS,01.02.083,94,MANOEL RIBAS
7040,01.02.084_CASTRO,01.02.084,244,CASTRO
21124,01.02.084_IRATI,01.02.084,243,IRATI
20644,01.02.084_JOAQUIM DA SILVA PINTO,01.02.084,226,JOAQUIM DA SILVA PINTO
22140,01.02.084_MANOEL RIBAS,01.02.084,94,MANOEL RIBAS
22141,01.02.085_ANTONIO VENDRAMIN,01.02.085,242,ANTONIO VENDRAMIN
11388,01.02.085_IRATI,01.02.085,243,IRATI
22142,01.02.085_JOAQUIM DA SILVA PINTO,01.02.085,226,JOAQUIM DA SILVA PINTO
1343,01.02.085_MANOEL RIBAS,01.02.085,94,MANOEL RIBAS
830,01.02.086_ANTONIO VENDRAMIN,01.02.086,242,ANTONIO VENDRAMIN
47581,01.02.086_JOAQUIM DA SILVA PINTO,01.02.086,226,JOAQUIM DA SILVA PINTO
13020,01.02.086_MANOEL RIBAS,01.02.086,94,MANOEL RIBAS
20016,01.02.086_PRUDENTOPOLIS,01.02.086,241,PRUDENTOPOLIS
46065,01.02.087_JOAQUIM DA SILVA PINTO,01.02.087,226,JOAQUIM DA SILVA PINTO
11857,01.02.087_LAPA,01.02.087,239,LAPA
21879,01.02.087_MANOEL RIBAS,01.02.087,94,MANOEL RIBAS
11859,01.02.087_PRUDENTOPOLIS,01.02.087,241,PRUDENTOPOLIS
30307,01.02.088_JOAQUIM DA SILVA PINTO,01.02.088,226,JOAQUIM DA SILVA PINTO
11020,01.02.088_LAPA,01.02.088,239,LAPA
4577,01.02.088_MANOEL RIBAS,01.02.088,94,MANOEL RIBAS
15740,01.02.088_RIO NEGRO,01.02.088,238,RIO NEGRO
37165,01.02.089_JOAQUIM DA SILVA PINTO,01.02.089,226,JOAQUIM DA SILVA PINTO
34104,01.02.089_MANOEL RIBAS,01.02.089,94,MANOEL RIBAS
7424,01.02.089_MATEUS,01.02.089,236,MATEUS
18466,01.02.089_RIO NEGRO,01.02.089,238,RIO NEGRO
7458,01.02.090_JOAQUIM DA SILVA PINTO,01.02.090,226,JOAQUIM DA SILVA PINTO
9639,01.02.090_MANOEL RIBAS,01.02.090,94,MANOEL RIBAS
2683,01.02.090_MATEUS,01.02.090,236,MATEUS
8440,01.02.090_PIRAI,01.02.090,234,PIRAI
34117,01.02.091_MANOEL RIBAS,01.02.091,94,MANOEL RIBAS
10864,01.02.091_PALMAS,01.02.091,233,PALMAS
2655,01.02.091_PIRAI,01.02.091,234,PIRAI
2654,01.02.092_PALMAS,01.02.092,233,PALMAS
2448,01.02.092_TIBAGI,01.02.092,232,TIBAGI
10877,01.02.093_IMBITUVA,01.02.093,231,IMBITUVA
28410,01.02.093_MANOEL RIBAS,01.02.093,94,MANOEL RIBAS
2466,01.02.093_TIBAGI,01.02.093,232,TIBAGI
10878,01.02.094_IMBITUVA,01.02.094,231,IMBITUVA
28663,01.02.094_JOAQUIM DA SILVA PINTO,01.02.094,226,JOAQUIM DA SILVA PINTO
11792,01.02.094_MANOEL RIBAS,01.02.094,94,MANOEL RIBAS
3924,01.02.094_PRES TANCREDO NEVES,01.02.094,64,PRES TANCREDO NEVES
3147,01.02.094_VER SEBASTIAO BEM BEM DE OLIVEIRA,01.02.094,206,VER SEBASTIAO BEM BEM DE OLIVEIRA
50438,01.02.095_Largo TIRADENTES - LARGO,01.02.095,338,Largo TIRADENTES - LARGO
13919,01.02.096_EDSON MARTINS,01.02.096,249,EDSON MARTINS
12995,01.02.096_LUIZ SPIGOLON,01.02.096,118,LUIZ SPIGOLON
13921,01.02.096_MANOEL RIBAS,01.02.096,94,MANOEL RIBAS
20063,01.02.096_PERNAMBUCO,01.02.096,95,PERNAMBUCO
20060,01.02.097_EDSON MARTINS,01.02.097,249,EDSON MARTINS
