SC_ID_LOGRADOURO,NOM_LOGRADOURO,OSM_NOM_LOGRADOURO
8BF75653,"RUA OIAPOS",Rua Oiap
F1BF0D5A,"RUA TIBIRICA",Rua Tibiri
F1BF0D5A,"RUA TIBIRICA",Rua Tibir
