OSM_ID;SC_ID_LOGRADOURO;NOM_LOGRADOURO;OSM_NOM_LOGRADOURO;WKT
250565845;6B8E7F2D;RUA MINAS GERAIS;Rua Minas Gerais;LINESTRING (-53.8107938 -25.6749607, -53.8099541 -25.6751788, -53.808633 -25.6755247, -53.807284 -25.6758486)
298288725;6B8E7F2D;RUA MINAS GERAIS;Rua Minas Gerais;LINESTRING (-53.7912127 -25.6797837, -53.7923564 -25.6795466, -53.7927319 -25.679464, -53.7936628 -25.6792655, -53.7941232 -25.6791574, -53.7947266 -25.6789894, -53.7952748 -25.6788453, -53.795852 -25.6786936, -53.7970036 -25.678407, -53.7991435 -25.6778745, -53.8001926 -25.6776468, -53.8002786 -25.677624, -53.8030466 -25.676903, -53.8031532 -25.6768767, -53.8045026 -25.6765563, -53.8058668 -25.6762023, -53.8066121 -25.6760198, -53.8067865 -25.6759689, -53.807284 -25.6758486)
491358203;6B8E7F2D;RUA MINAS GERAIS;Rua Minas Gerais;LINESTRING (-53.7842733 -25.6816554, -53.7848892 -25.6814961, -53.7855066 -25.6813357, -53.7861489 -25.6811692, -53.7867703 -25.6810224, -53.7874261 -25.6808506, -53.7876202 -25.6807969, -53.7878288 -25.6807258, -53.7883527 -25.6805847, -53.7889169 -25.6803968, -53.7894989 -25.6802392, -53.7900636 -25.6800863, -53.7906228 -25.6799348, -53.7912127 -25.6797837)
250954686;8BF75653;RUA OIAPOS;Rua Oiapós;LINESTRING (-53.7950998 -25.6763031, -53.7954791 -25.6775208, -53.795852 -25.6786936, -53.7962465 -25.6799353, -53.796381 -25.6803582, -53.7966813 -25.6813021, -53.7967234 -25.6814423, -53.7970556 -25.6825828, -53.7974677 -25.68392, -53.7975079 -25.684024, -53.7981178 -25.6859086)
313763675;9E705E10;RUA OTAVIO KISCHNER;Rua Otavio Kischner;LINESTRING (-53.8134764 -25.6756072, -53.8128376 -25.6757462, -53.811611 -25.6760847, -53.8114595 -25.6761262, -53.8111988 -25.6761988, -53.8108081 -25.6762912, -53.8103502 -25.6764041, -53.8096434 -25.6765664, -53.8089949 -25.6767154, -53.8076515 -25.6770561, -53.8063728 -25.6773804, -53.8061851 -25.6774332, -53.8048796 -25.6777825, -53.8035364 -25.6781216)
1363392180;E544EA7B;RUA OTAVIO FRANCISCO DE MATTOS;Rua Otávio Francisco de Mattos;LINESTRING (-53.7991704 -25.6540211, -53.7991971 -25.6541178, -53.7994856 -25.6550212, -53.7997591 -25.655919)
313763672;E544EA7B;RUA OTAVIO FRANCISCO DE MATTOS;Rua Otávio Francisco de Mattos;LINESTRING (-53.8062077 -25.6773609, -53.8058668 -25.6762023, -53.8055127 -25.6750052, -53.8051318 -25.6737677, -53.8048258 -25.6727655, -53.804779 -25.6726212, -53.8044171 -25.6715055, -53.8043842 -25.6713902, -53.8040936 -25.6703757, -53.8036948 -25.6691607, -53.8033125 -25.6679471, -53.8021881 -25.6669041, -53.8012737 -25.666103, -53.8011003 -25.6658998, -53.7999304 -25.6649096)
950386464;E544EA7B;RUA OTAVIO FRANCISCO DE MATTOS;Rua Otávio Francisco de Mattos;LINESTRING (-53.8077599 -25.6813135, -53.8073656 -25.680963, -53.8072771 -25.6808736, -53.807218 -25.6807672, -53.8070023 -25.6800246, -53.806674 -25.678927, -53.8066346 -25.6787937, -53.8064124 -25.6780618, -53.8063493 -25.6778692, -53.8062869 -25.6776853)
491358212;E7CB32DA;RUA PACURI;Rua Pacuri;LINESTRING (-53.789338 -25.6777386, -53.789722 -25.6789833, -53.7900636 -25.6800863)
250411553;4245F20E;RUA PADRE CIRILO;Rua Padre Cirilo;LINESTRING (-53.8084022 -25.669893, -53.8083131 -25.6697911, -53.8081793 -25.6693462, -53.8078072 -25.6681254, -53.8074566 -25.6669298, -53.8070668 -25.6656938, -53.8066739 -25.6645022, -53.8063122 -25.663274, -53.8059032 -25.6618829, -53.8057375 -25.6613673, -53.8056676 -25.6611154, -53.8054984 -25.6605066, -53.8050355 -25.659103, -53.8046214 -25.6577094, -53.8041967 -25.6563104, -53.8037929 -25.6549303, -53.8035343 -25.6541592, -53.8033375 -25.6534203)
251167831;4245F20E;RUA PADRE CIRILO;Rua Padre Cirilo;LINESTRING (-53.80845 -25.6702009, -53.8085114 -25.670408, -53.8085398 -25.6705048, -53.8088616 -25.6715894, -53.8089045 -25.6717259, -53.8092121 -25.6727591, -53.8095819 -25.673975, -53.8099541 -25.6751788, -53.8103502 -25.6764041, -53.810565 -25.6770923, -53.8107729 -25.6777391, -53.8108103 -25.6778927, -53.811126 -25.6789687)
250954674;C44485D3;RUA PARAIBA;Rua Paraíba;LINESTRING (-53.8011003 -25.6658998, -53.7998816 -25.6661948, -53.7997491 -25.6662294, -53.7982697 -25.6666248, -53.7981355 -25.6666594, -53.7964294 -25.6670995, -53.7962731 -25.6671334)
313763674;C44485D3;RUA PARAIBA;Rua Paraíba;LINESTRING (-53.8024024 -25.6655712, -53.8017564 -25.6657401, -53.8011003 -25.6658998)
491358195;C44485D3;RUA PARAIBA;Rua Paraíba;LINESTRING (-53.8078373 -25.6642124, -53.8066739 -25.6645022, -53.8053719 -25.6648265)
555661585;C44485D3;RUA PARAIBA;Rua Paraíba;LINESTRING (-53.8132551 -25.6628436, -53.8119854 -25.6631729, -53.8106187 -25.6635154, -53.8093131 -25.6638426, -53.8079848 -25.6641754, -53.8078373 -25.6642124)
251167789;EF2B51D7;RUA PARA;Rua Pará;LINESTRING (-53.8155309 -25.6549893, -53.8145997 -25.6552242, -53.8135889 -25.6554689, -53.8125676 -25.6557194, -53.8112258 -25.6560524, -53.8098874 -25.6563791, -53.8093622 -25.6565123, -53.8092164 -25.6565493, -53.8085437 -25.6567373, -53.8072359 -25.6570515, -53.805909 -25.6573879, -53.8057624 -25.657421, -53.8046214 -25.6577094, -53.803297 -25.6580232)
250411552;C7998C13;RUA PERNAMBUCO;Rua Pernambuco;LINESTRING (-53.7967985 -25.6682666, -53.7985017 -25.6678318, -53.798636 -25.6677975, -53.8001122 -25.6674191, -53.800244 -25.6673864, -53.801589 -25.6670528, -53.8021881 -25.6669041, -53.8031005 -25.6666828, -53.8057043 -25.6660318, -53.8070668 -25.6656938, -53.8081833 -25.6654433)
949346706;C7998C13;RUA PERNAMBUCO;Rua Pernambuco;LINESTRING (-53.8081833 -25.6654433, -53.8081834 -25.665399, -53.8082076 -25.6653604, -53.8082499 -25.6653378, -53.8082991 -25.6653371, -53.8083422 -25.6653585, -53.8083617 -25.6653895)
