CODIGO_CARTOGRAFICO,FACE,DIMENSAO,AZIMUTE,LAT,LNG,SC_ID_LOGRADOURO,NOM_LOGRADOURO
01.04.002.12.0284,1,42.42,285.47,-25.679111238673975,-53.789442031126164,4A6E811F,"RUA MATO GROSSO"
01.04.002.12.0284,2,120.33,195.31,-25.6795822315026,-53.78980454952111,E7CB32DA,"RUA PACURI"
01.04.002.12.0284,3,42.42,105.47,-25.680154991762286,-53.7897591262096,6B8E7F2D,"RUA MINAS GERAIS"
01.04.002.12.0284,4,120.33,15.31,-25.679683998933662,-53.78939660781466,349B5C32,"RUA ANAJE"
