CODIGO_CARTOGRAFICO,FACE,DIMENSAO,AZIMUTE,LAT,LNG,SC_ID_LOGRADOURO,NOM_LOGRADOURO
01.02.002.0.0033,3,119.77,105.48,-25.677524513445128,-53.805498162282234,9E705E10,"RUA OTAVIO KISCHNER"
01.03.002.0.0034,3,119.77,105.48,-25.677867862394912,-53.80416057919811,9E705E10,"RUA OTAVIO KISCHNER"
