quadras.id,quadras.codigo_ibge_municipio,quadras.codigo_cartografico,quadras.geometria
428955,4104501,01.04.001.2.0074,"POLYGON((-53.801265132048734 -25.665944909823725, -53.80175273758849 -25.665823218747143, -53.80208009321996 -25.666115811438832, -53.801836290234256 -25.66617665775253, -53.801265132048734 -25.665944909823725))"
428759,4104501,01.04.002.3.0131,"POLYGON((-53.79505101801099 -25.675754163205088, -53.79601083473235 -25.675514678171325, -53.79613240326389 -25.67591477693256, -53.79517258373737 -25.676154263002868, -53.79505101801099 -25.675754163205088))"
428760,4104501,01.04.002.3.0130,"POLYGON((-53.7962059285458 -25.675465999210974, -53.79662066358989 -25.675362515339284, -53.79671142385622 -25.675770301160792, -53.79632749764752 -25.675866097761517, -53.7962059285458 -25.675465999210974))"
428752,4104501,01.04.001.3.0123,"POLYGON((-53.79462404664927 -25.67503726171105, -53.794655758740284 -25.675141635738367, -53.79444459928769 -25.67519432099436, -53.793695941315974 -25.675381111821924, -53.79462404664927 -25.67503726171105))"
428753,4104501,01.04.001.3.0121,"POLYGON((-53.79590729539002 -25.674483147619327, -53.796420171809224 -25.674467462587824, -53.79647288766433 -25.674688239456597, -53.796005077304 -25.674804966405926, -53.79590729539002 -25.674483147619327))"
428754,4104501,01.04.002.3.0133,"POLYGON((-53.79604471879356 -25.674935433446837, -53.79649909229563 -25.674822059206964, -53.79658985155703 -25.675229845195503, -53.79616628665042 -25.67533553224732, -53.79604471879356 -25.674935433446837))"
428755,4104501,01.04.001.3.0124,"POLYGON((-53.79512993087258 -25.67424667850028, -53.79565741575039 -25.674320923204757, -53.79506329491749 -25.674469163272704, -53.79463083066442 -25.67437120810484, -53.79512993087258 -25.67424667850028))"
428756,4104501,01.04.001.3.0122,"POLYGON((-53.7947220024377 -25.67467128345941, -53.79568181156946 -25.674431801234576, -53.79580998443244 -25.674853645022413, -53.794850172345576 -25.6750931283437, -53.7947220024377 -25.67467128345941))"
428757,4104501,01.04.002.3.0134,"POLYGON((-53.794889812734496 -25.67522359579121, -53.79584962573605 -25.674984112131945, -53.79597119302275 -25.67538421114311, -53.795011377216106 -25.67562369583889, -53.794889812734496 -25.67522359579121))"
428758,4104501,01.04.002.3.0132,"POLYGON((-53.79389678141113 -25.67604214875404, -53.79485660346713 -25.675802670950848, -53.79497816862529 -25.676202770958568, -53.79401834376398 -25.676442249798182, -53.79389678141113 -25.67604214875404))"
428764,4104501,01.03.002.3.0084,"POLYGON((-53.800866165222594 -25.683269000992166, -53.80182602520603 -25.68302947379291, -53.80235471764129 -25.684768999752176, -53.80139484545832 -25.685008531462174, -53.800866165222594 -25.683269000992166))"
428765,4104501,01.04.002.3.0106,"POLYGON((-53.79337238962641 -25.68886798247582, -53.79468162998111 -25.6885413502951, -53.79464820841571 -25.688661975049367, -53.7946147867944 -25.6887825997998, -53.79337238962641 -25.68886798247582))"
428766,4104501,01.05.001.2.0104,"POLYGON((-53.79629104209099 -25.67243116695672, -53.79786509113397 -25.672038398765945, -53.79819162501907 -25.673113043189108, -53.79655531560531 -25.673300946844627, -53.79629104209099 -25.67243116695672))"
428767,4104501,01.03.002.3.0069,"POLYGON((-53.79766756168917 -25.682491102678682, -53.79941450802378 -25.68205519699767, -53.79978456290192 -25.683272874113587, -53.79803760102465 -25.683708785539345, -53.79766756168917 -25.682491102678682))"
428768,4104501,01.04.002.12.0403,"POLYGON((-53.78253633567405 -25.68914114140139, -53.78216401164912 -25.688841709554822, -53.78196573219491 -25.689044125192595, -53.782331313194405 -25.689338134458193, -53.78253633567405 -25.68914114140139))"
428769,4104501,01.04.001.2.0152,"POLYGON((-53.79296716820983 -25.6646652337926, -53.79343168077896 -25.664549333691895, -53.793695910813625 -25.665419122772892, -53.7932313952945 -25.66553502396348, -53.79296716820983 -25.6646652337926))"
428770,4104501,01.03.002.4.0109,"POLYGON((-53.81048053379575 -25.675509166297218, -53.81090951399464 -25.675402082769498, -53.81134999516115 -25.676059434859365, -53.8106973276601 -25.67622235696277, -53.81048053379575 -25.675509166297218))"
428771,4104501,01.01.002.0.0001,"POLYGON((-53.808990531770064 -25.671782258685045, -53.810092060968294 -25.671975164549725, -53.81022424540246 -25.67241003796083, -53.80912271201669 -25.67221713345881, -53.808990531770064 -25.671782258685045))"
428772,4104501,01.04.002.12.0390,"POLYGON((-53.78289242634752 -25.687505288209458, -53.78343180115512 -25.6879390664156, -53.783007962789526 -25.68800134292817, -53.78247573012386 -25.68792972144501, -53.78289242634752 -25.687505288209458))"
428779,4104501,01.03.003.4.0113,"POLYGON((-53.813247400691395 -25.67647735258776, -53.81340093467682 -25.676439024128722, -53.813415297751426 -25.677029636096577, -53.81330689157073 -25.676673043635986, -53.813247400691395 -25.67647735258776))"
428780,4104501,01.04.001.2.110A,"POLYGON((-53.79094464825308 -25.66843480489613, -53.79125357921939 -25.669451767922645, -53.790967519111874 -25.670945422253652, -53.7902313676253 -25.669867746107997, -53.79094464825308 -25.66843480489613))"
428781,4104501,01.04.002.0.0037,"POLYGON((-53.79904320677456 -25.678023783567827, -53.79927447734988 -25.678784833776092, -53.799308837839554 -25.67889790403453, -53.799360378714695 -25.679067509393985, -53.79904320677456 -25.678023783567827))"
428782,4104501,01.06.001.2.CHAC,"POLYGON((-53.79611861670734 -25.673566994817417, -53.79604316345901 -25.6734287390438, -53.799163677733986 -25.673960092568347, -53.79850276255003 -25.674125015877625, -53.79611861670734 -25.673566994817417))"
428783,4104501,01.04.002.12.0402,"POLYGON((-53.78220767797273 -25.6879137521354, -53.78367969841388 -25.688042540687725, -53.78196573219491 -25.689044125192595, -53.781481713414024 -25.688654861486352, -53.78220767797273 -25.6879137521354))"
428784,4104501,01.04.002.12.0399,"POLYGON((-53.782994664716284 -25.68529663414847, -53.783520295224946 -25.685150823426895, -53.783795884603656 -25.685316739291284, -53.78317114692577 -25.685478638748606, -53.782994664716284 -25.68529663414847))"
428785,4104501,01.03.003.4.0111,"POLYGON((-53.812883674471074 -25.675380919065653, -53.81326809229906 -25.675588007779286, -53.81308447639182 -25.675633845946752, -53.81296930398351 -25.67566259763721, -53.812883674471074 -25.675380919065653))"
428786,4104501,01.06.004.0.0052,"POLYGON((-53.81315144332096 -25.669986604928642, -53.813343388324974 -25.66993868589257, -53.81347558127331 -25.67037355565858, -53.813283635659914 -25.670421474920257, -53.81315144332096 -25.669986604928642))"
428787,4104501,02.06.005.0.0014,"POLYGON((-53.87844846480789 -25.614771625796546, -53.879311244392966 -25.614237505624725, -53.87967783922247 -25.614775189940048, -53.87884120218824 -25.615293127405195, -53.87844846480789 -25.614771625796546))"
428788,4104501,01.04.001.2.0081,"POLYGON((-53.804240476085425 -25.66669516134349, -53.805848820004904 -25.666859505956236, -53.80510332661813 -25.667419871573607, -53.80466561895338 -25.667099460893464, -53.804240476085425 -25.66669516134349))"
428789,4104501,01.04.002.3.0108,"POLYGON((-53.79473320135117 -25.687810966267023, -53.795086663255205 -25.687722781048898, -53.794885689983985 -25.688049449603252, -53.7945535481787 -25.68846266794485, -53.79473320135117 -25.687810966267023))"
428790,4104501,01.04.002.12.0391,"POLYGON((-53.782966147907786 -25.687074222066087, -53.783356727929345 -25.68738833747225, -53.78278545919164 -25.687614241856274, -53.782650739158456 -25.687396879939413, -53.782966147907786 -25.687074222066087))"
428791,4104501,01.04.002.12.0302,"POLYGON((-53.78393411798584 -25.68079774416042, -53.78434180582996 -25.682136093969184, -53.78392606028297 -25.68246656844686, -53.783821511201 -25.6821233573073, -53.78393411798584 -25.68079774416042))"
428792,4104501,02.06.005.11.0007,"POLYGON((-53.874579110439086 -25.61476483898429, -53.875481997276225 -25.614207182473887, -53.8759836350532 -25.6148748264294, -53.87511610537102 -25.615410647187815, -53.874579110439086 -25.61476483898429))"
428797,4104501,02.06.005.11.0008,"POLYGON((-53.875253305031386 -25.615554123749664, -53.87564640575881 -25.615307235104932, -53.87576909158405 -25.61523018132618, -53.87609625298638 -25.61502470414082, -53.875253305031386 -25.615554123749664))"
428798,4104501,02.06.005.0.0011,"POLYGON((-53.879491723268444 -25.6129261558972, -53.88066975655944 -25.612198489526097, -53.8799621213335 -25.613616094333125, -53.87882157099887 -25.61334009841535, -53.879491723268444 -25.6129261558972))"
428799,4104501,01.06.003.0.0024,"POLYGON((-53.81416880154759 -25.67159458373688, -53.81440873523753 -25.67153468301252, -53.814600681989745 -25.67148676216262, -53.814368659392244 -25.67225201788725, -53.81416880154759 -25.67159458373688))"
428800,4104501,02.06.005.11.0010,"POLYGON((-53.87790921100851 -25.613903639726743, -53.87873560246252 -25.61339319941831, -53.879206503645584 -25.614083881307156, -53.878217210301635 -25.614582298440617, -53.87790921100851 -25.613903639726743))"
428801,4104501,01.04.001.1.0119,"POLYGON((-53.79953332281932 -25.653208424900686, -53.79990278031936 -25.653116218344294, -53.80007982210376 -25.653698968851394, -53.799710363032844 -25.65379117598876, -53.79953332281932 -25.653208424900686))"
428802,4104501,01.04.001.2.0091,"POLYGON((-53.79462906948031 -25.66894178200674, -53.7949667827328 -25.668863874138317, -53.79509449928063 -25.669284251867534, -53.79479290137643 -25.669481037292574, -53.79462906948031 -25.66894178200674))"
428803,4104501,01.04.001.1.084A,"POLYGON((-53.803121845434674 -25.650510878992634, -53.80373813027124 -25.65131617454993, -53.80398479578345 -25.65212802120264, -53.8033927092435 -25.651402392916015, -53.803121845434674 -25.650510878992634))"
428804,4104501,01.06.002.12.0104,"POLYGON((-53.793975668521455 -25.679926485918475, -53.794263624658335 -25.67985464231266, -53.794453906555695 -25.680480885988047, -53.79416594912904 -25.68055273013628, -53.793975668521455 -25.679926485918475))"
428805,4104501,01.04.001.2.0110,"POLYGON((-53.79101354278138 -25.668561931002895, -53.791291876900274 -25.66849248981387, -53.79162480299465 -25.669588428996654, -53.79106812992837 -25.66972731251469, -53.79101354278138 -25.668561931002895))"
428806,4104501,01.04.001.2.070A,"POLYGON((-53.80204764408843 -25.66443959854942, -53.80237394583699 -25.664358161495986, -53.80244134008654 -25.664579952292684, -53.802471642329124 -25.664818574181208, -53.80204764408843 -25.66443959854942))"
428807,4104501,02.06.005.0.0002,"POLYGON((-53.879390922016306 -25.611792766447923, -53.88058593053187 -25.61203210731627, -53.87996758989737 -25.61241405590254, -53.87985987322535 -25.61248059192375, -53.879390922016306 -25.611792766447923))"
428808,4104501,02.06.005.11.0004,"POLYGON((-53.877307284386944 -25.613079785817845, -53.878165742131394 -25.612549541063647, -53.878634690138924 -25.61323737076582, -53.877776230150864 -25.613767618481223, -53.877307284386944 -25.613079785817845))"
428809,4104501,01.04.002.3.129A,"POLYGON((-53.79511989529457 -25.68782967542798, -53.795126672220604 -25.687819466897704, -53.79520480913645 -25.687799972373874, -53.7953445155065 -25.688259711083504, -53.79511989529457 -25.68782967542798))"
428810,4104501,01.04.002.12.0389,"POLYGON((-53.78323650982937 -25.68778200906006, -53.783505520852486 -25.687508000160683, -53.783896103677854 -25.687822113868656, -53.78340651610949 -25.687964821188686, -53.78323650982937 -25.68778200906006))"
428811,4104501,01.06.004.1.0003,"POLYGON((-53.81012301009089 -25.65418201147577, -53.8103302334141 -25.65345888619461, -53.81067847204019 -25.654604783430067, -53.8099491657432 -25.654786853995958, -53.81012301009089 -25.65418201147577))"
428812,4104501,01.01.001.0.0025,"POLYGON((-53.80822384313104 -25.6692536991358, -53.80852615877775 -25.669178236660315, -53.80836759716613 -25.669726676118202, -53.808276712518 -25.669427649589988, -53.80822384313104 -25.6692536991358))"
428828,4104501,01.04.001.2.0151,"POLYGON((-53.79437221957751 -25.664314655623244, -53.79538881083829 -25.664411888585935, -53.794471307560805 -25.664640825805265, -53.79343168077896 -25.664549333691895, -53.79437221957751 -25.664314655623244))"
428829,4104501,01.04.002.4.0123,"POLYGON((-53.80985582783787 -25.679416837880066, -53.81022209445663 -25.679325412866785, -53.81048267567831 -25.680301821876075, -53.80999405473923 -25.679871554580192, -53.80985582783787 -25.679416837880066))"
428830,4104501,01.06.004.1.075A,"POLYGON((-53.81294817067146 -25.654225181891377, -53.81322261689951 -25.654156660868523, -53.81332272177723 -25.654486033092883, -53.813455896350696 -25.654924210149822, -53.81294817067146 -25.654225181891377))"
428831,4104501,01.03.004.0.0046,"POLYGON((-53.81051372669296 -25.667559285368327, -53.81166537974662 -25.667271789743378, -53.81192974699353 -25.668141533892197, -53.81198262097567 -25.6683154826148, -53.81051372669296 -25.667559285368327))"
428832,4104501,01.01.001.0.0019,"POLYGON((-53.80716409429026 -25.66577710544051, -53.808348371684836 -25.666223392961395, -53.8083911119355 -25.666551267703987, -53.807977902351595 -25.66669345550741, -53.80716409429026 -25.66577710544051))"
428833,4104501,01.04.001.1.067A,"POLYGON((-53.80435370876909 -25.66189950211305, -53.80443266548539 -25.662159334280346, -53.804152148774286 -25.662229350211852, -53.80387238546086 -25.662299177492606, -53.80435370876909 -25.66189950211305))"
428834,4104501,01.04.002.12.0297,"POLYGON((-53.78557485539219 -25.682522104244654, -53.78676488666354 -25.68222443025602, -53.7865500312049 -25.681519162663808, -53.78536000606359 -25.6818168343845, -53.78557485539219 -25.682522104244654))"
428853,4104501,01.04.002.3.0129,"POLYGON((-53.795253363506674 -25.688394739392187, -53.795376232886795 -25.68836408444333, -53.79543702471104 -25.68856413334726, -53.79549781677012 -25.688764182204068, -53.795253363506674 -25.688394739392187))"
428854,4104501,01.05.002.0.0020,"POLYGON((-53.810713091729426 -25.6739713074868, -53.810257643808406 -25.675020738131344, -53.81000810281655 -25.675083028527435, -53.80995522762861 -25.674909079236812, -53.810713091729426 -25.6739713074868))"
428855,4104501,01.04.002.3.0045,"POLYGON((-53.799612410840005 -25.67918581079307, -53.800332284795395 -25.67900617395876, -53.80057224222574 -25.67894629426242, -53.80094229576119 -25.68016396871204, -53.799612410840005 -25.67918581079307))"
428856,4104501,01.04.001.2.0102,"POLYGON((-53.792679216356916 -25.670707151158666, -53.79309208115465 -25.67138640171604, -53.79331172358446 -25.672109369504895, -53.79290012306435 -25.67143429492703, -53.792679216356916 -25.670707151158666))"
428857,4104501,01.01.002.0.0002,"POLYGON((-53.808828399335795 -25.671819716144544, -53.80888391468615 -25.672002363656915, -53.80909275990054 -25.67268946585089, -53.807931450132365 -25.672979341458138, -53.808828399335795 -25.671819716144544))"
428859,4104501,01.05.002.3.039A,"POLYGON((-53.79536080305061 -25.67894715592983, -53.79556237000255 -25.678896863725186, -53.795763936758824 -25.678846571255168, -53.79608108371095 -25.67989030632095, -53.79536080305061 -25.67894715592983))"
428860,4104501,01.03.001.0.0050,"POLYGON((-53.80282059271504 -25.670795576053006, -53.80397230080952 -25.670508137215105, -53.80423662309297 -25.671377899064392, -53.803084907684415 -25.671665340608094, -53.80282059271504 -25.670795576053006))"
428861,4104501,01.04.002.4.0122,"POLYGON((-53.80917804639115 -25.67959654380428, -53.810061690973505 -25.680686013501468, -53.809877938617404 -25.680731880100826, -53.80954818802485 -25.680814188803783, -53.80917804639115 -25.67959654380428))"
428862,4104501,01.06.003.4.0017,"POLYGON((-53.81082698420316 -25.681891207662513, -53.81191901149278 -25.682086487309036, -53.81205121732501 -25.68252135704119, -53.81095918587616 -25.682326078746758, -53.81082698420316 -25.681891207662513))"
428863,4104501,01.05.002.3.0028,"POLYGON((-53.79559408027711 -25.677568876674847, -53.796818199558984 -25.678199164829312, -53.79687105805387 -25.678373120289848, -53.79591122126562 -25.678612612676613, -53.79559408027711 -25.677568876674847))"
428864,4104501,01.04.002.3.0059,"POLYGON((-53.796808361906734 -25.68148015047563, -53.79794001969771 -25.681806003542558, -53.7980589599244 -25.682197401587686, -53.79692729809034 -25.6818715497958, -53.796808361906734 -25.68148015047563))"
428865,4104501,01.05.001.1.0006,"POLYGON((-53.80297489739637 -25.656719577477475, -53.80450606536008 -25.657647424482715, -53.80334488303876 -25.65793725278152, -53.80329202741481 -25.65776329927363, -53.80297489739637 -25.656719577477475))"
428866,4104501,01.04.002.4.0109,"POLYGON((-53.81072657042409 -25.675092168513725, -53.81066855184888 -25.67622954004803, -53.81052458466025 -25.676265477377527, -53.810380617371706 -25.67630141457189, -53.81072657042409 -25.675092168513725))"
428867,4104501,01.04.001.2.072B,"POLYGON((-53.799083898079616 -25.663416031550106, -53.799701648989526 -25.663590460094593, -53.79996786598849 -25.664135251966005, -53.7992464644631 -25.663931558938135, -53.799083898079616 -25.663416031550106))"
428868,4104501,01.04.001.1.0115,"POLYGON((-53.79926899810451 -25.654088472315212, -53.799392215626206 -25.65405772107441, -53.79963845852318 -25.653996266195108, -53.799902701444175 -25.654866043309543, -53.79926899810451 -25.654088472315212))"
428869,4104501,01.06.003.0.0025,"POLYGON((-53.81420268939049 -25.670837370598722, -53.81409957625244 -25.670498172940345, -53.81442371861149 -25.67088512116344, -53.814555916784 -25.671319989482647, -53.81420268939049 -25.670837370598722))"
428870,4104501,01.04.001.2.074A,"POLYGON((-53.80190788456556 -25.665784498533895, -53.802395488595884 -25.665662805412698, -53.80277006871335 -25.665943610626837, -53.80223524042543 -25.666077090855502, -53.80190788456556 -25.665784498533895))"
428871,4104501,01.04.002.3.0112,"POLYGON((-53.79222125833576 -25.68678322050277, -53.79318116914477 -25.6865437473579, -53.79333101411075 -25.687036886151137, -53.792371099955844 -25.68727636094887, -53.79222125833576 -25.68678322050277))"
428872,4104501,01.04.002.12.0307,"POLYGON((-53.78650813370526 -25.6799237962834, -53.78698964525832 -25.67980924997892, -53.78728650231529 -25.68078369331732, -53.78680665815174 -25.680903725485578, -53.78650813370526 -25.6799237962834))"
428873,4104501,01.05.004.0.0053,"POLYGON((-53.81367508917496 -25.667057363161234, -53.81391624369898 -25.666916589472773, -53.81388159667903 -25.66773671663581, -53.81361767738267 -25.667802605809335, -53.81367508917496 -25.667057363161234))"
428876,4104501,01.01.002.0.0003,"POLYGON((-53.80746760506701 -25.672164439644273, -53.80753369263544 -25.672381877953846, -53.80755695552555 -25.672458416225513, -53.8075575938848 -25.672460516518054, -53.80746760506701 -25.672164439644273))"
428877,4104501,01.03.002.3.0053,"POLYGON((-53.80245862206774 -25.68006305362162, -53.803802383724744 -25.679727702410382, -53.80409316706672 -25.680684437914433, -53.80274939601845 -25.68101979259902, -53.80245862206774 -25.68006305362162))"
428878,4104501,01.06.003.4.0012,"POLYGON((-53.81160887454771 -25.68037238143867, -53.81283819690767 -25.68064566899219, -53.81297040387083 -25.681080537818897, -53.81177280544394 -25.68091162064749, -53.81160887454771 -25.68037238143867))"
428879,4104501,01.06.004.0.0061,"POLYGON((-53.81269585242764 -25.655786811992854, -53.81316894243079 -25.655668697079605, -53.81374776948843 -25.65589847791626, -53.813274679363204 -25.656016594733728, -53.81269585242764 -25.655786811992854))"
428880,4104501,02.06.005.0.0001,"POLYGON((-53.88009265634727 -25.611359307505023, -53.88066815637229 -25.611981316107617, -53.88145206609767 -25.611497087860986, -53.88092313206167 -25.610846317415632, -53.88009265634727 -25.611359307505023))"
428881,4104501,01.04.001.1.0114,"POLYGON((-53.79956759028126 -25.65507132136911, -53.80005200065452 -25.655357466985304, -53.800166948798335 -25.655735819533145, -53.799682536566166 -25.6554496744627, -53.79956759028126 -25.65507132136911))"
428882,4104501,01.06.002.3.0019,"POLYGON((-53.794077443730245 -25.676636765737737, -53.79535440206649 -25.67744102441836, -53.794394568520424 -25.677680506466245, -53.7943417139451 -25.67750654976724, -53.794077443730245 -25.676636765737737))"
428887,4104501,01.04.001.2.0038,"POLYGON((-53.80170704939434 -25.667146926832004, -53.80181501942489 -25.66711998087601, -53.80317589171961 -25.66790321799462, -53.80286877602267 -25.667979867026894, -53.80170704939434 -25.667146926832004), (-53.802008244109985 -25.666830471862657, -53.80145299665918 -25.66633418956127, -53.80163230806766 -25.666924294083177, -53.80163231598392 -25.66692429210756, -53.802008244109985 -25.666830471862657))"
428888,4104501,01.02.002.0.0092,"POLYGON((-53.80835899877532 -25.674369010876248, -53.80952032031008 -25.674079130866915, -53.80983756740521 -25.67512282761003, -53.808676237020286 -25.675412710895756, -53.80835899877532 -25.674369010876248))"
428889,4104501,01.04.001.2.0072,"POLYGON((-53.80009453308165 -25.66417854145308, -53.80023664026536 -25.66374715347337, -53.801073977389414 -25.664500060132614, -53.8003835987166 -25.66443846114911, -53.80009453308165 -25.66417854145308))"
428890,4104501,01.03.002.4.0064,"POLYGON((-53.80442445325154 -25.680786833947998, -53.804712403032966 -25.680714970038398, -53.805173505783955 -25.68059989083745, -53.80477703406551 -25.681946857627775, -53.80442445325154 -25.680786833947998))"
428891,4104501,01.06.003.4.0018,"POLYGON((-53.812919951877824 -25.68249164607926, -53.815094232032884 -25.682510309721216, -53.81307860398535 -25.683013488204463, -53.811144270084135 -25.682934897889616, -53.812919951877824 -25.68249164607926))"
428892,4104501,01.04.003.4.0006,"POLYGON((-53.81247159813438 -25.678781221786878, -53.81286185706201 -25.678683800057783, -53.81295402418198 -25.67894151502685, -53.8125509197479 -25.679042143538243, -53.81247159813438 -25.678781221786878))"
428956,4104501,01.04.002.3.0124,"POLYGON((-53.79704000975632 -25.68629435355236, -53.797609227770884 -25.686152329416007, -53.79772420780424 -25.68653068047173, -53.79715498724189 -25.686672705536452, -53.79704000975632 -25.68629435355236))"
428899,4104501,02.06.005.11.0009,"POLYGON((-53.87621893821291 -25.614947650030775, -53.87638339777574 -25.614846071869405, -53.87727147442082 -25.614297546986744, -53.87780642549151 -25.613967127040087, -53.87621893821291 -25.614947650030775))"
428900,4104501,01.04.004.0.0036,"POLYGON((-53.81073073606757 -25.663572435179006, -53.81188235102819 -25.663284940957265, -53.81219957998492 -25.66432863458395, -53.811047956253056 -25.664616132054515, -53.81073073606757 -25.663572435179006))"
428901,4104501,01.04.002.3.0113,"POLYGON((-53.792031762972506 -25.686159569365977, -53.79299166940609 -25.685920097836863, -53.79314152465925 -25.686413276784688, -53.7921816147656 -25.686652749591534, -53.792031762972506 -25.686159569365977))"
428902,4104501,01.04.001.2.0096,"POLYGON((-53.796965660386434 -25.670548982464197, -53.79734175254496 -25.670291526811354, -53.79729237993899 -25.670698247442246, -53.796624676558935 -25.670864858393774, -53.796965660386434 -25.670548982464197))"
428903,4104501,01.04.001.1.0120,"POLYGON((-53.799004761960944 -25.653218693442955, -53.79937422003507 -25.65312648819008, -53.79958561047092 -25.65382231066538, -53.79921615052118 -25.653914516612023, -53.799004761960944 -25.653218693442955))"
428904,4104501,01.04.002.3.0117,"POLYGON((-53.795039181092626 -25.687059396203765, -53.79496544804449 -25.686816258973327, -53.795599389235264 -25.687592327475993, -53.79522883379496 -25.68768477880618, -53.795039181092626 -25.687059396203765))"
428990,4104501,01.06.004.1.0072,"POLYGON((-53.814933414316876 -25.654366598025184, -53.81539603315387 -25.654438237871986, -53.8149862844248 -25.65454054609042, -53.81452366529856 -25.65446890495628, -53.814933414316876 -25.654366598025184))"
428906,4104501,01.04.001.2.0040,"POLYGON((-53.798735059584 -25.667888799737195, -53.80007870186607 -25.66755349292148, -53.80039584557753 -25.668597219371254, -53.79905219305616 -25.66893252997315, -53.798735059584 -25.667888799737195))"
428907,4104501,01.06.002.4.0101,"POLYGON((-53.80956538575986 -25.678277235066357, -53.810726740377625 -25.67798734264426, -53.81101757206509 -25.678944060246213, -53.809856209333184 -25.67923395567235, -53.80956538575986 -25.678277235066357))"
428908,4104501,01.06.004.1.0071,"POLYGON((-53.814603623088075 -25.65475137236839, -53.81542312201742 -25.654546756818263, -53.815528864010275 -25.65489465241719, -53.81470936300138 -25.65509926873816, -53.814603623088075 -25.65475137236839))"
428909,4104501,01.04.001.1.0069,"POLYGON((-53.80285094433386 -25.663178088739002, -53.803342519764136 -25.66289304844745, -53.8036352034915 -25.663856228154415, -53.80309776912811 -25.66399036375641, -53.80285094433386 -25.663178088739002))"
428910,4104501,01.01.004.0.0038,"POLYGON((-53.80805572960257 -25.664238873112126, -53.80920735939542 -25.663951398984064, -53.80952456797285 -25.66499510015708, -53.80837292940758 -25.66528257753316, -53.80805572960257 -25.664238873112126))"
428911,4104501,01.03.003.4.0115,"POLYGON((-53.81167849934946 -25.676171976046106, -53.81283022947901 -25.67588446480203, -53.81299812355006 -25.67643674906221, -53.811846388776026 -25.676724262026333, -53.81167849934946 -25.676171976046106))"
428914,4104501,01.04.001.2.0100,"POLYGON((-53.793450606472966 -25.67053397050882, -53.793862840530906 -25.671211131091543, -53.79408312128228 -25.671936184858765, -53.79367088312619 -25.67125902527026, -53.793450606472966 -25.67053397050882))"
428915,4104501,01.02.001.0.0015,"POLYGON((-53.80642069400946 -25.66334241759108, -53.80738998018102 -25.663100471959353, -53.80770717029793 -25.66414417871106, -53.80673787674296 -25.664386127075954, -53.80642069400946 -25.66334241759108))"
428916,4104501,01.03.001.0.0080,"POLYGON((-53.80391122810904 -25.669608396400324, -53.8051554595097 -25.66928568894256, -53.80521281810533 -25.66947442679464, -53.80536586349133 -25.66997801744776, -53.80391122810904 -25.669608396400324))"
428917,4104501,01.04.002.12.0406,"POLYGON((-53.78183506698277 -25.689179648876664, -53.782246066694796 -25.689507545984863, -53.781588097106926 -25.690184641347862, -53.78117709649733 -25.68985674245229, -53.78183506698277 -25.689179648876664))"
428918,4104501,01.03.002.4.0052,"POLYGON((-53.804093414698 -25.67964947425179, -53.80524520181028 -25.67936201879366, -53.80531129074912 -25.679579457928426, -53.8043842000557 -25.680606209005205, -53.804093414698 -25.67964947425179))"
428919,4104501,01.04.001.2.0071,"POLYGON((-53.80035891923208 -25.663395509754835, -53.80110207205888 -25.663785384408023, -53.801706052700474 -25.664333835577654, -53.80082235545125 -25.664093299535452, -53.80035891923208 -25.663395509754835))"
428991,4104501,01.04.002.12.0405,"POLYGON((-53.78236115672508 -25.689605540094316, -53.78276987393727 -25.689935772429006, -53.78210721598945 -25.690609105062382, -53.78169849793065 -25.690278870933227, -53.78236115672508 -25.689605540094316))"
428922,4104501,01.04.001.2.0049,"POLYGON((-53.799193898735005 -25.670400908641437, -53.79932604223277 -25.670835795477487, -53.799378899942425 -25.67100975014948, -53.79951104499292 -25.671444636673566, -53.799193898735005 -25.670400908641437))"
428923,4104501,01.04.001.2.0104,"POLYGON((-53.79697969102642 -25.670961747506233, -53.797507567325276 -25.670830026352583, -53.79782470075957 -25.67187375913351, -53.797296820437126 -25.67200548177443, -53.79697969102642 -25.670961747506233))"
428924,4104501,01.02.001.0.0082,"POLYGON((-53.80484700498792 -25.670291624236473, -53.805403659271796 -25.670152689185105, -53.805667990650115 -25.671022447670648, -53.80511133283138 -25.671161384030118, -53.80484700498792 -25.670291624236473))"
428925,4104501,01.01.002.0.0021,"POLYGON((-53.808036006587116 -25.674455087844834, -53.80817037491565 -25.67442154874191, -53.80848761174242 -25.67546524929163, -53.80733587161041 -25.675752726743074, -53.808036006587116 -25.674455087844834))"
428926,4104501,01.05.004.0.0069,"POLYGON((-53.81507769566788 -25.663235887228588, -53.81577633246194 -25.663061454942145, -53.815878119754224 -25.66339630317852, -53.815179481253224 -25.663570736097647, -53.81507769566788 -25.663235887228588))"
428927,4104501,01.06.001.2.0083,"POLYGON((-53.797542068105265 -25.66539635816464, -53.79610246618031 -25.665755588514244, -53.796049616210226 -25.665581631952882, -53.79597034158768 -25.66532069704424, -53.797542068105265 -25.66539635816464))"
428931,4104501,01.02.002.0.0030,"POLYGON((-53.807385586414334 -25.67592432728949, -53.8085373279974 -25.67563684932271, -53.80859020159521 -25.67581079925542, -53.80885457224846 -25.676680548383107, -53.807385586414334 -25.67592432728949))"
428932,4104501,01.02.002.0.0009,"POLYGON((-53.80937251350975 -25.672996488670112, -53.80931964046393 -25.672822538953543, -53.81028899366514 -25.672580568374407, -53.80963688140273 -25.673866236717075, -53.80937251350975 -25.672996488670112))"
