quadras.id,quadras.codigo_ibge_municipio,quadras.codigo_cartografico,quadras.geometria
428933,4104501,01.03.001.2.0055,"POLYGON((-53.801825218909904 -25.67226388540772, -53.80297694397446 -25.671976453111796, -53.80326769573378 -25.67293319328123, -53.80211596262282 -25.673220628553377, -53.801825218909904 -25.67226388540772))"
428934,4104501,01.03.002.2.0007,"POLYGON((-53.800567600056446 -25.673892382834097, -53.8008319081683 -25.674762151973898, -53.80079226165128 -25.674631686647018, -53.80065172884245 -25.67416923044279, -53.800567600056446 -25.673892382834097))"
428935,4104501,01.03.001.0.0054,"POLYGON((-53.803175689647695 -25.671925304344036, -53.80432740720463 -25.67163786190069, -53.80461816839332 -25.672594598580563, -53.80346644279047 -25.672882044000335, -53.803175689647695 -25.671925304344036))"
428936,4104501,01.04.002.3.0128,"POLYGON((-53.795319998639336 -25.687771233445325, -53.79577115691019 -25.687658671807608, -53.79606416853514 -25.68862288016337, -53.79561300708479 -25.68873544297563, -53.795319998639336 -25.687771233445325))"
428937,4104501,01.04.001.2.0150,"POLYGON((-53.79453736656277 -25.66485827252375, -53.79555396250409 -25.664955503931928, -53.794636455585085 -25.665184442497132, -53.79359682403108 -25.665092951971843, -53.79453736656277 -25.66485827252375))"
428938,4104501,01.02.004.0.0049,"POLYGON((-53.809540856041885 -25.669114002024976, -53.81069252680281 -25.668826512697137, -53.81095689174471 -25.669696258753206, -53.809805213672036 -25.66998375078847, -53.809540856041885 -25.669114002024976))"
428939,4104501,01.05.004.1.0057,"POLYGON((-53.80458951556281 -25.65291777754695, -53.80455005065576 -25.65278789167344, -53.80622486637394 -25.654222584607805, -53.8058889988302 -25.654306423235983, -53.80458951556281 -25.65291777754695))"
428940,4104501,01.03.004.0.0044,"POLYGON((-53.810141789808455 -25.666334708290144, -53.811293432568085 -25.66604721647517, -53.81161066629888 -25.667090910854053, -53.81045901476651 -25.66737840591796, -53.810141789808455 -25.666334708290144))"
428941,4104501,01.04.002.12.0392,"POLYGON((-53.78422515117077 -25.68598464801399, -53.784556686112204 -25.68635017826142, -53.78317146202212 -25.687060773150463, -53.783066977624635 -25.68697753545974, -53.78422515117077 -25.68598464801399))"
428949,4104501,01.03.002.4.098A,"POLYGON((-53.8097301413201 -25.676658329529516, -53.810248425538234 -25.676528957129467, -53.81061856511774 -25.677746599741, -53.81010027629118 -25.677875973847232, -53.8097301413201 -25.676658329529516))"
428950,4104501,01.03.002.0.0024,"POLYGON((-53.80289127706354 -25.67574222121833, -53.80404303135443 -25.675454778031746, -53.80430736872738 -25.676324538278767, -53.80436023673465 -25.676498490221103, -53.80289127706354 -25.67574222121833))"
428951,4104501,01.02.001.0.0018,"POLYGON((-53.805455219758926 -25.66488650886342, -53.806616460975256 -25.66459665878002, -53.80693364981122 -25.665640367260295, -53.805772399748435 -25.665930220617966, -53.805455219758926 -25.66488650886342))"
428952,4104501,01.04.002.12.0401,"POLYGON((-53.7819561067686 -25.68789876422897, -53.78176899999091 -25.68808977479298, -53.78129973847854 -25.688568823438242, -53.780890187329526 -25.688239444400097, -53.7819561067686 -25.68789876422897))"
428953,4104501,01.03.002.3.0066,"POLYGON((-53.80155303078563 -25.681503047112525, -53.802512875115305 -25.681263516631105, -53.80288295748063 -25.68248118356322, -53.80192310461239 -25.682720717202148, -53.80155303078563 -25.681503047112525))"
428954,4104501,01.04.001.2.0041,"POLYGON((-53.79690880517447 -25.668351962252203, -53.79844440924136 -25.66796877179107, -53.79870339931138 -25.668821152246537, -53.79876154052484 -25.669012502843398, -53.79690880517447 -25.668351962252203))"
428957,4104501,01.06.004.1.0002,"POLYGON((-53.81051444239616 -25.65334508199122, -53.811666807959625 -25.65306039505907, -53.81203326342573 -25.654278936768428, -53.810880887595005 -25.654563627466448, -53.81051444239616 -25.65334508199122))"
428958,4104501,01.03.003.4.0114,"POLYGON((-53.811880760060504 -25.676837328402797, -53.814961321544295 -25.677284245624932, -53.814961930575954 -25.6772959308105, -53.81496199980227 -25.677307545011445, -53.811880760060504 -25.676837328402797))"
428959,4104501,01.04.001.2.0093,"POLYGON((-53.7933186306268 -25.669301481008986, -53.79384739623367 -25.669179503734107, -53.794144332322226 -25.67015688914503, -53.793618373540234 -25.67028811924322, -53.7933186306268 -25.669301481008986))"
428960,4104501,01.06.004.1.0018,"POLYGON((-53.81043174990544 -25.657855710414, -53.81158331221638 -25.657568222904533, -53.811953386711224 -25.658785868677455, -53.81080181417024 -25.659073359976393, -53.81043174990544 -25.657855710414))"
428961,4104501,01.03.001.2.0043,"POLYGON((-53.80073762129996 -25.668698483642533, -53.80188931639527 -25.668411062468234, -53.80215361773543 -25.669280829967835, -53.80220647853589 -25.66945478336075, -53.80073762129996 -25.668698483642533))"
428962,4104501,01.04.004.1.0029,"POLYGON((-53.80860925688621 -25.66129725645571, -53.80976085731474 -25.66100978033049, -53.81013092795123 -25.66222743088951, -53.808979317290124 -25.66251491080393, -53.80860925688621 -25.66129725645571))"
428963,4104501,01.06.004.1.0063,"POLYGON((-53.81375918938173 -25.655520856963374, -53.81420060987278 -25.655410645307438, -53.81474777009499 -25.655648328649814, -53.81430634942277 -25.655758541991357, -53.81375918938173 -25.655520856963374))"
428964,4104501,01.06.004.1.0009,"POLYGON((-53.81072792744526 -25.65477848244691, -53.81078079184082 -25.6549524325263, -53.81109798194073 -25.65599613225279, -53.80994643281265 -25.656283614812036, -53.81072792744526 -25.65477848244691))"
428965,4104501,01.05.002.3.0103,"POLYGON((-53.79912834206107 -25.685753147903117, -53.79959082398482 -25.68604825022279, -53.799700734791394 -25.68640989985115, -53.799354214248886 -25.686496365714934, -53.79912834206107 -25.685753147903117))"
428966,4104501,01.02.003.0.0004,"POLYGON((-53.81057967734471 -25.67250333076425, -53.811731376573206 -25.672215830818157, -53.81084405233718 -25.673373076028557, -53.810791176983464 -25.673199127047134, -53.81057967734471 -25.67250333076425))"
428967,4104501,01.04.001.2.0105,"POLYGON((-53.797124542263695 -25.67192147783535, -53.79716088021463 -25.672041072365644, -53.79689693937384 -25.672106932770347, -53.79663299819756 -25.672172792720545, -53.797124542263695 -25.67192147783535))"
428968,4104501,01.06.003.4.0007,"POLYGON((-53.818367133591586 -25.67887237568209, -53.8196510951824 -25.679019671825365, -53.81978332389034 -25.679454532625513, -53.81849935753163 -25.67930723806109, -53.818367133591586 -25.67887237568209))"
428974,4104501,01.03.002.4.0098,"POLYGON((-53.809087083175314 -25.676818844700463, -53.809216654752916 -25.676786502308488, -53.80960536900008 -25.676689474475, -53.80997550286173 -25.677907119203628, -53.809087083175314 -25.676818844700463))"
428975,4104501,01.06.003.0.0020,"POLYGON((-53.81337018250485 -25.670680267962478, -53.81436397026874 -25.671367910253604, -53.81427279561173 -25.67139067253557, -53.81363457189043 -25.671550006991232, -53.81337018250485 -25.670680267962478))"
428976,4104501,01.03.002.0.0005,"POLYGON((-53.80354639281614 -25.673143130992685, -53.804698120612755 -25.67285568475584, -53.80496245496303 -25.673725444168177, -53.80381071985155 -25.674012893111232, -53.80354639281614 -25.673143130992685))"
428977,4104501,01.03.001.0.0016,"POLYGON((-53.805087046252574 -25.66367460978183, -53.80624827719709 -25.66338476349918, -53.806301140322994 -25.663558715250225, -53.80656545861474 -25.66442847347045, -53.805087046252574 -25.66367460978183))"
428978,4104501,01.04.001.2.0089,"POLYGON((-53.80012068293093 -25.664928587332064, -53.80036061297945 -25.664868710228046, -53.80082166848783 -25.665280816747522, -53.800581737941826 -25.665340694657488, -53.80012068293093 -25.664928587332064))"
428979,4104501,01.04.001.2.0053,"POLYGON((-53.7980319261541 -25.67199980999498, -53.7995675710626 -25.671616604260194, -53.799798828363954 -25.67237765497811, -53.799831865398616 -25.672486376453605, -53.7980319261541 -25.67199980999498))"
428984,4104501,01.06.003.4.0013,"POLYGON((-53.81003603738451 -25.680496156487738, -53.81173955887745 -25.68148365239359, -53.81154759495669 -25.681531570854066, -53.811355630858344 -25.68157948907406, -53.81003603738451 -25.680496156487738))"
428985,4104501,01.04.001.2.070B,"POLYGON((-53.798830285213256 -25.662592714491765, -53.79964059656806 -25.662819965046282, -53.800353801050925 -25.663019977361955, -53.799561125140855 -25.663052652842342, -53.798830285213256 -25.662592714491765))"
428986,4104501,01.04.002.12.0415,"POLYGON((-53.78148787492816 -25.690290584134306, -53.78107892321354 -25.69070645479823, -53.78082391117716 -25.69059284678214, -53.78056889959155 -25.69047923827779, -53.78148787492816 -25.690290584134306))"
428987,4104501,01.04.001.0.0038,"POLYGON((-53.80192298939921 -25.667093034843873, -53.80252116124985 -25.667318039363362, -53.80292648981613 -25.667680311075983, -53.80239835490744 -25.667722980260073, -53.80192298939921 -25.667093034843873))"
428988,4104501,01.05.002.3.039B,"POLYGON((-53.79480549496408 -25.679089432875987, -53.795026259355474 -25.6790343517233, -53.79524702351215 -25.6789792702524, -53.795564166535755 -25.680023006773204, -53.79480549496408 -25.679089432875987))"
428989,4104501,01.04.002.3.0125,"POLYGON((-53.796120820678105 -25.686526509474902, -53.79648078224116 -25.68643669561337, -53.796962440414475 -25.686723559870003, -53.79659575819376 -25.686815048200565, -53.796120820678105 -25.686526509474902))"
428993,4104501,01.03.002.0.0016,"POLYGON((-53.8009807584995 -25.675209282398903, -53.800896390104 -25.674931652350654, -53.80224010140917 -25.674596319790222, -53.80255728841636 -25.675640037517123, -53.8009807584995 -25.675209282398903))"
428994,4104501,01.04.002.3.0107,"POLYGON((-53.79306700406523 -25.68822680629863, -53.79424393436477 -25.68793335551146, -53.79441519315978 -25.68849693993358, -53.79386656469339 -25.688633771537148, -53.79306700406523 -25.68822680629863))"
428995,4104501,01.06.002.3.0017,"POLYGON((-53.79644935916688 -25.67626715540019, -53.79638593120136 -25.676058408452345, -53.79862271486077 -25.676623143649113, -53.796703073584496 -25.67710214267812, -53.79644935916688 -25.67626715540019))"
428996,4104501,01.02.001.0.082A,"POLYGON((-53.80415843216175 -25.670459384844687, -53.80443676040436 -25.6703899188229, -53.80497941526743 -25.671190212400393, -53.80470108563056 -25.671259679581585, -53.80415843216175 -25.670459384844687))"
428997,4104501,01.04.001.2.0092,"POLYGON((-53.79398110698175 -25.66914836770853, -53.79450987100862 -25.669026388139134, -53.79480328308802 -25.669992156907508, -53.794277325975884 -25.67012338926733, -53.79398110698175 -25.66914836770853))"
428998,4104501,01.04.001.2.0070,"POLYGON((-53.80027433093672 -25.663252665495527, -53.800353801050925 -25.663019977361955, -53.80214823899917 -25.66422735775124, -53.80201747199151 -25.664261439781722, -53.80027433093672 -25.663252665495527))"
429007,4104501,01.04.004.1.0012,"POLYGON((-53.80555891110672 -25.656077817302968, -53.80708049121939 -25.65700803171197, -53.805928919720834 -25.65729548410879, -53.80587606081513 -25.657121531814887, -53.80555891110672 -25.656077817302968))"
429008,4104501,01.05.004.0.0039,"POLYGON((-53.813790587820655 -25.664112948404906, -53.81493975006308 -25.66381749504883, -53.8149940850387 -25.663991072802453, -53.815265762635875 -25.66485896101347, -53.813790587820655 -25.664112948404906))"
429009,4104501,01.04.001.2.0035,"POLYGON((-53.800018283300425 -25.666350769231638, -53.79999185534339 -25.66626379192016, -53.80146067717418 -25.667020102266935, -53.80030899375546 -25.667307519069514, -53.800018283300425 -25.666350769231638))"
429010,4104501,01.04.002.12.0384,"POLYGON((-53.78383839094755 -25.68807844036427, -53.784015449873955 -25.68790795287046, -53.78441430564726 -25.688247274792612, -53.78440575876135 -25.688255504511755, -53.78383839094755 -25.68807844036427))"
429011,4104501,01.04.001.2.0111,"POLYGON((-53.791413981220806 -25.668459613117452, -53.791779874326444 -25.668368325702623, -53.79174690828353 -25.669555551940135, -53.791572517039505 -25.6689814889235, -53.791413981220806 -25.668459613117452))"
429012,4104501,01.04.001.1.0113,"POLYGON((-53.80006180696442 -25.65494797920298, -53.80054621782308 -25.655234123123613, -53.800661167331405 -25.655612475166752, -53.800176754613844 -25.655326331791894, -53.80006180696442 -25.65494797920298))"
429013,4104501,01.04.002.12.0409,"POLYGON((-53.780271914627725 -25.68792828896486, -53.78067946867716 -25.688259694792357, -53.780014465406765 -25.688931120741984, -53.77960691053683 -25.688599713116673, -53.780271914627725 -25.68792828896486))"
429014,4104501,01.04.001.2.089A,"POLYGON((-53.80036061297945 -25.664868710228046, -53.80159034096717 -25.665684684975197, -53.801446275910685 -25.665720639148443, -53.801102735757254 -25.66580637547684, -53.80036061297945 -25.664868710228046))"
429015,4104501,01.05.004.0.0068,"POLYGON((-53.81425693480794 -25.663450134482837, -53.81495557441923 -25.66327570593154, -53.8150573597168 -25.663610554910044, -53.8143587183985 -25.66378498409389, -53.81425693480794 -25.663450134482837))"
429016,4104501,01.03.001.2.0051,"POLYGON((-53.80149132427197 -25.67113038387648, -53.802643039770174 -25.670842955025037, -53.802841274742285 -25.671495278837156, -53.80290735362098 -25.671712719996442, -53.80149132427197 -25.67113038387648))"
429017,4104501,01.03.002.3.0081,"POLYGON((-53.804605423046496 -25.682333980730167, -53.80410892490265 -25.684329355826282, -53.80409212705346 -25.684333547941723, -53.80379034651569 -25.684408860715077, -53.804605423046496 -25.682333980730167))"
429018,4104501,01.04.002.3.0057,"POLYGON((-53.7986229246091 -25.681025697088035, -53.79919883419642 -25.68088199099907, -53.7994895853808 -25.681838738398902, -53.79891367176787 -25.681982445975894, -53.7986229246091 -25.681025697088035))"
429019,4104501,01.02.002.0.0042,"POLYGON((-53.804975149046825 -25.677842195201617, -53.80579549597429 -25.677637452088064, -53.80605761854538 -25.677572030143992, -53.80600788045786 -25.67774210003201, -53.804975149046825 -25.677842195201617), (-53.806152903402754 -25.678393786916576, -53.806266114156564 -25.677986558348465, -53.80650403849639 -25.678769337104843, -53.80601453383589 -25.678891510662723, -53.806152903402754 -25.678393786916576))"
429022,4104501,01.03.002.3.0065,"POLYGON((-53.80280020946741 -25.681194062463444, -53.80414398223441 -25.68085870716541, -53.80451407911824 -25.68207636873024, -53.80317029439803 -25.682411728449367, -53.80280020946741 -25.681194062463444))"
429023,4104501,01.04.002.3.087A,"POLYGON((-53.79914925347381 -25.685128646165634, -53.80001314488559 -25.684913080814205, -53.80013711824414 -25.685321001775414, -53.79927322425732 -25.685536568078664, -53.79914925347381 -25.685128646165634))"
429024,4104501,01.01.002.0.0010,"POLYGON((-53.809146383513614 -25.672867356379594, -53.809199256340314 -25.673041306177446, -53.809410749423016 -25.673737105011934, -53.809463623137695 -25.673911054631365, -53.809146383513614 -25.672867356379594))"
429025,4104501,01.05.004.0.0056,"POLYGON((-53.814340760541604 -25.667765123271636, -53.81556263344046 -25.669916397758655, -53.815298710694684 -25.66998229028598, -53.815034787613044 -25.67004818235895, -53.814340760541604 -25.667765123271636))"
429026,4104501,01.05.001.1.0010,"POLYGON((-53.80406692936339 -25.659627103959526, -53.803904877518846 -25.659480405285592, -53.80412982358967 -25.659424259647277, -53.80534914296399 -25.660429940854872, -53.80406692936339 -25.659627103959526), (-53.803936123726466 -25.65988297057842, -53.80471921486831 -25.660582914226694, -53.80447692629343 -25.66064338913961, -53.804189023408405 -25.660715248735503, -53.803936123726466 -25.65988297057842))"
429029,4104501,01.04.002.3.0071,"POLYGON((-53.79696124322416 -25.682662355815534, -53.79727841386053 -25.683706086081223, -53.79733127625455 -25.68388004100071, -53.79637139760551 -25.684119539863755, -53.79696124322416 -25.682662355815534))"
429030,4104501,01.04.001.2.072A,"POLYGON((-53.80076215164784 -25.664760418482263, -53.801005952549836 -25.664699574150976, -53.802231810906626 -25.665516509503725, -53.80206558251094 -25.665557995771014, -53.80076215164784 -25.664760418482263))"
429031,4104501,01.04.002.4.049A,"POLYGON((-53.809580404670854 -25.679033162408082, -53.80962006246506 -25.679163624334205, -53.8096597203592 -25.67929408624024, -53.80850794804908 -25.679581575675602, -53.809580404670854 -25.679033162408082))"
429032,4104501,01.03.002.3.0083,"POLYGON((-53.802008110152464 -25.68298265582287, -53.802967964843106 -25.68274312147002, -53.80349667178334 -25.684482642063116, -53.8025368048938 -25.684722180927288, -53.802008110152464 -25.68298265582287))"
429033,4104501,01.05.001.1.0058,"POLYGON((-53.80141176266919 -25.657112731911308, -53.80143109059467 -25.657107908047255, -53.80314458869863 -25.657990262624104, -53.801663542541775 -25.658359910752214, -53.80141176266919 -25.657112731911308))"
429034,4104501,01.04.002.12.0298,"POLYGON((-53.78484428301493 -25.68158177047627, -53.78516218166212 -25.682625327745267, -53.78492225469653 -25.682685340889332, -53.784682327452835 -25.682745353662387, -53.78484428301493 -25.68158177047627))"
429035,4104501,01.02.002.4.0095,"POLYGON((-53.80873532437148 -25.67558966763302, -53.81021391085863 -25.676343478975063, -53.810060345516725 -25.676381811666314, -53.80881463521405 -25.67585059237877, -53.80873532437148 -25.67558966763302))"
429036,4104501,01.05.004.1.0011,"POLYGON((-53.808052595766156 -25.655448977753192, -53.8083697644408 -25.65649268523718, -53.80842262650752 -25.656666636359606, -53.80727106251324 -25.656954098830717, -53.808052595766156 -25.655448977753192))"
429037,4104501,01.04.001.2.095A,"POLYGON((-53.791786663964835 -25.669666011195147, -53.79279298264988 -25.670361186136287, -53.79280056363343 -25.670386193195398, -53.792832209992014 -25.67049058351607, -53.791786663964835 -25.669666011195147))"
429038,4104501,01.05.002.3.0038,"POLYGON((-53.79602837194226 -25.678960213692623, -53.795975514296174 -25.678786257858203, -53.79693535227123 -25.678546764947416, -53.79629266283505 -25.679829992330358, -53.79602837194226 -25.678960213692623))"
429039,4104501,01.05.004.1.001A,"POLYGON((-53.806116746141186 -25.6525964086876, -53.80634705202047 -25.652538919334354, -53.806577357644336 -25.652481429635262, -53.80704713190277 -25.65402742876524, -53.806116746141186 -25.6525964086876))"
429040,4104501,01.02.002.0.0041,"POLYGON((-53.80636352672846 -25.677629497777918, -53.80640523711529 -25.677487803687534, -53.80757417688149 -25.677196043889097, -53.807944292679814 -25.678413695303306, -53.80636352672846 -25.677629497777918))"
429041,4104501,01.03.002.3.0067,"POLYGON((-53.80041282701031 -25.68179230336557, -53.801372676650395 -25.681552780024347, -53.80174274889225 -25.6827704507053, -53.80078289071316 -25.68300997720368, -53.80041282701031 -25.68179230336557))"
429043,4104501,01.03.001.2.0052,"POLYGON((-53.79985071186764 -25.671540523022106, -53.801458694606545 -25.672074971277915, -53.80011500798597 -25.67241029455204, -53.80004893354047 -25.672192851753145, -53.79985071186764 -25.671540523022106))"
429044,4104501,01.03.004.0.0048,"POLYGON((-53.812036982165935 -25.668490181271356, -53.81230135564113 -25.669359924166496, -53.81210941098459 -25.669407841789955, -53.811149685038345 -25.66964742630209, -53.812036982165935 -25.668490181271356))"
429045,4104501,01.05.001.1.0012,"POLYGON((-53.80423943941623 -25.660890312750656, -53.80449375397878 -25.660826836686653, -53.805400646769584 -25.660600475212778, -53.80577067247916 -25.661818140722914, -53.80423943941623 -25.660890312750656))"
429046,4104501,01.03.001.0.0086,"POLYGON((-53.80499684451815 -25.667637216097386, -53.805204556288615 -25.66758537272274, -53.8047671401146 -25.668836141679215, -53.804425251076886 -25.6689214728761, -53.80499684451815 -25.667637216097386))"
429047,4104501,01.04.002.12.0280,"POLYGON((-53.787150352756 -25.679682905229573, -53.78746743064222 -25.680726664699506, -53.78770740002613 -25.680666805393678, -53.78739032030954 -25.679623046599186, -53.787150352756 -25.679682905229573))"
429048,4104501,01.01.004.0.0045,"POLYGON((-53.80879477750663 -25.666680735841695, -53.80994642783395 -25.666393254137976, -53.81026365133839 -25.66743695231351, -53.8091119922378 -25.667724437265747, -53.80879477750663 -25.666680735841695))"
429049,4104501,01.02.002.0.0013,"POLYGON((-53.80520727780318 -25.673851486847266, -53.80645498405843 -25.67354007190921, -53.80677220317537 -25.674583777752467, -53.80552448741092 -25.67489519620933, -53.80520727780318 -25.673851486847266))"
429050,4104501,01.05.002.3.0060,"POLYGON((-53.795654036692326 -25.681770530257214, -53.796421926794025 -25.68157893653625, -53.79661389887574 -25.681531037504595, -53.796904632003866 -25.68248779158145, -53.795654036692326 -25.681770530257214))"
429051,4104501,01.02.003.0.0001,"POLYGON((-53.811601596620875 -25.67112969547963, -53.8127532796804 -25.67084218871836, -53.81301766517278 -25.67171192919555, -53.811865974800995 -25.671999438665104, -53.811601596620875 -25.67112969547963))"
429052,4104501,01.01.002.0.0011,"POLYGON((-53.80779937136489 -25.67320633197337, -53.808116600733754 -25.674250034024045, -53.807703898248405 -25.674353046412413, -53.80728524433035 -25.67445754296034, -53.80779937136489 -25.67320633197337))"
429053,4104501,01.04.003.0.0003,"POLYGON((-53.81190539534018 -25.672165844784583, -53.813057087146866 -25.671878334882866, -53.81316284289533 -25.67222623076625, -53.812064024841895 -25.67268769018109, -53.81190539534018 -25.672165844784583))"
429054,4104501,01.06.003.0.0023,"POLYGON((-53.813265448025035 -25.671831999568898, -53.814033238274455 -25.671640320447338, -53.81425162980963 -25.672358723391604, -53.813582719009894 -25.67287568620018, -53.813265448025035 -25.671831999568898))"
429055,4104501,01.06.003.0.0022,"POLYGON((-53.81507444722701 -25.67017864269234, -53.8156022935571 -25.670046857905795, -53.81551546629802 -25.67069529874051, -53.81532287732273 -25.67099584576336, -53.81507444722701 -25.67017864269234))"
429056,4104501,01.06.002.3.0029,"POLYGON((-53.7944402818999 -25.677868737167973, -53.7954001167966 -25.67762925470619, -53.795717256348496 -25.67867299125028, -53.79475741413288 -25.678912476416155, -53.7944402818999 -25.677868737167973))"
429057,4104501,01.06.002.3.0018,"POLYGON((-53.795232231245585 -25.676350575006328, -53.796192052150985 -25.67611108842684, -53.796509193072126 -25.6771548232006, -53.7955493648486 -25.67739431248418, -53.795232231245585 -25.676350575006328))"
429058,4104501,01.04.002.3.0047,"POLYGON((-53.79634931059055 -25.68000041429727, -53.79767918157618 -25.680978603388628, -53.79698808641246 -25.681151043450484, -53.79671932656083 -25.68121810263253, -53.79634931059055 -25.68000041429727))"
429059,4104501,01.04.002.3.0046,"POLYGON((-53.79749985870738 -25.679714636788173, -53.79978957989197 -25.68045330242025, -53.79786988491885 -25.680932321340272, -53.797810415834 -25.68073662215503, -53.79749985870738 -25.679714636788173))"
429060,4104501,01.04.002.3.0044,"POLYGON((-53.8007457069568 -25.67889767549871, -53.80135115023608 -25.678746588574125, -53.802022729893835 -25.679701869742818, -53.80207559665425 -25.679875822596497, -53.8007457069568 -25.67889767549871))"
429061,4104501,01.04.002.3.0036,"POLYGON((-53.79923924969882 -25.67796502803658, -53.800199072531115 -25.67772551468435, -53.80051625324899 -25.678769237255924, -53.799556423098856 -25.679008753313592, -53.79923924969882 -25.67796502803658))"
429089,4104501,01.04.002.3.0074,"POLYGON((-53.79484091443854 -25.68997496915513, -53.79543653145816 -25.68982800904826, -53.79580158621393 -25.689737935579117, -53.795406227793926 -25.690242210277624, -53.79484091443854 -25.68997496915513))"
429062,4104501,01.04.002.3.0027,"POLYGON((-53.79678684365872 -25.677409008052077, -53.79674720028664 -25.677278541387718, -53.79898400849455 -25.67784326891023, -53.7970643500582 -25.67832227414137, -53.79678684365872 -25.677409008052077))"
429063,4104501,01.05.002.3.0026,"POLYGON((-53.798862210023856 -25.676752385113566, -53.79906780263174 -25.67670108254448, -53.800049934369056 -25.677578873996413, -53.799755269461464 -25.67765240491227, -53.798862210023856 -25.676752385113566))"
429064,4104501,01.04.002.3.0056,"POLYGON((-53.799393394897685 -25.680836268692655, -53.79963335653479 -25.680776390211467, -53.79987331789439 -25.68071651135436, -53.80016407380245 -25.681673257010566, -53.799393394897685 -25.680836268692655))"
429065,4104501,01.04.002.3.0055,"POLYGON((-53.80006734266643 -25.680665636172257, -53.80102718441432 -25.680426115771848, -53.80131794837942 -25.681382858446952, -53.80035809992269 -25.681622381327788, -53.80006734266643 -25.680665636172257))"
429066,4104501,01.03.002.3.0054,"POLYGON((-53.80121322621506 -25.68037261687702, -53.802173062608276 -25.680133089302565, -53.80246383455921 -25.68108982901844, -53.80150399145751 -25.681329359073576, -53.80121322621506 -25.68037261687702))"
429067,4104501,01.05.002.3.0048,"POLYGON((-53.79647991139536 -25.681091736553007, -53.79653499473942 -25.681265124596596, -53.79557826525195 -25.681514691402842, -53.795523183106866 -25.681341302896627, -53.79647991139536 -25.681091736553007))"
429090,4104501,01.04.002.3.0073,"POLYGON((-53.795916866531044 -25.68970949114483, -53.79636838049542 -25.6895980829412, -53.79648218055327 -25.689976728002218, -53.796030665336076 -25.69008813666383, -53.795916866531044 -25.68970949114483))"
429069,4104501,01.04.002.4.0120,"POLYGON((-53.80802785641931 -25.680492622325584, -53.80854136019757 -25.680364452358784, -53.80873832566638 -25.681012414649487, -53.80822481945786 -25.681140585515752, -53.80802785641931 -25.680492622325584), (-53.808368191251255 -25.67979476698253, -53.808100042056346 -25.68117172957861, -53.807951268902556 -25.681208862751344, -53.80784124144696 -25.681236325045813, -53.808368191251255 -25.67979476698253))"
429070,4104501,01.03.003.4.0110,"POLYGON((-53.811508573925735 -25.675526528104527, -53.812703798653935 -25.675382113812724, -53.812796677824274 -25.675687641705892, -53.81164494943419 -25.675975152539543, -53.811508573925735 -25.675526528104527))"
429071,4104501,01.04.002.3.0089,"POLYGON((-53.79644330378521 -25.684379860641776, -53.79718241215882 -25.684195446565923, -53.79740318427945 -25.68414036115029, -53.79793182054057 -25.68587990788634, -53.79644330378521 -25.684379860641776))"
429072,4104501,01.04.002.3.0088,"POLYGON((-53.79759272139497 -25.684084436386833, -53.79908124732746 -25.685584471039896, -53.798601304225905 -25.685704227390612, -53.79812136001452 -25.685823982237597, -53.79759272139497 -25.684084436386833))"
429073,4104501,01.04.002.3.0087,"POLYGON((-53.79874457099618 -25.683797027639148, -53.79898453885859 -25.683737149726632, -53.79960845400233 -25.683581465394816, -53.79998909046649 -25.68483393194829, -53.79874457099618 -25.683797027639148))"
429091,4104501,01.06.004.1.0075,"POLYGON((-53.81227313155373 -25.654396091888938, -53.812820106235954 -25.654259530931895, -53.81305338343984 -25.655027081047525, -53.8125064056954 -25.655163643139247, -53.81227313155373 -25.654396091888938))"
429074,4104501,01.04.002.3.0086,"POLYGON((-53.79980042751544 -25.683533562012265, -53.800016397505395 -25.68347967041941, -53.80066430612679 -25.6833179938139, -53.80119298378878 -25.68505752523325, -53.79980042751544 -25.683533562012265))"
429075,4104501,01.06.003.4.0010,"POLYGON((-53.8129135443392 -25.68022874512511, -53.815413041597175 -25.679483115984706, -53.81571713631488 -25.680483307159093, -53.81318324701127 -25.68111587723145, -53.8129135443392 -25.68022874512511))"
429076,4104501,01.05.001.1.0002,"POLYGON((-53.80246825617801 -25.655183166499107, -53.80362941529422 -25.654893347144437, -53.804052255543596 -25.65628497423084, -53.802891084637295 -25.65657479794855, -53.80246825617801 -25.655183166499107))"
429077,4104501,01.04.002.3.127A,"POLYGON((-53.79627015641598 -25.687017929721502, -53.79708072221348 -25.68711278416277, -53.797111780038 -25.687214984154966, -53.796385134412795 -25.687396285317764, -53.79627015641598 -25.687017929721502))"
429078,4104501,01.02.002.0.0023,"POLYGON((-53.80423980823354 -25.675406777323413, -53.805391555050925 -25.6751193240009, -53.80570877071373 -25.67616303238704, -53.804557015117595 -25.676450488957503, -53.80423980823354 -25.675406777323413))"
429079,4104501,01.05.001.1.CHAC,"POLYGON((-53.80315958117079 -25.652593205916215, -53.804636507498124 -25.654056251210918, -53.80415669508347 -25.654176015304348, -53.80367688156025 -25.654295777896458, -53.80315958117079 -25.652593205916215))"
429087,4104501,01.04.002.12.0286,"POLYGON((-53.790389890641706 -25.678874779696844, -53.79079782895634 -25.678773011174403, -53.791114933472194 -25.679816760451846, -53.79070699338005 -25.679918531517735, -53.790389890641706 -25.678874779696844))"
429080,4104501,01.05.004.1.0019,"POLYGON((-53.80909255136247 -25.658184790835328, -53.81024412105453 -25.657897313386645, -53.81061418363086 -25.659114963568555, -53.80946260370814 -25.659402444806236, -53.80909255136247 -25.658184790835328))"
