CODIGO_CARTOGRAFICO,FACE,DIMENSAO,AZIMUTE,LAT,LNG,SC_ID_LOGRADOURO,NOM_LOGRADOURO
01.02.004.1.0030,1,140.39,15.32,-25.661946885760443,-53.808601992229065,B6AB9351,"RUA TUPINAMBAS"
01.02.004.1.0030,2,39.09,105.48,-25.661384975594956,-53.808229011254944,1C2CD413,"RUA CEARA"
01.02.004.1.0030,3,162.11,165.48,-25.66213753799412,-53.80783823156245,AE42A7F8,"AVENIDA SETE DE SETEMBRO"
01.02.004.1.0030,4,119.77,285.48,-25.662699448159607,-53.80821121253657,90AD120A,"RUA RIO GRANDE DO NORTE"
