CODIGO_CARTOGRAFICO,FACE,DIMENSAO,AZIMUTE,LAT,LNG,SC_ID_LOGRADOURO,NOM_LOGRADOURO
01.01.004.0.0047,1,119.77,285.48,-25.667749791495837,-53.80974600710908,0C5BD29F,"RUA ANTONIO NIEHEUS"
01.01.004.0.0047,2,120.33,195.32,-25.668127897061567,-53.81048045285419,B6AB9351,"RUA TUPINAMBAS"
01.01.004.0.0047,3,119.77,105.48,-25.66879348978258,-53.81006323371216,A8B4E8F4,"RUA MARTINS NOTTAR"
01.01.004.0.0047,4,120.33,15.32,-25.66841538421685,-53.80932878796704,083D97F0,"AVENIDA INDEPENDENCIA"
