COD_MUNICIPIO,COD_UNICO_ENDERECO,ID_QUADRA,ID_FACE,NOM_LOGRADOURO,NUM_ENDERECO,LATITUDE,LONGITUDE
4104501,01.04.001.2.0150.1500,01.04.001.2.0150,ID_FACE,"Avenida das Flores",1003,-25.6651964,-53.7936406
4104501,01.04.001.2.0150.1400,01.04.001.2.0150,ID_FACE,"Avenida das Flores",1013,-25.665049,-53.793808
4104501,01.04.001.2.0150.1300,01.04.001.2.0150,ID_FACE,"Avenida das Flores",1031,-25.6651197,-53.7939926
4104501,01.04.001.2.0150.1200,01.04.001.2.0150,ID_FACE,"Avenida das Flores",1047,-25.6650963,-53.7940948
4104501,01.04.001.2.0150.1100,01.04.001.2.0150,ID_FACE,"Avenida das Flores",1059,-25.664951,-53.794133
4104501,01.04.001.2.0151.1500,01.04.001.2.0151,ID_FACE,"Avenida das Flores",1006,-25.664855,-53.793579
4104501,01.04.001.2.0151.1400,01.04.001.2.0151,ID_FACE,"Avenida das Flores",1014,-25.664817,-53.793686
4104501,01.04.001.2.0151.1300,01.04.001.2.0151,ID_FACE,"Avenida das Flores",1032,-25.6647081,-53.7938396
4104501,01.04.001.2.0151.1200,01.04.001.2.0151,ID_FACE,"Avenida das Flores",1046,-25.664765,-53.79400700000001
4104501,01.04.001.2.0151.1100,01.04.001.2.0151,ID_FACE,"Avenida das Flores",1058,-25.6647956,-53.7942583
4104501,01.04.001.2.0152.0100,01.04.001.2.0152,ID_FACE,"Avenida das Flores",,-25.6647807,-53.7945733
4104501,01.04.001.2.0104.1400,01.04.001.2.0104,ID_FACE,"RUA CAMELIA","" 543"",-25.6715334,-53.7972645
4104501,01.04.001.2.0104.1200,01.04.001.2.0104,ID_FACE,"RUA CAMELIA","" 557"",-25.671503,-53.79703199999999
4104501,01.04.001.2.0104.1000,01.04.001.2.0104,ID_FACE,"RUA CAMELIA","" 571"",-25.6713208,-53.7971435
4104501,01.04.001.2.0104.0600,01.04.001.2.0104,ID_FACE,"RUA CAMELIA","" 599"",-25.6710863,-53.79714930000001
4104501,01.04.001.2.0104.0200,01.04.001.2.0104,ID_FACE,"RUA CAMELIA","" 621"",-25.6709911,-53.7970905
4104501,01.04.001.2.0105.0300,01.04.001.2.0105,ID_FACE,"RUA CAMELIA","" 504"",-25.6718604,-53.7972074
4104501,01.04.001.2.0105.1500,01.04.001.2.0105,ID_FACE,"RUA CAMELIA","" 532"",-25.6717843,-53.797001
4104501,01.04.001.2.0105.1300,01.04.001.2.0105,ID_FACE,"RUA CAMELIA","" 544"",-25.6716585,-53.7969328
4104501,01.04.001.2.0105.1100,01.04.001.2.0105,ID_FACE,"RUA CAMELIA","" 558"",-25.6714778,-53.797103
4104501,01.04.001.2.0105.0900,01.04.001.2.0105,ID_FACE,"RUA CAMELIA","" 566"",-25.671431,-53.7970877
4104501,01.04.001.2.0100.0200,01.04.001.2.0100,ID_FACE,"RUA CEDRO",1063,-25.6707008,-53.7933099
4104501,01.04.001.2.0100.0100,01.04.001.2.0100,ID_FACE,"RUA CEDRO",1071,-25.6718724,-53.80777
4104501,01.04.001.2.0100.1600,01.04.001.2.0100,ID_FACE,"RUA CEDRO",1815,-25.6719459,-53.793847
4104501,01.04.001.2.0100.1500,01.04.001.2.0100,ID_FACE,"RUA CEDRO",1829,-25.6718724,-53.80777
4104501,01.04.001.2.0100.1400,01.04.001.2.0100,ID_FACE,"RUA CEDRO",1837,-25.6716409,-53.7938751
4104501,01.04.001.2.0101.0400,01.04.001.2.0101,ID_FACE,"RUA CEDRO",1950,-25.670815,-53.793529
4104501,01.04.001.2.0103.0100,01.04.001.2.0103,ID_FACE,"RUA CEDRO",1046,-25.671678,-53.793681
4104501,01.04.001.2.0103.0400,01.04.001.2.0103,ID_FACE,"RUA CEDRO",1822,-25.6718724,-53.80777
4104501,01.04.001.2.103A.0100,01.04.001.2.103A,ID_FACE,"RUA CEDRO",870,-25.671382,-53.793592
4104501,01.04.001.2.0094.0400,01.04.001.2.0094,ID_FACE,"RUA CEREJEIRA",2025,-25.6702351,-53.7930687
4104501,01.04.001.2.0094.1400,01.04.001.2.0094,ID_FACE,"RUA CEREJEIRA",2041,-25.6701294,-53.7927979
